gene_id,TCGA-2J-AAB1,TCGA-2J-AAB4,TCGA-2J-AAB6,TCGA-2J-AAB8,TCGA-2J-AAB9,TCGA-2J-AABA,TCGA-2J-AABE,TCGA-2J-AABF,TCGA-2J-AABH,TCGA-2J-AABI,TCGA-2J-AABK,TCGA-2J-AABO,TCGA-2J-AABP,TCGA-2J-AABR,TCGA-2J-AABT,TCGA-2J-AABU,TCGA-2J-AABV,TCGA-2L-AAQA,TCGA-2L-AAQE,TCGA-2L-AAQI,TCGA-2L-AAQJ,TCGA-2L-AAQL,TCGA-2L-AAQM,TCGA-3A-A9I5,TCGA-3A-A9I7,TCGA-3A-A9I9,TCGA-3A-A9IB,TCGA-3A-A9IC,TCGA-3A-A9IH,TCGA-3A-A9IJ,TCGA-3A-A9IL,TCGA-3A-A9IN,TCGA-3A-A9IO,TCGA-3A-A9IR,TCGA-3A-A9IS,TCGA-3A-A9IU,TCGA-3A-A9IV,TCGA-3A-A9IX,TCGA-3A-A9IZ,TCGA-3A-A9J0,TCGA-3E-AAAY,TCGA-3E-AAAZ,TCGA-F2-6879,TCGA-F2-6880,TCGA-F2-7273,TCGA-F2-7276,TCGA-F2-A44G,TCGA-F2-A44H,TCGA-F2-A7TX,TCGA-F2-A8YN,TCGA-FB-A4P5,TCGA-FB-A4P6,TCGA-FB-A545,TCGA-FB-A5VM,TCGA-FB-A78T,TCGA-FB-A7DR,TCGA-FB-AAPP,TCGA-FB-AAPQ,TCGA-FB-AAPS,TCGA-FB-AAPU,TCGA-FB-AAPY,TCGA-FB-AAPZ,TCGA-FB-AAQ0,TCGA-FB-AAQ1,TCGA-FB-AAQ2,TCGA-FB-AAQ3,TCGA-FB-AAQ6,TCGA-H6-8124,TCGA-H6-A45N,TCGA-H8-A6C1,TCGA-HV-A5A3,TCGA-HV-A5A4,TCGA-HV-A5A5,TCGA-HV-A5A6,TCGA-HV-A7OL,TCGA-HV-A7OP,TCGA-HV-AA8V,TCGA-HV-AA8X,TCGA-HZ-7289,TCGA-HZ-7918,TCGA-HZ-7919,TCGA-HZ-7920,TCGA-HZ-7922,TCGA-HZ-7923,TCGA-HZ-7924,TCGA-HZ-7925,TCGA-HZ-7926,TCGA-HZ-8001,TCGA-HZ-8002,TCGA-HZ-8003,TCGA-HZ-8005,TCGA-HZ-8315,TCGA-HZ-8317,TCGA-HZ-8519,TCGA-HZ-8636,TCGA-HZ-8637,TCGA-HZ-8638,TCGA-HZ-A49G,TCGA-HZ-A49H,TCGA-HZ-A49I,TCGA-HZ-A4BH,TCGA-HZ-A4BK,TCGA-HZ-A77O,TCGA-HZ-A77P,TCGA-HZ-A77Q,TCGA-HZ-A8P0,TCGA-HZ-A8P1,TCGA-HZ-A9TJ,TCGA-HZ-A9TJ,TCGA-IB-7644,TCGA-IB-7645,TCGA-IB-7646,TCGA-IB-7647,TCGA-IB-7649,TCGA-IB-7651,TCGA-IB-7652,TCGA-IB-7654,TCGA-IB-7885,TCGA-IB-7886,TCGA-IB-7887,TCGA-IB-7888,TCGA-IB-7889,TCGA-IB-7890,TCGA-IB-7891,TCGA-IB-7893,TCGA-IB-7897,TCGA-IB-8126,TCGA-IB-8127,TCGA-IB-A5SO,TCGA-IB-A5SP,TCGA-IB-A5SQ,TCGA-IB-A5SS,TCGA-IB-A5ST,TCGA-IB-A6UF,TCGA-IB-A6UG,TCGA-IB-A7LX,TCGA-IB-A7M4,TCGA-IB-AAUM,TCGA-IB-AAUN,TCGA-IB-AAUO,TCGA-IB-AAUP,TCGA-IB-AAUQ,TCGA-IB-AAUR,TCGA-IB-AAUS,TCGA-IB-AAUT,TCGA-IB-AAUU,TCGA-IB-AAUV,TCGA-IB-AAUW,TCGA-L1-A7W4,TCGA-LB-A7SX,TCGA-LB-A8F3,TCGA-LB-A9Q5,TCGA-M8-A5N4,TCGA-OE-A75W,TCGA-PZ-A5RE,TCGA-Q3-A5QY,TCGA-Q3-AA2A,TCGA-RB-A7B8,TCGA-RB-AA9M,TCGA-RL-AAAS,TCGA-S4-A8RM,TCGA-S4-A8RO,TCGA-S4-A8RP,TCGA-US-A774,TCGA-US-A776,TCGA-US-A779,TCGA-US-A77E,TCGA-US-A77G,TCGA-US-A77J,TCGA-XD-AAUG,TCGA-XD-AAUH,TCGA-XD-AAUI,TCGA-XD-AAUL,TCGA-XN-A8T3,TCGA-XN-A8T5,TCGA-YB-A89D,TCGA-YH-A8SY,TCGA-YY-A8LH,TCGA-Z5-AAPL
CCL20,654.6341,1152.3569,53.8012,580.0235,144.6945,146.5477,415.6004,466.3772,2662.892,5736.5747,263.5426,245.1923,70.4892,1025.974,388.6108,157.2052,34.6457,513.1711,85.2641,412.9742,802.4752,370.6417,3.5608,4681.8727,40.5748,285.5524,124.9622,546.6667,89.0524,0,32.7078,0.5774,3.6208,0.3443,0,68.9807,2.8062,51.8632,1588.1041,163.1899,285.7143,73.2984,317.7267,1.2274,209.1816,304.4206,4580.574,1100.6711,94.1073,276.0482,127.1109,74.9319,219.5307,305.686,217.2285,123.1331,38.9497,3780.9168,181.3793,1558.5313,4795.2329,711.0789,127.2973,257.8066,169.8464,962.6811,857.277,173.4164,146.5316,1920.2586,168.9696,180.0107,927.2097,255.8887,90.573,632.2778,70.805,628.9172,92.5248,498.5685,118.4346,40.116,370.0214,1241.2194,16.7082,705.3655,485.5609,131.2883,67.7362,122.1814,35.7913,254.8277,356.8243,184.2814,683.0377,5869.6766,1432.2315,58.5339,797.4508,86.3705,317.7346,162.9701,213.1234,46.3957,126.9095,237.3725,252.6946,283.9385,227.3847,477.6074,553.0146,716.2437,232.6189,769.2308,681.5096,1025.974,130.6236,2753.3775,1855.6835,423.2285,728.1233,187.8863,124.011,254.3154,43.8531,253.343,292.9895,350.45,118.5587,72.086,355.8483,97.1629,72.9576,534.8392,92.8648,177.2545,405.2752,178.4946,396.2901,813.564,82.279,137.7551,123.0839,287.6041,163.8756,233.4896,61.2836,172.2375,80.3161,454.1343,1924.3655,437.5428,542.2171,693.148,328.1892,139.8735,747.6568,182.1983,316.7382,185.4234,923.9085,463.4416,102.6998,225.6842,3.4297,549.6415,1135.3712,160.2008,118.7576,166.2162,218.6361,1127.2907,1372.5572,36.9198,119.1895,944.5015,814.2523,789.7696,358.4046
CCL21,473.1707,478.5354,22.807,194.5946,918.5423,172.8511,76.4606,881.3679,140.2439,2502.1771,514.6174,1241.9872,31.5623,1831.1688,2683.3542,875.5459,1222.0472,29.3585,637.164,626.7491,5947.0297,699.2385,3.5608,843.3373,1646.2384,986.4023,2096.5434,2372.8395,298.9062,2.6599,801.6097,1486.7206,241.5621,533.6156,3.6347,122.5835,101.5855,1366.0031,179.9257,46.4748,1153.5836,1350.7853,0.2945,114.1454,747.5715,2001.6745,107.6159,1496.6443,373.3509,41.7162,2439.0775,1965.9401,227.8577,1496.0876,304.2031,2384.2207,23.6481,55.6413,7950.3448,25.9067,769.2308,1006.517,11.2495,247.8141,304.7929,276.339,81.6901,1184.257,357.7553,247.306,77.8662,197.2058,164.067,106.531,886.0136,26.5577,572.7449,207.0456,56.9786,2359.1002,245.1874,3837.9691,376.8737,2551.3585,1932.419,15.6887,918.686,2280.5726,1227.0945,964.3419,202.6736,288.9057,2508.4746,1445.7784,367.7357,3663.4646,3662.1857,350.6565,3207.5367,370.2379,892.7286,1166.3452,2748.4618,2840.4908,446.5335,680.202,170.0599,100.7524,304.7069,281.5951,1779.6258,180.7107,775.4835,352.6208,656.53,202.4914,260.937,1651.0867,455.0681,14.0142,2063.2911,2911.8253,750.2152,899.7534,1.1244,2092.1576,1584.3391,54.6526,688.8803,75.1319,746.4973,2171.743,1823.0668,89.6217,315.6331,250.2686,259.7007,1114.6953,861.7201,605.5002,11004.2657,98.2143,3426.9612,2018.6183,2031.1005,270.9842,2262.5259,1462.8392,60.6643,285.7474,154.8223,244.8047,451.4647,94.8361,94.8285,32691.0497,147.801,435.4839,701.7167,5500,126.4033,75.1391,734.2509,1280.4211,160.2156,348.1231,166.8122,249.2013,5464.0682,828.3784,2130.6611,1284.2992,145.1143,209.9156,1728.8439,1192.703,14.0187,73.6413,24154.416
CCNA1,9.7561,3.367,8.1871,1.8801,7.5027,4.3839,2.4665,3.8983,6.0976,3.2656,7.7386,25.641,5.7864,32.1583,4.3805,2.1834,1.5748,1.6087,1.3902,1.9434,0.9901,10.3495,42.73,7.2029,1.268,6.2323,2.8217,3.9506,7.7437,28.7272,127.0779,68.1293,36.7257,1.0328,509.7683,6.5905,144.2402,13.8846,7.4349,5.2812,17.5524,4.4877,0.8834,1.2274,27.4118,25.1172,2.2075,3.3557,12.3131,1.03,3.6317,9.5368,11.355,11.4763,2.0807,2.2802,0,7.1795,11.0345,1.8773,8.6674,8.6894,1.1842,3.4974,2.792,6.0074,2.8169,5.7668,1.5588,3.2328,3.1146,1.612,4.6216,2.6767,0.6161,1.0215,2.4248,0.4322,1.0455,3.681,3.961,22.2518,5.5675,23.5255,1.995,8.7857,3.6372,5.317,12.4777,5.7682,3.881,7.9515,4.078,107.5634,4.1947,10.2466,1.2652,6.5646,22.1668,7.7018,11.0391,4.8216,1.1071,17.2546,27.027,8.6438,1.1976,0.8723,1.7183,0.9202,14.9688,25.8883,14.114,4.7651,4.8873,4.7707,4.3438,3.0209,1.8836,5.2553,9.9064,3.2963,10.2488,5.1463,17.2414,37.5858,8.2339,2.5902,3.8745,2.0306,22.0567,7.9704,16.1643,1.4455,1.6104,0.4592,2.0289,7.8853,1.6863,3.4431,6.1599,2.551,22.5428,28.9074,5.9809,2.9825,50.9317,12.1903,4.6993,0,2.5381,5.4807,5.1694,3.4757,2.0615,15.4233,5.7678,1.7921,5.1502,9.1104,0.8316,1.0086,3.1763,4.6316,0.49,0.5038,5.2402,0.9128,20.0974,24.3243,27.0692,6.9341,3.3264,10.5485,8.3433,4.111,5.257,1.3229,2.849
CD28,54.6341,41.2458,20.4678,56.4042,39.657,49.4755,17.2653,70.1692,23.5192,56.2409,25.3654,44.0705,44.7133,188.0025,98.8736,33.8428,9.4488,24.5325,75.9963,23.3209,59.901,12.29,7.1217,22.8091,80.727,22.0963,51.5973,27.6543,29.426,6.9158,20.9116,15.5889,12.4143,17.9019,7.2694,17.5747,12.9087,188.6677,12.6394,33.2717,72.6475,34.0314,23.5571,3.6821,213.1737,155.3918,34.7682,43.6242,70.8004,12.3604,177.9553,70.1635,1.514,46.9484,21.6396,33.2915,0,17.9488,152.4138,30.0367,83.4236,103.5482,10.6574,17.4869,29.316,17.2712,7.5117,17.7124,62.3539,52.2629,24.1385,21.4938,71.0572,10.1713,52.9883,14.3003,30.5529,5.6192,2.6137,183.2311,80.8049,175.8207,64.2398,273.3598,69.8254,59.931,81.533,185.6851,91.9786,166.7541,10.3493,75.7289,70.3454,92.5361,119.5491,239.1931,38.273,87.5274,151.2884,48.4115,130.0696,68.9489,17.1606,91.6411,139.2479,19.9473,9.5808,10.4678,18.901,41.411,225.7796,36.0406,241.7669,134.1048,67.3364,56.9838,16.7546,57.0613,80.9931,14.7149,162.3555,101.3597,112.2248,108.0733,101.1994,276.4727,271.7186,94.2822,121.6583,11.1682,61.2687,40.9906,246.8327,17.3461,71.3932,29.3893,66.9541,62.3656,23.6088,19.1832,458.9144,26.7857,503.156,152.3763,214.7129,47.2944,117.1843,113.6453,20.079,22.266,8.1218,63.9415,11.4877,29.7915,30.0978,767.9748,20.9084,51.9713,32.1888,92.7117,38.2536,39.8388,37.0566,63.1579,2.4498,14.6101,9.607,14.1488,273.447,55.4054,202.4987,78.2566,20.3742,29.5359,219.3087,94.0391,35.0467,19.8435,914.5299
CD2,325.8537,258.8384,54.9708,179.5535,337.6206,243.6199,99.8921,438.7348,106.7073,190.8563,195.6148,222.7564,432.93,561.5337,283.4793,192.1397,181.1024,83.2495,270.6209,122.9206,172.2772,205.6964,86.6469,120.048,428.9941,254.3909,107.2256,102.716,99.1192,8.5118,98.6596,103.9261,35.6912,72.2963,6.8151,68.5413,6.735,793.0577,30.4833,74.9934,387.1282,124.1586,135.4535,52.7769,405.3227,520.7636,107.064,159.9553,495.6025,55.1066,1222.4442,424.3869,20.4391,346.8962,205.5764,162.8093,15.9972,45.7695,520,108.1323,621.8852,265.7495,48.5506,166.3752,107.0265,282.3464,54.4601,62.1992,290.7249,232.2198,83.3168,152.0688,603.6973,62.6338,486.7529,65.3728,158.0989,33.7152,32.4098,1272.8016,336.2909,446.6035,204.2827,961.2326,225.9352,106.9972,278.5458,685.0716,445.9893,585.7368,150.0647,364.256,110.6155,460.0444,319.4966,1362.7922,233.4335,385.6674,611.2497,261.3121,376.2899,451.3018,109.6063,248.4663,330.1998,164.2325,73.0539,37.0734,92.2139,190.4908,803.3264,146.7005,590.9566,656.9095,475.6992,152.1336,139.0009,361.836,267.0888,245.949,529.4441,605.686,75.8414,627.8546,90.3298,828.6953,741.0508,374.0206,306.4704,65.4866,258.7988,126.3877,545.6531,41.438,208.2749,122.6087,306.8729,351.9713,116.9196,216.4257,1246.0648,108.4184,1159.1524,406.6634,731.4593,152.9612,711.8012,239.0877,30.3322,135.4517,36.5482,227.4492,94.7731,368.4211,192.9555,1864.094,130.4975,296.2963,200.8584,752.4116,261.1227,83.712,247.7501,280,27.4375,48.3644,51.0917,68.9183,934.2266,150,614.2634,292.2239,125.5717,212.0253,659.7139,194.7585,91.7056,113.7692,1984.0456
CD33,53.1707,79.1246,77.7778,50.7638,102.8939,43.839,138.1224,114.8224,66.6376,48.984,38.693,39.2628,304.0505,111.9357,102.6283,39.3013,50.3937,14.4782,19.4625,43.7267,39.604,72.4465,14.8368,30.012,72.6965,129.1785,89.8922,50.8642,35.2338,26.0673,33.244,39.8383,22.7596,24.443,5.4521,30.7557,14.0311,107.8101,10.4089,61.7903,104.8269,37.7711,53.0035,28.2295,142.1158,124.5814,41.3907,176.7338,59.3668,33.991,142.3643,108.9918,3.785,59.9896,133.1669,51.9895,5.5642,17.0514,123.4483,12.3902,106.7172,86.8936,15.3941,99.4254,18.6133,57.07,10.3286,46.1345,118.4723,54.9569,21.0239,63.9441,60.6586,34.2612,94.2699,12.2574,96.5082,15.9931,3.6592,167.6892,62.5842,125.049,63.3833,297.2167,65.8354,76.2473,41.8273,180.7771,129.0553,124.279,100.0431,132.9042,58.1114,84.3634,151.0094,242.3951,39.2219,220.4595,115.2674,178.7925,52.7958,151.8804,41.5175,99.3098,93.4195,36.57,20.3593,33.148,25.2013,57.362,113.9293,139.0863,91.7407,206.2628,94.4882,215.2134,50.8843,131.2411,110.7533,32.583,217.3913,141.7388,119.399,122.2258,106.4468,116.3715,78.9082,92.7281,102.6734,43.6577,72.0519,94.1266,107.9074,63.1207,26.3028,22.042,44.6361,71.6846,44.9691,80.1759,113.9586,61.2245,73.4896,272.4155,117.823,101.4061,169.3582,114.825,15.3797,25.5132,27.9188,147.979,90.1781,65.5412,140.1813,119.6637,67.0512,116.4875,40.7725,151.1254,35.7588,57.4889,92.1122,95.1579,1.4699,19.1443,17.4672,26.0155,146.1632,93.9189,83.29,86.1813,54.4699,39.0295,39.3325,85.8171,49.0654,16.3157,51.2821
CD58,484.3902,630.4714,532.1637,349.7062,355.8414,609.989,246.0305,479.8441,284.4077,178.8824,353.8263,6607.3718,233.5613,471.243,250.9387,674.6725,269.2913,407.8021,416.126,353.2144,697.5248,407.5118,81.3056,400.9604,420.1183,539.9433,549.4306,432.5926,895.5571,160.6597,73.9947,122.9792,71.3824,49.2303,22.7169,467.4868,44.8997,380.194,431.9703,354.3702,480.2535,240.0898,415.1943,122.737,280.5057,409.9129,314.5695,304.2506,295.9543,661.7946,391.5017,288.8283,432.2483,740.7407,565.5431,406.3391,433.3159,358.0788,386.2069,673.9493,498.3749,504.7067,473.0722,1190.1074,1094.9279,4584.3745,281.6901,1159.5421,335.152,332.9741,324.7019,481.9989,321.2016,730.1927,706.716,295.1992,562.0757,794.8995,669.1061,298.9775,707.4388,361.9839,369.5931,398.6083,350.8728,468.7794,677.7241,349.2843,300.1783,281.5941,411.3842,575.1609,424.1111,205.8995,613.825,357.3487,432.706,393.8731,322.527,1247.1462,391.6487,498.5535,412.4077,288.727,477.0858,582.4604,444.3114,365.9361,479.9707,300.6135,348.0249,275.6345,363.3037,387.3383,250.6109,476.0138,394.9736,791.4744,321.7121,403.2583,349.4772,676.9674,522.6909,288.1956,342.9535,390.3144,290.931,458.7192,569.5467,351.7999,639.1546,482.7783,310.1791,769.9758,371.9962,975.8181,308.9019,268.8172,421.5852,1011.2984,487.954,272.9592,344.4545,429.6913,303.8278,581.5935,260.0414,456.5474,419.5237,372.956,365.9898,315.1404,962.6651,308.3416,612.2626,399.4107,853.641,527.4791,351.5021,374.5981,349.2723,2359.5681,608.2583,394.1053,554.6301,474.5759,545.8515,664.5367,390.3776,231.7568,200.937,430.9064,580.4574,1115.5063,367.1037,528.2631,522.1963,397.3101,261.5385
CDC42BPA,2778.0488,3105.6397,2723.3918,2695.1821,1495.1768,4228.5893,4307.6923,3703.0212,5220.3833,1082.3657,2274.7206,2670.6731,553.393,2038.3426,2578.2228,2275.1092,855.1181,5479.5898,2531.5107,2833.003,3320.297,2386.208,742.4332,1799.5198,3004.2265,2585.8357,1735.7654,3010.3704,3474.591,2806.7562,1743.1659,1813.5104,2744.6011,3772.8347,6671.0586,3310.1933,2303.3534,2405.3088,2724.1636,1557.4333,1877.6207,6178.0105,4419.3168,2253.452,2348.6361,2161.7549,2446.468,1940.7159,3036.0598,2875.3303,1573.2704,2732.97,4562.4527,836.724,4299.2093,2605.4042,1830.6381,1998.6,1977.2414,3256.7334,1752.9794,1862.4185,4082.986,1803.1476,2093.0665,1450.7799,3896.7136,3729.4827,2981.2938,3085.1293,4513.1224,3086.5126,2183.1311,1569.0578,1441.1583,1254.3412,2860.8147,2537.7134,1733.9258,2022.4949,4346.4311,2522.6044,5465.9529,2574.2213,3328.9277,4149.043,2990.6548,1572.1881,3053.1194,2520.1888,1476.4985,3215.4487,2605.3269,3885.7271,3617.5828,2714.3772,2883.1251,2441.4661,1804.3779,1888.0484,2689.2249,2425.2652,2130.1271,2358.8957,1921.8566,2695.5415,3871.2575,6879.9477,4107.2431,4089.2638,3776.2994,2224.3655,3208.0502,3030.6331,3641.0535,2348.529,2931.4303,2313.6695,3635.6479,3288.0792,3325.8118,1729.7075,4514.6148,2993.4598,3673.5382,3677.2678,2506.5357,2688.3378,2819.4498,2316.9042,2125.287,2758.1364,2690.2578,4200.1744,4314.1891,2226.2428,1212.7821,2798.5663,4923.5526,1193.7846,1632.3801,1959.8214,1675.8341,1991.1808,1830.1435,3214.7422,2073.2919,2498.2304,2146.3206,2503.0732,1674.1117,2561.3154,2491.6715,1777.5571,2113.4397,888.7022,2777.217,3051.9713,3724.8927,1249.732,4827.8586,3201.7307,4045.5267,2212.2105,2291.0338,3002.6248,2284.7162,4947.969,998.782,3137.1622,2485.6845,1660.2278,2338.0457,2184.0717,1992.8486,2142.3433,3359.229,3130.8566,894.0171
CDH1,14740.4878,13369.5286,10635.6725,8206.8155,9109.3248,10302.8026,6603.3606,14672.1006,16229.0941,11119.0131,8635.8555,15838.141,52.0779,9372.9128,4429.9124,8896.2882,6845.6693,11645.2845,5993.5125,19436.5089,17815.3465,6031.1747,4629.0801,6677.0708,9177.0921,8426.0623,11130.1018,3187.1605,16464.2339,2772.1772,2890.0843,4515.0115,8621.7509,9168.2051,8452.5216,19848.4183,3645.2925,7735.7836,9619.3309,12580.9348,6124.8172,10452.5056,10539.1637,10821.7245,6670.6587,8734.0924,11528.1457,7920.5817,7585.3122,6953.2212,5661.1585,9239.782,13552.6117,7736.0459,8344.1531,3550.7924,16612.0675,13177.1189,2855.8621,18652.8147,7495.1246,11174.5112,9187.9026,9792.6555,13292.2289,7042.8907,7610.3286,11719.8192,11399.0647,10686.9612,11858.2369,5045.6744,9027.1519,7707.1734,9016.6359,4361.5935,7534.9176,11456.2351,18862.5196,15598.364,16354.67,7957.3768,13322.0557,3721.0073,14762.5935,6616.2535,27687.274,4350.5112,6188.9483,8016.2559,13463.1307,10737.978,10591.5637,2806.4024,12115.7039,6531.5402,12770.8366,9297.046,3536.1596,11860.8169,12450.204,11646.0945,10790.1343,5829.7546,5686.2515,8586.636,9868.8623,10015.9197,14531.4272,17072.6994,12600,6198.4772,14353.8944,8159.292,4050.7738,11774.9801,18718.5852,18458.3368,11184.2037,13642.8133,7152.9994,10310.6716,13051.3877,8792.5378,5808.096,4801.9516,7047.5302,11393.6411,8814.0256,10710.3514,10286.7618,10503.4633,6803.4076,8920.2511,8841.4843,8826.9059,15388.283,6667.3835,12797.6391,8058.4153,7729.3857,5000,2564.4725,3940.7153,6737.4402,16870.899,2071.6356,9012.9768,17643.0631,9625.4204,7156.8528,9572.9619,15345.7783,7560.0794,10387.8488,2527.8285,6679.1637,4985.0657,12436.0515,7035.3698,10907.6923,9973.8274,8909.4759,10405.8947,10119.0593,11469.9259,10082.0961,12682.3368,4790.4994,2972.973,5563.7689,10375.9287,13183.7838,6819.0928,5249.702,10515.9301,7183.9953,12718.7741,3156.6952
CDH2,80,148.9899,178.9474,376.9683,459.8071,77.0315,273.1617,313.9895,498.6934,93.9768,98.4523,246.7949,627.5644,254.1744,287.8598,429.0393,22.0472,118.6407,207.5996,107.3733,117.3267,229.6297,680.1187,2391.9568,278.9518,133.1445,1722.463,405.9259,149.0659,1938.5557,150.6704,241.3395,1313.8497,3435.4519,1487.96,175.3076,252.5607,298.5197,193.3086,153.1555,86.7869,172.0269,40.636,60.1411,378.177,729.4039,217.9912,374.7204,240.5453,161.1998,244.7794,102.1798,803.9364,75.639,98.2106,562.3076,3.4777,62.8208,473.1034,23.6539,151.1376,253.4395,59.8001,1683.2376,664.0298,132.1621,92.9577,632.7022,186.2822,72.1983,559.8577,193.4444,188.3304,435.2248,165.1263,35.7508,438.8943,67.8625,41.2964,188.5481,183.3954,754.9949,425.6959,217.3625,30.1746,199.5607,50.6171,309.2025,703.3868,192.9733,1241.9146,441.8781,202.8801,85.1543,575.7231,880.5636,63.2611,135.1204,88.6672,325.6773,482.3614,59.7878,1445.9179,200.9202,296.1222,80.454,57.485,1278.3775,221.0843,191.1043,264.4491,731.9797,173.5494,300.2042,247.6242,318.3143,201.0549,662.2472,411.3695,5747.2191,338.47,280.5933,2888.1236,393.2669,624.8126,453.1984,124.8808,136.761,147.6172,41.6271,557.7898,1056.2672,176.4963,33.7286,35.965,799.9412,126.2998,154.8387,603.1478,185.4375,239.3571,1531.25,129.8467,386.0853,373.2057,119.3012,706.4182,130.9477,54.2561,170.2424,147.7157,109.6141,352.0965,100.7944,168.2176,321.7623,84.3547,418.1601,567.8112,288.3173,32.4324,72.1133,275.2779,487.1579,16.1685,35.2657,208.2969,16.8873,339.8295,510.1351,300.885,180.2873,705.6133,752.1097,250.8939,358.6845,213.2009,35.7182,174.9288
CDK5,410.2439,266.4141,400.5848,252.879,354.7696,320.0251,324.341,303.3578,415.0697,421.2627,298.7962,439.9038,918.99,241.1874,259.0738,445.4148,234.6457,304.0418,565.3383,277.9073,304.9505,466.3746,475.3709,618.2473,382.9248,551.2748,330.9483,334.321,395.7023,1045.3518,381.2338,536.3741,543.6441,417.253,258.5189,307.1178,731.8647,283.8183,220.0743,388.1701,362.7499,258.4144,356.0071,274.931,228.8756,244.8091,204.7461,366.8904,270.8883,241.0271,362.4478,250.6812,292.9599,526.3432,329.588,234.4088,483.3942,102.3082,293.7931,384.0948,360.2384,186.8211,211.3727,496.1279,557.9339,794.4747,382.1596,189.4811,255.6508,308.1897,216.4679,308.4363,384.171,229.1221,518.1762,1306.4351,302.6188,435.2712,398.85,268.7117,276.0833,248.8443,185.8672,222.664,216.9576,237.2137,239.1433,399.182,268.8057,226.5338,392.4105,192.3514,126.9275,219.8722,289.085,306.7563,245.4531,268.5996,272.0975,386.1917,258.6993,335.5834,366.4616,238.8804,282.6087,430.1962,241.9162,175.3353,132.307,261.6564,351.7672,220.8122,306.8479,254.595,364.9199,340.3127,223.3944,323.2357,164.2464,309.0129,328.5636,488.6691,258.2708,264.6081,277.3613,201.6625,191.4381,303.827,219.2948,281.7445,436.2328,367.0177,305.8104,370.0509,234.0409,149.2428,304.844,195.6989,350.7589,259.7109,219.1173,389.6684,226.33,335.6198,256.5789,484.0222,231.8841,211.1679,404.144,428.1573,414.2132,313.3135,291.2119,551.142,205.7367,316.4439,343.1867,405.6153,248.4979,367.6313,295.2183,332.3264,286.9243,352.4211,341.0093,484.1481,371.179,367.4121,361.754,229.0541,275.3774,352.1545,269.0229,300.6329,340.2861,368.4481,338.785,367.7654,192.5926
CDKN2A,67.3171,1000,22.807,434.3126,61.0932,25.6772,53.0291,223.9745,618.9024,1469.1582,455.718,29.6474,2184.1136,37.1058,32.5407,26.2009,119.685,446.8128,1417.0528,31.5804,1925.2475,148.1273,213.6499,234.6939,1079.459,100.2833,2015.1164,1003.9506,1794.5988,78.7339,112.6007,222.2864,73.4514,39.5908,14.9932,328.6467,16.8374,264.2164,8.1784,29.5749,318.3813,138.3695,309.1873,44.1853,30.0732,17.4146,3.8631,27.9642,174.5822,1117.0681,36.3174,74.2507,1859.1976,28.169,1251.7686,13.2254,0.6955,347.3095,200,9.7619,680.39,20.9993,10.6574,2101.4239,818.9856,63.8283,538.0282,1221.3294,78.7217,24.2457,4.672,37.6142,842.2877,1511.242,375.8472,10.2145,26.1882,265.831,702.0387,24.9489,17.8246,87.7537,13.7045,46.057,11.9701,58.3621,292.1852,65.8487,210.3387,8.3901,2176.8003,27.641,10.7047,76.1907,36.3541,105.3474,30.049,46.4989,181.7678,49.5118,1090.9527,28.4474,2311.6972,34.5092,28.2021,151.5993,74.2515,2670.5921,2447.3922,16.8712,88.1497,11.1675,153.4239,191.9673,138.2026,93.2945,204.1576,32.5585,90.0342,24.1745,146.3952,168.1088,17.423,316.9293,44.6027,45.1753,15.7816,334.132,61.604,613.7461,91.6579,315.3999,104.8493,17.828,536.2542,12.8578,1409.5866,32.2581,305.2277,53.6146,34.3196,2572.0663,84.3102,161.6854,72.9665,18.3213,116.3561,190.7196,989.8537,18.0912,69.0355,398.2644,938.5411,1479.6425,41.6421,77.6484,62.0043,47.1924,462.6609,153.269,17.0478,593.0438,70.4076,34.9474,45.5659,15.1139,33.1878,695.5728,137.028,152.027,362.8319,63.3977,14.1372,27.4262,160.3099,1170.6064,57.243,746.9959,43.3048
