gene_id,TCGA-2J-AAB1,TCGA-2J-AAB4,TCGA-2J-AAB6,TCGA-2J-AAB8,TCGA-2J-AAB9,TCGA-2J-AABA,TCGA-2J-AABE,TCGA-2J-AABF,TCGA-2J-AABH,TCGA-2J-AABI,TCGA-2J-AABK,TCGA-2J-AABO,TCGA-2J-AABP,TCGA-2J-AABR,TCGA-2J-AABT,TCGA-2J-AABU,TCGA-2J-AABV,TCGA-2L-AAQA,TCGA-2L-AAQE,TCGA-2L-AAQI,TCGA-2L-AAQJ,TCGA-2L-AAQL,TCGA-2L-AAQM,TCGA-3A-A9I5,TCGA-3A-A9I7,TCGA-3A-A9I9,TCGA-3A-A9IB,TCGA-3A-A9IC,TCGA-3A-A9IH,TCGA-3A-A9IJ,TCGA-3A-A9IL,TCGA-3A-A9IN,TCGA-3A-A9IO,TCGA-3A-A9IR,TCGA-3A-A9IS,TCGA-3A-A9IU,TCGA-3A-A9IV,TCGA-3A-A9IX,TCGA-3A-A9IZ,TCGA-3A-A9J0,TCGA-3E-AAAY,TCGA-3E-AAAZ,TCGA-F2-6879,TCGA-F2-6880,TCGA-F2-7273,TCGA-F2-7276,TCGA-F2-A44G,TCGA-F2-A44H,TCGA-F2-A7TX,TCGA-F2-A8YN,TCGA-FB-A4P5,TCGA-FB-A4P6,TCGA-FB-A545,TCGA-FB-A5VM,TCGA-FB-A78T,TCGA-FB-A7DR,TCGA-FB-AAPP,TCGA-FB-AAPQ,TCGA-FB-AAPS,TCGA-FB-AAPU,TCGA-FB-AAPY,TCGA-FB-AAPZ,TCGA-FB-AAQ0,TCGA-FB-AAQ1,TCGA-FB-AAQ2,TCGA-FB-AAQ3,TCGA-FB-AAQ6,TCGA-H6-8124,TCGA-H6-A45N,TCGA-H8-A6C1,TCGA-HV-A5A3,TCGA-HV-A5A4,TCGA-HV-A5A5,TCGA-HV-A5A6,TCGA-HV-A7OL,TCGA-HV-A7OP,TCGA-HV-AA8V,TCGA-HV-AA8X,TCGA-HZ-7289,TCGA-HZ-7918,TCGA-HZ-7919,TCGA-HZ-7920,TCGA-HZ-7922,TCGA-HZ-7923,TCGA-HZ-7924,TCGA-HZ-7925,TCGA-HZ-7926,TCGA-HZ-8001,TCGA-HZ-8002,TCGA-HZ-8003,TCGA-HZ-8005,TCGA-HZ-8315,TCGA-HZ-8317,TCGA-HZ-8519,TCGA-HZ-8636,TCGA-HZ-8637,TCGA-HZ-8638,TCGA-HZ-A49G,TCGA-HZ-A49H,TCGA-HZ-A49I,TCGA-HZ-A4BH,TCGA-HZ-A4BK,TCGA-HZ-A77O,TCGA-HZ-A77P,TCGA-HZ-A77Q,TCGA-HZ-A8P0,TCGA-HZ-A8P1,TCGA-HZ-A9TJ,TCGA-HZ-A9TJ,TCGA-IB-7644,TCGA-IB-7645,TCGA-IB-7646,TCGA-IB-7647,TCGA-IB-7649,TCGA-IB-7651,TCGA-IB-7652,TCGA-IB-7654,TCGA-IB-7885,TCGA-IB-7886,TCGA-IB-7887,TCGA-IB-7888,TCGA-IB-7889,TCGA-IB-7890,TCGA-IB-7891,TCGA-IB-7893,TCGA-IB-7897,TCGA-IB-8126,TCGA-IB-8127,TCGA-IB-A5SO,TCGA-IB-A5SP,TCGA-IB-A5SQ,TCGA-IB-A5SS,TCGA-IB-A5ST,TCGA-IB-A6UF,TCGA-IB-A6UG,TCGA-IB-A7LX,TCGA-IB-A7M4,TCGA-IB-AAUM,TCGA-IB-AAUN,TCGA-IB-AAUO,TCGA-IB-AAUP,TCGA-IB-AAUQ,TCGA-IB-AAUR,TCGA-IB-AAUS,TCGA-IB-AAUT,TCGA-IB-AAUU,TCGA-IB-AAUV,TCGA-IB-AAUW,TCGA-L1-A7W4,TCGA-LB-A7SX,TCGA-LB-A8F3,TCGA-LB-A9Q5,TCGA-M8-A5N4,TCGA-OE-A75W,TCGA-PZ-A5RE,TCGA-Q3-A5QY,TCGA-Q3-AA2A,TCGA-RB-A7B8,TCGA-RB-AA9M,TCGA-RL-AAAS,TCGA-S4-A8RM,TCGA-S4-A8RO,TCGA-S4-A8RP,TCGA-US-A774,TCGA-US-A776,TCGA-US-A779,TCGA-US-A77E,TCGA-US-A77G,TCGA-US-A77J,TCGA-XD-AAUG,TCGA-XD-AAUH,TCGA-XD-AAUI,TCGA-XD-AAUL,TCGA-XN-A8T3,TCGA-XN-A8T5,TCGA-YB-A89D,TCGA-YH-A8SY,TCGA-YY-A8LH,TCGA-Z5-AAPL
GSTM2,267.3171,404.4613,838.0117,242.5382,290.4609,1186.1594,255.2798,287.7647,184.669,206.4586,769.9914,659.4551,861.6518,319.1095,873.592,1885.3712,858.2677,160.0643,440.6858,412.0025,329.703,404.9244,1181.0089,354.7419,344.8859,461.7564,592.1596,951.7926,179.2663,4661.7901,2266.491,913.9723,1552.8256,28.9185,587.4602,184.9736,806.5105,652.5778,200,175.8648,772.7938,562.285,160.4829,621.0494,829.0086,292.6993,461.3687,265.1007,292.4362,205.4911,379.1538,390.327,161.9985,1162.7543,296.7124,300.5359,123.109,146.2828,597.2414,105.1286,1324.4854,200.5793,387.8126,455.1586,543.0433,289.8556,189.6714,423.861,735.7755,705.819,128.4792,560.9887,395.1473,514.454,245.2249,93.9734,729.8739,350.1189,15.6822,631.9018,500.6734,460.7067,163.1692,694.1683,598.5037,624.0979,121.5418,600.818,545.8111,636.0776,178.5252,682.6959,237.0333,902.1615,942.19,295.8694,854.3413,658.0963,635.079,374.639,713.7029,209.7396,279.5515,705.9049,531.1398,456.1276,188.6228,593.1741,345.3727,145.092,249.0644,334.5178,792.4726,680.0545,164.5398,184.4686,274.2786,450.4489,160.1026,170.9731,662.0804,651.4215,399.1924,212.2869,192.6537,930.6108,714.9768,446.8044,640.8369,483.7883,354.3779,181.8009,567.0599,693.1131,251.755,99.189,529.8707,804.3011,196.1776,449.0834,688.5916,1073.3418,1151.037,754.0421,711.7225,492.9697,530.0207,476.2092,210.189,3006.3783,504.0609,318.7942,627.2257,848.0636,552.0671,899.3389,1428.2624,684.5878,230.9013,386.9239,425.7796,540.0935,308.6289,286.7368,70.0637,1350.6774,222.7074,557.2798,1010.3532,852.7027,710.0469,1603.7642,271.9335,644.5148,672.2288,658.2734,674.6495,196.6707,682.0513
HBA1,1.5463,1.1111,1.1696,103.4078,0,0,64.1283,51.3866,0,1.074,0,0,61.0205,3.3519,0,9.3013,9.4803,33.7824,1.177,2.3029,50.9901,77.6213,1345.9941,1.6026,1.12,10.2153,18.1397,99.2593,149.4531,8.932,209.6518,659.9307,177.4214,55.4272,1.3085,57.5571,78.5744,314.8545,825.2788,286.7705,195.5144,215.0337,0.7303,3.3998,8.4125,51.4233,2.7594,526.8456,1.4776,15.3063,55.9288,2.0436,361.0901,16.1398,1.1236,370.7673,0,115.7698,1.8138,23.6539,0,1.8103,0,51.961,32.1498,45.8062,4.2066,1.6477,13.2502,15.0862,0.7787,2.1118,4.6216,2.1413,221.1953,81.716,1.5228,25.9347,103.5024,0,0,0,0,1.0239,1.6384,1.0731,40.0088,5891.6155,19.6078,53.4872,2.6089,5.301,543.3924,7.6454,4.8938,54.755,0,57.9869,308.1186,24.7559,32.6374,1.6972,3.5262,46.0353,107.5206,59.8418,99.4012,177.5161,0,54.6012,244.4906,0,23.7846,0,5.9218,132.2555,1.5545,33.2298,0,0,14.8597,0,3.7357,0,0,50.5096,267.6017,1.8546,0,0,1080.779,1.1728,564.4386,8.3069,119.1676,7.2233,97.19,1199.2832,175.3794,60.5008,0,64.4133,15.6041,337.5796,242.2249,10.5113,1217.3913,704.6795,371.6757,0,877.665,147.9516,24.6984,2640.5164,153.3749,1133.3479,1.442,7.1207,239.0558,36.9668,4.7193,1.3112,398.0942,39.1579,4.0764,41.8151,33.8996,92.1953,4073.0816,87.1622,518.48,3.7543,79.4179,17.9325,556.0191,1180.37,0,206.8129,160.114
HDAC4,212.1951,369.9495,203.5088,368.5076,277.5991,383.9048,759.6732,424.2048,256.9686,449.5646,452.2786,449.5192,280.3787,397.65,1591.99,301.31,242.5197,383.6718,313.7164,202.1144,311.8812,371.9354,318.6944,398.5594,601.437,445.8924,291.4441,515.5556,387.9586,474.5312,547.99,498.8453,592.2669,861.0146,488.4144,215.7293,318.2265,574.5789,333.829,561.3942,287.6646,962.6028,370.7303,382.9396,559.6806,502.3443,397.351,302.0134,323.219,415.6173,403.8496,476.8392,433.7623,343.7663,371.6188,871.9644,513.9976,525.0027,442.7586,262.0705,283.857,419.9855,302.5531,205.8456,336.4356,162.199,226.2911,307.7009,445.0507,423.4914,383.1015,240.1934,393.4142,254.818,142.329,535.24,450.5335,413.659,677.4699,465.4397,272.1223,741.205,463.8116,705.1027,511.4713,432.3816,570.1248,366.4622,549.0196,474.043,537.3006,326.0129,484.7713,1353.2422,561.3912,627.6017,621.2241,379.6499,444.4444,201.898,366.6907,319.19,294.4978,2434.4325,425.3819,402.9349,198.8024,380.7655,269.196,199.6933,431.185,127.4112,340.0418,239.6188,380.3964,413.199,319.2678,311.8234,198.904,417.6228,465.0523,257.5196,387.9187,425.0027,279.985,555.4752,455.609,304.086,354.1263,281.2368,524.4597,268.3367,688.5103,291.9933,833.0996,282.4132,301.8007,435.8423,334.4576,272.9915,503.7939,341.8367,630.7484,364.5272,363.6364,270.9842,804.5549,555.2497,219.1605,435.5793,576.1421,268.5545,289.4888,252.2344,209.8597,452.0627,249.4593,292.1147,395.279,368.1672,202.079,238.0244,416.6226,355.7895,313.0818,287.1638,264.6288,334.5504,476.8575,594.5946,608.0167,503.7147,390.8524,545.8861,670.441,265.1593,250.5841,366.8835,303.1339
HELT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4919,0,0,0.4509,0,0,0,0,0,0,0,0,0,0,0,0,0.5318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HES6,100,221.8013,160.2339,100.5875,300.1072,38.2026,229.9985,225.0377,158.101,63.8607,116.0791,141.8269,155.1815,157.081,155.8198,134.2795,995.2756,92.4995,97.3123,157.416,114.3564,465.0809,55.7864,182.473,192.7303,715.5807,66.9152,289.8765,208.3051,413.3528,91.6891,221.709,179.4905,2249.4481,115.8564,114.6749,440.5781,146.6054,408.1784,259.3082,259.3857,123.0366,68.0212,308.07,75.5822,79.7053,150.6623,355.7047,386.1038,181.2854,200.4721,89.2371,129.4474,111.1111,138.5768,142.2871,7111.1111,181.283,84.1379,152.8119,265.4388,141.9261,147.428,78.9408,80.5026,199.7451,1872.3005,51.4894,177.7085,244.6121,48.277,114.9919,106.2969,204.4968,277.8805,510.7252,139.1853,271.4502,2258.2331,105.1125,92.2918,28.2065,78.3726,44.7316,295.5112,52.7142,113.9643,44.5808,41.7112,199.2659,55.6274,77.6221,252.8355,47.1908,137.3766,110.7909,89.5145,259.2998,178.4428,189.2449,186.2251,124.3973,348.7474,853.911,159.2244,454.1329,361.6766,130.4111,140.8983,196.9325,64.8649,45.6853,83.1155,81.6882,103.4483,110.2571,254.7316,177.5615,117.9109,194.4469,37.4243,134.3222,34.3336,255.1732,32.9835,22.7683,150.9548,117.3347,119.3336,245.7015,121.0669,46.6837,268.2394,98.2948,258.1965,37.6551,805.4781,330.4659,168.072,128.8717,63.7992,149.2347,87.917,92.6017,370.8134,182.7865,62.94,107.7468,41.0125,824.3071,412.6904,237.4971,102.8145,265.6405,166.1561,95.1991,161.4996,142.1744,107.2961,158.0922,42.4116,99.3449,136.0508,111.1579,3294.9535,280.1106,241.048,210.4062,130.9379,62.1622,59.3441,157.0084,84.8233,158.2278,78.6651,238.4378,134.3458,133.6126,104.8433
HHIPL2,0.9756,2.1044,3.5088,0.9401,6.4309,0.6263,1.8499,0.3544,0.4355,1.0885,2.1496,0,96.2651,7.4212,0,0,1.5748,2.8152,0,0.9717,1.4851,1.2937,0,1.8007,3.3812,0,2.4186,5.9259,0.7744,1.596,3.2172,1.7321,1.5518,1.0328,2.726,1.7575,1.1225,0.8167,0,2.1125,0,0.374,6.1837,1.2274,0.5323,1.3396,0.5519,1.1186,1.759,90.1277,0.7263,2.0436,0,2.0866,6.6583,1.3681,4.8687,0.8974,2.7586,2.2528,5.4171,2.8965,1.1842,0.4996,0.9307,1.5018,0.939,1.6477,2.3383,1.0776,3.8933,4.2988,1.7331,7.4946,0,13.2789,0.9699,1.2967,118.6618,0.409,0.7922,0.3134,1.7131,3.9761,2.7431,0.9413,0.6062,3.681,3.5651,0.5244,0.8624,0.7573,3.5682,2.3727,47.54,1.2808,2.2141,1.6411,4.4334,3.8509,1.4399,0.4822,0.5536,4.9847,2.3502,7.314,1.1976,3.4893,6.3003,0,0.4158,5.0761,0.5227,0,14.662,0.7951,0.9308,0.3357,1.5068,4.5546,0,0.8241,0.5124,0,0.3748,6.5052,4.8031,1.0361,1.1623,1.5229,0.4901,0,3.9318,3.3729,1.6104,9.6434,7.1012,2.8674,2.2485,1.4756,2.64,250.6378,3.156,3.9196,5.9809,0.4261,1.2422,3.5391,0.4272,115.505,15.2284,2.7404,0.5744,6.9513,1.2369,11.1686,2.8839,1.1947,1.7167,1.6077,3.3264,24.2059,1.0588,0,121.5091,0,0,2.7385,2.4361,2.027,1.5617,0.4953,1.6632,9.4937,1.1919,1.0277,5.257,1.7639,4.5584
HNRNPC,6309.2683,8710.0168,9039.7661,7944.5358,6481.2433,5704.7127,7136.735,7255.781,7876.7422,8359.9419,9468.6156,7568.9103,7851.131,6505.8751,5995.6195,7804.5852,7130.7087,8757.2894,6403.1511,7833.8775,7973.2673,8822.3071,7299.7033,10697.479,5955.6213,5701.4164,8572.0044,6903.7037,6548.0592,9448.0649,5447.1923,5268.4758,7352.9031,7702.3113,7024.08,7953.4271,6234.8814,7071.7713,10423.0483,5698.9702,6882.4963,6196.7091,8813.6042,4805.155,6937.5915,7259.5445,7890.7285,6926.1745,10765.1715,8268.5702,6538.5873,4829.0191,6825.8895,9704.747,7316.6875,6033.5196,5950.2695,8522.9924,7152.4138,8284.508,6886.7822,8686.4591,8417.014,9782.1634,9772.4523,12686.8151,9185.9155,9801.5288,5943.1021,7130.3879,6363.2223,7143.4713,6480.0693,8367.2377,10443.6229,6623.0848,6808.9234,8997.1904,10092.5248,7460.5317,9312.7624,7897.8297,6944.3255,6481.4447,6822.1945,9532.1619,7602.2705,10748.8753,7542.959,6291.033,9248.3829,8235.1382,6724.6081,6878.2563,8791.0513,8572.2062,7250.0395,6619.8031,7605.4309,7348.6453,7257.4994,6450.3375,7961.9589,6642.638,7624.5593,9265.5082,9000.5988,6785.7377,7813.556,9117.7914,7328.8981,12340.6091,7750.1307,8209.6664,7304.0999,7990.1935,6634.502,7591.5079,8389.3771,8108.9603,8890.4788,9667.9028,6976.8991,8012.0081,10465.5172,6755.6921,6572.0226,9264.5211,7477.3344,7611.1622,6475.3614,7788.2152,6620.7951,11776.5818,7793.1315,7637.5559,11755.5161,6560.5735,6681.2816,9669.3113,8204.1399,7965.5612,7650.1353,7179.3239,7467.1053,7715.8074,6987.5776,7182.0684,7097.7251,6962.3101,7807.1066,7642.8408,6560.023,7957.2989,9366.5865,9200.2744,7715.9337,7513.7395,8274.2489,9146.8382,5936.3825,9315.226,6636.3155,6416,7654.5811,7310.5853,5603.9301,5350.0685,7959.8051,6983.1081,6894.3259,7700.842,5748.4407,7629.7468,6650.1788,7387.9753,6992.4065,8683.9378,10181.1966
HSPG2,18397.2293,17131.8729,17946.9942,14259.074,19180.4502,14011.6236,20806.493,21521.8712,15840.6838,19033.0806,9158.3104,14380.2244,11630.6891,19903.3457,35233.3667,13812.2926,4026.063,11038.2586,15765.1205,13279.6515,23627.4109,10062.5595,5300.2255,8514.91,15801.0947,15720.3286,23119.1293,14000.642,16311.1451,2030.6743,15410.1654,15893.8915,6677.6154,3363.7959,2846.0654,21856.7531,6299.391,18036.831,20911.8959,15513.1661,16912.4281,17737.7263,17065.6272,8287.7938,28461.7219,20076.3731,17538.9294,22524.3848,12178.7511,17982.1753,15106.3737,21654.8297,18683.626,8697.4022,13330.0707,26436.9901,2125.9537,10955.7023,27822.9655,7329.3134,14308.2069,15177.5525,13067.7814,13185.6707,11086.161,3392.4296,11491.6901,22046.7215,24021.2783,22595.0647,20538.8883,18005.0833,18226.9786,13450.2837,8709.427,1329.2748,29589.8885,11217.4498,3659.817,10927.9673,11275.5803,9601.5858,26627.182,21194.9569,10481.8628,29005.9994,13968.2158,16638.1881,16496.3494,16819.9004,18813.5058,16180.6891,20224.0347,13368.8916,19981.2672,10532.0365,13149.7928,19898.6543,10058.7808,20059.8377,22448.7833,27551.4272,12541.9646,25996.806,22295.0294,23795.6668,10649.2754,10777.2631,21313.6935,27213.5491,20443.027,12331.5685,15445.1647,14597.4336,15879.8018,18794.6488,33013.6705,32122.9504,11588.6757,14915.4349,17891.9152,9457.775,27832.6928,17402.5474,21553.6657,16101.5396,11799.4428,12823.3504,25318.2139,8747.6991,24797.0856,22724.4824,24728.5758,10995.4466,10867.8273,12319.5356,8575.9523,13702.3871,13715.0984,7379.1877,21003.4034,17639.6684,22963.0523,26809.1083,21960.6699,15413.5577,23321.5859,15101.2584,14058.3702,7856.3145,9808.2234,17245.6086,26990.1723,8577.8699,13043.1387,11897.3498,12185.4939,25524.3907,17595.5837,10997.8457,10095.9501,10756.4637,16815.0503,19977.6758,3062.489,12827.7269,21809.5197,12152.1725,14608.9342,26460.4122,14404.4456,15152.2982,28931.1809,25078.6076,21459.1776,26065.7605,23309.7897,10448.052,7300.604
ICOS,24.3902,16.4141,11.1111,34.7826,15.0054,17.5356,19.7318,30.1232,3.4843,47.5327,18.0567,10.4167,44.7133,115.0278,47.5594,24.0175,6.2992,11.663,31.0473,1.4576,37.1287,12.29,2.9674,16.2065,32.5444,13.5977,22.1707,13.3333,13.5514,0,3.7534,21.3626,4.1381,5.164,0,5.2724,0.5612,78.8157,11.8959,10.0343,50.2194,7.1055,15.3121,0,26.6134,55.9277,17.1082,14.5414,60.2463,5.6652,97.3307,30.654,2.271,35.4721,14.149,21.4343,1.3911,8.077,83.4483,15.3938,63.3803,46.3432,4.7366,10.4921,13.96,13.5166,2.8169,4.5311,16.3679,26.9397,12.4586,12.8963,43.3276,5.3533,69.6242,0,19.3986,6.4837,0.5227,127.1984,54.6621,52.0254,29.1221,118.2903,19.7007,40.1632,23.0353,54.3967,38.1462,80.7551,11.6429,42.0295,20.8997,31.8999,47.54,222.8626,26.5697,37.7462,78.6922,25.306,45.1164,35.1977,15.4999,13.0368,52.879,4.6544,4.1916,2.6169,8.5914,15.0307,80.2495,44.6701,60.6377,34.0368,63.2636,19.613,4.3438,38.2647,29.0068,8.0582,44.0286,38.3189,3.5871,64.7582,22.1139,107.6979,140.6624,54.1346,31.3832,12.1835,41.6627,22.393,49.3665,4.3365,25.2292,7.3473,39.5638,36.5591,25.8572,20.6588,153.5581,8.9286,169.0712,102.8907,48.445,23.8602,46.7909,28.7063,16.6613,8.3498,3.5533,27.4035,5.7438,30.288,17.3165,321.2305,7.9308,31.0633,15.4506,23.0439,9.9792,12.1029,16.4108,23.1579,1.9598,4.0304,4.3668,7.759,207.0646,18.9189,65.5908,39.6236,11.2266,11.0759,119.1895,32.3741,26.8692,10.1422,381.7664
IFNG,1.9512,0.8418,1.1696,0.9401,3.2154,0.6263,0,3.1895,0.8711,2.1771,4.2992,0.8013,8.4166,2.4737,0.6258,0,0,1.6087,0.9268,0,2.9703,2.5874,2.3739,0,2.9586,1.1331,0.8062,1.4815,0.3872,0,0,2.3095,0.5173,0.3443,0.4543,1.3181,0,0.4084,1.487,0.5281,2.9254,0,1.1779,0,0.7984,1.3396,1.1038,2.2371,21.1082,0,2.9054,0,0,2.6082,0.8323,2.7363,0,5.3846,1.3793,0.3755,1.6251,2.8965,0,0.4996,0.4653,3.0037,0,0.8238,0.7794,0.5388,0,2.1494,1.1554,0.5353,8.626,3.0644,0.485,0.4322,0,17.5869,5.1493,1.567,1.7131,4.3075,0.2494,1.2551,0.3031,11.4519,1.0695,8.3901,9.9181,15.5244,0,2.9,2.0974,70.1249,23.4066,3.8293,0.5542,1.1003,6.7195,2.4108,1.1071,1.5337,1.7626,0,0,0,1.1455,1.227,2.9106,9.1371,0.7841,1.3615,16.0195,0.265,0.9308,3.0209,9.4178,2.8028,1.6511,3.7083,0,1.7154,1.1244,3.2526,9.6062,2.5902,1.9372,0.5076,1.9606,0.7591,0.4369,0.4818,0,2.7553,1.5217,4.3011,3.3727,6.8863,4.8399,0.6378,0,0.9799,2.3923,0.8522,6.2112,1.5729,1.7089,1.3916,0,3.6538,1.7231,9.434,0,2.6592,0,2.9869,1.2876,6.9668,0.4158,0,8.9995,2.9474,0,0,0,0,0.609,2.7027,0,0.9906,1.2474,2.6371,4.7676,0.5139,1.1682,0,11.9658
IGF1,128.7805,40.404,87.1345,297.0623,249.732,1595.7413,139.3556,422.7873,137.1951,54.7896,107.9106,389.4231,579.6949,602.35,452.4406,43.6681,566.9291,12.8695,280.8156,85.9958,231.6832,82.1492,32.0475,274.91,148.7743,147.3088,747.3546,69.1358,96.7961,11.1717,49.866,210.1617,17.0697,24.0988,1.363,164.7627,104.953,2420.827,122.6766,954.8455,393.9542,229.9925,192.5795,250.3836,787.2255,1559.9464,91.6115,83.8926,299.0325,135.449,1329.2174,619.2098,39.3641,729.7861,60.7574,418.6524,38.2542,58.3336,435.1724,16.8957,145.7205,447.5018,6.5129,58.4562,194.0437,58.5719,62.9108,42.0154,1681.9953,259.1595,42.0477,174.6373,94.1652,56.7452,48.6753,10.2145,211.4452,45.818,1.0455,527.6074,78.4283,2814.0719,1069.379,2838.6349,276.0599,2582.3659,898.6816,5021.2679,3735.8289,663.3456,94.8685,529.3449,2253.6001,1217.7335,119.5491,865.1937,271.3902,415.7549,2926.0183,72.6172,829.3737,155.2555,127.3205,1952.454,4887.1915,301.2038,16.1677,79.8168,79.6133,106.4417,2283.1601,210.6599,423.4187,275.6978,118.1102,300.0265,567.1734,592.7666,209.0752,429.5349,1910.2917,467.2435,237.2607,601.2651,558.4708,2622.3347,1632.3702,128.4724,1014.723,29.9512,559.7504,68.3177,2691.1315,57.8205,206.1277,25.7157,78.1131,329.7491,237.2119,38.3664,1954.0162,145.4082,2267.8088,2021.5581,371.4115,51.9813,8768.9441,1370.8219,508.3841,74.684,53.8071,248.4586,56.2895,39.7219,41.2298,971.1371,121.1247,149.3429,526.6094,1571.8114,33.264,44.8817,83.1128,714.5263,100.441,11.0835,55.4585,62.0721,1229.5981,1944.5946,2258.1989,367.5087,52.3909,320.6751,2632.3004,273.8952,57.8271,16.3157,705.9829
IGF2R,2740.9756,3909.5118,3267.8363,3177.4383,3457.6635,2989.1968,2640.9743,4648.5337,3927.7003,4085.2685,2093.7231,2843.75,4496.5807,4464.4403,3769.7121,2064.4105,1425.1969,2247.7378,3166.8211,3639.0314,4066.8317,2177.2773,2394.6588,3360.7443,3093.4066,2295.1841,4945.6817,3250.3704,2300.2613,922.4631,2498.6629,2550.8083,3558.2568,2764.4732,2524.3071,2583.0404,4106.0755,4276.0592,2875.8364,4307.3673,2890.785,2391.9222,2858.6572,3894.4461,6283.9654,5349.9665,3242.2737,3304.2506,4324.0985,3028.2898,2426.0033,4465.9401,2366.3891,2588.9411,2717.8527,3620.5678,2551.2085,6635.6751,2999.3103,2586.5387,2290.3575,3099.9276,2322.1391,2410.692,1989.7627,707.3679,1922.0657,3904.9587,3672.6422,3257.5431,2000.3815,3012.8963,3363.9515,2407.9229,1195.9335,1234.9336,3812.8031,2112.3838,2590.1725,6728.4254,3267.8444,4003.4475,5147.7516,3966.8655,4066.0848,4804.8321,3716.8744,2355.8282,5458.8235,5821.1851,6175.0755,3602.4233,3314.8974,4464.6712,5008.1272,4986.8716,3062.154,3672.8665,1842.0615,3070.2792,3518.5985,3956.1234,3106.0663,2928.681,3726.792,2743.4149,2065.2695,3995.2023,4520.7739,3093.5583,5034.5114,4061.4213,4814.689,4896.5283,5293.5107,5812.0859,9311.2007,4629.0174,3482.7028,2906.8932,4269.6753,2688.5043,6835.9775,5489.4393,5386.4318,5239.9711,3609.8779,3428.8674,3697.4041,2338.733,4814.7358,4337.793,4357.3613,2429.4229,3247.5854,3108.3824,3690.5909,3506.0932,3303.5413,1192.8009,5059.9383,3325.8929,3403.9675,5202.3518,4164.4737,3149.5526,4175.9834,3823.4369,6424.8638,1960.8025,5018.7817,3669.3309,3246.9845,1233.3664,2315.0534,2604.945,1961.0671,2847.6703,3508.5837,3083.0654,2348.0249,2965.2192,3151.9322,4265.6842,1746.6928,1646.4057,2988.2096,1975.3537,2673.5688,3616.2162,2964.0812,3634.4725,4364.2412,3508.4388,2908.2241,3024.666,3039.1355,1725.4988,2292.8775
IGFBP2,1491.7073,3138.0471,2922.807,1571.7979,5467.3098,2169.4066,1723.4469,2734.4733,2177.7003,4131.3498,2161.6509,3064.9038,9019.9895,5306.7409,1717.7722,1233.6245,17746.4567,5795.2946,625.5792,2651.2943,3746.0396,3621.6803,26050.4451,1755.7023,1872.7811,6617.5637,2735.8662,1388.1481,2795.0828,3482.378,5528.6937,27500.5774,14735.2903,201.3969,25131.304,1421.7926,5647.8182,2176.6207,9475.0929,1026.6702,2808.8737,1008.2274,2022.3793,25845.965,2827.9441,1897.5218,749.4481,5700.2237,2165.3474,1404.4466,1727.2562,1448.9101,702.4981,2157.5378,2483.5622,1302.9301,139.8018,9074.9183,2635.8621,6657.6431,1640.3034,2085.4453,1398.4937,1164.6265,1275.477,3222.2032,1425.3521,2160.0848,1396.7264,3496.2284,8571.5064,6794.734,2088.3882,3480.7281,5658.6568,392.237,2997.5752,15664.1452,48911.6571,11288.7526,919.3536,1203.4788,751.1777,868.4559,1878.3042,2405.7107,1837.372,3137.4233,809.2692,6941.7934,526.9513,806.8913,3894.9917,939.3341,7085.904,584.6942,516.527,2343.5449,3450.8174,4365.2868,679.6256,1880.4243,5696.2078,2183.6656,2361.9271,1366.3882,5218.5629,1031.5124,835.0802,1010.1227,1744.2827,730.4569,1341.8714,2010.8918,1855.0095,5781.6061,1752.0943,816.6485,196.6437,598.7562,1079.8019,3704.1615,3207.8875,2497.266,757.4963,602.4575,6694.8449,2410.4125,1000,5418.6317,2707.5843,3912.3256,4058.9777,1137.1357,2489.0998,673.1997,871.4177,6340.5018,1987.0714,489.4173,2823.0056,3896.6837,842.651,1206.2714,3690.7895,1144.8658,1142.029,1540.3067,290.9324,1374.4636,6208.6294,12844.0283,994.2562,6085.4022,601.9551,2659.1926,1625.0901,1912.7838,1029.6137,2389.6034,2039.0852,14663.7149,1727.369,1449.2632,6146.0069,2199.5738,1076.8559,4161.1136,1445.7978,1564.8649,746.4862,2511.6394,2121.4137,8037.9747,3449.9404,4953.7513,6314.8364,3431.5952,373.2194
