gene_id,TCGA-AF-2687,TCGA-AF-2690,TCGA-AF-2693,TCGA-AF-3911,TCGA-AF-4110,TCGA-AF-5654,TCGA-AF-6136,TCGA-AF-6655,TCGA-AF-6672,TCGA-AF-A56K,TCGA-AF-A56L,TCGA-AF-A56N,TCGA-AG-3591,TCGA-AG-3592,TCGA-AG-3725,TCGA-AG-3731,TCGA-AG-3732,TCGA-AG-3742,TCGA-AG-3902,TCGA-AG-4021,TCGA-AG-4022,TCGA-AH-6544,TCGA-AH-6547,TCGA-AH-6549,TCGA-AH-6643,TCGA-AH-6644,TCGA-AH-6897,TCGA-AH-6903,TCGA-BM-6198,TCGA-CI-6619,TCGA-CI-6620,TCGA-CI-6621,TCGA-CI-6622,TCGA-CI-6623,TCGA-CI-6624,TCGA-CL-4957,TCGA-CL-5917,TCGA-CL-5918,TCGA-DC-4745,TCGA-DC-4749,TCGA-DC-5337,TCGA-DC-5869,TCGA-DC-6154,TCGA-DC-6155,TCGA-DC-6156,TCGA-DC-6157,TCGA-DC-6158,TCGA-DC-6160,TCGA-DC-6681,TCGA-DC-6682,TCGA-DC-6683,TCGA-DT-5265,TCGA-DY-A0XA,TCGA-DY-A1DC,TCGA-DY-A1DD,TCGA-DY-A1DE,TCGA-DY-A1DF,TCGA-DY-A1DG,TCGA-DY-A1H8,TCGA-EF-5830,TCGA-EF-5831,TCGA-EI-6506,TCGA-EI-6507,TCGA-EI-6508,TCGA-EI-6509,TCGA-EI-6510,TCGA-EI-6511,TCGA-EI-6512,TCGA-EI-6513,TCGA-EI-6514,TCGA-EI-6881,TCGA-EI-6882,TCGA-EI-6883,TCGA-EI-6884,TCGA-EI-6885,TCGA-EI-6917,TCGA-EI-7002,TCGA-EI-7004,TCGA-F5-6464,TCGA-F5-6465,TCGA-F5-6571,TCGA-F5-6702,TCGA-F5-6810,TCGA-F5-6811,TCGA-F5-6812,TCGA-F5-6813,TCGA-F5-6814,TCGA-F5-6861,TCGA-F5-6863,TCGA-F5-6864,TCGA-G5-6233,TCGA-G5-6235,TCGA-G5-6572,TCGA-G5-6572,TCGA-G5-6641
IL2RA,207.748,253.1528,49.3346,55.0126,116.9737,30.4679,13.8191,35.0877,34.1785,81.605,29.0566,39.2236,24.1732,92.2781,40.5405,147.9499,69.8413,49.8047,148.9711,73.6333,101.7249,1.4333,153.0512,136.2585,12.8254,129.3801,55.0754,28.1489,155.8372,83.6533,39.9569,203.6338,23.315,28.6017,79.7235,29.4038,22.8742,9.3317,39.2336,19.0097,26.3638,36.1795,8.9409,17.8879,79.7707,30.9845,167.0639,129.5589,20.6642,15.9166,23.69,35.7863,14.1557,28.7139,3.5059,49.5159,3.6946,8.8279,2.5365,36.8687,43.6277,125.6711,132.1586,25.0978,5.5021,19.6246,222.0116,59.4876,45.9323,18.6952,79.0014,77.7587,31.9616,81.8792,223.0216,199.3256,61.6413,159.3074,143.5581,96.9155,163.7837,88.8063,29.7066,39.9436,84.5305,33.6391,105.4688,13.9119,5.2045,38.6071,40.9329,6.3731,7.6737,22.5352,4.1288
IL31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBD2,1124.7339,1321.3005,1420.7508,688.9827,1262.9826,1315.0163,822.2362,959.8189,756.9688,1027.5023,1036.2264,1055.8027,523.5818,1432.5537,863.598,1896.2057,1021.7687,1119.1406,1091.0513,1256.9729,1105.7054,1085.0454,1580.7087,1145.5923,1235.6626,1129.3801,1158.3419,1170.3244,1751.034,1144.0695,1257.4674,1248.6385,1022.4671,1178.6723,1141.4747,919.1397,798.1104,1318.5124,817.5182,1263.4836,1399.5232,938.2537,888.132,736.1541,909.9594,1387.8061,956.0776,1492.0342,1004.2822,2128.9791,1475.9882,2512.6008,921.6345,1141.6237,995.1731,994.7297,1324.5074,819.5194,1958.7825,979.2929,1607.5874,1094.7807,1425.5507,993.0017,895.0023,1156.9966,1400.316,1187.5814,1282.9895,1188.9236,1295.4856,1766.1521,912.9045,1042.0582,902.0957,1667.6658,1191.9792,1092.6407,1296.1112,1410.493,1162.9447,1330.855,1179.3539,1624.5301,1301.674,1336.3914,1094.4602,1651.209,943.1227,1077.5927,1674.9167,1404.8025,854.6042,1145.0034,1073.493
MDM4,882.0775,365.151,370.4425,492.4619,492.8713,486.9423,717.9648,558.0079,1591.8196,1082.9576,730.9434,534.5734,797.2021,312.0795,413.4291,418.2357,1143.3107,444.8242,697.2495,389.736,762.4945,419.9713,603.3465,649.0626,1204.7047,1001.3477,281.2363,685.5916,1037.4917,627.1974,489.668,768.3626,430.2671,490.8192,377.8802,393.1391,330.184,401.8114,239.0511,493.3687,319.1698,327.0622,576.9026,364.6371,737.9986,378.8106,320.9624,548.2554,477.1561,591.1087,566.4993,519.1532,821.0282,389.6175,827.3911,1152.102,887.931,573.3203,6162.9677,357.5758,419.2057,626.7074,594.2731,579.0691,590.5548,459.471,246.8668,273.5562,394.7061,274.6409,464.0903,781.5895,367.5589,400.4474,611.198,628.6999,642.4062,409.9567,420.2253,484.9501,575.2502,405.6175,667.6569,446.4286,564.1695,737.8768,526.6335,447.8304,757.6208,554.8827,714.8977,595.4251,564.2165,611.1335,867.052
NPL,382.2903,455.8602,104.2951,169.6773,179.4151,72.3613,92.9648,119.4114,166.9702,189.8106,150.566,65.9118,282.3638,97.7251,22.3818,228.9974,39.4558,152.832,239.6491,152.473,141.9726,145.2461,237.2047,159.2341,130.4655,188.23,58.005,122.6145,401.3342,139.4221,73.6461,257.3048,56.3798,118.6441,170.9677,115.437,97.4639,228.9008,90.7847,172.8559,150.8905,105.644,147.3124,132.0949,410.7953,116.9415,201.1122,141.1455,69.507,231.0648,155.0148,230.3427,66.7338,111.8851,84.6423,182.8655,90.5172,160.3727,145.8465,124.2424,131.3574,269.0598,268.7225,76.7485,89.867,101.1092,230.4371,192.3578,212.5341,135.3174,191.1765,208.6907,137.8346,186.5772,158.5862,394.5298,125.5106,179.2208,236.6891,189.3579,202.3211,182.5692,73.524,203.9474,217.0248,225.426,196.3778,65.9159,93.6803,178.274,216.0876,98.7823,115.5089,162.0389,59.455
NPPB,0.8514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9124,0,0,0,0.8515,0,0.4777,0,0,0,0,0,0,0,0,0,0,0,0.6158,0,0,0,0,0,5.7269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3713,0,0,0,0,0,0,0,0,0,0,0,0
PCNA,6182.6309,4962.6287,5219.5175,7046.9106,1990.2175,4470.0762,4645.7286,8132.9938,2279.3108,1403.0658,3023.7736,1890.0121,3769.48,7855.495,3565.8784,4756.9531,2865.7596,1698.2422,2090.1291,3809.9665,1143.7417,6516.0057,1334.6457,4848.5042,3595.5394,4250.2246,4144.1336,4441.0782,5414.8099,7073.7523,3421.4083,4123.1906,5629.0801,9264.8305,2133.1797,8058.0815,2254.5997,3413.2016,10713.9599,4025.1989,14661.6183,10090.2074,949.867,4868.2491,2923.3341,2591.7041,2060.1521,3765.6353,4176.0556,3480.7903,1498.6481,2400.2016,3433.2529,1573.8169,2049.9465,7534.2566,3103.4483,3534.5758,1618.2625,3960.101,2317.9609,4423.6229,3037.0044,7158.7057,4823.4755,4175.7679,2090.3633,2462.8745,3932.2694,1332.6983,2207.5923,3363.0646,1409.1091,1731.5436,5684.3916,4165.2304,2229.4838,2142.8571,2640.378,4452.5207,888.7676,1631.1442,7854.4374,6372.6504,5210.97,3577.5448,5835.2273,5923.1534,3676.5799,1185.8441,4852.4512,4054.6262,2353.7964,1200.2683,1585.4666
PDGFB,713.0694,672.9145,351.8338,326.0986,594.0264,374.3199,216.0804,621.9581,205.0707,1036.9702,353.2075,603.3158,156.8688,311.4386,149.4932,596.005,87.5283,294.9219,168.0782,399.0331,303.4056,147.635,296.2598,519.5054,418.8162,395.3279,205.654,80.3912,448.8326,508.7897,572.7157,782.5696,336.5833,221.3983,360.8295,359.3793,422.6753,296.9672,281.9343,132.1839,183.9854,301.4954,568.8132,183.0065,649.1521,222.8886,399.5006,192.2317,297.1894,182.7662,261.6197,643.6492,175.4291,232.1863,239.4025,365.7311,368.8424,200.0981,344.9588,109.0909,295.9099,423.5734,633.0396,263.3455,398.4411,105.802,376.6193,157.6205,366.6796,315.5922,325.9234,183.5334,184.5785,283.6689,556.1464,385.163,433.3457,1629.4372,1182.0825,342.9317,285.0158,546.0553,498.7003,315.7895,418.8531,269.55,329.1903,278.9003,189.5911,403.4822,708.7101,137.4758,408.7237,438.9001,54.0875
PGK1,15184.7595,13592.5026,11447.7983,12655.8724,10781.1427,24675.7345,10539.5729,14296.5478,11039.6414,10351.2173,9477.3585,13283.4614,21352.1576,16953.8609,15328.125,10991.1115,5829.0249,15303.2227,18082.1754,19243.9569,10997.7886,13327.7592,9156.0039,21087.515,14884.1179,8907.4573,37481.1777,25219.9427,10263.3756,8653.0612,13488.9825,11728.283,9652.819,16020.8333,13634.1014,12467.193,17030.3332,14979.5526,24031.4781,24851.901,38992.5677,28404.2451,22417.4561,3856.8971,18087.4134,8640.6797,18829.1908,14519.5523,8786.0603,18249.1767,18311.3171,14652.7218,15248.6783,8437.4211,5813.2736,6636.1074,3387.3153,4841.589,3542.1687,9022.2222,12733.61,8060.6682,12317.6211,10119.5239,13520.4035,9823.3788,25225.9084,32901.8671,22247.1779,9795.377,10188.7825,11953.1161,7042.3492,9755.2573,10615.8899,12209.4417,16496.101,9963.2035,15134.0178,12619.5136,7102.5134,10484.0975,11304.8645,8749.5301,7078.713,9060.7252,15867.5426,7987.0818,5143.1227,7305.4504,10037.1252,12939.5698,6085.622,7344.3327,6327.0025
POLL,520.1107,537.7855,493.7271,506.0228,717.8645,727.6496,384.4598,517.4363,528.1748,567.8133,638.3811,596.8904,632.063,329.3816,437.0988,363.8956,427.6281,461.9531,835.7408,224.5891,457.9876,487.463,345.8957,519.3618,553.9032,456.2983,372.6381,508.2037,687.541,514.318,461.3221,466.6924,521.5939,438.2733,206.4516,498.9382,325.9473,526.5651,714.5849,431.9187,534.8983,441.2542,564.049,1031.9917,352.5197,318.6807,324.3945,276.6557,607.6978,508.9956,334.7496,720.121,710.6545,479.9473,714.942,445.6428,327.5369,582.4914,1228.5859,272.5051,205.0931,487.8841,596.6564,583.3467,563.1683,653.2807,409.7357,496.9257,214.0911,453.4067,351.6074,324.2138,813.6396,472.7696,488.0669,838.9509,601.6747,547.8485,330.2744,424.583,559.6867,324.8988,373.1489,479.5395,374.2087,421.5815,408.1179,614.624,498.6989,497.729,585.5212,477.3825,339.7779,349.8323,570.896
RAP1A,1494.6786,1521.6939,1244.6175,1101.9083,1207.6179,830.2503,1170.8543,1029.9943,1234.9068,900.3607,705.283,954.7109,2258.9107,976.2897,1191.3007,1101.0227,2049.4331,1084.9609,903.542,1101.5247,1461.3003,1022.9336,1833.1693,1320.4627,786.773,1090.7457,850.1538,1620.4676,1027.3516,1282.6834,928.8023,1086.4418,1170.8351,795.1977,1569.1244,1388.8738,1235.7036,1090.7095,1457.1168,985.4111,1640.1627,1423.0584,940.926,489.8521,1852.878,1066.9665,1361.48,915.339,1296.2116,1637.2119,1232.9085,1485.3831,793.728,1193.6057,956.6083,1052.0897,1469.2118,1227.0721,1021.5599,1162.1212,1614.2264,1155.3501,903.9648,1194.8757,734.984,1175.7679,843.3913,1082.5011,1178.6687,1334.9239,1409.7127,1316.1807,840.1918,1283.2215,737.8793,1063.6943,633.4942,1335.9307,1531.8917,1275.5568,1309.8684,1464.684,1538.433,1102.4436,1391.9031,797.7283,1093.75,939.7151,1168.7732,1358.0621,1043.3127,1644.2472,596.5267,1210.4628,1495.4583
REG3G,0,0,0,0,0,1.6322,0,0,0,0,0,12.9397,0,0,0.8446,1.5292,3.1746,0.4883,0.6477,0.3719,0,0,0,4.7866,0,0,19.9209,0.2385,1.6011,0.4041,0,0,0,0,0.4608,0,0,0,0,0,17.3889,0.4824,0,1.376,0,0,0,0.5267,0,0,0,0,0,0,0,0,0,0.9809,0.6341,0.5051,0,0.412,0.4405,0,1.834,0,0,0,0.3893,0,0,0,0.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3312,0,0.3785,0.476,0,0,0,2.8902
REG4,15.3257,32.3962,5128.2051,1003.8136,12299.719,28.8357,37185.3015,1770.232,59563.5243,983.7692,50.566,0,70723.1394,1676.0654,1115.2872,3503.0106,32641.2698,13.1836,3421.1534,37.1885,4116.7625,6849.0205,22527.5591,239.649,405.5485,1002.2462,0.5859,1784.1126,1320.3469,9975.3486,3591.421,7606.2763,5298.8554,76.9774,13338.2488,6189.6724,3.9781,0,1316.1496,168.435,37.0215,184.7564,40.8728,1437.9085,11.9417,505.2474,780.3882,1761.6853,4873.7556,250.2744,89.6099,12010.5847,2.0222,2.4753,0,62.7528,2.4631,29.4262,6.3412,23.2323,18.0202,8629.2785,47310.5727,1995.8243,668.0422,11289.6758,15.1659,4034.3031,7.7851,3.561,1130.643,109065.7519,89.8921,5748.9933,3.4407,1005.9948,87.6346,40687.8788,3405.4152,147.237,3.2114,3253.2012,470.1077,331.297,17.096,4.3687,427.9119,1702.8817,15.9851,28.0091,8850.0714,4529.8737,2.4233,13.9504,18334.8472
RGN,33.6313,146.2455,2.1638,4.971,46.623,7.0729,5.6533,0.5659,3.3618,205.5906,50.566,84.9171,1.543,41.0125,0,8.7929,5.8957,8.3008,1.2954,2.9751,5.3074,21.5002,8.3661,42.4412,1.769,8.5355,2.3436,73.2347,8.0053,183.4714,4.7008,11.0499,2.1195,1.4124,20.7373,10.8903,90.5022,15.3698,2.7372,29.1777,9.5358,53.5456,277.1687,0,12.4194,444.2779,200.2043,0,21.04,2.7442,5.665,27.2177,67.7449,6.9309,824.386,10.2954,30.7882,1.9617,11.4141,3.0303,7.1132,0,3.0837,6.1835,4.1265,2.9863,4.634,138.0808,115.2199,35.1647,4.446,1.1435,54.7343,6.7114,68.8145,3.7467,1.4853,21.2121,24.9864,26.8381,16.8601,46.6749,48.6446,30.0752,62.2106,12.2324,6.392,3.9748,27.881,25.3596,1.9039,5.0074,23.8288,3299.7988,16.5153
