gene_id,TCGA-2V-A95S,TCGA-2Y-A9GS,TCGA-2Y-A9GT,TCGA-2Y-A9GU,TCGA-2Y-A9GV,TCGA-2Y-A9GW,TCGA-2Y-A9GX,TCGA-2Y-A9GY,TCGA-2Y-A9GZ,TCGA-2Y-A9H0,TCGA-2Y-A9H1,TCGA-2Y-A9H2,TCGA-2Y-A9H3,TCGA-2Y-A9H4,TCGA-2Y-A9H5,TCGA-2Y-A9H6,TCGA-2Y-A9H7,TCGA-2Y-A9H8,TCGA-2Y-A9H9,TCGA-2Y-A9HA,TCGA-2Y-A9HB,TCGA-3K-AAZ8,TCGA-4R-AA8I,TCGA-5C-A9VG,TCGA-5C-A9VH,TCGA-5C-AAPD,TCGA-5R-AA1C,TCGA-5R-AA1D,TCGA-5R-AAAM,TCGA-BC-4072,TCGA-BC-4073,TCGA-BC-A10Q,TCGA-BC-A10R,TCGA-BC-A10S,TCGA-BC-A10T,TCGA-BC-A10U,TCGA-BC-A10W,TCGA-BC-A10X,TCGA-BC-A10Y,TCGA-BC-A10Z,TCGA-BC-A110,TCGA-BC-A112,TCGA-BC-A216,TCGA-BC-A217,TCGA-BC-A3KF,TCGA-BC-A3KG,TCGA-BC-A5W4,TCGA-BC-A69H,TCGA-BC-A69I,TCGA-BC-A8YO,TCGA-BD-A2L6,TCGA-BD-A3EP,TCGA-BD-A3ER,TCGA-BW-A5NO,TCGA-BW-A5NP,TCGA-BW-A5NQ,TCGA-CC-5258,TCGA-CC-5259,TCGA-CC-5260,TCGA-CC-5261,TCGA-CC-5262,TCGA-CC-5263,TCGA-CC-5264,TCGA-CC-A123,TCGA-CC-A1HT,TCGA-CC-A3M9,TCGA-CC-A3MA,TCGA-CC-A3MB,TCGA-CC-A3MC,TCGA-CC-A5UC,TCGA-CC-A5UD,TCGA-CC-A5UE,TCGA-CC-A7IE,TCGA-CC-A7IF,TCGA-CC-A7IG,TCGA-CC-A7IH,TCGA-CC-A7II,TCGA-CC-A7IJ,TCGA-CC-A7IK,TCGA-CC-A7IL,TCGA-CC-A8HS,TCGA-CC-A8HT,TCGA-CC-A8HU,TCGA-CC-A8HV,TCGA-CC-A9FS,TCGA-CC-A9FU,TCGA-CC-A9FV,TCGA-CC-A9FW,TCGA-DD-A113,TCGA-DD-A114,TCGA-DD-A115,TCGA-DD-A116,TCGA-DD-A118,TCGA-DD-A119,TCGA-DD-A11A,TCGA-DD-A11B,TCGA-DD-A11C,TCGA-DD-A11D,TCGA-DD-A1EA,TCGA-DD-A1EB,TCGA-DD-A1EC,TCGA-DD-A1ED,TCGA-DD-A1EE,TCGA-DD-A1EF,TCGA-DD-A1EG,TCGA-DD-A1EH,TCGA-DD-A1EI,TCGA-DD-A1EJ,TCGA-DD-A1EK,TCGA-DD-A1EL,TCGA-DD-A39V,TCGA-DD-A39W,TCGA-DD-A39X,TCGA-DD-A39Y,TCGA-DD-A39Z,TCGA-DD-A3A1,TCGA-DD-A3A2,TCGA-DD-A3A3,TCGA-DD-A3A4,TCGA-DD-A3A5,TCGA-DD-A3A6,TCGA-DD-A3A7,TCGA-DD-A3A8,TCGA-DD-A3A9,TCGA-DD-A4NA,TCGA-DD-A4NB,TCGA-DD-A4ND,TCGA-DD-A4NE,TCGA-DD-A4NF,TCGA-DD-A4NG,TCGA-DD-A4NH,TCGA-DD-A4NI,TCGA-DD-A4NJ,TCGA-DD-A4NK,TCGA-DD-A4NL,TCGA-DD-A4NN,TCGA-DD-A4NO,TCGA-DD-A4NP,TCGA-DD-A4NQ,TCGA-DD-A4NR,TCGA-DD-A4NS,TCGA-DD-A4NV,TCGA-DD-A73A,TCGA-DD-A73B,TCGA-DD-A73C,TCGA-DD-A73D,TCGA-DD-A73E,TCGA-DD-A73F,TCGA-DD-A73G,TCGA-DD-AA3A,TCGA-DD-AAC8,TCGA-DD-AAC9,TCGA-DD-AACA,TCGA-DD-AACA,TCGA-DD-AACB,TCGA-DD-AACC,TCGA-DD-AACD,TCGA-DD-AACE,TCGA-DD-AACF,TCGA-DD-AACG,TCGA-DD-AACH,TCGA-DD-AACI,TCGA-DD-AACJ,TCGA-DD-AACK,TCGA-DD-AACL,TCGA-DD-AACN,TCGA-DD-AACO,TCGA-DD-AACP,TCGA-DD-AACQ,TCGA-DD-AACS,TCGA-DD-AACT,TCGA-DD-AACU,TCGA-DD-AACV,TCGA-DD-AACW,TCGA-DD-AACX,TCGA-DD-AACY,TCGA-DD-AACZ,TCGA-DD-AAD0,TCGA-DD-AAD1,TCGA-DD-AAD2,TCGA-DD-AAD3,TCGA-DD-AAD5,TCGA-DD-AAD6,TCGA-DD-AAD8,TCGA-DD-AADA,TCGA-DD-AADB,TCGA-DD-AADC,TCGA-DD-AADD,TCGA-DD-AADF,TCGA-DD-AADG,TCGA-DD-AADI,TCGA-DD-AADJ,TCGA-DD-AADK,TCGA-DD-AADL,TCGA-DD-AADM,TCGA-DD-AADN,TCGA-DD-AADO,TCGA-DD-AADP,TCGA-DD-AADQ,TCGA-DD-AADR,TCGA-DD-AADS,TCGA-DD-AADU,TCGA-DD-AADV,TCGA-DD-AADW,TCGA-DD-AADY,TCGA-DD-AAE0,TCGA-DD-AAE1,TCGA-DD-AAE2,TCGA-DD-AAE3,TCGA-DD-AAE4,TCGA-DD-AAE6,TCGA-DD-AAE7,TCGA-DD-AAE9,TCGA-DD-AAEA,TCGA-DD-AAEB,TCGA-DD-AAED,TCGA-DD-AAEE,TCGA-DD-AAEG,TCGA-DD-AAEH,TCGA-DD-AAEI,TCGA-DD-AAEK,TCGA-DD-AAVP,TCGA-DD-AAVQ,TCGA-DD-AAVR,TCGA-DD-AAVS,TCGA-DD-AAVU,TCGA-DD-AAVV,TCGA-DD-AAVW,TCGA-DD-AAVX,TCGA-DD-AAVY,TCGA-DD-AAVZ,TCGA-DD-AAW0,TCGA-DD-AAW1,TCGA-DD-AAW2,TCGA-DD-AAW3,TCGA-ED-A459,TCGA-ED-A4XI,TCGA-ED-A5KG,TCGA-ED-A627,TCGA-ED-A66X,TCGA-ED-A66Y,TCGA-ED-A7PX,TCGA-ED-A7PY,TCGA-ED-A7PZ,TCGA-ED-A7XO,TCGA-ED-A7XP,TCGA-ED-A82E,TCGA-ED-A8O5,TCGA-ED-A8O6,TCGA-ED-A97K,TCGA-EP-A12J,TCGA-EP-A26S,TCGA-EP-A2KA,TCGA-EP-A2KB,TCGA-EP-A2KC,TCGA-EP-A3JL,TCGA-EP-A3RK,TCGA-ES-A2HS,TCGA-ES-A2HT,TCGA-FV-A23B,TCGA-FV-A2QQ,TCGA-FV-A2QR,TCGA-FV-A3I0,TCGA-FV-A3I1,TCGA-FV-A3R2,TCGA-FV-A3R3,TCGA-FV-A495,TCGA-FV-A496,TCGA-FV-A4ZP,TCGA-FV-A4ZQ,TCGA-G3-A25S,TCGA-G3-A25T,TCGA-G3-A25U,TCGA-G3-A25V,TCGA-G3-A25X,TCGA-G3-A25Y,TCGA-G3-A25Z,TCGA-G3-A3CG,TCGA-G3-A3CH,TCGA-G3-A3CI,TCGA-G3-A3CJ,TCGA-G3-A3CK,TCGA-G3-A5SI,TCGA-G3-A5SJ,TCGA-G3-A5SK,TCGA-G3-A5SL,TCGA-G3-A5SM,TCGA-G3-A6UC,TCGA-G3-A7M5,TCGA-G3-A7M6,TCGA-G3-A7M7,TCGA-G3-A7M8,TCGA-G3-A7M9,TCGA-G3-AAUZ,TCGA-G3-AAV0,TCGA-G3-AAV1,TCGA-G3-AAV2,TCGA-G3-AAV3,TCGA-G3-AAV4,TCGA-G3-AAV5,TCGA-G3-AAV6,TCGA-G3-AAV7,TCGA-GJ-A3OU,TCGA-GJ-A6C0,TCGA-GJ-A9DB,TCGA-HP-A5MZ,TCGA-HP-A5N0,TCGA-K7-A5RF,TCGA-K7-A5RG,TCGA-K7-A6G5,TCGA-K7-AAU7,TCGA-KR-A7K0,TCGA-KR-A7K2,TCGA-KR-A7K7,TCGA-KR-A7K8,TCGA-LG-A6GG,TCGA-LG-A9QC,TCGA-LG-A9QD,TCGA-MI-A75C,TCGA-MI-A75E,TCGA-MI-A75G,TCGA-MI-A75H,TCGA-MI-A75I,TCGA-MR-A520,TCGA-MR-A8JO,TCGA-NI-A4U2,TCGA-NI-A8LF,TCGA-O8-A75V,TCGA-PD-A5DF,TCGA-QA-A7B7,TCGA-RC-A6M3,TCGA-RC-A6M4,TCGA-RC-A6M5,TCGA-RC-A6M6,TCGA-RC-A7S9,TCGA-RC-A7SB,TCGA-RC-A7SF,TCGA-RC-A7SH,TCGA-RC-A7SK,TCGA-RG-A7D4,TCGA-T1-A6J8,TCGA-UB-A7MA,TCGA-UB-A7MB,TCGA-UB-A7MC,TCGA-UB-A7MD,TCGA-UB-A7ME,TCGA-UB-A7MF,TCGA-UB-AA0U,TCGA-UB-AA0V,TCGA-WJ-A86L,TCGA-WQ-A9G7,TCGA-WQ-AB4B,TCGA-WX-AA44,TCGA-WX-AA46,TCGA-WX-AA47,TCGA-XR-A8TC,TCGA-XR-A8TD,TCGA-XR-A8TE,TCGA-XR-A8TF,TCGA-XR-A8TG,TCGA-YA-A8S7,TCGA-ZP-A9CV,TCGA-ZP-A9CY,TCGA-ZP-A9CZ,TCGA-ZP-A9D0,TCGA-ZP-A9D1,TCGA-ZP-A9D2,TCGA-ZP-A9D4,TCGA-ZS-A9CD,TCGA-ZS-A9CE,TCGA-ZS-A9CF,TCGA-ZS-A9CF,TCGA-ZS-A9CG
A2M,286319.1855,31168.4524,19514.7994,243940.5425,8755.4653,43812.9119,54249.0121,11698.2914,264406.6758,7637.7354,244994.8424,3982.7511,350441.7494,48609.3497,71990.5056,276645.2492,80857.3985,5639.4728,99700.1168,47964.387,107311.9391,100025.5335,88757.4176,63691.5198,114305.9627,37460.9251,4497.2775,112368.452,85225.8447,267565.9251,126723.1839,4488.556,122927.0482,58692.1855,52619.3271,91473.7128,50302.3648,86331.7139,9563.9206,154674.6555,82882.3867,10275.1231,96449.8268,26376.3925,10819.9021,5536.8888,1725.2112,82199.1168,11998.4531,161098.808,10538.2245,65569.644,66266.1826,39218.8867,41377.6525,69809.3762,57379.2147,220093.6876,7423.4395,82678.5127,92916.0504,3236.4069,10635.422,118165.1383,8058.7393,11065.9225,15167.0324,34147.4148,120849.3272,254386.0581,6173.2957,3096.7429,74767.8868,29419.5371,28061.9843,7695.7408,77008.0301,104351.9718,5108.4412,21566.0474,5695.5402,35768.5086,11635.361,5321.1831,13654.3236,63060.4407,16237.7979,33605.1419,131227.419,25592.7614,77403.3856,12554.6172,99378.4146,124930.2123,16942.0773,70170.4838,24508.9428,155575.6678,173671.6496,50153.4797,127215.8918,30211.4828,52931.7862,34078.985,94164.4968,153904.9455,101056.34,51910.0642,46501.2218,69938.0341,32393.4825,566882.8627,59753.3967,13546.5493,452458.7266,52368.089,70762.1882,308630.6857,636515.3335,40579.4308,8611.0387,18357.8502,34092.0872,70417.6394,6588.5255,76719.7078,23105.5899,21289.6516,8465.9382,51915.8656,22972.3631,100750.4127,36759.2832,15522.7512,157803.9184,195087.0813,177392.8528,73197.71,165393.6777,100561.3102,59893.0098,36155.5727,109626.4975,24216.2747,47264.0661,4418.5873,7192.5961,15398.1628,57062.4126,1866.1089,88156.394,170651.7131,11510.7089,95143.7918,53101.6024,77379.9253,60245.2027,20857.3055,35025.0097,84053.561,80164.2729,142418.0723,103298.0416,89169.4971,21384.3536,26440.8783,75224.007,16249.6091,5843.5638,3395.9939,121248.7761,26705.9712,8726.9073,38766.5047,78859.5703,126205.1681,23275.092,1878.5523,174247.5982,274395.8981,97646.6361,26569.786,40168.3989,12293.0974,62601.9876,104389.4434,37141.4274,31574.3246,52011.5442,6949.8283,495992.9608,121799.5407,191911.0731,45471.2319,77553.3748,189278.75,86398.1272,102183.5,15433.5333,28249.5823,20374.0731,3417.4525,55694.3358,76311.8591,321663.6587,49423.329,29648.6324,43400.7876,13844.6344,96652.8204,14117.1239,125985.1624,3476.239,84535.8601,11215.3063,24253.4059,7898.766,270145.7231,113109.0645,39379.9699,81105.6339,6862.3581,92787.9147,212535.7678,185789.8327,3061.678,55009.3011,35664.2126,31114.4725,4195.5044,279529.6036,49455.7615,9825.4796,7376.7839,48789.1274,8284.2159,152860.4474,31076.1069,86033.9366,172499.926,70153.806,22516.3239,251557.6292,32129.8528,33174.5371,18987.8444,5003.9416,508903.3027,27416.4197,22759.9208,6864.632,75301.0591,366285.6228,21847.3677,99949.0471,37748.0392,108259.5501,82875.6836,461332.6063,14830.0411,87592.2605,32141.7456,4585.4198,61002.6961,14031.2405,182409.964,180617.1496,134920.7915,74978.4587,29994.705,8670.3812,8386.7303,5963.4355,110493.1242,148591.5389,217305.3986,38391.7841,148933.911,70962.7979,357247.0255,107596.6489,30084.8144,113354.1096,122841.0761,22389.3474,9729.3318,158812.0549,8305.3163,4990.3899,35333.8472,80216.0572,148982.7515,11997.0781,99548.3414,36091.3268,66156.8404,12733.8487,5454.7358,6500.8368,87593.9294,45482.612,15474.1932,52413.3287,19305.5489,62684.2366,79208.9955,192568.7247,150496.8002,36013.1515,92192.3766,33937.1299,16958.9428,230028.7423,87156.0734,20750.4076,70303.4879,121360.6803,189418.0839,132081.1398,154568.096,45943.0872,15362.0297,26313.0703,288075.9034,69324.651,16905.1755,17035.8882,109971.0173,15482.2261,5442.3456,68097.7403,89022.7872,447412.9724,38030.9617,135146.2123,6349.04,137104.572,17494.4479,84201.8456,103565.6121,24762.212,83227.4129,50915.5852,3966.6532,14156.4306,59054.1886,110306.0833,52917.0331,205933.1219,17998.9481,4805.0549,39655.6946,31911.6667,43763.7718,67702.6201,204433.4878,32638.3205,217597.0845,3301.159,33793.8538,75527.6135,161102.619,150865.4715,71197.1442,82106.7181,49482.1929,79113.4025,7516.1307,72357.2201,19480.6947,29738.6975,37331.1434,10621.8886
ABCA1,1150.0244,1248.3588,3132.885,1747.4642,2884.89,1648.2605,3252.0364,1558.1146,1761.727,1864.229,976.0046,662.7764,890.8189,477.0818,1859.5069,1982.2444,3823.3162,1580.8669,859.439,1185.6042,2851.7391,744.7442,2692.3077,2105.5672,810.8765,820.3364,2004.0636,2497.5536,2969.4977,1815.8418,7775.3522,572.3753,1929.7692,1084.2345,865.8776,1424.224,2379.4168,3764.18,1344.0115,1645.1806,1794.6667,2905.2248,3426.3729,490.8251,1387.2478,1189.8835,649.1367,940.8759,1107.8673,3379.9262,1513.2653,1905.6146,3376.1734,1842.9917,2194.2265,2212.2824,3801.0328,3040.2576,357.2804,2870.4318,3153.612,2927.3781,2870.2019,1725.2453,2727.6562,1322.6773,651.2718,1258.8989,1921.4978,3204.8801,1580.0821,1229.372,3421.8501,1349.3007,560.8917,1246.5495,1030.3811,1037.8952,1600.5777,874.5678,3057.322,2371.0024,1040.4041,3651.2765,3319.0744,1624.2954,2790.7707,1403.1109,544.7524,1579.872,1723.3542,933.5102,2498.9063,698.3681,1052.6178,2083.4467,2959.607,1639.7194,5281.4676,3308.1052,2759.507,2749.6856,2394.5016,5296.9551,965.3754,4793.4909,2581.1102,2119.1609,1751.4561,2562.7884,1152.8138,2781.5596,546.9121,857.3339,1601.0686,1397.5201,1639.5732,1090.7173,2389.1324,798.4195,1011.4437,539.6308,1255.8971,2628.3551,2335.3351,2904.0661,5927.0476,807.1719,2445.8042,2669.8902,3314.1007,2132.1711,1692.2079,4221.329,3694.8776,791.8707,1385.6387,2177.0474,2539.6722,2848.9334,1596.2829,3938.1247,3698.9707,2514.698,3759.0511,396.9936,285.7939,2174.255,970.0499,229.572,1068.4291,1482.9721,3068.6965,1432.3424,454.9951,3716.1531,1641.5287,1178.5012,742.434,3315.122,1869.2115,677.3762,1061.2437,4086.2823,2078.442,3026.0831,1332.1207,1288.7517,1506.883,2114.3361,1905.9702,1210.9164,1169.1143,2524.7076,2989.3881,1884.7756,2546.4989,1309.0795,4407.2117,1698.1389,791.135,1245.0331,8969.1066,1539.0422,3987.1689,3026.858,2586.5677,3013.8609,1137.3802,1554.3005,1566.0377,1571.6795,788.6598,1762.9398,1036.3372,1231.4815,757.9505,2689.8176,2151.4029,2911.3384,1267.624,1225.1216,998.3593,3485.9687,5144.5857,1016.9051,2943.6857,3729.446,715.4106,1014.5013,1533.323,2560.9501,761.2234,880.001,804.8209,1484.3898,1799.1558,1110.6433,637.0968,1491.3168,2568.5071,582.9694,1660.1382,1604.4944,1426.5753,766.3655,2135.7056,1228.2245,3458.6812,1045.8126,1227.6008,1426.3313,3203.711,1221.0955,1463.8878,1564.4495,2582.2171,2538.0484,2057.6311,1926.0355,6110.178,512.3583,2076.9042,327.5079,623.9765,1289.3256,374.946,3045.3135,3168.7447,1482.0953,2590.7985,2010.7762,1772.8351,2263.7151,2263.3726,833.3258,802.9556,1585.5546,1908.5806,5109.6254,840.9455,1686.0232,157.3576,1063.2439,905.4964,2165.6466,1276.378,3052.7413,290.1179,2384.8564,394.4077,237.6409,2383.4901,2138.3198,783.54,1761.6562,1655.8061,4299.0721,2560.2117,921.5328,722.9008,3048.4351,1275.698,1641.2838,1356.8316,1623.8069,1827.1222,662.0484,271.7319,1255.1704,740.7407,893.2698,1696.6212,1110.651,1287.1833,2579.2101,1106.833,1811.192,1196.0311,1262.3078,1586.509,1085.9127,2019.6514,3501.3521,884.0676,1516.9482,1514.6959,2175.1293,3275.8437,1518.3153,1787.2592,2028.8437,1142.919,1624.6537,2042.2125,3193.6362,1927.8786,3609.7902,1264.5862,1052.2048,1073.8375,1174.8634,833.5265,1441.2554,1319.4234,1393.356,1613.1441,941.3416,1453.457,2587.596,667.1348,1200.8049,1576.3959,1793.9781,1077.3097,561.4962,4456.1381,1194.3945,438.7382,2361.3422,755.7604,1018.2421,1004.6723,529.1126,1323.5118,1060.7275,1426.2062,2416.4917,3722.4579,2611.1585,769.8363,1361.6533,1514.8592,3470.8589,3019.4508,3013.2072,1650.0341,7360.6523,2136.7925,1349.0334,1538.3331,2752.4875,3133.8298,592.2707,1359.0605,5228.1543,981.794,1803.9598,1743.7941,1601.198,2428.6285,2491.9283,3202.7078
ABCB11,0.6516,2330.2119,902.9366,156.8183,567.6819,457.4713,688.4848,214.7831,3735.1536,151.3919,114.484,59.5659,2.4814,234.2213,88.6392,7.3828,57.1755,361.4577,3003.8445,1027.5832,1627.7056,469.6265,924.4505,0.5507,139.4065,31.3456,4609.2392,8.293,3283.8661,102.8916,90.5764,0,60.1011,545.2476,4739.2941,800.1859,17.033,1891.9436,1657.662,3443.1144,305.3333,7.4946,241.4671,424.4164,458.3741,36.2486,37.3067,3.6496,344.2654,739.7965,64.2857,353.4982,835.7103,1065.3725,27.3304,63.8298,104.712,17.7134,0,19.8766,177.3317,15.739,0.331,17.8412,56.9337,0,33.2502,343.7921,767.6183,148.0858,1.54,143.6935,108.453,1894.627,16.513,1434.9573,0,4.4355,6591.6335,1426.2681,6.7929,213.3252,244.6121,311.3325,980.5825,142.4658,0,185.1021,4.2857,104.2151,1514.1066,475.2297,0,166.345,3388.6358,1474.0146,3314.3128,1710.4377,6675.7679,4284.6022,0.4008,2071.7675,917.1873,42.4293,850.2296,7.6768,284.2619,1.6261,1003.3473,2231.3993,213.798,4.1747,103.9192,15.6041,66.7854,172.1371,2656.0621,46.4135,1139.4846,1110.9416,0.8803,53.203,1145.8184,0,3.4262,249.047,890.0556,901.8583,3621.7949,859.8191,67.338,2866.0287,496.6628,5023.1059,1939.7959,17.1401,2206.8127,878.3461,112.1998,672.4418,773.3609,852.5858,794.2386,939.6045,6932.1321,4868.8122,116.9916,412.9019,4.1597,1.9455,2481.802,475.7482,2473.7014,0.4934,122.6508,84.9673,425.159,2404.5864,867.9974,197.0732,85.5703,143.2396,15.9868,742.4961,111.6022,135.905,184.5079,181.7558,673.1042,1959.3246,801.1762,1909.5101,6955.0169,195.8232,317.1814,547.3378,527.0563,1385.8788,24.0811,1025,1199.0529,786.0418,392.1019,2238.2637,246.0429,402.0122,111.3861,339.7101,581.0437,3758.165,10.8853,175.9504,204.7798,658.8894,199.266,55.5556,68.9046,1783.7838,321.8697,522.5916,208.8773,846.5281,1978.4572,202.7397,640.0783,1.3004,91.1736,2397.61,473.5658,222.5511,77.9341,1063.2204,1928.0657,329.5255,697.69,190.1608,746.3369,1191.9712,578.2258,3600.4515,2473.4809,414.8472,38.5945,113.1086,596.6543,100.3135,719.086,547.5981,2137.6147,4337.401,1211.2098,1697.3978,1776.3789,1547.7387,543.2099,356.6444,1575.6579,13.1114,489.3372,231.2623,1.7222,0.5462,56.821,7.7061,895.2341,400,0.4002,19.4595,170.1008,331.9027,2826.8331,1831.1131,14.828,284.4081,1964.6681,409.5023,528.4738,150.4729,295.9102,342.6222,646.8378,676.7948,0.5872,2008.3201,476.2112,5.155,207.0866,1628.7001,0.9066,175.4569,293.7454,14.7441,10400.8056,1568.1511,5.0733,150.7564,946.4063,967.0245,3363.3367,293.7956,294.6565,3569.2585,938.9866,14.4745,1229.4737,3061.7631,1657.8675,3095.5719,195.9531,154.5644,1047.82,406.25,236.4938,146.3078,41.1337,3738.3127,1814.7727,2502.5773,2249.2528,35.9041,2.9413,3.7936,84.9008,282.8556,1060.35,695.4575,1128.1884,1155.0105,1487.3934,1105.645,440.8533,1636.5849,37.627,319.9446,601.8923,3608.7017,2.6061,1106.993,326.3229,821.7604,802.2582,675.2537,496.9174,666.529,75.1138,1471.4987,1405.7327,547.2813,179.0342,250.8347,22.6889,847.3148,83.4743,36.0656,19.8168,1324.3684,904.6693,130.0202,2601.381,77.4336,1246.3208,1.7239,2242.9775,2572.1232,1820.38,130.6607,128.666,480.1105,903.8652,362.8495,29.0035,122.8473,133.8028,2258.8589,34.3249,1159.7319,413.2159,0,4466.9811,894.1894,280.7639,776.3158,1997.5067,265.0939,4196.9112,1315.1125,54.9491,3649.2717,703.982,669.0372,1700.2068,2948.7021,2047.6435
ABCB1,2057.6641,2697.3879,2847.792,25.0242,1467.8511,3238.3142,2369.697,2870.9159,2243.686,1851.1104,2064.1804,446.7441,32.2581,1788.3369,265.2934,208.9332,1381.3608,18.8119,2262.2811,1298.1611,2102.4033,1377.8717,2170.3297,38.5463,529.3306,691.896,1639.2499,856.2543,2677.3212,3761.5753,3123.0558,2041.1032,437.6451,1633.4661,7391.5294,2274.1636,2376.8396,1397.3465,3414.296,917.5024,1586.6667,3106.531,1682.1192,108.8503,2417.238,471.2316,2822.0449,2127.7372,2086.8246,1079.7272,1008.1633,1755.5672,1769.9574,1095.0614,4.3924,990.8124,385.0547,1246.3768,5605.688,137.0802,2702.1079,1595.0096,3670.6389,360.3925,2928.0195,35.8415,126.3508,2816.5544,821.8321,498.1069,3791.5811,3364.0234,79.7448,1887.2778,194.303,3477.6494,86.8996,905.2419,3373.008,1810.2443,9.9282,1138.1418,429.9569,4.3587,7937.2168,791.4235,81.6062,2111.4659,1147.619,1481.4466,3674.7649,3745.123,33.0649,1315.3185,3010.6123,4779.6847,1109.9799,1159.3715,1255.4039,18.6829,3608.8176,1711.7438,4964.3955,49.9168,1558.0097,116.3636,5447.3363,1013.0905,452.7197,1218.0887,2669.1782,5.9639,979.2162,3864.9131,2212.8228,895.6966,11.6392,3369.1983,2149.1245,1509.7793,20.2465,297.5027,4158.6848,61.2526,31.2639,1228.0813,1117.9741,1285.1336,3118.8811,3553.6176,33.3996,4261.9617,1786.7167,2016.1204,2885.7143,10.284,3878.9538,2230.0557,2947.6358,906.876,2357.7697,3193.3301,3678.3978,3010.6895,57.0571,893.388,5580.5014,2832.1671,4.1597,22.0493,3136.8882,1584.1073,2671.4581,3797.2123,1388.724,603.1746,1135.4857,606.0606,1671.6033,937.561,1043.7373,444.4444,938.9914,2324.118,346.9613,459.9407,842.7168,755.144,1156.1736,1828.089,935.1309,3012.6801,2706.7225,1791.0192,741.2517,1051.7899,181.2771,2455.8331,2157.161,2583.3333,2344.4357,1117.1676,2418.1897,733.1918,27.249,2607.0515,4623.7624,459.1304,10.2236,1505.6965,31.2046,185.6654,3523.8988,2643.9571,1277.149,1771.6049,705.8304,2689.1892,1907.9989,2352.9412,4328.9817,911.1013,2770.1012,114.2857,26.7854,57.2172,676.0427,1842.4769,1445.4443,724.4747,2477.8104,2182.3262,1955.2535,2293.7558,894.543,775.7805,864.6323,437.9825,2015.3226,5435.6659,2054.8582,534.9345,74.8848,1735.5805,614.777,896.1829,811.1559,725.6731,1965.5963,1044.8127,436.0902,2910.0683,2355.5156,3379.8995,2887.6334,2623.5579,1314.4737,200.2017,2910.6628,22.1893,7.4627,80.8412,4.8984,884.5466,1240.3947,2541.7867,23.6094,430.2703,48.5167,518.543,1165.7921,1568.6447,1549.2289,367.6612,3524.0899,1573.1523,962.4146,3505.589,1752.2053,1536.7748,888.541,3323.2052,413.3881,3818.7361,3555.9418,68.1603,503.937,1675.0322,1722.5748,3132.1149,596.9095,1883.7814,1346.5688,3739.5412,1004.5096,198.5314,1254.6767,1139.5706,2089.2495,1778.2847,1958.0153,3099.4226,1357.6008,4289.4902,1386.3158,4753.5093,1650.6211,2795.9611,1496.4388,1754.2465,3184.8726,2012.9573,165.8986,1401.4263,375.2195,2322.9447,1611.5029,1161.7268,6827.2564,4380.3,638.8414,838.3925,2572.5626,560.8437,2167.7731,1566.8586,802.4853,2389.7298,636.2145,2160.3256,2133.161,1995.479,956.6655,367.036,1362.4454,1356.4304,1849.0497,1909.0909,2000,3430.985,6624.2757,1999.2194,1258.9396,3091.4722,422.61,13.9675,908.6852,3094.1064,1117.1967,118.9482,1090.9091,2273.2835,1412.2955,1836.0656,3059.6007,1171.5566,2601.1673,10.835,3581.9209,668.8791,2094.2471,797.6072,2960.206,2196.5154,2190.5584,76.6147,607.3794,2797.2376,1536.1744,187.0839,82.0385,1839.2652,510.1721,2130.3303,169.3364,23.8896,479.0503,268.2927,699.4609,1871.0304,372.3283,2164.787,2284.0808,1899.7361,1045.6885,520.9003,2461.4265,1337.2932,2115.7025,698.0306,895.2447,276.267,5601.371
