Gene,TCGA-2J-AAB1-01A-11D-A40Y-05,TCGA-2J-AAB4-01A-12D-A40Y-05,TCGA-2J-AAB6-01A-11D-A40Y-05,TCGA-2J-AAB8-01A-12D-A40Y-05,TCGA-2J-AAB9-01A-11D-A40Y-05,TCGA-2J-AABA-01A-21D-A40Y-05,TCGA-2J-AABE-01A-12D-A40Y-05,TCGA-2J-AABF-01A-31D-A40Y-05,TCGA-2J-AABH-01A-21D-A40Y-05,TCGA-2J-AABI-01A-12D-A40Y-05,TCGA-2J-AABK-01A-31D-A40Y-05,TCGA-2J-AABO-01A-21D-A40Y-05,TCGA-2J-AABP-01A-11D-A40Y-05,TCGA-2J-AABR-01A-11D-A40Y-05,TCGA-2J-AABT-01A-11D-A40Y-05,TCGA-2J-AABU-01A-11D-A40Y-05,TCGA-2J-AABV-01A-12D-A40Y-05,TCGA-2L-AAQA-01A-21D-A38H-05,TCGA-2L-AAQE-01A-11D-A398-05,TCGA-2L-AAQI-01A-12D-A398-05,TCGA-2L-AAQJ-01A-12D-A398-05,TCGA-2L-AAQL-01A-11D-A38H-05,TCGA-2L-AAQM-01A-11D-A398-05,TCGA-3A-A9I5-01A-11D-A38H-05,TCGA-3A-A9I7-01A-21D-A38H-05,TCGA-3A-A9I9-01A-11D-A38H-05,TCGA-3A-A9IB-01A-21D-A398-05,TCGA-3A-A9IC-01A-11D-A38H-05,TCGA-3A-A9IH-01A-12D-A398-05,TCGA-3A-A9IJ-01A-11D-A398-05,TCGA-3A-A9IL-01A-11D-A38H-05,TCGA-3A-A9IN-01A-11D-A398-05,TCGA-3A-A9IO-01A-11D-A38H-05,TCGA-3A-A9IR-01A-11D-A38H-05,TCGA-3A-A9IS-01A-21D-A398-05,TCGA-3A-A9IU-01A-11D-A398-05,TCGA-3A-A9IV-01A-11D-A40Y-05,TCGA-3A-A9IX-01A-11D-A40Y-05,TCGA-3A-A9IZ-01A-12D-A40Y-05,TCGA-3A-A9J0-01A-11D-A40Y-05,TCGA-3E-AAAY-01A-11D-A38H-05,TCGA-3E-AAAZ-01A-11D-A38H-05,TCGA-F2-6879-01A-11D-2157-05,TCGA-F2-6880-01A-11D-2157-05,TCGA-F2-7273-01A-11D-2157-05,TCGA-F2-7276-01A-11D-2157-05,TCGA-F2-A44G-01A-11D-A26Q-05,TCGA-F2-A44H-01A-11D-A26Q-05,TCGA-F2-A7TX-01A-33D-A38H-05,TCGA-F2-A8YN-01A-11D-A378-05,TCGA-FB-A4P5-01A-11D-A26Q-05,TCGA-FB-A4P6-01A-12D-A26Q-05,TCGA-FB-A545-01A-11D-A26Q-05,TCGA-FB-A5VM-01A-11D-A32S-05,TCGA-FB-A78T-01A-12D-A32S-05,TCGA-FB-A7DR-01A-21D-A33U-05,TCGA-FB-AAPP-01A-12D-A40Y-05,TCGA-FB-AAPQ-01A-11D-A40Y-05,TCGA-FB-AAPS-01A-12D-A398-05,TCGA-FB-AAPU-01A-31D-A40Y-05,TCGA-FB-AAPY-01A-11D-A40Y-05,TCGA-FB-AAPZ-01A-11D-A40Y-05,TCGA-FB-AAQ0-01A-31D-A40Y-05,TCGA-FB-AAQ1-01A-12D-A40Y-05,TCGA-FB-AAQ2-01A-31D-A40Y-05,TCGA-FB-AAQ3-01A-11D-A40Y-05,TCGA-FB-AAQ6-01A-11D-A40Y-05,TCGA-FZ-5919-01A-11D-1744-05,TCGA-FZ-5920-01A-11D-1744-05,TCGA-FZ-5922-01A-11D-1744-05,TCGA-FZ-5923-01A-12D-1744-05,TCGA-FZ-5924-01A-13D-1744-05,TCGA-FZ-5926-01A-11D-1744-05,TCGA-H6-8124-01A-11D-2399-05,TCGA-H6-A45N-01A-11D-A26Q-05,TCGA-H8-A6C1-01A-11D-A32S-05,TCGA-HV-A5A3-01A-11D-A26Q-05,TCGA-HV-A5A4-01A-11D-A26Q-05,TCGA-HV-A5A5-01A-11D-A26Q-05,TCGA-HV-A5A6-01A-11D-A26Q-05,TCGA-HV-A7OL-01A-11D-A33U-05,TCGA-HV-A7OP-01A-11D-A33U-05,TCGA-HV-AA8V-01A-11D-A40Y-05,TCGA-HV-AA8X-01A-11D-A398-05,TCGA-HZ-7289-01A-11D-2157-05,TCGA-HZ-7918-01A-11D-2157-05,TCGA-HZ-7919-01A-11D-2157-05,TCGA-HZ-7920-01A-11D-2202-05,TCGA-HZ-7922-01A-11D-2157-05,TCGA-HZ-7923-01A-12D-2157-05,TCGA-HZ-7924-01A-11D-2157-05,TCGA-HZ-7925-01A-11D-2157-05,TCGA-HZ-7926-01A-11D-2157-05,TCGA-HZ-8001-01A-11D-2202-05,TCGA-HZ-8002-01A-11D-2202-05,TCGA-HZ-8003-01A-21D-2202-05,TCGA-HZ-8005-01A-11D-2202-05,TCGA-HZ-8315-01A-11D-2399-05,TCGA-HZ-8317-01A-11D-2399-05,TCGA-HZ-8519-01A-11D-2399-05,TCGA-HZ-8636-01A-21D-2399-05,TCGA-HZ-8637-01A-11D-2399-05,TCGA-HZ-8638-01A-11D-2399-05,TCGA-HZ-A49G-01A-11D-A26Q-05,TCGA-HZ-A49H-01A-11D-A26Q-05,TCGA-HZ-A49I-01A-12D-A26Q-05,TCGA-HZ-A4BH-01A-11D-A26Q-05,TCGA-HZ-A4BK-01A-11D-A26Q-05,TCGA-HZ-A77O-01A-11D-A33U-05,TCGA-HZ-A77P-01A-11D-A33U-05,TCGA-HZ-A77Q-01A-11D-A368-05,TCGA-HZ-A8P0-01A-11D-A368-05,TCGA-HZ-A8P1-01A-11D-A378-05,TCGA-HZ-A9TJ-06A-11D-A40Y-05,TCGA-HZ-A9TJ-01A-11D-A40Y-05,TCGA-IB-7644-01A-11D-2157-05,TCGA-IB-7645-01A-22D-2202-05,TCGA-IB-7646-01A-11D-2157-05,TCGA-IB-7647-01A-11D-2157-05,TCGA-IB-7649-01A-11D-2157-05,TCGA-IB-7651-01A-11D-2157-05,TCGA-IB-7652-01A-11D-2157-05,TCGA-IB-7654-01A-11D-2157-05,TCGA-IB-7885-01A-11D-2157-05,TCGA-IB-7886-01A-11D-2157-05,TCGA-IB-7887-01A-11D-2157-05,TCGA-IB-7888-01A-11D-2157-05,TCGA-IB-7889-01A-11D-2157-05,TCGA-IB-7890-01A-12D-2202-05,TCGA-IB-7891-01A-11D-2202-05,TCGA-IB-7893-01A-11D-2202-05,TCGA-IB-7897-01A-21D-2202-05,TCGA-IB-8126-01A-11D-2399-05,TCGA-IB-8127-01A-11D-2399-05,TCGA-IB-A5SO-01A-11D-A32S-05,TCGA-IB-A5SP-01A-11D-A32S-05,TCGA-IB-A5SQ-01A-11D-A32S-05,TCGA-IB-A5SS-01A-11D-A32S-05,TCGA-IB-A5ST-01A-11D-A32S-05,TCGA-IB-A6UF-01A-23D-A33U-05,TCGA-IB-A6UG-01A-32D-A33U-05,TCGA-IB-A7LX-01A-12D-A368-05,TCGA-IB-A7M4-01A-11D-A368-05,TCGA-IB-AAUM-01A-11D-A378-05,TCGA-IB-AAUN-01A-12D-A38H-05,TCGA-IB-AAUO-01A-12D-A38H-05,TCGA-IB-AAUP-01A-11D-A378-05,TCGA-IB-AAUQ-01A-22D-A40Y-05,TCGA-IB-AAUR-01A-21D-A38H-05,TCGA-IB-AAUS-01A-12D-A38H-05,TCGA-IB-AAUT-01A-11D-A378-05,TCGA-IB-AAUU-01A-11D-A378-05,TCGA-IB-AAUV-01A-11D-A38H-05,TCGA-IB-AAUW-01A-12D-A38H-05,TCGA-L1-A7W4-01A-12D-A368-05,TCGA-LB-A7SX-01A-11D-A33U-05,TCGA-LB-A8F3-01A-11D-A368-05,TCGA-LB-A9Q5-01A-11D-A398-05,TCGA-M8-A5N4-01A-11D-A26Q-05,TCGA-OE-A75W-01A-12D-A32S-05,TCGA-PZ-A5RE-01A-11D-A32S-05,TCGA-Q3-A5QY-01A-12D-A32S-05,TCGA-Q3-AA2A-01A-11D-A378-05,TCGA-RB-A7B8-01A-12D-A33U-05,TCGA-RB-AA9M-01A-11D-A398-05,TCGA-RL-AAAS-01A-32D-A398-05,TCGA-S4-A8RM-01A-11D-A378-05,TCGA-S4-A8RO-01A-12D-A378-05,TCGA-S4-A8RP-01A-11D-A368-05,TCGA-US-A774-01A-21D-A32S-05,TCGA-US-A776-01A-13D-A33U-05,TCGA-US-A779-01A-11D-A32S-05,TCGA-US-A77E-01A-11D-A32S-05,TCGA-US-A77G-01A-11D-A32S-05,TCGA-US-A77J-01A-11D-A32S-05,TCGA-XD-AAUG-01A-61D-A40Y-05,TCGA-XD-AAUH-01A-42D-A40Y-05,TCGA-XD-AAUI-01A-42D-A40Y-05,TCGA-XD-AAUL-01A-21D-A398-05,TCGA-XN-A8T3-01A-11D-A368-05,TCGA-XN-A8T5-01A-12D-A368-05,TCGA-YB-A89D-01A-12D-A368-05,TCGA-YH-A8SY-01A-11D-A378-05,TCGA-YY-A8LH-01A-11D-A368-05,TCGA-Z5-AAPL-01A-12D-A40Y-05
A1BG,0.671661611,0.415730154,0.413927754,0.569699493,0.487036587,0.610339455,0.57644327,0.621804934,0.533335026,0.627874569,0.569407304,0.540495348,0.457881679,0.59533456,0.539153518,0.478356916,0.333728459,0.576767022,0.564637638,0.514252731,0.61247821,0.565580933,0.571271346,0.545234758,0.491145982,0.482305953,0.533532294,0.557333545,0.581377313,0.729811486,0.512565958,0.654860696,0.717572829,0.482765769,0.773131458,0.549515748,0.75866202,0.501216801,0.480796028,0.436889338,0.530047184,0.551255915,0.599751319,0.362733504,0.561143103,0.516402339,0.678987487,0.50277365,0.495640678,0.456634612,0.677370736,0.545352754,0.63473633,0.604060921,0.585365527,0.588650894,0.612908477,0.628759205,0.55826571,0.595675186,0.572384731,0.682642201,0.662726468,0.595161755,0.703638663,0.528826096,0.673499942,0.602840187,0.502080336,0.528481468,0.527070465,0.506604582,0.44525509,0.538552244,0.598561954,0.537689574,0.613247578,0.66326561,0.562553944,0.519670299,0.619019164,0.699829279,0.517732046,0.613502907,0.448466424,0.531108508,0.608005887,0.617429755,0.481619441,0.584992919,0.488276479,0.591737618,0.490871677,0.580725891,0.525872877,0.524577776,0.58549778,0.586773541,0.476068244,0.626833702,0.614563796,0.659602515,0.455893295,0.573856908,0.517597369,0.576831801,0.587387893,0.526071856,0.4340037,0.506783877,0.594126088,0.576023561,0.661139674,0.463738633,0.44923512,0.459111995,0.602033494,0.603009348,0.668035416,0.537003917,0.564733549,0.559113199,0.431848233,0.565094332,0.553614063,0.561773059,0.661922602,0.573268886,0.608710351,0.549387929,0.607695183,0.627672822,0.638430092,0.655604335,0.536646441,0.663596388,0.623165284,0.580841392,0.65650647,0.54354744,0.542975453,0.568591776,0.619908192,0.517308218,0.597418155,0.626389761,0.602247186,0.491302244,0.710147507,0.685128289,0.478275242,0.482401208,0.573884841,0.502519984,0.579423531,0.346171076,0.516115301,0.501729737,0.511725272,0.639841523,0.57016346,0.688688129,0.609121823,0.614331379,0.497955647,0.54052437,0.683484368,0.657306033,0.599836375,0.520685706,0.245104254,0.581130404,0.597011775,0.530419548,0.662763874,0.568181364,0.643007226,0.622304063,0.5237373,0.438383065,0.635664001,0.580113219,0.541017671,0.651782865,0.738081772
AASS,0.115545646,0.101501768,0.095253097,0.131928985,0.121839371,0.129287544,0.113919445,0.099982351,0.093490917,0.110967302,0.115601027,0.343728287,0.092199102,0.121022313,0.127017318,0.10494966,0.090380453,0.093964619,0.102170308,0.102369117,0.101993972,0.139548156,0.065797229,0.114149798,0.112825283,0.114551288,0.104548175,0.095957816,0.093390376,0.104204464,0.068582604,0.075610042,0.082829734,0.118203166,0.068526089,0.09863518,0.113515028,0.119224134,0.095960656,0.108418266,0.109772618,0.131037577,0.127712058,0.103866694,0.117501682,0.115450939,0.104775556,0.106502178,0.126083074,0.098884236,0.116348131,0.121792221,0.137988963,0.101732252,0.077499105,0.116364865,0.120542069,0.114412562,0.104757177,0.132957838,0.115554371,0.125976219,0.109276578,0.154338818,0.126654634,0.10047621,0.114720826,0.099905264,0.152405242,0.125508501,0.098035738,0.095060418,0.099531727,0.095853304,0.11296832,0.100053823,0.133569642,0.097789365,0.105854825,0.095335414,0.112821859,0.182869507,0.103592557,0.11915136,0.134627995,0.112403574,0.107292214,0.118926338,0.100587425,0.117057637,0.114387726,0.1102841,0.110840081,0.117400144,0.113551386,0.110151196,0.107099137,0.10539385,0.103421088,0.106896906,0.10338752,0.117532222,0.115536684,0.107690892,0.10118308,0.107266987,0.112922278,0.108639019,0.082603403,0.111426778,0.11040927,0.112939427,0.099710899,0.090016897,0.123236209,0.092048071,0.13805401,0.103965582,0.12918611,0.110470006,0.121243948,0.090930927,0.107776408,0.112927872,0.111436779,0.105351821,0.117157118,0.110719038,0.105575915,0.11989659,0.114306131,0.113326716,0.137919691,0.132670853,0.107511691,0.05893038,0.105509729,0.105701742,0.104059085,0.100330238,0.120932643,0.16949186,0.118199473,0.110697558,0.103743597,0.113994975,0.125293327,0.107525428,0.119676467,0.1227594,0.122579624,0.129924345,0.117342937,0.11019732,0.110693151,0.096963518,0.103441053,0.091835791,0.102759209,0.081065598,0.105130832,0.110163457,0.107297803,0.086804583,0.11607305,0.10548521,0.123121644,0.106854921,0.108553549,0.100459245,0.109604646,0.104419647,0.102244761,0.081296487,0.106536551,0.106790404,0.120913585,0.102484661,0.099651009,0.105148499,0.128892187,0.136520692,0.108460991,0.130604844,0.117127468
ABCA1,0.326542013,0.192247587,0.176527269,0.179416216,0.201756063,0.158043304,0.177253142,0.178614479,0.187619993,0.201504134,0.173766745,0.262415198,0.129729984,0.194399721,0.168778397,0.17800666,0.167594918,0.216133786,0.196485454,0.187770798,0.219949812,0.193402647,0.201604317,0.19024323,0.187470562,0.185803693,0.175581715,0.165831923,0.201588391,0.236597208,0.134227058,0.189186435,0.217828833,0.196999799,0.205690214,0.167366582,0.292014562,0.186594595,0.193726992,0.181308935,0.1790028,0.210603782,0.200086746,0.200380118,0.213037272,0.190955333,0.193954025,0.197192043,0.202869724,0.19103394,0.19152058,0.203463688,0.207236412,0.196600492,0.199324772,0.203947576,0.221264534,0.189125312,0.182881178,0.198218125,0.193917259,0.204806439,0.192154296,0.197184021,0.204741559,0.180058711,0.192362873,0.189253562,0.194524219,0.189960355,0.20071537,0.188726585,0.187262325,0.148454032,0.184756762,0.169818952,0.18334916,0.206364213,0.208461879,0.143683309,0.201747127,0.233089828,0.158534631,0.228267257,0.219289765,0.221733264,0.215325576,0.201153385,0.210148828,0.212661489,0.178859227,0.208339332,0.190722591,0.2058039,0.181800358,0.207171063,0.202081113,0.189283048,0.193100934,0.189436596,0.177572867,0.190546799,0.194423674,0.204115464,0.198874814,0.213865889,0.200334973,0.200158608,0.212836686,0.193128057,0.183256862,0.193572622,0.255180713,0.177786684,0.197307575,0.208308479,0.206566244,0.20474846,0.201786865,0.191430048,0.239941376,0.20551623,0.186234752,0.207048976,0.2235362,0.200937829,0.210869237,0.199963794,0.194920776,0.198201383,0.181806997,0.197632411,0.207868157,0.21920311,0.191404803,0.190952977,0.186576207,0.186870806,0.193707553,0.228334933,0.205061241,0.199811521,0.193915022,0.189481073,0.203776682,0.197267426,0.209122339,0.174610055,0.217412603,0.196715306,0.214470215,0.205422118,0.188807458,0.189303356,0.156903151,0.149824103,0.199750408,0.190822786,0.183714296,0.207845914,0.168822505,0.210982992,0.20480844,0.181695883,0.198163544,0.190065859,0.209142432,0.218044529,0.231127941,0.17122244,0.192863402,0.189931068,0.182321639,0.197450266,0.195372253,0.182233291,0.201636323,0.157449057,0.18268949,0.203856676,0.207979988,0.198291228,0.16858345,0.19803495,0.213781175
ABCA12,0.454323163,0.467383461,0.451418488,0.456236815,0.424547196,0.435759588,0.449841308,0.432051528,0.449327815,0.450061746,0.423716295,0.458590058,0.457877967,0.451341959,0.454218402,0.431063491,0.432322386,0.472403241,0.466922471,0.465451809,0.471290952,0.464606007,0.467051221,0.464380872,0.462804411,0.453599394,0.463638382,0.469461614,0.462378615,0.466228784,0.42698668,0.442752614,0.396574999,0.471620601,0.458431613,0.47183721,0.430636234,0.445668454,0.428286644,0.4610671,0.457217963,0.471627482,0.470902032,0.440934117,0.464716274,0.47136211,0.476282119,0.461018711,0.460248822,0.464846522,0.452391078,0.476386725,0.47773628,0.465188959,0.459907527,0.462062262,0.45228476,0.454374699,0.466871025,0.460055686,0.45003492,0.454766561,0.446968181,0.445797926,0.45054301,0.462766409,0.446884125,0.469967033,0.476156005,0.473435196,0.467376798,0.473661508,0.457127048,0.47763541,0.46854528,0.466634895,0.47432967,0.47361666,0.467103007,0.473550301,0.463525193,0.46899392,0.451164287,0.465648402,0.471513377,0.45956703,0.47005177,0.464874262,0.468063555,0.460278015,0.472124183,0.471510346,0.468761761,0.451625588,0.474298708,0.467840207,0.475911428,0.472561222,0.465785486,0.428511009,0.47158303,0.473630352,0.476875581,0.469334338,0.467714199,0.475810413,0.471763353,0.460627578,0.462914718,0.46667446,0.476490273,0.466042208,0.467221537,0.466872937,0.447459204,0.474016374,0.469817121,0.471285612,0.455395041,0.471373416,0.453224425,0.476922723,0.466392369,0.459477672,0.464382416,0.46788324,0.469528978,0.464781766,0.459475757,0.465206698,0.475201453,0.472348817,0.475833287,0.478115183,0.462401317,0.463754885,0.452094149,0.464455931,0.465159152,0.47293593,0.469781665,0.473353819,0.473264537,0.44890812,0.465107926,0.47008155,0.453856888,0.431885561,0.468281532,0.465386288,0.458608001,0.474433667,0.464952389,0.469285215,0.471308152,0.451084491,0.457425732,0.46770764,0.478565797,0.468762685,0.473462456,0.470525857,0.471668489,0.459235457,0.465626333,0.463359252,0.473817678,0.466367701,0.47462167,0.46308298,0.461408874,0.473010853,0.459434417,0.456461337,0.468030738,0.442076327,0.447939027,0.448658282,0.464032963,0.475758927,0.475657784,0.475455442,0.470285119,0.472411521,0.456888263
ABCB1,0.481975305,0.033067739,0.077741059,0.312715103,0.04215124,0.039315533,0.122732564,0.089902011,0.035330528,0.037378222,0.039690038,0.475754858,0.067735658,0.041186232,0.046532583,0.03624266,0.095502866,0.122012767,0.054058094,0.036090113,0.268790978,0.108019363,0.029775246,0.052537802,0.080273511,0.17527614,0.102042546,0.030353501,0.477663903,0.032415805,0.032299764,0.033447712,0.029385807,0.030227041,0.026225702,0.089597134,0.034707673,0.112447403,0.033172711,0.146562601,0.200686777,0.300551385,0.304132021,0.034091797,0.055206054,0.040690748,0.047755129,0.060833662,0.035106432,0.079250787,0.13583872,0.129378298,0.111245652,0.07135008,0.032046992,0.400409066,0.83923392,0.09535889,0.062171983,0.118169126,0.03848326,0.040704544,0.213247801,0.055184933,0.477681099,0.241722738,0.442921175,0.322261716,0.184308118,0.030280856,0.274317962,0.029358587,0.09383124,0.032061033,0.046748628,0.06911469,0.035205621,0.153923254,0.095367575,0.41354185,0.308795529,0.794437063,0.03613036,0.160200657,0.031748817,0.056038291,0.09624664,0.040655382,0.036267397,0.050109255,0.034570322,0.104739079,0.35035067,0.241424892,0.042157842,0.045859053,0.073440364,0.044418833,0.099241179,0.036928867,0.038120136,0.053611278,0.042048923,0.248472684,0.041913667,0.084968768,0.038137863,0.076705315,0.033954816,0.067594313,0.262155058,0.045613493,0.296894171,0.043519282,0.031131022,0.080618977,0.217215012,0.404738481,0.275743933,0.082677784,0.08156432,0.03455841,0.073569702,0.044479256,0.201155257,0.030671768,0.079823784,0.135878999,0.038612,0.04867589,0.038875686,0.041092605,0.08717082,0.57060678,0.035786218,0.176932997,0.068199743,0.082772082,0.050150135,0.552823678,0.098092886,0.094022634,0.04254281,0.055655555,0.417789347,0.034539329,0.165764861,0.17492492,0.058295265,0.044845925,0.03739685,0.036082666,0.043418045,0.035315517,0.207339753,0.038128075,0.207782896,0.029870766,0.041017647,0.198497739,0.033739218,0.060123246,0.037345399,0.034591811,0.035711761,0.037107703,0.134905856,0.618578237,0.069923854,0.046511633,0.034255056,0.10739,0.443637066,0.341661301,0.040219444,0.036885136,0.051253656,0.064904888,0.032632031,0.062458296,0.097907119,0.093283462,0.035641861,0.589345106,0.045963868
ABCC1,0.117793796,0.102380778,0.108669666,0.098089624,0.132784272,0.115002846,0.112259919,0.1066178,0.093238797,0.113345615,0.106166579,0.120573392,0.079488465,0.14272734,0.11515902,0.092563887,0.102477522,0.091250592,0.098715777,0.081296269,0.08984959,0.10040428,0.156892526,0.102209001,0.079456383,0.080641335,0.101728878,0.087930463,0.10555659,0.12265449,0.076270333,0.097625691,0.119172562,0.061106828,0.119744259,0.093494019,0.112954402,0.11889901,0.095229911,0.09725597,0.096911912,0.087072911,0.075743085,0.084685611,0.099775277,0.085278384,0.087230901,0.090097924,0.085632901,0.100251757,0.083373738,0.099280559,0.098674828,0.083286584,0.085889533,0.12946151,0.074526503,0.116702643,0.102814696,0.09971147,0.098203918,0.122034161,0.096553587,0.120271781,0.132164753,0.116495086,0.102923655,0.070218264,0.074302364,0.076390614,0.085502099,0.065850225,0.072605843,0.094343063,0.095735739,0.071931114,0.0826496,0.088168055,0.096776116,0.080919206,0.104868732,0.131608548,0.124702964,0.087083788,0.073833102,0.078936596,0.075219056,0.106445696,0.084712508,0.082107567,0.091118826,0.088296385,0.085755217,0.087374948,0.096589713,0.091227602,0.08734627,0.097810996,0.099307433,0.101157834,0.083253926,0.079222556,0.100497438,0.088839921,0.074000067,0.085314214,0.081395626,0.098574819,0.09966939,0.12455509,0.106506281,0.093799636,0.079225788,0.122385013,0.110331622,0.072546323,0.091699372,0.077092648,0.080827552,0.085296029,0.09042619,0.079176784,0.080562348,0.090214971,0.07858449,0.075759782,0.093252131,0.077067639,0.091534895,0.093333435,0.104482645,0.091302667,0.096804388,0.085750825,0.094771146,0.072389139,0.092736654,0.095121977,0.074649234,0.119501367,0.105928698,0.111287711,0.084220216,0.100298946,0.079685936,0.088843185,0.078657563,0.138090408,0.08795158,0.099252732,0.102909792,0.094561739,0.097700441,0.100912531,0.118063632,0.107295479,0.110733561,0.096751063,0.076920691,0.095286,0.093158097,0.077670067,0.092041048,0.139503932,0.107024909,0.093409488,0.072400461,0.103582216,0.097856688,0.086613342,0.088841045,0.072072636,0.087588723,0.077990335,0.08985811,0.136366352,0.105798011,0.117899927,0.094011831,0.105601967,0.099928203,0.099276083,0.113356774,0.077433264,0.090789291
ABCC3,0.101435021,0.10581617,0.091355712,0.119891362,0.138350947,0.129572066,0.115946011,0.126544588,0.117636037,0.11444016,0.148957798,0.109925623,0.13182842,0.13983963,0.139938281,0.105245979,0.123153972,0.098128613,0.10509705,0.114089455,0.131721416,0.135653457,0.126017748,0.10983884,0.138883381,0.10689073,0.110896297,0.113280901,0.106280009,0.282772109,0.173310856,0.179587516,0.264739398,0.302639354,0.233855963,0.109742334,0.169522856,0.136988326,0.095128591,0.099815517,0.136252271,0.112823354,0.100207604,0.140987419,0.156516135,0.156404055,0.122866605,0.134028877,0.133596068,0.128254593,0.173320934,0.148692085,0.082869872,0.162257905,0.095935254,0.147495871,0.077668641,0.101469082,0.157841499,0.091984464,0.123362964,0.116990116,0.088396711,0.104769115,0.137001513,0.099714945,0.103470896,0.131356956,0.13111749,0.114421741,0.125948806,0.103307587,0.140064025,0.091625594,0.152944276,0.076319851,0.103787308,0.090675007,0.140425459,0.09836464,0.12638914,0.088671167,0.116454706,0.112942746,0.125288057,0.175666531,0.112201744,0.17109804,0.10978061,0.166007181,0.128393226,0.139435453,0.122882232,0.169869502,0.144814782,0.160256337,0.138173214,0.13557955,0.142983887,0.204036486,0.127820693,0.161418247,0.1409856,0.131853366,0.140612824,0.12394362,0.152161056,0.116925288,0.12363712,0.148671382,0.137415091,0.110652105,0.124472647,0.089619497,0.105286187,0.093056095,0.159858507,0.096502238,0.150517474,0.126752184,0.120976216,0.123287956,0.122757076,0.165772671,0.101024514,0.116131611,0.16760867,0.149411822,0.128347432,0.124099068,0.132348802,0.178869675,0.179421764,0.12959908,0.13233592,0.073272756,0.158313125,0.123025639,0.172196605,0.093703691,0.119620414,0.104889732,0.13181978,0.147622012,0.10014007,0.113568834,0.158447061,0.127413325,0.191957306,0.143548651,0.141382885,0.120235942,0.158436188,0.145682252,0.134219442,0.159170867,0.132985815,0.119926901,0.118361355,0.105533174,0.108787095,0.176289054,0.107866351,0.121803806,0.150741541,0.149277073,0.101843205,0.112174006,0.10100399,0.14363475,0.092351016,0.092544034,0.117728064,0.107597749,0.160605732,0.138503776,0.1601373,0.124490182,0.114229465,0.122506016,0.162046725,0.133852852,0.120589612,0.081113644,0.186550562
ABCC4,0.077046851,0.10202172,0.056594212,0.081438136,0.113810488,0.105004679,0.07943102,0.098253919,0.073287959,0.104225183,0.128827248,0.081179287,0.070968933,0.147626467,0.101424034,0.077449099,0.091564793,0.06096622,0.091822602,0.103985396,0.111664119,0.081537201,0.072812494,0.080466544,0.124168552,0.09084612,0.070150635,0.082828259,0.080334616,0.086854462,0.042134201,0.078084429,0.113904624,0.15712077,0.075056288,0.085325097,0.160990713,0.104468952,0.078120728,0.092217555,0.104305495,0.127304139,0.122508023,0.114315096,0.125835918,0.107085211,0.096099679,0.078076791,0.111582749,0.111071952,0.115752534,0.123747664,0.069235234,0.091888085,0.067912113,0.104119456,0.206191653,0.08129435,0.108323852,0.096468503,0.081439044,0.147097727,0.065830145,0.097657129,0.135433286,0.102511403,0.128200072,0.077293666,0.105048906,0.077969771,0.076612323,0.073372637,0.077519756,0.068896084,0.104533313,0.080095913,0.118049779,0.079759621,0.12463743,0.075919632,0.117128938,0.099062412,0.08830988,0.093612698,0.086955082,0.088617346,0.123100425,0.127482376,0.104245802,0.125144441,0.102168346,0.099797675,0.13421865,0.132533604,0.118736501,0.117207816,0.118009934,0.120052548,0.100285261,0.114117514,0.084077555,0.105908928,0.147664909,0.099262428,0.092099386,0.109331585,0.110389616,0.126884506,0.130490766,0.106392043,0.132545989,0.091377492,0.086285685,0.095137747,0.113485628,0.101405556,0.113073811,0.096130336,0.104162858,0.115599956,0.123387353,0.103269464,0.093573365,0.124799711,0.086516662,0.091088542,0.136155193,0.12929498,0.079604695,0.119257992,0.103247545,0.097824668,0.126070014,0.097015598,0.082682928,0.144494089,0.107231587,0.122899533,0.118016073,0.130034876,0.131711917,0.116600934,0.080465651,0.087122821,0.073877943,0.094801481,0.096691999,0.090638813,0.163892729,0.090794356,0.102751764,0.097466097,0.106907709,0.087454058,0.102633244,0.083667118,0.079353271,0.113908942,0.101845692,0.083985089,0.098106425,0.11078671,0.100866104,0.091936972,0.116671642,0.118470564,0.168985999,0.079988276,0.096337728,0.092692677,0.076011731,0.068247912,0.11405076,0.096978311,0.10774095,0.100558571,0.118190647,0.096900828,0.094478104,0.074278477,0.126425193,0.108154011,0.101962039,0.114839639,0.1056948
