gene_id,TCGA-2J-AAB1,TCGA-2J-AAB4,TCGA-2J-AAB6,TCGA-2J-AAB8,TCGA-2J-AAB9,TCGA-2J-AABA,TCGA-2J-AABE,TCGA-2J-AABF,TCGA-2J-AABH,TCGA-2J-AABI,TCGA-2J-AABK,TCGA-2J-AABO,TCGA-2J-AABP,TCGA-2J-AABR,TCGA-2J-AABT,TCGA-2J-AABU,TCGA-2J-AABV,TCGA-2L-AAQA,TCGA-2L-AAQE,TCGA-2L-AAQI,TCGA-2L-AAQJ,TCGA-2L-AAQL,TCGA-2L-AAQM,TCGA-3A-A9I5,TCGA-3A-A9I7,TCGA-3A-A9I9,TCGA-3A-A9IB,TCGA-3A-A9IC,TCGA-3A-A9IH,TCGA-3A-A9IJ,TCGA-3A-A9IL,TCGA-3A-A9IN,TCGA-3A-A9IO,TCGA-3A-A9IR,TCGA-3A-A9IS,TCGA-3A-A9IU,TCGA-3A-A9IV,TCGA-3A-A9IX,TCGA-3A-A9IZ,TCGA-3A-A9J0,TCGA-3E-AAAY,TCGA-3E-AAAZ,TCGA-F2-6879,TCGA-F2-6880,TCGA-F2-7273,TCGA-F2-7276,TCGA-F2-A44G,TCGA-F2-A44H,TCGA-F2-A7TX,TCGA-F2-A8YN,TCGA-FB-A4P5,TCGA-FB-A4P6,TCGA-FB-A545,TCGA-FB-A5VM,TCGA-FB-A78T,TCGA-FB-A7DR,TCGA-FB-AAPP,TCGA-FB-AAPQ,TCGA-FB-AAPS,TCGA-FB-AAPU,TCGA-FB-AAPY,TCGA-FB-AAPZ,TCGA-FB-AAQ0,TCGA-FB-AAQ1,TCGA-FB-AAQ2,TCGA-FB-AAQ3,TCGA-FB-AAQ6,TCGA-H6-8124,TCGA-H6-A45N,TCGA-H8-A6C1,TCGA-HV-A5A3,TCGA-HV-A5A4,TCGA-HV-A5A5,TCGA-HV-A5A6,TCGA-HV-A7OL,TCGA-HV-A7OP,TCGA-HV-AA8V,TCGA-HV-AA8X,TCGA-HZ-7289,TCGA-HZ-7918,TCGA-HZ-7919,TCGA-HZ-7920,TCGA-HZ-7922,TCGA-HZ-7923,TCGA-HZ-7924,TCGA-HZ-7925,TCGA-HZ-7926,TCGA-HZ-8001,TCGA-HZ-8002,TCGA-HZ-8003,TCGA-HZ-8005,TCGA-HZ-8315,TCGA-HZ-8317,TCGA-HZ-8519,TCGA-HZ-8636,TCGA-HZ-8637,TCGA-HZ-8638,TCGA-HZ-A49G,TCGA-HZ-A49H,TCGA-HZ-A49I,TCGA-HZ-A4BH,TCGA-HZ-A4BK,TCGA-HZ-A77O,TCGA-HZ-A77P,TCGA-HZ-A77Q,TCGA-HZ-A8P0,TCGA-HZ-A8P1,TCGA-HZ-A9TJ,TCGA-HZ-A9TJ,TCGA-IB-7644,TCGA-IB-7645,TCGA-IB-7646,TCGA-IB-7647,TCGA-IB-7649,TCGA-IB-7651,TCGA-IB-7652,TCGA-IB-7654,TCGA-IB-7885,TCGA-IB-7886,TCGA-IB-7887,TCGA-IB-7888,TCGA-IB-7889,TCGA-IB-7890,TCGA-IB-7891,TCGA-IB-7893,TCGA-IB-7897,TCGA-IB-8126,TCGA-IB-8127,TCGA-IB-A5SO,TCGA-IB-A5SP,TCGA-IB-A5SQ,TCGA-IB-A5SS,TCGA-IB-A5ST,TCGA-IB-A6UF,TCGA-IB-A6UG,TCGA-IB-A7LX,TCGA-IB-A7M4,TCGA-IB-AAUM,TCGA-IB-AAUN,TCGA-IB-AAUO,TCGA-IB-AAUP,TCGA-IB-AAUQ,TCGA-IB-AAUR,TCGA-IB-AAUS,TCGA-IB-AAUT,TCGA-IB-AAUU,TCGA-IB-AAUV,TCGA-IB-AAUW,TCGA-L1-A7W4,TCGA-LB-A7SX,TCGA-LB-A8F3,TCGA-LB-A9Q5,TCGA-M8-A5N4,TCGA-OE-A75W,TCGA-PZ-A5RE,TCGA-Q3-A5QY,TCGA-Q3-AA2A,TCGA-RB-A7B8,TCGA-RB-AA9M,TCGA-RL-AAAS,TCGA-S4-A8RM,TCGA-S4-A8RO,TCGA-S4-A8RP,TCGA-US-A774,TCGA-US-A776,TCGA-US-A779,TCGA-US-A77E,TCGA-US-A77G,TCGA-US-A77J,TCGA-XD-AAUG,TCGA-XD-AAUH,TCGA-XD-AAUI,TCGA-XD-AAUL,TCGA-XN-A8T3,TCGA-XN-A8T5,TCGA-YB-A89D,TCGA-YH-A8SY,TCGA-YY-A8LH,TCGA-Z5-AAPL
CHD3,2895.6098,4484.8485,2938.0117,3407.7556,4857.4491,7498.9823,6238.3228,5347.7452,3507.8397,6584.18,4072.227,4617.7885,5001.0521,5892.3933,5726.5332,3617.9039,4689.7638,3471.9485,4405.9314,4316.3091,2896.5347,4551.1953,6447.4777,4090.036,3996.1961,4088.9518,4238.2344,4244.9383,3970.1868,5306.0247,9891.1661,3081.9861,3472.9083,5683.1786,2985.4612,4173.5501,5522.0991,6560.0817,3344.9814,6738.8434,4338.3715,4988.4069,2961.1307,5692.5437,4839.1218,5450.7703,3934.3267,5523.4899,4062.0053,4447.6719,4127.8373,6836.5123,4062.8312,3181.012,4412.4012,4838.2169,1482.177,2861.9378,5898.6207,4393.624,4147.3456,5204.1999,2789.8825,5257.5568,3651.9311,1729.3717,2690.1408,7079.1794,8150.4287,3967.1336,5259.0802,5595.3788,5596.1872,2459.8501,2584.7197,2035.7508,5378.7585,2253.7281,2648.1965,4456.0327,3262.299,4359.4766,5420.985,6606.6932,4032.6683,4079.385,3920.2522,6136.6053,7022.8164,4379.1295,3965.5024,4771.2988,4714.1583,4967.6881,5504.8501,4944.2843,4772.4182,4894.4201,4247.1599,3124.192,4704.1037,5734.3298,3507.4026,6500.7669,3433.6075,4436.2735,4706.5868,3023.5861,3701.2321,2126.9939,4086.0707,2327.9188,2912.9639,4608.5773,1899.2669,3151.6035,3364.8774,3035.999,2248.5942,3084.8734,3516.2356,4010.7128,5014.7583,4551.5171,4080.2099,5627.7557,4643.2321,4432.2994,4214.6455,1664.0692,5507.8069,3537.7171,4418.9602,4559.1431,4824.6774,9531.3318,3321.3289,6386.3799,3569.421,5288.1659,6585.8397,4264.6684,7237.6014,4662.9103,5788.2775,3309.3311,6391.7184,8468.7377,9015.9137,3167.3432,2319.2893,3972.5965,2529.0063,3565.5412,2820.1185,6064.5546,7269.6467,6231.1828,6972.9614,5872.4544,3219.1268,3804.8603,8209.6347,4468.2105,3924.0568,4459.6031,3013.9738,2490.6435,6575.5177,6141.2162,5025.5075,4634.4725,4052.3909,5981.5401,4731.2277,4384.8921,5016.9393,4974.9752,4616.5242
CHEK1,200.4878,178.4512,244.4444,157.9318,225.0804,130.8909,57.3455,161.6018,110.1916,320.029,122.9579,118.5897,386.6386,164.5022,100.7509,196.5066,170.0787,174.9447,132.5301,221.5485,142.0792,84.7366,147.181,181.8727,144.9704,112.1813,221.304,178.7654,153.7121,189.9189,121.1798,133.3718,97.2456,84.69,35.4384,133.1283,111.1267,99.2343,453.5316,177.9773,120.9166,174.2708,178.1508,147.2844,71.0579,69.9933,130.2428,74.9441,397.5374,142.1442,142.3643,49.0463,279.3338,310.3808,66.5834,119.0286,149.5392,113.0775,115.8621,230.1565,82.3402,141.9261,107.1665,222.3333,332.2476,128.4075,110.7981,246.7374,73.2658,127.694,31.1465,109.0811,91.2767,125.2677,181.146,251.2768,95.5383,216.555,106.116,165.6442,158.4409,114.0798,186.2955,86.8125,258.6035,136.1782,104.5683,170.1431,160.7843,102.2549,260.4571,104.8845,213.0751,89.8998,181.7705,314.121,207.4964,88.6214,88.1131,77.5684,172.3062,164.8987,307.7834,90.4908,88.7192,81.1189,184.4311,162.6631,160.9421,108.8957,67.7755,384.7716,138.2645,119.1287,162.9107,144.1823,106.4226,244.3568,343.9381,146.0979,96.863,136.3824,171.6681,120.5103,415.2924,100.8312,73.4189,131.5807,106.9353,144.6796,230.3701,275.1684,144.1678,161.8973,220.0843,102.4035,320.5681,82.4373,182.6869,190.8481,165.438,170.2806,83.4085,123.4689,49.6411,101.8321,91.5114,94.77,392.6092,264.873,198.9848,94.0854,132.6824,137.5372,133.1723,124.4502,94.4484,131.4217,135.6223,137.1919,122.6611,327.7878,137.639,132.6316,170.9946,129.4756,110.0437,99.4979,148.5993,62.1622,72.3581,124.319,114.3451,128.692,81.6448,84.7893,134.9299,129.203,211.9658
CHEK2,116.0976,157.4074,177.193,160.7521,112.5402,174.7299,122.0903,171.8792,97.561,149.8549,203.7833,127.4038,633.3509,119.3568,96.3705,132.0961,173.2283,221.5966,150.6024,150.6141,114.8515,201.8154,48.0712,276.1104,124.683,123.5127,179.3812,108.642,121.5758,23.9394,23.0563,42.1478,34.6567,12.3937,23.1713,68.1019,35.9197,140.4798,175.4647,187.4835,176.9868,164.1735,103.0624,39.2759,95.5422,106.497,158.9404,96.1969,203.606,164.8049,203.3775,83.7875,214.2316,292.6448,140.6575,108.9956,162.0588,128.334,191.7241,236.5393,175.5146,149.8914,126.1131,176.3677,178.2224,138.9204,184.9765,134.6964,127.8254,230.6034,175.9775,156.3675,89.5436,279.4433,195.3173,432.0735,104.7527,133.9961,207.0047,115.7464,125.1683,131.3171,161.0278,128.2306,165.3367,153.1221,79.4113,227.4029,131.5508,97.011,103.4929,114.3506,145.7882,95.1725,91.9339,361.8316,153.0919,142.779,174.0094,155.687,188.1449,112.3433,141.7132,133.819,121.6216,134.3116,132.3353,120.8518,178.8246,161.0429,108.1081,121.3198,132.5144,83.0497,99.647,113.4376,57.7102,132.9194,119.7944,141.5433,115.5751,142.9749,91.2147,72.4778,177.2864,130.4662,89.2006,105.6789,148.7795,111.6825,95.0889,98.6811,221.4941,83.8397,91.2545,133.6297,141.0094,105.3763,170.8825,189.3725,167.198,244.898,182.1461,176.3841,105.8612,114.6144,179.2961,112.4656,328.1,204.5692,149.2386,108.7006,119.4716,248.7587,97.7146,201.035,201.8745,172.6404,102.1459,158.0922,112.2661,276.8546,102.1705,114.5263,379.2259,180.8628,117.4672,134.6417,214.3727,109.4595,104.1124,175.3343,73.1809,106.5401,138.8558,104.3165,225.4673,130.9668,205.1282
CHGA,797.0732,6156.9865,8696.4912,1.8801,1715.97,10.6466,1450.2852,7386.5509,5476.0453,22.4964,14986.2425,4088.141,2.1042,4057.5139,31.9149,143.0131,516.5354,203.4989,210.8434,7487.465,27.2277,3844.8415,4427.8932,12692.0768,3238.377,2277.6204,203.1644,69.1358,5343.142,244716.5847,31351.2485,41130.485,282222.682,44753.8268,58768.7415,196.3972,72803.143,944.9719,201.487,1.5844,1371.0385,774.8691,98.9399,8252.8383,6323.8856,8699.933,67.8808,2557.047,1437.555,269.868,6492.101,2642.3706,760.0303,2822.1179,1481.4815,389.0092,10.433,2409.6277,764.8276,1539.3829,1654.3879,1152.7878,123.1527,1487.8841,7048.3946,120.1474,2143.662,589.4511,12437.2564,4512.3922,81.7595,6921.0102,10969.3819,982.334,988.9094,40.858,1340.4462,2062.6756,208.0502,2229.0389,2442.7632,48411.8154,991.863,4449.3042,8417.9551,1250.0784,26.0663,23733.7423,2178.6096,7148.4006,32.7727,238.546,74.4233,10129.9395,5022.8087,7100.2241,53.7719,3234.6827,2127.4591,316.8753,4561.5551,274.3491,636.6024,694.4018,151.5864,332.4545,961.0778,1061.3194,12883.655,715.3374,2088.9813,49.7462,2885.5201,4151.8039,867.7708,4564.0074,1358.9823,99.3539,128.0821,2.4525,13307.0996,341.1619,4105.1736,3562.5603,619.1904,20204.9151,1761.3679,434.1125,5439.3646,3164.6758,20217.1851,315.3999,1130.1879,238.0276,268.3955,25.2565,1294.4459,4390.681,1206.2957,214.4582,216.0374,9740.4337,571.6862,179.3239,2493.4211,2131.2314,2033.9545,3710.9713,283.6698,935.6372,2562.9442,3864.8093,0,1533.2671,1118.5645,19.1462,86.5177,1653.5245,11280.6867,730.9753,497.2973,2881.0029,7566.4373,986.9474,87.2122,6544.3114,561.5721,588.7723,8858.0999,17862.1622,29926.0802,5148.5884,1304.3659,4199.3671,6931.466,13685.5087,162.3832,1643.0383,838.7464
CHL1,74.6341,58.5017,42.1053,235.9577,118.9711,191.6393,66.5947,146.0087,70.122,17.7794,190.4557,233.9744,898.4745,111.9357,329.7872,105.8952,33.0709,10.8586,46.8026,114.6611,45.0495,45.2791,0,150.6603,230.7692,73.0878,132.6212,92.3457,84.7933,2119.9628,101.8768,387.9908,14.4834,6.8854,16.8105,160.8084,13.4699,367.1261,57.2491,132.0306,95.5631,128.2723,27.3852,190.2424,359.5476,250.8372,18.7638,59.2841,259.015,104.0331,133.6481,152.5886,49.2051,79.2906,127.3408,259.4915,11.1285,40.3848,65.5172,41.3005,77.4648,62.2737,7.697,45.4659,119.5905,16.5203,30.0469,83.6188,389.7116,64.6552,3.8933,51.0478,119.5841,65.8458,23.4134,61.287,166.8283,19.8833,18.8186,374.2331,99.4217,991.9298,191.0064,746.5209,446.1347,288.359,241.568,465.4397,335.4724,371.7881,18.5425,110.5642,216.6433,279.1902,37.0532,350.6244,412.4624,180.5252,140.205,70.9669,320.1344,50.1446,21.0356,382.6687,573.443,63.1664,16.7665,20.6193,27.9141,8.589,315.5925,187.8173,332.2007,174.2682,31.7676,124.5693,214.0863,122.1784,36.9178,56.4071,497.5234,105.892,99.9262,255.602,182.1589,1578.2436,506.3847,43.7739,263.4638,42.6424,332.3212,4.9341,958.4972,45.7745,77.2979,102.8627,35.506,189.2473,139.9663,28.037,483.5541,67.602,561.3165,251.3474,154.3062,73.7111,541.6149,346.4412,125.6008,83.0337,15.736,155.2866,101.0913,2.9791,12.7812,185.6116,21.6294,89.0084,162.6609,202.0364,57.7963,46.3946,93.6739,86.3158,38.7065,24.686,89.083,16.8873,173.5688,614.8649,918.7923,166.9143,72.7651,119.1983,1094.7557,88.9003,57.243,10.5832,168.0912
CHM,365.8537,356.4815,300.5848,363.8073,405.1447,407.7031,381.0698,467.086,380.2265,347.6052,389.08,331.7308,362.4408,467.5325,530.6633,406.1135,121.2598,441.1824,386.9323,426.0922,408.4158,261.325,436.2018,256.3025,398.9856,313.881,434.9491,293.3333,386.4098,286.2083,874.532,892.0323,583.4734,915.7533,511.1313,382.2496,1729.7601,523.9408,362.8253,218.1146,411.5066,309.6485,664.311,348.5732,615.0366,638.3121,411.6998,436.2416,529.9033,490.8096,429.2718,487.7384,329.296,166.9275,333.3333,487.0596,278.908,463.0793,364.1379,301.1183,241.0618,430.8472,293.6718,414.1894,506.282,298.8667,290.1408,628.583,506.6251,378.2328,349.619,403.5465,497.4003,376.8737,134.9353,94.9949,317.6528,376.0536,398.85,653.1697,691.9908,855.9116,780.7281,668.3234,604.4888,492.6263,732.8877,303.4765,698.3957,702.15,460.1121,727.376,648.4007,793.8072,815.87,1128.4022,626.285,484.6827,361.8731,427.4515,613.3909,560.27,337.6761,425.2301,525.8519,307.8529,380.2395,441.5959,524.2613,622.3926,771.3098,755.3299,798.2227,687.5425,566.3861,831.1688,726.9625,526.6426,652.842,486.2924,734.1772,381.129,659.0005,705.0499,707.6462,992.772,729.3861,684.064,425.804,492.4183,510.7355,505.1713,460.9,375.3511,497.0685,707.1811,366.7258,385.6631,498.0326,280.8616,484.8741,433.0357,395.8521,414.0127,377.3923,473.7963,580.1242,526.1502,798.8892,448.1039,285.2792,461.2925,449.1671,167.8252,275.0028,307.9345,325.1622,337.5149,572.9614,302.2508,428.2744,503.7847,377.4484,450.9474,223.4199,389.9382,337.1179,430.3971,277.7101,558.7838,530.4529,406.6369,386.2786,485.7595,505.3635,534.9435,382.0093,597.5085,483.7607
CHN2,365.3659,292.5084,61.9883,245.3584,259.3783,274.3072,263.2958,349.4285,263.0662,50.0726,246.3457,241.1859,81.01,212.7396,341.0513,116.8122,371.6535,236.477,223.8184,324.0633,207.9208,276.8493,373.2938,129.0516,819.5266,418.1303,147.1329,155.0617,124.6733,296.316,112.0645,261.5473,128.2814,16.5249,338.0282,131.8102,473.1303,443.8999,91.4498,255.0832,418.2253,207.9282,433.7456,910.7088,352.8942,210.9846,221.3024,381.4318,266.4908,260.5977,152.5331,301.0899,163.5125,128.3255,261.34,144.467,1528.6524,322.1811,167.5862,610.4967,359.1549,157.8566,212.5568,180.8644,51.1866,274.0863,472.3005,149.9372,215.9002,336.2069,112.9059,318.1085,220.6817,211.4561,94.2699,100.1021,197.8661,346.2287,724.5165,922.6626,293.1157,145.4204,302.7837,571.9019,488.5287,223.7214,170.8647,190.184,332.6203,484.5307,63.3894,384.3241,381.2922,1033.953,335.9259,210.6948,202.7519,398.7965,429.4819,243.7079,206.3835,259.8843,190.4272,297.546,205.6404,116.3591,402.994,231.9667,176.6438,310.7362,772.1414,144.6701,375.3267,396.8686,217.7573,439.1731,342.2277,152.3873,412.123,191.9944,716.0154,472.1879,250.5842,385.9762,100.8246,262.0166,688.9028,230.7842,307.6327,1199.0639,150.966,99.0606,156.837,126.2413,207.7381,248.891,167.8925,463.7993,172.0067,107.721,276.3166,142.8571,241.1362,265.5561,252.3923,416.2761,444.3064,351.5533,45.2846,447.64,642.0914,377.2551,174.6123,168.3217,266.3445,81.9031,202.5955,192.3536,241.6309,324.7588,868.6071,126.0722,327.1572,242.1053,642.3322,245.3487,170.7424,508.9,133.9829,378.3784,213.4305,181.7732,185.0312,150.3165,188.3194,430.1131,77.1028,286.6277,100.8547
CHUK,408.2927,478.5354,511.1111,592.2444,397.642,395.1777,442.7316,534.4201,433.3624,302.9753,571.7971,454.3269,426.6176,519.4805,468.7109,263.1004,377.9528,570.2795,474.9768,519.3758,516.3366,362.8796,285.4599,474.1897,597.6331,494.6176,521.6164,496.2963,523.473,524.5378,405.8987,458.4296,1776.8007,571.4851,663.7892,321.6169,758.2433,570.4952,371.7472,455.7697,513.4081,615.1832,514.4287,443.0807,709.2482,737.1065,554.6358,519.0157,736.5875,466.0888,503.3594,492.5068,364.8751,412.6239,420.7241,634.8193,758.8246,628.2083,390.3448,724.2609,316.3597,430.1231,413.8642,398.2013,487.6687,587.9714,537.0892,332.8277,462.198,497.306,355.0697,435.2499,595.6095,340.4711,318.5459,951.9918,430.1649,444.3484,423.4187,618.4049,762.8931,919.8464,655.2463,605.6991,710.7232,673.3605,877.1617,399.182,662.3886,728.3692,460.5433,529.7236,689.6903,868.6797,657.1703,643.9321,670.8841,466.6302,602.3829,397.7445,596.1123,473.9634,339.8903,541.411,517.0388,389.6367,779.6407,329.9082,371.17,651.5337,711.8503,559.8985,782.0178,528.2505,783.0573,469.9178,428.1725,402.7859,645.6844,373.4781,552.0088,535.6407,649.2641,670.312,627.8111,799.0604,552.3573,621.6409,435.1027,621.8684,648.4674,581.8389,535.1682,486.1737,525.5184,527.1714,516.3581,402.1505,563.7999,382.1882,453.6345,362.2449,450.4058,536.5017,416.2679,640.392,554.0373,550.9241,357.1505,490.3166,443.1472,505.1382,415.853,386.7925,413.9472,396.7515,439.7981,329.7491,647.2103,365.4877,569.2308,384.7725,488.6183,493.8947,404.2136,311.346,504.3668,457.7818,401.9488,530.4054,600.2082,461.6147,451.9751,408.7553,606.0787,513.8746,438.0841,466.5417,623.9316
CIAPIN1,760,663.2997,597.6608,1103.6428,777.0632,747.7689,678.8963,953.3091,777.0035,762.6996,884.7807,991.9872,1082.0621,743.3519,687.7347,772.9258,1074.0157,716.67,583.4106,771.533,858.4158,717.3501,473.5905,1106.2425,1012.6796,703.1161,1046.4577,594.5679,1053.5282,893.7359,585.5236,577.3672,708.134,989.4267,495.6838,628.7346,493.8965,666.0541,684.7584,1028.7827,984.8854,703.8145,878.0919,601.4115,661.6101,820.4956,773.7307,720.3579,967.0185,726.6865,744.507,618.5286,785.0114,1347.4178,789.846,732.8697,1151.7997,661.4136,812.4138,799.7282,937.7031,825.4888,815.8867,796.4027,1140.5305,937.1498,773.7089,719.2044,646.9213,718.2112,520.9246,460.5051,997.6892,1097.9657,1185.459,933.6057,741.0281,788.8481,850.4966,814.7239,972.8274,881.6109,724.6253,701.4579,916.4589,943.2068,829.8787,1301.0225,819.2513,672.7845,843.0358,763.3472,778.8964,666.9984,789.6531,740.9542,773.3671,578.7746,889.4431,773.4837,926.3259,996.6249,1072.2599,840.1074,803.7603,769.2998,1027.5449,1289.8496,783.3388,872.6994,785.0312,959.3909,1081.0246,729.7481,1116.2096,575.1391,856.6553,1064.6975,814.0747,854.1648,820.5834,988.4631,933.6695,856.8672,970.015,623.4189,522.8525,999.0287,692.3673,1326.4835,992.062,926.4636,967.6715,740.5837,779.9573,764.5822,1219.3761,648.0287,821.2479,1082.6205,907.7089,751.9133,751.1271,943.6551,650.1196,922.8803,881.1594,653.952,877.4965,1012.1767,922.8426,694.2224,835.1522,1153.9225,1001.0596,984.4331,741.889,702.509,867.8112,872.9904,607.4844,938.4818,738.486,962.5263,1054.8751,839.3243,793.0131,679.1419,936.6626,728.3784,828.735,971.2729,841.58,773.2068,957.0918,731.7575,790.3037,815.7866,750.9972
CIC,1439.5122,1503.367,2333.3333,1284.1363,1643.0868,1536.2455,2113.1494,1985.6472,2040.5052,2134.2525,1362.8547,1045.6731,2060.4945,2047.619,2055.6946,1680.131,1029.9213,1728.9363,2026.4133,1465.3296,1488.1188,1304.6846,2839.7626,1286.9148,1838.5461,1777.9037,1901.8442,2325.4321,1464.7178,1784.2798,2569.4404,2655.8891,1032.4583,2545.5187,1612.9032,2655.536,1936.2986,1704.9515,1419.3309,1822.0227,1880.0585,1824.2334,1394.8763,1869.2851,2010.3792,1738.1112,1619.7572,1788.5906,1851.3632,1741.7816,1627.7465,2243.8692,2416.3512,1870.1095,1985.851,1902.6337,1081.551,1204.3652,2292.4138,1092.2109,1546.0455,1543.0847,1501.5157,1338.4961,1368.0782,470.8276,1538.0282,2141.1367,2166.0171,1449.3534,3631.6775,2105.8571,1985.5575,1559.4218,1545.9026,1218.5904,2320.5626,1633.0236,1411.3957,967.6892,1092.8464,1178.4063,1261.242,1819.4168,1405.2369,1503.2946,1482.7489,1509.6115,1185.3832,1528.5789,1761.9664,1811.4351,1408.9461,1832.7956,1748.4925,1371.1175,1268.3853,2359.9562,1210.8617,1550.2682,1669.7864,1947.4446,1801.3081,1809.816,1778.4959,1325.1638,1037.7246,1904.4183,2459.0557,1444.1718,1247.4012,623.3503,1160.2196,1023.145,1579.1474,1796.7135,1486.5033,1533.9431,1116.9512,1525.7949,1139.7909,830.2431,1784.3234,1384.368,1067.4663,1448.1388,1621.3917,1484.1676,2303.7582,1758.4917,1940.0106,1456.3052,2265.1813,1664.7473,2526.6752,2077.4593,1312.1988,1691.7563,1553.6818,2032.9262,2495.2096,1697.7041,2445.4463,1815.2866,2441.9856,1634.4269,1989.648,1779.0012,1279.0772,1989.5628,1831.4721,1537.3373,1780.0115,1670.8044,2054.0688,1924.1917,1468.6373,1741.9355,1868.6695,1478.0279,1395.0104,1726.6855,1840.1271,2029.8947,1262.6164,1733.0586,1784.7162,1876.3122,1817.296,1691.8919,1711.6085,1152.5508,1468.1913,2349.6835,1863.528,1773.3813,2169.3925,1966.2661,1870.0855
CKM,2.439,8.8384,8.1871,0.9401,3.2154,0,1.8499,8.5054,1.3066,3.2656,1.7197,0,103.6297,5.5659,34.418,2.1834,1.5748,1.2065,5.0973,0,1.9802,0.6468,1.1869,0.6002,4.2265,0.5666,4.4341,11.8519,8.5181,208.0064,0.5362,0.5774,0,0.6885,0,9.2267,0,25.319,3.7175,2.6406,0,4.4877,0,0,1.3307,3.0141,1.1038,1.1186,4.8373,1.545,2.179,0.6812,6.056,275.952,2.4969,1.3681,0,0.8974,6.8966,0.3755,7.0423,0.7241,0,2.9978,8.376,3.7546,0,15.6528,3.1177,4.3103,0.7787,3.7614,2.8885,23.0193,4.313,59.2441,1.9399,0.4322,1.5682,3.681,0.3961,1.2536,1.2848,3.6448,0,0.9413,1.8186,6.544,4.6346,6.817,0.4312,18.1749,9.6852,1.8455,2.7965,8.9657,0.9489,1.6411,0,5.5013,6.7195,6.7502,1.6607,11.5031,2.9377,1.3298,1.1976,2.291,9.1593,1.8405,3.7422,3.5533,3.9205,3.4037,4.8873,3.1805,0.3103,2.0139,1.1301,1.0511,1.1007,2.4722,2.5622,4.7175,2.6237,0,2.0585,2.3312,3.487,2.5382,2.9409,17.8385,2.6212,1.9273,3.7575,33.9814,9.1301,0,3.9348,0.9838,14.5198,28.0612,2.7051,5.8795,1.1962,3.8347,2.4845,0.7865,3.4177,82.106,0.5076,0.9135,2.8719,3.9722,3.2984,4.2547,1.442,4.779,1.7167,1.6077,0.8316,52.9503,4.235,2.1053,0.49,0,0,0.9128,0,4.0541,3.1234,29.2224,1.6632,4.2194,1.7878,5.1387,3.5047,1.7639,1.1396
CLDN3,426.3415,1183.5017,53.8012,32.9025,1329.0461,2532.0182,550.6397,891.6453,408.5366,2263.7881,1422.6139,319.7115,8.4166,1400.7421,240.3004,279.476,2335.4331,45.4454,1329.9351,772.5047,336.6337,3007.1784,1689.6142,1657.2629,813.6095,942.7762,183.4123,1432.0988,642.7258,1176.7522,1489.5462,1464.2032,1465.408,369.3997,1008.6324,1292.6186,922.1271,998.877,1164.3123,975.4423,713.3106,209.4241,49.47,2575.023,710.5788,557.6021,82.2296,1081.6555,1732.19,724.6265,434.3563,1513.624,102.1953,947.8352,456.0965,2027.1349,7832.377,304.2323,207.5862,238.0412,446.9122,318.6097,99.4695,1079.6902,143.7878,494.1062,171.831,213.7841,951.6758,992.4569,246.8357,232.6706,1324.0901,410.5996,86.8762,8062.3085,714.355,861.4653,14557.7627,70.7566,81.5971,42.9366,151.1777,263.0881,846.1347,51.7728,446.1583,60.1227,145.4545,252.2286,48.7279,542.2189,816.6178,849.9616,268.4611,1596.5418,591.1751,924.5077,334.7188,276.7157,102.7118,871.2633,538.621,893.0215,273.208,716.1071,65.2695,890.065,257.7691,214.4172,38.2536,0,320.1777,126.6167,63.5352,323.6152,150.4809,589.4101,488.2188,514.6711,17.6114,149.1553,8.1991,126.5144,16.4918,22.7683,616.8562,531.5029,657.4971,554.859,491.6197,611.4432,1076.0157,627.8338,1054.2575,2688.6658,943.9513,858.7814,505.3401,408.7495,300.9563,1289.5408,70.3336,411.073,3200.9569,1111.6319,307.2464,1238.3012,5219.2673,3441.0298,2755.8376,970.9979,194.1413,643.9921,2246.1996,244.6457,142.7541,133.8112,1740.7725,1685.9593,174.6362,100.8578,534.6744,747.7895,9780.4998,509.3379,3806.1135,620.2647,2000.609,308.7838,183.2379,907.8752,685.6549,985.2321,173.4207,362.2816,102.2196,1010.6934,172.6496
