gene_id,TCGA-2J-AAB1,TCGA-2J-AAB4,TCGA-2J-AAB6,TCGA-2J-AAB8,TCGA-2J-AAB9,TCGA-2J-AABA,TCGA-2J-AABE,TCGA-2J-AABF,TCGA-2J-AABH,TCGA-2J-AABI,TCGA-2J-AABK,TCGA-2J-AABO,TCGA-2J-AABP,TCGA-2J-AABR,TCGA-2J-AABT,TCGA-2J-AABU,TCGA-2J-AABV,TCGA-2L-AAQA,TCGA-2L-AAQE,TCGA-2L-AAQI,TCGA-2L-AAQJ,TCGA-2L-AAQL,TCGA-2L-AAQM,TCGA-3A-A9I5,TCGA-3A-A9I7,TCGA-3A-A9I9,TCGA-3A-A9IB,TCGA-3A-A9IC,TCGA-3A-A9IH,TCGA-3A-A9IJ,TCGA-3A-A9IL,TCGA-3A-A9IN,TCGA-3A-A9IO,TCGA-3A-A9IR,TCGA-3A-A9IS,TCGA-3A-A9IU,TCGA-3A-A9IV,TCGA-3A-A9IX,TCGA-3A-A9IZ,TCGA-3A-A9J0,TCGA-3E-AAAY,TCGA-3E-AAAZ,TCGA-F2-6879,TCGA-F2-6880,TCGA-F2-7273,TCGA-F2-7276,TCGA-F2-A44G,TCGA-F2-A44H,TCGA-F2-A7TX,TCGA-F2-A8YN,TCGA-FB-A4P5,TCGA-FB-A4P6,TCGA-FB-A545,TCGA-FB-A5VM,TCGA-FB-A78T,TCGA-FB-A7DR,TCGA-FB-AAPP,TCGA-FB-AAPQ,TCGA-FB-AAPS,TCGA-FB-AAPU,TCGA-FB-AAPY,TCGA-FB-AAPZ,TCGA-FB-AAQ0,TCGA-FB-AAQ1,TCGA-FB-AAQ2,TCGA-FB-AAQ3,TCGA-FB-AAQ6,TCGA-H6-8124,TCGA-H6-A45N,TCGA-H8-A6C1,TCGA-HV-A5A3,TCGA-HV-A5A4,TCGA-HV-A5A5,TCGA-HV-A5A6,TCGA-HV-A7OL,TCGA-HV-A7OP,TCGA-HV-AA8V,TCGA-HV-AA8X,TCGA-HZ-7289,TCGA-HZ-7918,TCGA-HZ-7919,TCGA-HZ-7920,TCGA-HZ-7922,TCGA-HZ-7923,TCGA-HZ-7924,TCGA-HZ-7925,TCGA-HZ-7926,TCGA-HZ-8001,TCGA-HZ-8002,TCGA-HZ-8003,TCGA-HZ-8005,TCGA-HZ-8315,TCGA-HZ-8317,TCGA-HZ-8519,TCGA-HZ-8636,TCGA-HZ-8637,TCGA-HZ-8638,TCGA-HZ-A49G,TCGA-HZ-A49H,TCGA-HZ-A49I,TCGA-HZ-A4BH,TCGA-HZ-A4BK,TCGA-HZ-A77O,TCGA-HZ-A77P,TCGA-HZ-A77Q,TCGA-HZ-A8P0,TCGA-HZ-A8P1,TCGA-HZ-A9TJ,TCGA-HZ-A9TJ,TCGA-IB-7644,TCGA-IB-7645,TCGA-IB-7646,TCGA-IB-7647,TCGA-IB-7649,TCGA-IB-7651,TCGA-IB-7652,TCGA-IB-7654,TCGA-IB-7885,TCGA-IB-7886,TCGA-IB-7887,TCGA-IB-7888,TCGA-IB-7889,TCGA-IB-7890,TCGA-IB-7891,TCGA-IB-7893,TCGA-IB-7897,TCGA-IB-8126,TCGA-IB-8127,TCGA-IB-A5SO,TCGA-IB-A5SP,TCGA-IB-A5SQ,TCGA-IB-A5SS,TCGA-IB-A5ST,TCGA-IB-A6UF,TCGA-IB-A6UG,TCGA-IB-A7LX,TCGA-IB-A7M4,TCGA-IB-AAUM,TCGA-IB-AAUN,TCGA-IB-AAUO,TCGA-IB-AAUP,TCGA-IB-AAUQ,TCGA-IB-AAUR,TCGA-IB-AAUS,TCGA-IB-AAUT,TCGA-IB-AAUU,TCGA-IB-AAUV,TCGA-IB-AAUW,TCGA-L1-A7W4,TCGA-LB-A7SX,TCGA-LB-A8F3,TCGA-LB-A9Q5,TCGA-M8-A5N4,TCGA-OE-A75W,TCGA-PZ-A5RE,TCGA-Q3-A5QY,TCGA-Q3-AA2A,TCGA-RB-A7B8,TCGA-RB-AA9M,TCGA-RL-AAAS,TCGA-S4-A8RM,TCGA-S4-A8RO,TCGA-S4-A8RP,TCGA-US-A774,TCGA-US-A776,TCGA-US-A779,TCGA-US-A77E,TCGA-US-A77G,TCGA-US-A77J,TCGA-XD-AAUG,TCGA-XD-AAUH,TCGA-XD-AAUI,TCGA-XD-AAUL,TCGA-XN-A8T3,TCGA-XN-A8T5,TCGA-YB-A89D,TCGA-YH-A8SY,TCGA-YY-A8LH,TCGA-Z5-AAPL
HK2,1570.7317,6015.1515,5732.7485,1475.9107,796.3558,1441.0521,2364.1128,1038.0083,4952.9617,1964.4412,2202.0636,1306.0897,701.2099,1474.3352,1106.383,2850.4367,689.7638,6487.03,5534.7544,5367.2069,2515.8416,896.526,3592.8783,1189.6759,474.2181,1393.2011,4455.9105,2493.3333,2800.8905,30.3232,81.5014,151.8476,25.8632,13.7707,8.6324,5407.2935,2089.5187,771.414,6513.0112,3938.2097,1102.3891,1955.4974,3459.9529,258.9751,1795.8749,748.1581,5298.0132,982.1029,1853.562,5134.1872,1218.0861,988.4196,5347.464,1378.1951,2201.831,1981.53,1868.1968,18973.687,1309.6552,10196.7219,2531.961,3657.4946,5602.2641,1375.4684,2561.1913,1944.8861,3276.9953,4287.2163,2121.59,1860.4526,5287.8906,2543.2563,2042.1722,2013.3833,2102.8959,1835.5465,1919.0107,2908.5801,4803.4501,1329.2434,5238.8497,863.7468,4130.621,1411.8622,2237.9052,1799.1842,4188.1897,1189.3661,1016.0428,1356.0566,3949.9784,1494.8883,2032.8788,1356.4059,2812.8987,1015.0496,2199.9051,2928.884,912.7182,1490.8541,2007.6794,1647.541,2303.9472,880.7515,3524.0893,3664.9789,2674.8503,3831.7468,3040.0174,2259.5092,1817.0478,1913.198,2571.6153,1448.6045,3072.2237,2363.9014,757.6792,3118.5701,4160.4078,3466.0594,957.0721,1359.7033,2333.6613,2114.2918,2446.4018,937.116,920.1381,2131.7102,3217.3576,7053.765,1286.6417,2452.2251,1231.979,2363.4112,329.0529,3078.5338,2563.5303,564.8746,2687.4649,2058.0119,869.4294,2992.3469,1233.9946,1572.7585,1611.244,5138.4746,804.5549,1049.5478,6543.202,467.5867,669.5431,1711.8063,4093.05,1746.2761,4966.1297,608.9551,3151.4059,1403.2258,1128.3262,727.7599,4452.3909,3447.3195,2507.1466,1279.1579,1726.1146,1286.6952,3371.6157,2072.1132,487.8197,1020.2703,1444.5601,5025.7553,1945.1143,965.1899,1016.0906,4494.8613,2297.3131,6768.3828,1169.2308
HK3,129.7561,160.7744,199.4152,82.7262,90.0322,26.3034,601.2024,289.1822,108.0139,144.775,34.8237,54.4872,843.7664,145.9493,306.0075,63.3188,53.5433,146.7927,63.0213,23.8067,143.5644,94.4392,30.2671,76.2305,165.6805,293.4844,249.9244,201.9753,110.7347,19.6835,26.8097,48.4988,39.8293,9.2952,14.9932,106.3269,8.4187,198.877,35.6877,250.3301,181.3749,93.1189,90.6949,9.819,52.6946,114.1996,402.8698,1001.1186,196.1302,83.9475,452.515,117.1662,17.4111,292.1231,648.7724,227.1121,4.1732,43.9746,225.5172,12.0147,221.5601,245.4743,30.1961,354.7339,73.5226,77.3449,30.9859,31.7175,319.5635,120.1509,85.6528,95.6475,239.7458,206.6381,252.0025,19.4076,500.485,31.9862,2.6137,120.2454,74.0711,105.6178,128.9079,414.5129,71.8204,87.2294,51.5264,164.8262,140.107,355.0079,278.1371,116.6225,101.9498,127.8633,362.4924,884.406,58.5165,1176.1488,139.6509,1116.2151,223.6621,423.8187,137.2847,231.5951,470.0353,71.8102,23.9521,48.6844,41.8711,72.0859,288.5655,115.736,75.7972,356.7052,311.7024,638.484,51.1945,382.311,156.3355,48.6993,122.7298,234.8578,137.8469,179.6934,128.9355,96.4944,54.2065,224.8268,345.215,125.8966,223.0179,464.1807,224.1153,39.9925,64.9517,28.9301,143.5455,122.5806,120.2923,209.5395,117.4786,99.4898,193.4175,921.6071,107.6555,502.3434,158.1781,82.5796,32.4682,16.6995,43.1472,403.7451,507.1798,110.7249,304.6882,349.4179,525.5948,382.3178,24.0343,106.1093,13.3056,294.5048,280.0424,165.0526,6.8594,57.9366,76.4192,52.4874,205.8465,35.1351,38.001,199.6038,240.3326,87.0253,93.5638,307.297,151.285,24.6941,119.0883
HLA-DRB1,8841.6683,7852.298,2957.7778,5566.6181,5093.1297,2035.6411,4055.5264,8026.4907,3427.2169,8373.7264,3310.6535,3129.2468,11653.6612,8057.3964,9026.7522,5122.6856,6464.7087,3907.034,2833.4986,7727.9715,3526.4109,6812.8923,1474.8071,1533.8715,8175.4396,10037.779,6506.3832,11990.9333,4176.5134,741.2741,4247.5392,4430.4619,411.2453,954.6935,332.9396,2691.9376,2895.6812,4200.0735,2128.1859,2832.5482,10484.0907,2772.5991,6145.2591,1894.2866,11938.31,9508.6671,6746.755,7010.3915,18461.8426,12112.4639,14323.8714,11109.2371,612.3846,7993.855,8332.8548,7339.9521,142.4726,9758.5795,7197.8276,935.682,15952.6436,5553.9681,1114.1057,9364.6415,1948.2131,11624.4492,2712.1972,1466.2131,7040.9353,11322.5485,1110.8464,4435.1263,7481.9006,1193.1263,4164.2452,10814.1062,4333.0019,13765.7662,523.9937,24537.4151,12547.1956,12007.1676,5777.3233,15356.5772,9130,8501.8826,5433.7533,9145.5501,5790.6952,9164.667,31366.5502,2351.2306,3530.6894,6095.5218,4882.6497,25234.691,4225.0482,10531.663,14967.0934,6331.4262,5026.2155,7838.9055,11468.8964,5712.0054,11630.564,4721.7123,2057.3114,1721.0614,937.3547,2059.4202,8201.3805,23805.0558,15450.1803,8058.8768,25966.9807,7423.7397,6471.4862,6040.2383,10908.1265,21776.2109,16279.3506,13374.042,4824.6116,8204.3744,4794.494,2699.8627,7775.1117,1993.8561,8051.9101,3006.6756,8093.7704,2740.3625,16122.3416,3006.7746,5934.1384,4374.7371,5021.4355,5880.4875,8074.688,8563.9956,4820.3788,2071.3457,11793.2507,12203.4395,7975.9928,6496.0844,4451.6563,2315.9536,1335.1362,9264.9101,2333.203,20223.7954,10072.803,4900.149,7057.7094,17175.3578,2309.6179,4627.3656,3020.8541,11105.7288,3664.5738,3152.5323,4589.3171,9556.56,352.7487,2402.4676,2092.2489,5945.6002,13730.7734,5104.7027,7768.0323,8289.6533,11564.2869,12402.6793,16583.1228,3480.3597,3217.278,1551.0616,17898.2165
HMGCR,1178.0488,2404.8822,1227.4854,1391.3043,676.313,939.4082,1809.7734,1579.5163,1793.9895,705.3701,1014.6174,1008.0128,429.7738,1012.3686,874.2178,635.3712,598.4252,3730.5449,1002.317,1242.8094,726.2376,1059.5307,1657.5668,675.2701,740.4903,814.7309,606.2683,898.7654,3276.3527,904.3756,1484.7205,1470.5543,1942.3251,1686.2254,1885.9609,1452.5483,1553.5288,1046.2481,1507.0632,1926.0628,867.3818,1536.2752,1654.0047,1002.7616,1037.658,1351.3061,1388.521,743.8479,1180.7388,1770.1075,915.1988,913.4877,775.9273,479.3949,1100.7074,497.0927,2557.4683,2780.2707,766.8966,1151.9089,1079.0899,671.9768,2388.4521,1144.6415,1483.0154,1517.6119,1028.169,1034.7317,1229.9299,1332.9741,735.0565,1235.3573,942.2299,570.1285,997.5354,516.8539,1158.0989,3175.7078,3375.3267,931.6973,1847.0253,1490.8721,1582.4411,1030.4838,1307.98,1585.1898,1114.1833,870.3476,1094.8307,1149.9738,720.5692,1273.3813,1266.2164,1159.7336,1600.6292,739.6734,2523.4857,1264.7702,1090.6068,858.2038,1853.1317,781.0993,679.7807,912.5767,790.8343,1960.152,2771.2575,2998.9576,3140.3337,1562.2699,1403.3264,1184.264,2227.3915,897.209,1481.1295,1822.1574,2271.1759,2186.792,1723.0809,1184.8997,1508.5305,1148.7433,864.4898,1575.2118,836.5817,1263.8236,902.9841,1003.432,1123.2081,2233.6499,1017.0596,1029.6992,1028.3967,1061.0054,891.073,641.5143,1209.7388,1081.7204,1087.6897,804.2183,839.5098,930.4847,835.4373,722.195,799.6411,1143.5876,645.5487,1574.9115,604.9343,780.2389,1446.7005,1139.9863,778.8627,1577.9543,903.7573,710.5363,583.2733,839.9044,2074.6781,1052.5188,1106.8607,1273.834,981.4717,1420.2105,2110.73,1195.0044,884.2795,1767.686,1048.7211,891.2162,1086.9339,1260.0297,785.447,1103.3755,911.7998,1178.3145,762.2664,870.0254,802.849
HNF1A,439.0244,209.596,49.7076,159.812,233.6549,349.4598,330.5072,481.9704,248.2578,12.3367,383.491,387.0192,25.2499,218.3055,262.8285,60.0437,422.0472,448.0193,140.8712,323.0916,559.4059,549.1707,1340.0593,345.1381,628.9096,492.3513,491.7868,174.8148,280.3214,1076.2069,1732.9782,1028.291,1254.3644,781.4887,1648.796,113.3568,1082.0822,249.5151,310.0372,397.1481,282.7889,391.1743,525.3239,418.5333,208.1171,188.2117,399.5585,354.5861,446.7898,210.6412,218.6308,364.4414,245.2687,52.6865,535.5805,174.2105,786.6458,436.1561,110.3448,656.3027,290.3575,294.714,692.734,295.2785,234.993,229.031,809.3897,90.2095,371.0055,541.4871,180.6495,529.2853,488.7348,380.0857,513.2471,977.5281,165.8584,330.2356,782.5405,203.681,294.304,237.2483,244.5396,201.4579,534.414,210.8566,235.5061,167.6892,161.1408,254.3262,308.7538,236.2741,210.5263,500.117,234.5539,349.984,370.0775,234.6827,213.9097,260.2118,440.6048,428.1581,360.9259,207.0552,131.0223,398.2805,697.006,544.1195,406.9349,531.5951,134.7193,322.8426,336.644,174.9489,203.3668,269.2817,493.3292,237.9794,280.2738,292.1958,201.4309,278.1211,83.0156,162.11,68.5907,169.8591,190.752,254.8728,164.2774,531.5072,235.2716,81.9812,169.9432,175.8706,282.8888,123.5271,488.9678,362.0072,157.9539,500.7304,239.7971,284.4388,117.6736,125.4287,307.4163,286.323,86.1284,321.6673,11.962,332.5989,421.8274,226.5357,280.8731,787.4876,458.8877,93.0717,691.4203,432.497,397.8541,252.9475,512.2661,518.9134,493.3827,258.1053,837.8246,767.7853,441.4847,600.1826,174.1778,224.3243,350.3384,252.105,447.817,217.2996,160.3099,251.2847,7.0093,631.0219,91.1681
HNF1B,1931.7073,1278.6195,273.0994,780.2585,1607.717,530.4525,1212.2707,1266.2355,1177.7003,7.6197,2775.5804,1163.4615,1.5781,1917.7489,568.836,681.2227,2165.3543,1132.9178,625.1158,1827.7752,1559.901,1942.4729,14.2433,2903.9616,545.224,1395.4674,480.0967,738.2716,1079.8567,2.6599,300.2685,30.0231,126.2123,546.3536,0,737.2583,7.2962,1575.0893,754.6468,1030.8952,1477.8157,1002.9918,382.5088,2701.4422,1350.3659,1504.3537,576.7108,989.9329,426.5611,302.314,803.3412,3113.7602,1121.1204,19.301,2247.191,1174.7805,756.0424,692.8241,437.2414,973.5658,1724.2687,824.0406,798.1243,2120.9093,465.798,1210.4851,835.6808,767.8105,1269.6804,1014.0086,559.8577,1750.1343,1832.4668,662.2056,778.1885,1220.6333,1395.7323,2286.1465,513.3298,1206.135,965.3014,519.0002,434.6895,658.0517,2050.3741,528.0828,2276.8621,299.3865,1875.5793,780.2832,165.1574,1497.1602,1577.673,260.4721,862.0117,315.0817,2501.9769,2173.9606,868.9388,2223.078,725.222,1864.0309,1239.9908,837.0399,672.1504,1387.0004,865.2695,1929.6196,1642.569,995.092,620.3742,370.0508,505.2274,1554.1184,747.76,1058.044,1779.7083,926.4077,467.4996,1281.948,576.2245,1270.2925,408.9288,1612.5228,605.6972,318.034,1644.0349,625.0081,824.0992,1004.1272,456.3289,457.7284,194.8449,731.4288,1644.1908,504.2109,431.651,1730.4659,1106.8016,1232.6429,398.6351,1321.4286,286.294,431.6512,2499.4019,1149.5526,300.6211,2792.7645,3.8449,1210.7155,1940.1015,1899.9772,632.3952,716.9811,472.9058,381.3282,1395.0973,1548.9845,2236.9099,2481.2433,1730.5613,125.0637,1553.7321,1602.1053,418.9123,3192.0521,1315.2838,1248.7449,1571.2546,591.2162,426.861,1119.366,609.9792,1473.1013,584.6246,649.0236,478.3879,1085.6576,147.5783
HNRNPA1,6054.6341,4487.3737,6102.924,7423.7368,6890.6752,5591.9837,4887.9297,5028.7942,4309.2334,6015.6023,8007.7386,5195.5128,6226.7228,6308.5962,4916.1452,4746.7249,12803.1496,8089.6843,5149.2122,5548.9156,6650.495,7779.5943,6772.7003,10024.0096,4996.6188,5639.0935,5849.4407,4597.037,4509.5344,8716.5847,5802.1525,8647.2286,6193.7152,4402.5011,5793.2758,5968.3656,6238.8102,6206.4319,5660.223,4626.8814,5822.5256,8326.8512,6584.5112,6697.76,5200,5824.8493,5856.5121,5407.1588,7556.7282,5174.8734,4827.3107,4196.8665,3812.2634,9266.0407,8759.8835,4557.7471,6664.5801,4828.2299,6110.3448,8575.4889,6223.727,7295.4381,9086.0648,7705.2211,5494.1833,9309.9221,8643.1925,5079.7417,4108.3398,4630.9267,5308.9145,4977.4315,4488.7348,3710.3854,10446.0875,12779.3667,4793.8894,3531.0136,7031.3643,5476.8916,7308.8806,7859.5941,5831.6916,5873.4261,5825.187,6317.54,5987.6746,9179.1411,6853.4759,4829.5752,6611.4705,6194.6232,5876.8956,5744.0954,4010.8363,4742.5552,4647.1612,4410.2845,6286.506,4385.0915,4131.5095,4592.5747,6037.2053,5099.3098,5687.4266,5639.7589,9344.9102,5799.1684,5292.7707,9755.5215,5794.1788,5980.7107,5922.6346,8773.9959,4574.5316,3978.7967,6721.9981,5277.8384,9491.2598,5443.4615,7727.5729,10494.4376,4558.1724,6871.2341,5678.036,5731.1167,5695.1125,6310.4319,5891.5149,5237.9091,5688.1818,5015.2766,5569.2442,9120.6954,8837.19,6644.7471,8026.3759,6503.2258,5271.5008,7091.3858,6743.7977,5036.352,6844.0036,5951.4944,5974.2823,4481.4657,6554.0373,5737.3181,4437.4666,3712.861,9280.7107,5263.3021,3773.1189,8479.6425,6115.6166,8572.705,7744.0519,6321.9833,5772.5322,9727.7599,7207.9002,7246.6326,6170.9899,4842.1053,8088.682,6408.7902,6348.9083,5175.2624,8859.3179,6109.4595,5716.2936,5415.057,4524.3243,6551.6878,5958.8796,5626.4132,4977.2196,7424.0988,9905.9829
HOXA10,146.8293,329.5455,127.4854,453.114,263.6656,447.7846,397.7185,147.4262,0,192.3077,177.988,76.1218,52.6039,21.0266,80.1001,168.1223,103.937,20.1086,799.3513,271.1054,6.4356,188.2316,17.8042,177.0708,42.6881,19.2635,69.3339,362.963,7.3565,2.1279,4.8257,6.351,5.6899,1.0328,1.363,329.5255,1.1225,53.0883,216.3569,645.8938,24.8659,136.8736,330.9776,3.6821,19.9601,19.424,190.9492,67.1141,164.0281,363.0858,147.4487,91.9619,176.3815,127.2822,153.9742,0.9121,31.2989,2.6923,31.7241,520.762,75.2979,274.4388,479.5851,1.9985,58.6319,284.5992,20.6573,441.9853,169.1348,428.3405,309.9073,119.2907,87.2328,1705.5675,189.772,56.1798,125.6062,118.003,798.2227,116.5644,328.765,3.1341,32.5482,9.2777,7.98,111.0762,125.1789,59.3047,211.4082,123.2302,9.0556,358.9549,9.1755,18.7181,335.2268,162.3439,2.8467,60.7221,35.4669,160.6382,67.1946,100.7715,40.964,19.1718,15.2761,93.0873,477.8443,361.9827,665.1401,102.7607,128.8981,81.7259,158.39,49.6937,3.2582,2.3854,159.1685,15.4401,582.7735,3.8539,18.1618,44.4994,9.224,66.9025,177.2864,37.9472,19.8986,1101.0814,175.5134,8.63,69.111,125.6286,244.6483,23.1282,717.1528,118.935,342.8861,119.7133,148.398,188.8806,383.2353,153.0612,95.1307,38.2166,2.3923,437.1538,4.1408,3.1459,102.5312,491.2443,4.5685,3.6538,61.4589,30.288,503.0036,51.0565,8.6518,369.773,294.4206,9.1104,466.9439,8.0686,71.9958,147.7895,130.3283,115.3693,80.3493,381.5609,7.3082,8.1081,95.7834,286.7756,26.1954,30.5907,76.2813,82.2199,16.9393,1104.1782,120.7977
HOXA3,136.0976,103.5354,277.193,320.564,214.3623,370.7531,293.5101,200.9391,78.8328,716.9811,204.2132,151.4423,534.4555,77.9221,397.3717,120.0873,61.4173,230.0422,499.0732,120.0054,203.4653,309.1915,22.5519,120.048,368.5545,200.5666,528.4692,333.8272,555.9965,13.8316,68.6328,40.9931,25.3459,8.951,4.0891,165.2021,29.1848,214.8035,217.8439,280.9612,141.3944,241.5856,180.212,19.6379,109.3812,48.5599,179.9117,157.7181,288.9182,337.335,130.7427,140.327,532.1726,347.9395,267.5822,277.2774,653.7993,207.3088,308.2759,91.6121,230.7692,279.5076,337.4858,37.9715,108.8879,184.7266,344.6009,232.7322,179.2673,229.5259,239.0491,146.158,154.2461,726.9807,155.8842,143.0031,217.2648,88.1781,212.2321,39.2638,154.0838,73.337,130.621,95.7588,89.2768,256.3539,157.0041,224.1309,131.1943,60.8285,268.2191,224.1575,119.2813,104.927,184.2174,51.2328,114.1863,152.0788,87.0047,137.5327,243.8205,225.6509,74.7316,271.8558,311.3984,263.9689,217.9641,485.1255,504.6342,85.8896,153.0146,233.5025,108.7297,90.5378,58.6478,77.657,91.8399,216.4974,150.3081,79.8809,117.2262,224.145,155.27,81.9127,92.2039,83.4839,83.7113,523.2144,177.0632,272.6068,155.8675,324.8885,144.6046,886.0985,2161.6573,359.1011,209.9924,171.3262,163.0129,178.5512,405.6751,172.8316,158.2507,231.2592,100.4785,147.8483,210.352,62.9178,251.2015,210.5996,116.2437,58.4608,195.2901,263.1579,187.1833,108.4951,103.1002,203.1063,210.3004,157.5563,401.2474,103.8835,203.8115,133.8947,180.7937,67.5087,357.2052,352.8069,73.0816,157.4324,140.5518,210.5002,141.3721,786.9198,259.8331,201.9527,211.4486,467.8646,59.8291
HOXA5,47.3171,28.1987,38.5965,31.9624,57.8778,128.3858,69.6778,42.8812,11.7596,9.434,75.2365,74.5192,89.9527,43.29,122.0275,42.5764,9.4488,25.3368,74.6061,54.9013,31.1881,46.5728,29.6736,53.4214,85.7988,39.6601,51.1942,119.5062,59.6264,4.7879,26.8097,33.4873,18.6215,5.8526,0.9087,63.7083,12.3474,65.3395,63.9405,96.1183,54.1199,77.7861,46.5253,15.9558,80.3726,32.4849,9.9338,35.7942,43.9754,37.0811,55.9288,44.9591,39.3641,16.6927,46.6084,139.0947,43.8185,28.7181,55.8621,33.4159,63.922,45.6191,56.2476,17.4869,29.7813,37.5461,33.8028,60.5516,80.2806,85.1293,22.5812,19.3444,43.3276,438.4368,12.939,4.0858,50.9214,19.8833,86.7747,37.6278,57.0387,133.1975,35.9743,67.9258,47.8803,145.2777,25.157,78.5276,120.8556,34.6093,38.8098,78.758,89.2061,103.6088,91.5844,55.7157,79.709,24.6171,58.742,42.3601,39.3569,68.4667,27.6784,189.4172,88.1316,48.5384,44.9102,63.5761,857.9217,35.5828,50.3119,72.5888,59.8536,64.6698,44.2574,56.7188,42.1967,33.9011,106.9862,26.2766,110.0715,78.698,39.458,41.5997,33.3583,71.919,71.3604,100.4986,70.5153,40.1042,62.7391,63.3836,86.5007,17.828,99.8431,13.317,79.6348,72.4014,26.9815,21.6426,135.0784,51.6582,72.5879,102.8907,33.4928,61.781,83.2298,39.3236,76.8984,68.6536,27.4112,31.0573,18.3802,26.3158,71.3276,44.1426,13.6986,43.6081,90.1288,103.9657,78.1705,15.1287,61.9375,49.2632,31.3572,15.6177,41.048,49.2926,57.2473,62.1622,71.317,53.9871,28.2744,116.0338,56.0191,79.6506,31.5421,143.7548,38.7464
HOXB1,0,1.2626,0,1.8801,0,0.6263,0,0,0,0,0,0,0,0,1.2516,0,0,0.4022,0,0,0.9901,0.6468,45.6973,0,0,0,0,5.4321,2.3231,0,0.5362,0,0,0,0,0,0,0.4084,0,0,0,0.7479,0.2945,0,0,0,0,0,0,0,0,0,0,0,0,0.9121,0,0,0,1.5018,0,0,0.5921,0,0.9307,0.7509,0,1.2357,0.7794,1.0776,0.7787,1.0747,0,0,0,0,0.485,0.8645,0,0,0.7922,0,0.4283,0.3313,0.2494,3.1377,0,0,0,0,0,0,0,1.0545,0,0,0,0,0,0,2.3998,0,0,1.9172,0,0,0,0.5728,0.8723,0,0,0,0,0,0,0,0,0,0.3767,0,0,0,0,0,0,0,0,0,8.1364,2.0306,0,0,0,0,0,0.4592,2.5361,0,0.5621,0,0.88,0,0,0,0,0,0,0,0.4272,2.3194,0,0,0,0,1.6492,0.5318,0,0,0,0,0,0,0,1.2632,0,3.0228,0,0,0,0,0,0,0,0,0,0,1.7523,0,0.5698
HOXB3,485.3659,478.9562,249.7076,1121.5041,619.507,1169.8763,1492.8318,761.2297,108.4495,248.9115,351.2468,613.7821,117.3067,283.859,934.2929,418.1223,77.1654,1012.6684,458.7581,522.7767,762.3762,524.5906,2052.2255,671.6687,1090.448,768.272,559.1051,1200.4938,638.0796,976.7256,1580.6992,183.6028,83.2795,36.4924,9.5411,679.7012,97.6568,312.4043,153.1599,1059.4138,756.704,956.9933,430.212,229.5183,278.1104,180.509,686.5342,371.3647,570.3606,400.1669,461.9575,1131.4714,1175.6245,215.9624,564.2946,999.2019,873.5872,329.3607,1402.7586,1148.1543,682.5569,348.2983,962.1305,159.8801,267.5663,627.7702,480.7512,1267.052,825.4092,1370.1509,654.0757,1952.7136,358.1745,2443.7901,704.2514,1311.5424,695.9263,653.5552,112.3889,138.6503,855.9772,331.5835,561.0278,390.3247,710.4738,838.406,337.9528,252.3517,429.59,228.6314,480.8107,1443.7713,432.2671,501.4352,467.36,276.9773,1280.7212,329.3217,166.8052,317.9755,2098.8721,682.2565,410.747,805.2147,467.0975,440.1698,1316.7665,1139.2144,1317.1955,350.6135,301.4553,355.3299,306.3251,206.2628,162.6392,232.9711,397.4558,473.2735,731.9515,693.7024,431.4805,254.6354,525.2531,311.783,294.6027,354.5356,305.3404,738.7166,1168.5393,208.6432,593.0806,603.0933,401.4854,317.5307,397.7621,1809.7407,1361.9072,808.6022,1187.1838,1354.1364,623.0324,684.3112,293.0568,405.1935,293.0622,815.0831,400.4141,182.8549,358.0049,1489.0409,344.1624,582.7815,608.8455,540.2185,584.2263,514.8197,1231.4348,888.8889,908.1545,325.2947,1165.9044,156.3296,1285.3362,893.4737,496.8153,1008.5998,521.8341,220.4473,244.8234,475.6757,429.4638,551.7583,482.7443,1243.1435,350.4172,692.703,1297.8972,1259.3981,313.3903
