Gene,TCGA-AF-2687-01A-02D-1734-05,TCGA-AF-2690-01A-02D-1734-05,TCGA-AF-2693-01A-02D-1734-05,TCGA-AF-3911-01A-01D-1734-05,TCGA-AF-4110-01A-02D-1734-05,TCGA-AF-6136-01A-11D-1828-05,TCGA-AF-6655-01A-11D-1828-05,TCGA-AF-6672-01A-11D-1828-05,TCGA-AF-A56K-01A-32D-A39G-05,TCGA-AF-A56L-01A-31D-A39G-05,TCGA-AF-A56N-01A-12D-A39G-05,TCGA-AG-3591-01A-01D-1734-05,TCGA-AG-3592-01A-02D-1734-05,TCGA-AG-3725-01A-11D-1734-05,TCGA-AG-3731-01A-11D-1734-05,TCGA-AG-3732-01A-11D-1658-05,TCGA-AG-3742-01A-11D-1658-05,TCGA-AG-4021-01A-01D-1734-05,TCGA-AG-4022-01A-01D-1734-05,TCGA-AG-A01W-01A-21D-A081-05,TCGA-AG-A01Y-01A-41D-A081-05,TCGA-AG-A020-01A-21D-A081-05,TCGA-AG-A026-01A-32D-A081-05,TCGA-AG-A02N-01A-11D-A081-05,TCGA-AG-A036-01A-12D-A081-05,TCGA-AH-6544-01A-11D-1828-05,TCGA-AH-6547-01A-11D-1828-05,TCGA-AH-6549-01A-11D-1828-05,TCGA-AH-6643-01A-11D-1828-05,TCGA-AH-6644-01A-21D-1828-05,TCGA-AH-6897-01A-11D-1926-05,TCGA-AH-6903-01A-11D-1926-05,TCGA-BM-6198-01A-11D-1734-05,TCGA-CI-6619-01B-11D-1828-05,TCGA-CI-6620-01A-11D-1828-05,TCGA-CI-6621-01A-11D-1828-05,TCGA-CI-6622-01A-11D-1828-05,TCGA-CI-6623-01B-11D-1828-05,TCGA-CI-6624-01C-11D-1828-05,TCGA-CL-4957-01A-01D-1734-05,TCGA-CL-5917-01A-11D-1658-05,TCGA-CL-5918-01A-11D-1658-05,TCGA-DC-4745-01A-01D-1734-05,TCGA-DC-4749-01A-01D-1734-05,TCGA-DC-5337-01A-01D-1658-05,TCGA-DC-5869-01A-01D-1658-05,TCGA-DC-6154-01A-31D-1926-05,TCGA-DC-6155-01A-11D-1658-05,TCGA-DC-6156-01A-11D-1658-05,TCGA-DC-6157-01A-11D-1658-05,TCGA-DC-6158-01A-11D-1658-05,TCGA-DC-6160-01A-11D-1658-05,TCGA-DC-6681-01A-11D-1828-05,TCGA-DC-6682-01A-11D-1828-05,TCGA-DC-6683-01A-11D-1828-05,TCGA-DT-5265-01A-21D-1828-05,TCGA-DY-A0XA-01A-11D-A153-05,TCGA-DY-A1DC-01A-31D-A153-05,TCGA-DY-A1DD-01A-21D-A153-05,TCGA-DY-A1DE-01A-11D-A153-05,TCGA-DY-A1DF-01A-11D-A153-05,TCGA-DY-A1DG-01A-11D-A153-05,TCGA-DY-A1H8-01A-21D-A153-05,TCGA-EF-5830-01A-01D-1658-05,TCGA-EF-5831-01A-01D-1658-05,TCGA-EI-6506-01A-11D-1734-05,TCGA-EI-6507-01A-11D-1734-05,TCGA-EI-6508-01A-11D-1734-05,TCGA-EI-6509-01A-11D-1734-05,TCGA-EI-6510-01A-11D-1734-05,TCGA-EI-6511-01A-11D-1734-05,TCGA-EI-6512-01A-11D-1734-05,TCGA-EI-6513-01A-21D-1734-05,TCGA-EI-6514-01A-11D-1734-05,TCGA-EI-6881-01A-11D-1926-05,TCGA-EI-6882-01A-11D-1926-05,TCGA-EI-6883-01A-31D-1926-05,TCGA-EI-6884-01A-11D-1926-05,TCGA-EI-6885-01A-11D-1926-05,TCGA-EI-6917-01A-11D-1926-05,TCGA-EI-7002-01A-11D-1926-05,TCGA-EI-7004-01A-11D-1926-05,TCGA-F5-6464-01A-11D-1734-05,TCGA-F5-6465-01A-11D-1734-05,TCGA-F5-6571-01A-12D-1828-05,TCGA-F5-6702-01A-11D-1828-05,TCGA-F5-6810-01A-11D-1828-05,TCGA-F5-6811-01A-11D-1828-05,TCGA-F5-6812-01A-11D-1828-05,TCGA-F5-6813-01A-11D-1828-05,TCGA-F5-6814-01A-31D-1926-05,TCGA-F5-6861-01A-11D-1926-05,TCGA-F5-6863-01A-11D-1926-05,TCGA-F5-6864-01A-11D-1926-05,TCGA-G5-6233-01A-11D-1734-05,TCGA-G5-6235-01A-11D-1734-05,TCGA-G5-6572-01A-11D-1828-05,TCGA-G5-6572-02A-12D-1828-05,TCGA-G5-6641-01A-11D-1828-05
LPP,0.185695976,0.192932167,0.171547761,0.153540311,0.220672904,0.174395172,0.184101228,0.165145362,0.181496933,0.174524283,0.156594595,0.141382088,0.169109975,0.139829326,0.211251013,0.177959096,0.180777753,0.139832655,0.18314088,0.173586151,0.170901445,0.179473557,0.19552606,0.190068678,0.183601834,0.221319326,0.231351548,0.194814873,0.222688355,0.212586319,0.154804304,0.164546289,0.186704496,0.22879517,0.180350224,0.194417374,0.177058738,0.212147591,0.207333082,0.147045431,0.166035157,0.179563167,0.139036375,0.156444738,0.194155762,0.198134756,0.170716802,0.18385694,0.195778961,0.192354833,0.194102078,0.192164374,0.179961498,0.195769264,0.19799311,0.237239982,0.179610912,0.156955818,0.21054735,0.158589194,0.191755138,0.139357472,0.162715847,0.216997396,0.173749802,0.168243823,0.253955013,0.15049796,0.186260195,0.158027708,0.187701151,0.204789774,0.161306886,0.146173931,0.197732259,0.176408597,0.198853185,0.191160828,0.177819854,0.258318649,0.168718566,0.204473599,0.219438335,0.18392114,0.181144619,0.222224302,0.17974976,0.187143256,0.192940886,0.187432774,0.207741046,0.208698796,0.165928617,0.205864422,0.188012478,0.160693513,0.182540997,0.267065618,0.1966631
LRP6,0.064552668,0.069254897,0.071325163,0.044255884,0.071842751,0.080701228,0.083628158,0.057597998,0.069354871,0.063820007,0.062751091,0.059621926,0.060713829,0.051494509,0.074532232,0.08287451,0.059421471,0.068699058,0.065812532,0.082397562,0.080676904,0.083549248,0.079572627,0.065854941,0.079210831,0.07510119,0.106166645,0.064158305,0.058794121,0.065602678,0.04724766,0.078936347,0.062743567,0.070175312,0.082113705,0.069282517,0.06855063,0.064567016,0.083069074,0.064029808,0.056851189,0.0660161,0.060445361,0.05875957,0.065645115,0.052991584,0.048840805,0.074746893,0.098268909,0.06490868,0.084721333,0.079579377,0.070329773,0.072556579,0.064878383,0.062697076,0.0581672,0.06331455,0.054028124,0.060014851,0.072647396,0.098716134,0.054309787,0.044774429,0.078041863,0.055717478,0.074095799,0.068152812,0.044245862,0.061006741,0.066783436,0.042952733,0.057594426,0.060404796,0.041073951,0.05301275,0.063703308,0.085863683,0.06199794,0.058145515,0.046344663,0.047340111,0.071658203,0.055123887,0.075271292,0.04839721,0.065542397,0.075201894,0.082824729,0.076214398,0.056412463,0.084444725,0.067238427,0.055600184,0.045605774,0.063173584,0.064643632,0.07933151,0.072731909
LRRC3B,0.165538095,0.393989859,0.558669251,0.459019626,0.495993285,0.576500959,0.47168174,0.404445928,0.351733789,0.393980963,0.559779829,0.548778919,0.555209169,0.628388216,0.377903979,0.564609412,0.628987416,0.34364074,0.414436526,0.513019345,0.299800545,0.385880038,0.618281729,0.559806041,0.554989301,0.468922526,0.414614338,0.392467189,0.54056718,0.559675244,0.586847493,0.440712561,0.472137182,0.260047947,0.400473681,0.485146972,0.54303803,0.428779883,0.273655868,0.485661619,0.531426663,0.591181792,0.631649809,0.51189988,0.489658182,0.478781377,0.542537739,0.496497532,0.418730032,0.495760002,0.38793452,0.491539906,0.485660149,0.428039423,0.426880933,0.492623566,0.439857482,0.509548753,0.551716844,0.270786004,0.431307488,0.692828159,0.66956964,0.402063333,0.573272752,0.44282087,0.450497293,0.450533023,0.468275125,0.583428404,0.47828748,0.52964839,0.209501602,0.577960537,0.57495837,0.560017272,0.66361524,0.478005228,0.371054504,0.479493666,0.674305864,0.34885628,0.425704209,0.3769846,0.595387824,0.351980739,0.221393534,0.507509297,0.391021445,0.550262298,0.504222083,0.473036356,0.431806979,0.463779139,0.522314355,0.326995926,0.369780648,0.283889096,0.428548712
LRRFIP1,0.106290092,0.116793013,0.08194111,0.088264862,0.081913549,0.083448146,0.136847856,0.094943027,0.149819309,0.111210029,0.112036936,0.066111699,0.086129599,0.065485799,0.109490692,0.075523672,0.11090317,0.076289174,0.098051474,0.06335327,0.086548711,0.08760284,0.072727245,0.065365996,0.109788006,0.091853378,0.133057156,0.141625151,0.079893009,0.131212847,0.064471909,0.091586285,0.091439886,0.09602695,0.080321742,0.118400221,0.093775009,0.141097906,0.113616428,0.0726286,0.104650914,0.108168168,0.072980513,0.091242922,0.141059404,0.141676816,0.068381047,0.125217246,0.155493413,0.100475653,0.174925912,0.066039833,0.135975035,0.113789309,0.115538048,0.134677043,0.23682341,0.108279453,0.062292618,0.06319168,0.058223437,0.0641224,0.082017528,0.122770572,0.09159196,0.060591509,0.119946841,0.080100805,0.088764736,0.067750351,0.072872277,0.07499062,0.089772908,0.080006647,0.078162956,0.074101218,0.096662877,0.096922229,0.104766489,0.266840365,0.08879181,0.133802508,0.119101278,0.105571341,0.136098788,0.219417947,0.134096765,0.143842199,0.112939921,0.105025924,0.100704149,0.156181354,0.092959586,0.110148958,0.066260417,0.070645441,0.147905561,0.172949022,0.117078422
LTB,0.375591993,0.296592387,0.394858416,0.328475987,0.38652294,0.352589425,0.34406759,0.41429206,0.354745489,0.398794186,0.394378546,0.398440831,0.254592407,0.307096986,0.264393132,0.187595648,0.388762461,0.446029607,0.406016292,0.342771413,0.29128848,0.415941302,0.470083181,0.32528718,0.333174973,0.482648449,0.369267783,0.447998439,0.448349558,0.323558432,0.369900405,0.367822379,0.331991887,0.458589388,0.297635714,0.446545025,0.363266278,0.311109734,0.363323846,0.389348067,0.427183793,0.400073509,0.439822621,0.302611803,0.383104961,0.366600295,0.274246643,0.356580446,0.336777909,0.351109005,0.415319164,0.418147605,0.342419979,0.441598597,0.370886709,0.379396207,0.465809157,0.298446669,0.237696118,0.287710129,0.307595892,0.34699406,0.453328365,0.369024442,0.4658421,0.365676147,0.338087625,0.297108531,0.373506918,0.303253471,0.37858216,0.378039685,0.318971892,0.358369277,0.470673579,0.352737237,0.441108395,0.389311707,0.41071135,0.439291137,0.434889888,0.364651114,0.338650595,0.301054725,0.352977801,0.389345468,0.665872986,0.394511076,0.384434109,0.472453694,0.405901336,0.382907794,0.395891189,0.381845853,0.431008243,0.387641631,0.472303353,0.420079077,0.429971754
LTBP2,0.126180879,0.187261046,0.184447869,0.139344805,0.152572841,0.155485784,0.103669079,0.122010451,0.145782857,0.21043201,0.15670853,0.134256823,0.262959433,0.140291959,0.252289654,0.140369795,0.243747862,0.1653505,0.191395167,0.259929362,0.137220566,0.154432282,0.163453633,0.114674736,0.194356859,0.2401567,0.155090479,0.219882116,0.136470341,0.135789509,0.116057484,0.152777033,0.157987174,0.152902892,0.151862068,0.158953424,0.149724808,0.161093525,0.130947113,0.153289393,0.172237921,0.159566667,0.171766563,0.140244807,0.136349324,0.166196539,0.153717733,0.131982819,0.17168275,0.118915318,0.126847492,0.155207704,0.146845865,0.240476649,0.128039107,0.312935871,0.179614446,0.242542521,0.132146335,0.116964669,0.160920452,0.141274959,0.186761828,0.127001511,0.298010141,0.130616115,0.28151038,0.178759233,0.132774607,0.167384136,0.130485242,0.245772828,0.101638464,0.187866046,0.196804356,0.200141496,0.212526519,0.159208229,0.12200925,0.289588512,0.176639231,0.14352528,0.158836733,0.225589249,0.135190844,0.126826924,0.106456912,0.209254217,0.141173715,0.198875243,0.191572807,0.138665212,0.200271916,0.246510609,0.308443788,0.148403547,0.195568402,0.17234926,0.148268685
LTBP4,0.027339407,0.025774645,0.026333007,0.027846887,0.028678224,0.031545521,0.039589481,0.029820041,0.029986658,0.051720374,0.030403987,0.025578267,0.028108348,0.022687683,0.025426788,0.030637946,0.029518981,0.022775906,0.024826668,0.0325652,0.041789929,0.033994791,0.040543426,0.036269264,0.040895593,0.03422167,0.035623026,0.031271181,0.029908604,0.03543124,0.027138419,0.036132766,0.026535324,0.032126624,0.033491739,0.034454587,0.034514955,0.040173196,0.033930463,0.025609618,0.034855007,0.03182851,0.027814033,0.028332399,0.036830151,0.031484695,0.033569926,0.033949891,0.033469537,0.035162401,0.034736102,0.032049108,0.036972272,0.027873187,0.034932816,0.035046398,0.037458377,0.030203575,0.03628366,0.029475475,0.033826394,0.031384054,0.027195242,0.037000382,0.036186725,0.028438393,0.07496173,0.024076466,0.024732714,0.026598225,0.030956635,0.022349376,0.028239954,0.026657483,0.030137197,0.032456603,0.035879254,0.03156153,0.030816336,0.030892754,0.033640453,0.036466791,0.032134949,0.026112335,0.036215271,0.041636176,0.034260175,0.035620123,0.03529715,0.026921965,0.03541063,0.038124283,0.038530293,0.027727042,0.025047521,0.02760485,0.03606278,0.035389475,0.037138342
LTF,0.704016673,0.736488331,0.784741926,0.688490927,0.762468972,0.750099877,0.796722801,0.867971249,0.747961062,0.757526949,0.802444334,0.842922407,0.82528567,0.766641468,0.737341125,0.694506158,0.860893798,0.643216466,0.815033743,0.624883495,0.711765083,0.840986405,0.891727086,0.873634905,0.795643368,0.828483466,0.735735676,0.78528272,0.75158793,0.7102641,0.879341973,0.831047871,0.748956505,0.760500769,0.711910729,0.776352989,0.87415096,0.78357048,0.611537729,0.826874742,0.84248113,0.860000325,0.871704415,0.854180322,0.821013135,0.833346213,0.826159029,0.739132455,0.774327576,0.857634078,0.800968759,0.815295635,0.764618546,0.726258754,0.832908839,0.795905531,0.858382152,0.768615365,0.885479617,0.751994851,0.523234648,0.8637886,0.794112752,0.64472608,0.834784736,0.833984554,0.756983719,0.838940159,0.821702785,0.851001277,0.811628986,0.815947179,0.805113823,0.854889051,0.855720952,0.651845386,0.877738292,0.777948397,0.754034275,0.787829502,0.892830076,0.780318455,0.730423866,0.74998996,0.847584414,0.74598936,0.849520311,0.797980131,0.775775744,0.842900708,0.729519027,0.737768503,0.85696986,0.793787136,0.724259105,0.772520919,0.830765861,0.694712876,0.778526335
LXN,0.507909952,0.120706685,0.072890265,0.50574327,0.107107012,0.083158818,0.07787697,0.061918696,0.097535141,0.082805053,0.061420671,0.044597039,0.073566787,0.039897475,0.166954014,0.085358996,0.206043834,0.048391536,0.071005436,0.064712835,0.076768948,0.056206913,0.674474691,0.052577469,0.122116303,0.136883562,0.191606908,0.126542088,0.066098181,0.086849777,0.227966689,0.065241046,0.090106156,0.268662301,0.137899825,0.183166438,0.073761718,0.067063572,0.24287033,0.093408166,0.055490605,0.154121434,0.261761332,0.065015329,0.217371818,0.087102836,0.063970151,0.113032997,0.112749483,0.107058544,0.126497406,0.091186243,0.103420042,0.196061688,0.092345213,0.119510813,0.474513401,0.128017119,0.142303565,0.065618783,0.065807452,0.150980315,0.055657367,0.218207804,0.110686464,0.113657385,0.126631274,0.058719705,0.049051028,0.070696718,0.08213875,0.084969781,0.103420779,0.049107037,0.066823178,0.093197214,0.074872847,0.101700247,0.351583299,0.240933245,0.05996743,0.120824702,0.16826568,0.078033721,0.102402191,0.226388385,0.204437254,0.086194015,0.1013131,0.107317919,0.16006506,0.114710145,0.076258141,0.122776915,0.207701114,0.096721211,0.099127519,0.395630448,0.110796845
LY6D,0.506850918,0.488739171,0.417160952,0.272182219,0.447692272,0.411200244,0.428408034,0.332644168,0.443820434,0.505173921,0.383115431,0.227318512,0.370352175,0.288634505,0.421474802,0.367104066,0.371251926,0.297996914,0.433053767,0.376464013,0.423137801,0.33523549,0.413766747,0.329360186,0.434734517,0.516829074,0.546876959,0.562920761,0.438345724,0.388670298,0.260864882,0.449243389,0.569048063,0.52259828,0.421033021,0.577086883,0.492063357,0.400210854,0.441724795,0.446032233,0.442761679,0.412274605,0.380980645,0.375699513,0.487127657,0.42391789,0.341798349,0.379642169,0.528275702,0.440290842,0.406235688,0.447084242,0.529644114,0.417396377,0.370655386,0.543091153,0.441287485,0.373668041,0.371701504,0.283677334,0.186199257,0.230766322,0.390868151,0.348076479,0.433508898,0.442620267,0.642894824,0.282277038,0.307603602,0.381318316,0.393909962,0.436309981,0.29667391,0.393179802,0.430761103,0.369431228,0.511546904,0.43415971,0.452888393,0.602827138,0.495266234,0.565951848,0.464944693,0.410355707,0.441438151,0.532292391,0.414080781,0.436916007,0.497319287,0.621371757,0.464387384,0.565390252,0.467240323,0.400580589,0.391047168,0.401568833,0.514289706,0.643666818,0.439670818
LYPD3,0.382190158,0.39957939,0.424911749,0.299347337,0.422014867,0.35819927,0.374357325,0.332245218,0.366301736,0.43773779,0.306746996,0.294826003,0.315770176,0.316490949,0.434847776,0.405300729,0.32822805,0.245850501,0.375702529,0.395649581,0.301257613,0.389507101,0.290176749,0.329994711,0.39663613,0.418074765,0.533724079,0.40001914,0.326766883,0.366329831,0.281770504,0.384774436,0.418089646,0.44717669,0.404664885,0.504936529,0.339882079,0.405799893,0.419919132,0.362751853,0.304577218,0.33444136,0.351158056,0.293022135,0.432012295,0.444641541,0.300362745,0.375375535,0.442130721,0.369969502,0.401374146,0.449001945,0.398923917,0.421559292,0.367726568,0.367269737,0.3823641,0.375628597,0.277073936,0.386556391,0.21141708,0.223388241,0.435626342,0.303553924,0.411973414,0.410295854,0.397256961,0.297594613,0.264774251,0.413891223,0.483384253,0.342936536,0.32662508,0.292616083,0.357058379,0.346235368,0.498653051,0.450579967,0.353066279,0.487142497,0.339219,0.391082157,0.447785584,0.365543209,0.406203224,0.440099511,0.36952746,0.358137105,0.414111842,0.485381653,0.406572923,0.420676945,0.40184551,0.401633829,0.402676971,0.364512707,0.412826449,0.547461076,0.370167597
LYVE1,0.809491193,0.810278755,0.814455557,0.704769583,0.844309716,0.769547057,0.639742906,0.841095624,0.751324384,0.822894692,0.734527692,0.808226252,0.688073042,0.677504451,0.690135988,0.785807744,0.789842711,0.720009101,0.79892627,0.769196986,0.850378452,0.873026611,0.829953656,0.818956967,0.795258106,0.887015615,0.848840289,0.844745038,0.816810927,0.703296928,0.815731769,0.769888866,0.852218204,0.555337249,0.764633655,0.871342823,0.725461859,0.763149688,0.719172208,0.850572658,0.904623981,0.861966498,0.80049249,0.805847616,0.836307525,0.705287898,0.706185627,0.870437937,0.858826383,0.698144396,0.577250561,0.826049234,0.815732465,0.892064019,0.808552216,0.850578582,0.800226641,0.862980436,0.770823365,0.444178678,0.481875418,0.77434368,0.744580455,0.507797142,0.745816083,0.889284528,0.882441052,0.823096656,0.87082862,0.768738658,0.805826183,0.821844758,0.446012947,0.75878586,0.884839313,0.884252035,0.923076794,0.867086297,0.817892414,0.883228124,0.849469321,0.866288772,0.830410439,0.750333743,0.836441936,0.70060729,0.547773817,0.733760975,0.862550526,0.878379805,0.668503892,0.800129897,0.892993488,0.818939692,0.802024644,0.857321584,0.89513202,0.835781814,0.874551325
MACC1,0.206377219,0.165476921,0.111159727,0.075484068,0.114301979,0.102675442,0.142873672,0.105446086,0.136603224,0.204634928,0.155423482,0.068899179,0.076477708,0.053911993,0.180105029,0.122501776,0.127562445,0.137823886,0.120805366,0.098422468,0.133830543,0.104458864,0.063465736,0.09283677,0.111243858,0.147931556,0.209937417,0.189900665,0.078003367,0.135779247,0.096924844,0.122160711,0.112081635,0.126758969,0.154805563,0.179914232,0.122148045,0.137607944,0.167346862,0.117179094,0.096442844,0.109153513,0.066813421,0.105774015,0.181640808,0.179484582,0.111288045,0.16136153,0.209774208,0.083458136,0.186254782,0.117122105,0.295273517,0.157923826,0.150610642,0.19105011,0.076531834,0.132821352,0.066835052,0.100603031,0.053030812,0.088297937,0.079257681,0.084927229,0.110071486,0.104889756,0.155031531,0.069909182,0.127171526,0.074982098,0.102138668,0.073031733,0.064923244,0.081767307,0.116630322,0.123556441,0.099757481,0.133029635,0.129421466,0.258789704,0.112754034,0.271690928,0.21416354,0.191529302,0.186405411,0.348456748,0.167459984,0.152246576,0.219211847,0.167105316,0.144543874,0.245714618,0.132673822,0.177145344,0.077051232,0.101262945,0.168018963,0.258569941,0.12370686
MAD2L1,0.02987519,0.031570919,0.027676163,0.029606212,0.036271028,0.037747084,0.037737628,0.03568182,0.031587629,0.031401035,0.029627602,0.028223843,0.02844591,0.028399875,0.025063824,0.035752187,0.034352838,0.030552208,0.029659106,0.041367709,0.051471613,0.046866974,0.040081306,0.041929839,0.04576018,0.040228137,0.033530427,0.036734044,0.041982688,0.036483768,0.036091954,0.037313122,0.027361911,0.03605738,0.034508946,0.036240534,0.036016451,0.037252056,0.03706764,0.030830288,0.03281779,0.034579352,0.031616321,0.026878807,0.031355785,0.040715056,0.038347488,0.036164923,0.03854915,0.035612746,0.036929876,0.037396549,0.038114948,0.034340597,0.033426413,0.038247889,0.03368452,0.037435731,0.034711568,0.031303427,0.036017579,0.036461945,0.034779494,0.037354473,0.030965887,0.030668718,0.028180149,0.027236035,0.029356078,0.026713644,0.026772379,0.028241134,0.031574646,0.028831011,0.034035464,0.033237668,0.033599631,0.034405257,0.034207829,0.041321122,0.04837537,0.044556305,0.029946797,0.029688773,0.038895518,0.05054286,0.038889728,0.038537702,0.036767923,0.034246596,0.037395914,0.03755209,0.037605744,0.034019594,0.026667155,0.026923111,0.03695805,0.049066063,0.038127516
MAD2L2,0.087280965,0.130945458,0.11017751,0.108607585,0.105594388,0.101551623,0.0845256,0.103156636,0.110116657,0.161231651,0.091576735,0.102227534,0.158519765,0.09869982,0.123083605,0.139273364,0.137814289,0.110529504,0.087667507,0.121805379,0.098542107,0.138792522,0.188334299,0.166377206,0.214196124,0.155190551,0.138169649,0.130939144,0.137628253,0.168666953,0.084169431,0.105357597,0.090000256,0.11851173,0.121216316,0.129469912,0.132188848,0.118953058,0.105194302,0.117609341,0.122843485,0.163417774,0.119538136,0.16928008,0.106271376,0.125549108,0.141487101,0.105922315,0.147645531,0.156656213,0.106170598,0.108700838,0.126796889,0.142750654,0.114683855,0.167652215,0.094889289,0.160104743,0.16045035,0.088548585,0.106761342,0.109321753,0.13390059,0.101657474,0.171744829,0.11147573,0.103277593,0.180773163,0.063532242,0.15731653,0.129019224,0.129475951,0.045957078,0.176611092,0.128102224,0.170006206,0.193544938,0.150751238,0.099276108,0.200568861,0.15295805,0.1488423,0.102656417,0.127223129,0.134816282,0.095863923,0.073713835,0.152517879,0.119015745,0.14484102,0.136387831,0.129888388,0.131321318,0.144082365,0.175340103,0.110371847,0.133719945,0.110756884,0.123769192
MADCAM1,0.281395824,0.448702995,0.465040352,0.328182373,0.36444663,0.46845498,0.36898805,0.299491773,0.29731744,0.432694924,0.340383257,0.46293295,0.484030996,0.497623366,0.269514078,0.506189421,0.581867688,0.584885924,0.330221603,0.538250564,0.219743669,0.540276368,0.531702135,0.506163931,0.506419822,0.496086873,0.404036275,0.319329661,0.62125569,0.406520816,0.332577497,0.464068764,0.444278899,0.44673484,0.498086194,0.41435749,0.417541568,0.458869663,0.219040749,0.414237278,0.530112909,0.539977599,0.447179446,0.387862327,0.464039201,0.40281244,0.48538583,0.379982879,0.468751544,0.500618951,0.130653109,0.449766459,0.458539093,0.47590286,0.473746169,0.488182583,0.354334701,0.395116584,0.480750594,0.392431179,0.044463136,0.451788577,0.626524348,0.458564224,0.594564341,0.407953056,0.301891176,0.519815859,0.176416973,0.390123804,0.512302066,0.488760483,0.047312179,0.423725877,0.364336625,0.565658018,0.514508832,0.392257356,0.460480526,0.479254337,0.543466147,0.481513957,0.378535389,0.425455749,0.431595625,0.230739852,0.081487857,0.493102025,0.426039365,0.527821112,0.394652491,0.415943947,0.399760359,0.430429607,0.442568075,0.362347491,0.595437231,0.374842139,0.492076924
MAEL,0.69376198,0.77708333,0.815883148,0.681573391,0.804170387,0.701730375,0.676118721,0.858727161,0.759898649,0.882766275,0.762379029,0.668960627,0.76040101,0.567498764,0.831820673,0.805988182,0.743786487,0.653358198,0.750437443,0.625597225,0.710485969,0.685907577,0.633899,0.555521922,0.574829164,0.903719098,0.907706135,0.809591256,0.759918193,0.649084025,0.497494348,0.885663507,0.862899267,0.818759918,0.765196876,0.867436223,0.651036837,0.760066722,0.573116534,0.744609334,0.892831551,0.752908125,0.339350449,0.755780047,0.702326339,0.648210267,0.681705456,0.834665872,0.805889136,0.631758307,0.734234184,0.785435335,0.804916954,0.934452591,0.736770749,0.921409053,0.663017222,0.873225127,0.710721424,0.609524754,0.601338285,0.460865807,0.606229999,0.685018995,0.78364924,0.853343092,0.888096455,0.744517416,0.67817338,0.892107025,0.741545245,0.752035915,0.430666359,0.757000246,0.852463396,0.86370288,0.744298146,0.921105475,0.707602607,0.885029479,0.711819343,0.912684712,0.80489679,0.810796243,0.762510693,0.851536329,0.506353519,0.817949524,0.933745996,0.79856312,0.713225201,0.784779185,0.831450835,0.822892355,0.815629717,0.850353723,0.830579179,0.84754901,0.855967184
MAF,0.032265013,0.036284246,0.0527725,0.033283214,0.045524221,0.063117436,0.040893754,0.036389558,0.037935182,0.042209995,0.040133423,0.038437505,0.05054365,0.033726408,0.083394467,0.06430994,0.057409654,0.077750922,0.036692515,0.063922104,0.048597709,0.048922166,0.04673863,0.069472268,0.056154832,0.046290523,0.076567705,0.042397955,0.03987839,0.040793812,0.040379296,0.046630018,0.03163437,0.037809458,0.075319601,0.040902783,0.042327699,0.055366006,0.043429126,0.037202137,0.047971913,0.039022978,0.037948589,0.042800229,0.040977277,0.044736872,0.04672075,0.043813272,0.05911861,0.04064921,0.043960934,0.048119888,0.040027926,0.039308903,0.037936269,0.089734352,0.042618585,0.047896192,0.035753921,0.038978611,0.039445913,0.044168917,0.036959182,0.043764207,0.044979695,0.041469573,0.070098014,0.051621695,0.027608834,0.051324684,0.035933562,0.032206212,0.032876746,0.030972543,0.044558837,0.067987399,0.046405023,0.04483504,0.039252569,0.111731564,0.072257762,0.072494552,0.101371995,0.033994473,0.044687555,0.053143275,0.0440812,0.043829833,0.042738612,0.041487609,0.094004314,0.046481095,0.041136024,0.042477696,0.061981562,0.044712425,0.041622465,0.039684589,0.051129044
MAFB,0.191380831,0.232628647,0.249209523,0.230594319,0.182246996,0.2358611,0.209386841,0.204847082,0.218004905,0.246224633,0.230034347,0.247726238,0.27422562,0.2807807,0.195049432,0.0751592,0.303050469,0.215569153,0.266759376,0.228670451,0.144353898,0.254201267,0.315624477,0.295599451,0.264438245,0.235924779,0.216108016,0.270031496,0.241681733,0.222259196,0.253288593,0.269598759,0.133718587,0.201199931,0.265734904,0.207374504,0.285369641,0.161388718,0.211401523,0.25105346,0.249917162,0.302832425,0.240870172,0.257637861,0.233730514,0.208378434,0.200325851,0.214406105,0.26809378,0.211898846,0.277809197,0.147373704,0.221567106,0.213042282,0.287870968,0.209534077,0.254740697,0.215974929,0.256398412,0.276396977,0.250454934,0.282612227,0.25715911,0.268263101,0.310358621,0.21461202,0.210617985,0.237901053,0.189909754,0.322256367,0.253585861,0.312172438,0.259249946,0.293723286,0.260108251,0.29351341,0.304297464,0.21105267,0.232225937,0.363599346,0.307985585,0.193724447,0.05112671,0.232442551,0.270569659,0.206959509,0.230179668,0.296496841,0.196136194,0.247062021,0.254516407,0.241666015,0.269772874,0.2480698,0.368555849,0.212941518,0.264965663,0.223609478,0.114922888
