gene_id,TCGA-AF-2687,TCGA-AF-2690,TCGA-AF-2693,TCGA-AF-3911,TCGA-AF-4110,TCGA-AF-5654,TCGA-AF-6136,TCGA-AF-6655,TCGA-AF-6672,TCGA-AF-A56K,TCGA-AF-A56L,TCGA-AF-A56N,TCGA-AG-3591,TCGA-AG-3592,TCGA-AG-3725,TCGA-AG-3731,TCGA-AG-3732,TCGA-AG-3742,TCGA-AG-3902,TCGA-AG-4021,TCGA-AG-4022,TCGA-AH-6544,TCGA-AH-6547,TCGA-AH-6549,TCGA-AH-6643,TCGA-AH-6644,TCGA-AH-6897,TCGA-AH-6903,TCGA-BM-6198,TCGA-CI-6619,TCGA-CI-6620,TCGA-CI-6621,TCGA-CI-6622,TCGA-CI-6623,TCGA-CI-6624,TCGA-CL-4957,TCGA-CL-5917,TCGA-CL-5918,TCGA-DC-4745,TCGA-DC-4749,TCGA-DC-5337,TCGA-DC-5869,TCGA-DC-6154,TCGA-DC-6155,TCGA-DC-6156,TCGA-DC-6157,TCGA-DC-6158,TCGA-DC-6160,TCGA-DC-6681,TCGA-DC-6682,TCGA-DC-6683,TCGA-DT-5265,TCGA-DY-A0XA,TCGA-DY-A1DC,TCGA-DY-A1DD,TCGA-DY-A1DE,TCGA-DY-A1DF,TCGA-DY-A1DG,TCGA-DY-A1H8,TCGA-EF-5830,TCGA-EF-5831,TCGA-EI-6506,TCGA-EI-6507,TCGA-EI-6508,TCGA-EI-6509,TCGA-EI-6510,TCGA-EI-6511,TCGA-EI-6512,TCGA-EI-6513,TCGA-EI-6514,TCGA-EI-6881,TCGA-EI-6882,TCGA-EI-6883,TCGA-EI-6884,TCGA-EI-6885,TCGA-EI-6917,TCGA-EI-7002,TCGA-EI-7004,TCGA-F5-6464,TCGA-F5-6465,TCGA-F5-6571,TCGA-F5-6702,TCGA-F5-6810,TCGA-F5-6811,TCGA-F5-6812,TCGA-F5-6813,TCGA-F5-6814,TCGA-F5-6861,TCGA-F5-6863,TCGA-F5-6864,TCGA-G5-6233,TCGA-G5-6235,TCGA-G5-6572,TCGA-G5-6572,TCGA-G5-6641
CSE1L,5875.6918,3340.044,3845.5047,4682.3646,3456.343,5081.0664,3668.3417,5159.0266,2867.6285,4384.1298,6946.4151,5580.6712,2876.0994,6951.2977,3051.5203,4934.7224,2098.8662,8950.1953,5078.6187,3017.8505,4693.0562,5784.042,2045.7677,9175.5884,3697.7005,4619.9461,4855.427,4841.3645,3358.5057,6338.2502,6343.3552,7099.1649,4228.0627,9188.5593,4290.3226,6410.3821,7061.1636,6834.637,4939.3248,9514.1468,5950.9185,8139.4115,6173.4965,8909.5287,3780.2723,7177.4113,6288.049,10911.9157,3669.2181,6367.1789,6623.9217,1681.4516,4576.8279,4600.1594,3858.9879,4114.2297,2200.1232,4330.5542,6348.1294,3483.8384,5820.984,3667.9481,2478.4141,4507.0638,3832.6456,2977.3891,6138.8099,6676.5089,7352.6664,5118.9146,5313.9535,3262.4357,4020.3755,2514.094,6142.3209,4049.4567,3605.6443,1852.8139,2661.73,3837.4802,4635.3203,3760.0165,4886.7434,5534.3045,4743.2031,3995.6313,4465.554,4003.6436,4017.4721,3464.7994,4420.2761,3705.474,4701.5347,1846.2777,1832.3699
CSF1R,1825.8834,3289.5985,627.0691,461.3102,1080.6536,111.5343,344.8492,440.8602,228.0431,733.9946,338.1132,383.3401,403.7443,402.1147,134.2905,1808.2768,497.0522,323.2422,1055.7516,535.5151,806.7227,14.3335,1442.4213,800.6382,163.1924,597.035,134.759,197.7576,438.1588,654.6777,470.473,844.1333,171.259,228.1073,995.3917,164.4432,182.4963,74.6535,324.8175,134.8364,131.8188,232.5133,325.2794,374.269,1808.4547,268.8656,1032.7999,519.8157,604.523,178.3754,301.7896,994.9597,277.552,243.5728,151.7551,409.8541,130.5419,108.3865,84.9715,239.899,335.2697,994.6559,1281.4978,499.7745,349.381,165.9556,1145.0237,612.2449,324.2507,644.093,247.948,472.2699,325.2097,1151.6779,1175.477,2053.5781,790.1968,2602.5974,1990.278,1373.2178,1317.0941,819.9091,363.9064,701.1278,718.5088,441.2407,644.8864,260.3511,156.8773,724.0727,335.0785,39.1487,401.0501,775.8551,40.0495
CSF1,603.6611,875.1591,251.0008,194.201,478.7179,90.8596,197.8643,255.2349,119.9047,273.2191,148.3019,209.8666,224.2452,260.173,141.8919,547.8352,385.4875,144.5312,440.7601,211.2309,363.5559,41.5671,522.1457,296.769,109.6794,300.5391,80.8554,126.1927,412.008,368.9634,199.3928,389.1143,167.0199,183.2627,439.1705,148.1078,135.2561,158.6387,178.8321,58.3554,111.6253,118.6686,110.2714,20.6398,580.8455,143.4283,676.4272,238.578,326.8707,141.6026,108.6649,390.121,117.2897,143.0743,117.6979,153.9404,137.3153,99.5586,24.0964,188.8889,143.2128,353.1152,677.533,200.0553,281.9807,122.8669,425.0658,243.5953,187.6216,299.5678,158.3447,289.8799,206.1526,531.5436,571.1605,635.444,288.8971,789.6104,670.9976,616.5315,448.7995,454.3577,416.2644,306.8609,492.936,243.7746,236.5057,180.1921,200,340.2725,217.9914,77.8423,341.2763,541.3816,46.6557
CSF2RB,588.3355,1037.1399,316.7803,170.3401,685.191,48.4222,225.5025,232.0317,140.6359,280.8837,155.0943,127.3757,108.5223,202.1788,95.4392,820.7971,529.2517,135.7422,538.239,176.6456,319.77,53.5117,996.063,127.6426,138.4261,305.0314,64.45,77.2901,408.2722,673.6714,318.0883,602.6141,91.1403,276.8362,449.3088,117.978,80.0597,91.1212,120.8942,50.3979,105.4551,128.3164,65.141,64.6715,378.7915,161.4193,438.0888,366.5569,176.9611,65.3128,105.5749,136.5927,57.1282,60.3981,35.5598,122.0738,51.7241,31.8784,17.7552,47.9798,117.131,506.8048,581.0573,115.3046,34.3879,164.6758,549.3418,295.7013,131.1794,129.5308,277.0178,345.3402,87.0955,371.8121,628.4016,430.873,220.9432,732.4675,483.827,551.6727,469.2725,252.7881,197.9205,190.3195,347.6196,196.1555,115.4119,78.5028,71.3755,229.7502,242.2656,49.1635,77.9483,135.7478,15.6895
CSF2,1.2771,11.5701,10.3862,19.2213,11.6557,16.3221,0,24.901,2.2412,13.9766,0.7547,19.814,7.7149,44.2166,16.8919,16.4389,1.3605,7.3242,7.1247,16.7348,11.0571,1.4333,1.4764,4.4675,13.2677,1.7969,1.1718,2.8626,63.509,6.466,0.3917,83.6635,1.6956,7.7684,3.6866,3.2671,8.4535,22.5058,5.4745,6.1892,22.9982,13.0246,0,0,0.9553,0.4998,21.7909,7.3733,0.3757,1.0977,1.545,14.1129,0.5056,2.4753,6.0101,1.4708,0.6158,4.9044,3.8047,0,1.4226,25.1342,18.0617,0.3637,0,2.1331,3.7915,6.079,6.6174,0.8902,68.3995,4.0023,2.3971,5.3691,144.5105,6.7441,4.456,19.4805,10.4488,5.964,9.6343,9.0872,4.0847,0.9398,0.9498,0.8737,7.8125,1.3249,0,1.1355,13.327,0.4552,0,4.829,1.2386
CSMD1,68.5398,0,0.8655,0,1.2488,0,0,1.1319,0,2.2543,0.7547,2.4262,1.543,0.6408,0.4223,3.0584,1.3605,0,0.3239,1.1157,0,0,2.4606,0.9573,0,0,0.5859,0,0,0.8082,1.1752,0.3946,0,0.3531,4.1475,0,1.9891,0,0.4562,0,0.5609,0,0,0,2.866,0,1.3619,0.5267,0.7514,0,0,0,0,0.4951,0,0.4903,0.6158,0,0,1.5152,0.4742,3.7083,0,0.3637,1.3755,0.4266,0,0,1.9463,0.8902,2.052,0,0,4.9217,0.6256,0,0.7427,25.5411,3.6344,0,2.4086,0,4.0847,0.4699,0,0,1.0653,0,0.3717,0.757,0,0,0.4039,0,0
CSMD2,49.8084,25.9169,3.8948,8.9478,18.3162,14.1458,2.5126,101.8676,34.1785,27.0514,13.2075,28.7101,19.03,5.7674,3.8007,62.3148,13.1519,11.2305,5.5055,38.6761,42.0168,2.8667,34.4488,10.5305,21.6705,35.0404,3.5155,18.8454,31.4877,8.8907,12.5355,15.3909,3.8152,7.7684,16.5899,6.1712,18.8961,20.3101,4.562,8.8417,3.9265,3.3767,7.6637,4.128,40.1242,6.9965,101.2371,3.6866,8.6414,2.7442,23.69,41.3306,9.6056,8.4161,76.128,8.3344,3.6946,2.4522,1.2682,9.596,18.0202,4.5324,65.1982,6.1835,24.3008,3.413,47.1827,28.6583,32.6975,8.4573,3.762,13.7221,10.3875,15.2125,29.7154,14.6122,33.42,348.4848,46.3384,61.1313,48.1717,235.853,14.8533,70.4887,16.1463,8.7374,4.2614,10.9308,4.8327,42.0136,10.4712,4.5522,13.7318,15.0235,16.1024
CSMD3,0.8514,0.4628,0,1.3256,0.4163,8.7051,1.2563,0,2.8015,0,0,0,0,0,0,0,1.8141,2.9297,0.6477,1.4875,0.8846,0,0.4921,0.3191,39.3608,1.7969,0.5859,0.2385,0,4.0412,1.9587,0,0,0,0.9217,0,0.4973,0,0.4562,0,0,0.9648,2.5546,0,1.433,0.4998,0.908,0.5267,0,0,0,1.5121,0,0,2.0034,0,0,0,1.2682,1.0101,0,0.8241,5.2863,0.7275,1.3755,0,0,0.8684,0,0,0.342,0.5718,0,0,0.6256,0,1.114,0.4329,0,0,0.4014,0.4131,0.3713,1.4098,0.4749,0,0,3.6436,0,0.757,0,0,0.4039,10.1945,0
CSNK2A1,2835.249,2293.648,2070.3235,2412.5992,949.9428,2301.9587,1469.2211,2719.2982,1699.958,1752.0289,1242.2642,790.9422,1599.5474,2014.7389,2059.9662,2392.8128,1632.1995,875.9766,916.1722,1798.0662,750.1106,2128.0459,1114.1732,3466.4539,2215.2592,2685.5346,2613.1537,2236.6412,1692.3282,2600.9295,2187.8366,1847.3062,3185.6719,3294.8446,1669.5853,2583.1745,1515.1666,1970.0837,2129.562,825.8179,2241.4809,3175.5909,593.5072,1084.2793,2052.5436,1404.7976,1002.8374,2121.9223,2190.4097,2129.528,1050.0837,1061.996,1609.1951,683.192,2171.6511,2377.7424,1026.4778,1061.3046,592.8979,1731.8182,1149.4961,2729.7412,1841.4097,2269.7182,2704.7226,1824.6587,812.6382,1055.1455,1886.7264,897.8131,1058.8235,1476.8439,577.3072,853.2438,3725.9931,1807.0438,1863.3494,1004.7619,1756.769,2435.5605,947.7779,941.7596,2390.6424,3243.4211,2529.2651,1464.8318,1723.7216,2148.3935,2146.8401,836.866,2043.7887,2526.0043,2546.042,1320.4561,1416.5979
CSRP1,9376.7561,9631.8408,4090.4468,6529.5937,6655.8435,3452.6659,3621.2312,3522.9202,3929.4019,3513.9766,4468.6792,3751.3142,4808.9287,3291.5732,2767.3142,4158.6543,4064.8526,2936.0352,2449.6028,5577.5381,4957.9832,6483.9943,5256.3976,5714.2401,5797.5309,4600.1797,3031.4926,3680.5821,4867.2448,2822.3884,4635.7849,3565.96,4947.4354,3209.3927,4610.1382,3954.9868,3703.63,2581.0347,4949.8175,4098.1432,4237.8348,4090.6898,3171.0484,7159.2707,5076.6659,2186.4068,2882.7602,4176.9585,10453.1011,3373.2162,3252.7359,14756.5524,1639.5287,4282.3266,11645.0783,7892.1436,10554.803,2086.8073,1518.7064,2651.0101,3363.1298,4468.1228,3788.5463,4133.8697,4344.3375,3651.4505,2893.7335,2376.4655,3977.4231,7966.8116,3594.7332,4357.9188,3300.4395,4449.6644,3263.9975,2899.9625,5229.8552,9896.9697,16297.9284,4753.7042,4435.8092,7852.9533,13091.3479,4121.2406,14003.5617,8719.5282,2677.2017,5010.9308,16057.6208,8421.2718,3692.0514,2414.4759,3615.9128,3671.6298,4212.2213
CST1,940.4002,4948.7446,254.4628,896.4397,6751.1708,29.3798,529.5226,32.2581,903.2077,678.0884,16.9811,1433.4816,14.4011,292.214,525.7601,1241.7089,14.059,14389.6484,162.2489,840.4611,2253.4277,12.4224,430.1181,94.1364,81.3751,271.3387,183.9754,193.4637,301.0007,3804.4049,52.8841,349.2557,140.3137,401.8362,1486.1751,32.6708,264.545,237.1346,81.2044,87.0911,62.2634,91.1722,124.3214,151.3588,184.3802,595.2024,630.1214,91.6392,1518.634,256.8606,122.0548,103.8306,52.0726,1694.1181,2380.5022,819.218,221.6749,86.3168,267.5967,7345.9596,787.6704,28.8425,57.7093,119.6694,2352.5906,92.1502,206.4244,3175.4234,84.4687,2931.135,100.5472,29.7313,3355.1738,300.2237,1522.3647,11.6148,1287.0405,170.1299,7169.7256,1491.3801,6052.3706,205.7001,2454.5117,1822.8383,2354.0306,439.0564,1205.9659,791.3216,2037.1747,1219.5307,21.8943,25.9474,36.7528,150.2347,12.7993
CST3,8853.5547,11408.5387,4623.1743,7166.215,8040.7951,14066.9206,9738.6935,6807.5835,11229.584,11625.3381,3312.0755,9482.41,9695.5202,6800.0641,12955.6588,5321.2272,3313.8322,7049.8047,3599.5949,6338.7877,5028.7483,7470.1386,9735.7283,9582.7682,7528.9622,10823.0009,6755.5295,5984.7328,6897.932,10996.1608,4933.5031,5689.5136,14036.88,7442.0904,9422.5806,8908.6124,11023.3715,7036.6406,5034.2153,8375.3316,10640.3029,10494.9349,8243.9596,38278.6378,5187.9627,17767.1164,3736.2388,3280.0527,8666.2077,3470.9111,5199.9485,9668.3468,3163.7898,11471.6847,10875.7849,16136.7815,12816.5025,20026.974,5974.0013,11475.2525,2032.0095,10566.2616,5402.6432,4907.1743,14404.4017,12544.3686,4274.6709,31387.3209,5203.5812,16588.8443,2267.0999,4006.2893,6387.9345,4634.8993,11489.8342,3158.1117,9180.8392,4309.0909,11225.2408,4017.5193,3969.7482,7620.8178,11491.2737,12765.0376,12928.4103,12051.5509,4904.1193,7493.8721,8397.026,5852.0061,6950.9757,9977.0115,7038.3683,7808.4507,10007.019
CST5,1.2771,0.4628,0.8655,1.3256,2.0814,1.0881,0,0.5659,1.6809,3.6069,0,0.4044,1.0286,0.9612,0.8446,3.0584,0,10.2539,0,4.8345,3.9805,0,0,0.6382,0,1.7969,0,0,0,1.2124,0,0,0,0,0.4608,1.089,0.9945,0,0.4562,0,0,1.9296,0.8515,5.504,1.9107,0,1.3619,0,0.3757,0,1.545,5.5444,0,2.9704,111.1869,6.8636,1.8473,0,0,0.5051,1.8969,0.412,0,0,1.3755,0.4266,0,0,1.9463,0.8902,0,0.5718,0,0.4474,1.564,0,1.4853,2.5974,4.9973,1.8638,0.4014,0.8261,1.4853,126.4098,4.274,2.1844,1.0653,2.9811,1.8587,1.1355,0,0,0,1.6097,0.4129
CTCFL,23.7846,23.876,30.0768,34.3232,28.9354,10.2339,59.8367,27.6344,18.6637,6.6907,39.8453,45.4711,18.1042,31.8648,29.3454,16.9053,23.678,21.4258,17.6369,50.026,19.4295,22.5466,15.0837,25.002,17.9379,19.5912,21.8192,12.3092,15.7652,29.0604,27.9973,22.1748,24.2433,47.5459,14.6175,34.0031,37.4789,19.0421,43.1661,37.6393,23.0374,41.698,16.5279,0.1514,31.9035,19.1104,21.1599,39.8789,18.673,14.8847,35.4165,8.1603,12.9423,37.7587,23.0437,22.9783,26.33,27.3467,20.6975,20.4394,35.3954,18.3439,1814.6123,32.2671,35.8551,32.0947,27.981,24.9805,32.2421,22.3986,41.1594,15.5517,12.7367,20.0447,11.8799,24.837,8.5555,16.3117,16.3683,13.5011,22.9297,27.9265,36.6394,19.1353,17.7941,30.5286,16.6584,14.5744,16.8662,18.9288,36.5112,23.6213,20.4645,14.9966,19.5747
CTF1,69.8169,55.9991,13.4156,19.8841,25.3929,7.0729,44.598,23.2032,68.9172,21.6411,15.8491,10.9179,26.2305,30.7594,33.3615,28.2902,234.0136,13.6719,9.0678,18.9662,22.5564,5.7334,21.1614,23.6139,9.2874,108.7152,35.1545,11.2118,12.8085,32.3298,15.2776,13.4177,4.663,7.7684,28.5714,8.3492,8.9508,4.9403,5.9307,11.9363,5.6093,10.1302,6.3864,53.6636,28.6601,15.4923,21.337,3.6866,61.2413,4.9396,9.785,66.5323,11.6279,19.8027,68.1145,33.8277,48.0296,47.0819,1.9023,8.0808,13.278,7.0046,72.2467,18.1868,19.7157,2.5597,59.3997,5.2106,12.8455,36.055,3.078,18.8679,10.7871,10.7383,12.5117,22.855,18.1953,43.7229,81.3193,36.9024,23.6844,92.9368,62.384,37.1241,80.2564,21.4067,13.8494,9.6058,30.855,34.0651,9.9952,10.0148,26.252,39.7049,21.057
CTHRC1,2659.0038,2571.7922,328.032,620.7141,845.4574,101.197,166.4573,1636.6723,349.6288,693.4175,641.1321,787.7072,495.2939,302.4672,47.2973,1577.3679,40.3628,750.9766,123.3869,2201.9338,1213.6223,111.8012,1008.3661,255.9234,463.0418,1327.4933,56.2473,148.3779,1535.9573,170.1354,287.9248,478.3027,317.5074,264.1243,799.0783,411.2896,657.8817,156.443,266.8796,382.405,329.8275,1041.4858,755.2954,137.5989,3298.7819,449.2754,2608.5575,83.7393,420.7991,204.1712,871.3789,1749.496,815.4671,956.4688,119.7012,402.9906,204.4335,48.0628,26.6328,154.5455,1190.2786,75.4027,1214.5374,217.5147,797.7992,45.2218,632.7541,291.7933,587.7773,264.8482,83.1053,178.9594,359.169,502.0134,1055.99,1832.8962,573.7096,2372.7273,3718.8806,1785.4813,1474.455,4376.2908,987.0033,2435.6203,1370.5331,815.2031,396.3068,324.942,363.5688,1900.0757,403.6173,70.1036,799.6769,434.6076,29.3146
CTLA4,77.0541,133.2871,32.0242,25.8493,44.9579,30.4679,16.3317,43.5767,96.9323,101.8936,39.2453,33.1581,13.8867,44.537,24.0709,111.6315,75.2834,88.8672,100.7174,16.7348,73.8611,0.9556,90.0591,23.6139,748.739,59.7484,11.7182,23.1393,110.4736,55.3647,25.071,64.3262,9.326,15.8898,35.023,17.0614,5.4699,11.5274,24.635,16.3572,30.8512,21.7077,7.2379,37.1517,12.8971,41.979,106.2308,34.233,13.15,23.0516,22.145,16.129,13.6501,24.7533,15.5261,54.9087,3.6946,11.28,36.7787,13.1313,18.9686,49.0323,55.0661,17.4594,1.834,26.8771,54.7657,27.7898,19.8521,4.8964,24.6238,27.4443,25.1698,35.7942,103.8474,116.1484,37.876,18.6147,48.6098,80.8871,98.3505,44.6097,45.674,36.6541,45.1146,22.2805,105.1136,20.8678,5.2045,34.8221,28.0819,10.0148,4.4426,10.7311,7.8448
CTNNA3,0.8514,0.4628,0,0.3314,0.8326,0,0,0,0.5603,0.4509,0,0.4044,0.5143,0.6408,0,1.1469,0.907,0,0,0.3719,0.4423,0,0,0.3191,0,0.4492,0,0,0.5337,0.4041,0.3917,0.7893,0.4239,0.3531,0.4608,0.363,0,0,0,0,0,0,0.4258,0,0.4777,0.4998,0.908,0,1.8786,0,0,2.5202,0,0.4951,1.5025,0.4903,2.4631,1.4713,0,0,0,0,0.4405,0.3637,2.2925,0.4266,0.4213,0,0.3893,2.2256,0,0,0,0,0,1.4987,0.7427,1.7316,4.543,0.7455,0.8029,0.8261,3.7133,0.9398,2.3745,0.8737,0.7102,0.6625,0.7435,1.1355,0.9519,0,0.4039,8.5848,0
CTNNB1,13782.0009,11238.6718,13210.845,14143.1404,12733.0461,9768.7541,10084.1394,19187.1024,16527.6481,12782.9351,17841.7547,14811.4557,13741.1356,15414.8318,10415.9122,11001.0016,10063.8594,13387.5098,23047.3299,11832.5995,12692.9544,7027.2145,10869.0256,10241.0275,26937.1886,20567.3181,10938.2745,21365.1956,9473.9533,11856.8681,10229.6034,9894.3156,14949.4744,14619.6504,13862.1429,11838.0434,14917.3496,12344.6686,16319.2838,12717.0203,13530.2146,19417.7231,10134.7057,11621.603,14099.7994,17948.4408,16137.9866,12808.8637,12102.8178,7569.1328,12922.2866,9206.623,12320.4437,9189.9076,9071.7318,9707.5524,8739.4889,5409.4949,5058.3133,12941.404,14218.8263,9742.0858,8107.4229,11363.0421,26809.5277,17509.2534,10546.1654,11205.3539,13453.4138,20330.4549,17112.6573,9796.4208,13254.4507,10169.0738,11354.9859,15964.3537,11842.4545,9631.1472,13624.7638,17802.9037,12068.0345,14315.5432,11417.6829,12709.5395,10509.2627,10401.0398,7797.8764,10250.7055,10107.3643,11278.5238,7474.9548,10735.3545,16510.836,13391.7907,10222.4566
CTNNBL1,2088.1226,2020.1319,1567.0237,1599.6726,1828.7023,999.4559,1386.9347,1493.4918,1003.5019,2418.8458,2789.434,1378.4877,694.3373,2066.6453,967.0608,1462.678,910.2041,1360.3516,1111.4539,777.2406,1526.3158,1422.838,893.2087,1911.4479,1394.4324,1287.062,1822.7626,881.2023,1265.9106,1905.8396,1586.5243,2114.8716,1808.3934,2442.7966,1089.8618,2018.332,2269.5177,2646.9054,1235.4015,3739.611,1554.3402,2093.1018,4275.0399,2886.8249,1609.7444,1757.1214,1721.0305,1614.7465,1244.7388,1275.5214,2934.4663,948.5887,1798.2743,1958.4837,2793.6969,1573.7223,738.9163,2245.2182,2745.0856,1652.5253,1483.3432,1280.6092,839.207,1247.9813,1382.3934,1017.0648,2554.6077,2790.7078,1814.7139,2568.3598,1528.3858,539.737,2129.4447,781.2081,3385.0485,1103.0348,1995.1727,938.0952,1387.8793,1373.5905,1667.1417,1864.9318,1626.0676,2332.7068,1861.5695,2274.7925,1490.0568,1053.6602,2149.4424,2531.7941,1329.367,1177.6488,2390.9532,1217.438,926.0941
CTNND1,8747.9779,7166.4931,7531.321,7778.644,7563.1762,6511.4255,7840.4523,7481.6412,14967.3624,8305.2299,9423.0189,8751.7186,5238.9035,10209.2278,10864.8649,9439.3577,10355.5556,8625.249,8739.4212,10745.6303,9301.6364,6365.5041,14306.1024,9800.718,6526.3684,11026.5049,9774.718,9752.3855,10497.6651,10572.6409,10623.0536,9382.9421,9105.1293,9883.8277,10197.6959,5399.038,9370.9597,5531.1486,5507.7555,8477.0115,2817.5571,7116.2566,10777.2219,1711.8129,10939.0972,13457.2714,11345.3637,6713.3641,10108.5718,8541.7124,10020.3425,3835.1815,7139.0023,6665.5775,4471.0169,9040.3236,4918.1034,6984.7965,4493.9949,6101.5152,8597.5104,12071.4306,9846.2555,14906.6651,6806.5475,10260.6655,8802.1064,9547.9809,8734.9163,12056.1567,8493.1601,11103.4877,7264.8821,8607.1588,11730.0594,4077.1825,12186.7805,5105.6277,8637.5613,9512.9997,11622.623,9740.19,10698.8489,10136.7481,7815.2677,5433.377,6505.3267,7907.5853,7481.7844,8881.9076,8360.7806,9827.2448,10899.0307,7481.1536,8781.9983
CTRL,36.6113,11.1073,8.2224,11.3074,6.2441,8.7051,11.9347,13.5823,5.603,29.7565,20.7547,18.6009,2.5716,13.7776,10.1351,11.469,8.6168,8.7891,17.1641,9.7434,11.4993,8.6001,15.748,18.5082,6.6338,7.637,16.4054,3.1011,22.4149,21.4185,16.0611,14.207,3.8152,10.9463,4.6083,23.2326,8.9508,19.7612,5.0182,12.3784,3.3656,5.3063,10.2182,37.4957,4.7767,11.994,3.6318,18.9598,3.3814,5.4885,4.12,13.1048,8.5945,11.9856,37.5632,13.2369,65.8867,41.1967,45.6563,4.5455,4.2679,11.9491,9.6916,10.5484,10.5456,3.8396,7.1617,3.0569,20.2413,5.3415,10.3181,6.8611,7.5909,10.7383,11.5734,27.7257,3.342,5.6277,6.3602,10.8471,5.62,3.7175,9.6547,3.2895,17.6849,7.4268,23.0824,6.6247,10.7807,17.0326,16.1828,15.0222,1.6155,3.7559,11.1478
CTSA,4335.3725,6370.4964,11534.597,6388.9107,7203.1137,6594.3199,3461.2626,6151.5959,3282.5606,9325.7394,6043.4415,5415.8835,2951.3192,6149.968,6427.8632,4255.7431,2975.3197,9760.7764,7821.85,3934.6858,12290.1327,4153.8127,7643.0069,3370.8911,2806.334,3136.5499,4457.9581,3908.0582,3595.8052,4224.2312,4002.891,5092.389,10460.496,7865.5155,7065.1152,4971.4965,5432.7996,17284.4627,2963.4626,11263.7135,14088.1559,10056.1409,9667.4955,8408.6687,7324.0984,9858.3908,6524.9983,4397.846,4788.9157,2555.1043,10013.7505,4481.5323,6067.4644,4661.5427,24425.4102,2141.0663,11212.3953,10755.7921,5591.1985,6370.2778,6018.2762,5440.7718,3159.9736,5425.0666,3755.2545,5928.4428,8469.7378,6993.5736,6378.1977,13476.0145,5814.0321,2837.9245,10907.1674,5275.396,4458.8489,3708.4901,3778.1693,3779.026,5965.4961,14235.732,9559.2773,9967.4886,5371.9309,12346.2547,6152.3495,4998.6195,4884.169,5276.9427,5628.3569,10736.3437,8688.7673,7803.9741,7565.1333,6391.5278,5122.6259
CTSE,9.7914,0.9256,643.514,53.0242,499.1154,2.1763,2631.9095,81.4941,3691.8336,0,0.3774,0.8087,2465.6689,188.0807,876.2669,207.9709,299.3197,37.1094,227.019,86.2774,455.5506,569.0397,2578.248,238.0535,38.034,115.903,0.5859,275.5248,1772.9153,628.4098,207.2275,586.4339,590.0805,17.6554,832.2581,148.4708,1.9891,8.2338,85.7664,36.6932,15.7061,28.9436,8.0894,577.9154,265.1063,10.4948,64.4649,535.0889,71.7613,0,13.905,1189.0121,0,11.8816,1.0017,7.3538,0,0,0.6341,27.2727,0.4742,1522.0625,585.4626,257.8895,144.8877,380.1195,0,512.8094,5.4496,34.7196,207.9343,962.8359,0.799,554.3624,1.564,165.9798,27.1073,562.3377,3679.811,8.2005,0.8029,112.3503,158.5592,171.0526,6.1736,0.8737,113.2812,200.3975,5.2045,7.9485,777.7249,1127.5748,0.8078,85.8484,2439.3064
CTSS,5284.802,8024.0657,7720.4371,5353.1202,10026.4336,3899.3471,6265.0754,3621.9581,2621.6557,3699.2786,2056.9811,3059.442,6868.2816,4447.6129,5739.4426,4570.7732,1759.6372,3682.6172,3963.6025,3656.006,6901.3711,6618.2513,13765.2559,3450.4986,2056.4893,2329.7394,3465.6511,7395.2767,11272.048,4108.7088,1577.1227,5680.8316,4953.794,5475.6356,8519.8157,3979.6715,2400.7956,4146.5624,4632.2993,6958.0018,8338.2415,2996.1409,2963.7041,974.2002,6933.3652,4457.2714,6182.7261,4822.6465,4543.1277,3377.0582,5971.4175,4301.9153,4400.8933,3683.791,2099.029,5833.558,5020.3202,5595.3899,1142.0419,4204.5455,6165.738,7825.8075,2047.5771,2080.2113,2401.1921,6078.9249,6918.1675,4474.5983,2711.1717,5052.5913,4880.301,5703.8308,5112.2653,8341.387,4383.4845,5392.2818,6642.7776,4658.4416,7300.109,6097.4746,5263.5593,3232.9616,5495.3583,6451.5977,7789.1488,11522.4989,2659.0909,3883.0739,2868.0297,4237.6987,3623.0366,9778.9917,3447.496,3403.3535,6547.8943
CTSZ,7361.0047,10442.6704,4619.2795,5722.3009,6960.5578,3791.0773,4005.0251,4195.2462,4279.591,4816.0505,6318.4906,4929.6401,3012.9095,4653.6367,5267.3142,6204.3391,2896.1451,5770.9961,5914.1522,8329.4905,7173.8169,5203.5356,7157.4803,4418.9868,4394.6956,6417.7898,3280.5039,3206.1069,6069.6464,5020.004,4167.2706,5722.6633,5924.5443,5050.4944,8378.341,5633.9051,7819.9901,7885.8241,3942.5182,8587.5332,6438.9286,4507.9595,5134.6461,6424.4926,10223.5491,7211.3943,6060.6061,4542.9888,4285.3882,3123.4907,5297.2834,6677.4194,5510.0903,6449.2334,6412.7815,6355.1906,7196.4286,2607.1604,4615.7261,6344.9495,6863.7819,4736.3585,3900.8811,5388.762,6258.597,4566.9795,9024.5392,6591.8367,4718.1783,7249.2733,6264.7059,2424.8142,9186.5761,5071.5884,8937.1286,7483.7018,5071.6673,5221.2121,8527.6213,7205.2931,7841.9487,8517.5547,4789.8255,6462.8759,7088.6857,5961.5553,6356.5341,4658.165,6603.3457,7416.7298,5185.1499,4844.8845,7054.1195,8409.3897,2864.9876
