gene_id,TCGA-AF-2687,TCGA-AF-2690,TCGA-AF-2693,TCGA-AF-3911,TCGA-AF-4110,TCGA-AF-5654,TCGA-AF-6136,TCGA-AF-6655,TCGA-AF-6672,TCGA-AF-A56K,TCGA-AF-A56L,TCGA-AF-A56N,TCGA-AG-3591,TCGA-AG-3592,TCGA-AG-3725,TCGA-AG-3731,TCGA-AG-3732,TCGA-AG-3742,TCGA-AG-3902,TCGA-AG-4021,TCGA-AG-4022,TCGA-AH-6544,TCGA-AH-6547,TCGA-AH-6549,TCGA-AH-6643,TCGA-AH-6644,TCGA-AH-6897,TCGA-AH-6903,TCGA-BM-6198,TCGA-CI-6619,TCGA-CI-6620,TCGA-CI-6621,TCGA-CI-6622,TCGA-CI-6623,TCGA-CI-6624,TCGA-CL-4957,TCGA-CL-5917,TCGA-CL-5918,TCGA-DC-4745,TCGA-DC-4749,TCGA-DC-5337,TCGA-DC-5869,TCGA-DC-6154,TCGA-DC-6155,TCGA-DC-6156,TCGA-DC-6157,TCGA-DC-6158,TCGA-DC-6160,TCGA-DC-6681,TCGA-DC-6682,TCGA-DC-6683,TCGA-DT-5265,TCGA-DY-A0XA,TCGA-DY-A1DC,TCGA-DY-A1DD,TCGA-DY-A1DE,TCGA-DY-A1DF,TCGA-DY-A1DG,TCGA-DY-A1H8,TCGA-EF-5830,TCGA-EF-5831,TCGA-EI-6506,TCGA-EI-6507,TCGA-EI-6508,TCGA-EI-6509,TCGA-EI-6510,TCGA-EI-6511,TCGA-EI-6512,TCGA-EI-6513,TCGA-EI-6514,TCGA-EI-6881,TCGA-EI-6882,TCGA-EI-6883,TCGA-EI-6884,TCGA-EI-6885,TCGA-EI-6917,TCGA-EI-7002,TCGA-EI-7004,TCGA-F5-6464,TCGA-F5-6465,TCGA-F5-6571,TCGA-F5-6702,TCGA-F5-6810,TCGA-F5-6811,TCGA-F5-6812,TCGA-F5-6813,TCGA-F5-6814,TCGA-F5-6861,TCGA-F5-6863,TCGA-F5-6864,TCGA-G5-6233,TCGA-G5-6235,TCGA-G5-6572,TCGA-G5-6572,TCGA-G5-6641
LXN,335.4619,809.904,417.1806,114.3333,485.7946,38.0849,219.8492,213.356,326.6564,283.138,276.2264,224.0194,743.1981,182.6338,341.2162,290.1653,835.3741,143.0664,378.257,245.0725,467.05,230.2914,856.2992,178.0614,191.939,382.7493,52.7318,422.2328,256.7045,281.2689,167.2706,343.7308,284.4426,240.4661,461.7512,237.4081,312.7797,121.3119,141.8796,247.1264,160.4263,426.9175,275.8914,111.4551,564.1271,179.91,452.616,254.9045,413.2849,197.5851,226.5997,289.8185,39.4336,210.4033,108.6827,292.1927,124.3842,238.3521,84.3373,60.6061,361.3515,393.4948,242.2907,412.4776,226.0431,395.4778,168.5097,236.2136,137.4076,350.7569,184.3365,566.0377,181.3823,422.8188,144.8233,313.9753,329.7438,933.3333,598.7643,307.5203,415.8822,327.5506,229.1125,558.7406,548.0233,297.073,178.267,197.4164,144.6097,420.8933,152.3084,280.4142,241.1147,222.6693,422.3782
LY6D,0.4257,0.9256,0.4328,5.3024,0.8326,5.9848,0.6281,11.8846,0,1.8034,1.5094,0.8087,10.2865,0.6408,0,10.7044,0,0.9766,0,48.3451,0.4423,0.4778,0.4921,0.6382,1.769,3.5939,1.1718,25.5248,5.3369,6.0618,1.1752,0.7893,13.5651,0,0,73.3279,9.448,2.7446,0.4562,12.8205,421.2593,4.8239,9.7924,0,0.4777,0,18.1591,0,7.5143,0,1.03,266.6331,0,1.9803,10.0168,0,0,0,23.4623,0.5051,0,2.4722,8.37,0,2.2925,1.2799,0,0.4342,3.5033,0,3.078,0,3.9952,1.3423,30.6537,0.3747,0,0,0.9086,1.8638,0,23.544,3.7133,2.8195,0.4749,0,5.6818,35.7734,1.1152,1.1355,1.9039,2.2761,10.5008,2.1462,14.4509
LYPD3,76.6284,54.1479,51.4984,53.0242,236.8613,22.3069,40.201,65.0821,66.676,41.028,10.1887,48.5241,171.7842,16.9817,57.0101,42.0529,79.3651,123.5352,529.1712,2484.9386,118.0893,130.9126,56.5945,52.0144,591.296,52.1114,29.2954,48.9027,54.97,24.6514,73.6461,26.4408,73.3362,14.4774,21.659,34.4859,153.6549,79.5938,10.9489,41.9982,30.2903,20.7429,117.0836,41.2797,43.4679,13.4933,121.6661,17.3799,18.41,10.9769,19.055,162.8024,13.1445,21.2879,65.6103,13.7272,850.9852,60.8141,22.194,27.7778,26.0818,45.324,348.0176,17.0956,40.807,16.2116,7.5829,256.6218,82.5224,43.6221,270.1778,22.8702,16.7799,36.689,44.1038,5.6201,37.876,11.2554,63.1474,24.2289,232.0269,276.3321,40.104,39.9436,76.4573,34.5129,83.8068,40.4107,50.9294,17.7896,93.7649,79.2079,12.1163,56.338,102.3947
LYVE1,584.9298,2261.7147,36.7846,107.7053,70.767,12.5136,26.3819,56.0272,8.4045,77.5473,22.2642,26.6882,27.7735,32.6818,10.1351,280.2256,128.3447,32.7148,25.2603,70.6582,80.9376,7.6445,116.1417,101.1568,26.5353,180.1438,7.6168,25.2863,187.8586,87.2904,48.1833,62.7476,24.1628,49.435,57.1429,29.7668,7.9562,5.4892,44.2518,7.5155,22.9982,39.0738,41.7243,12.3839,49.1999,22.4888,20.429,10.5332,19.9128,6.0373,6.695,46.875,15.1668,8.9112,13.0219,19.6102,9.8522,4.4139,4.4388,7.5758,21.3397,23.074,38.7665,26.9165,12.3796,6.3993,67.4039,69.4746,30.7513,15.5793,22.9138,29.1595,7.9904,51.4541,94.1508,37.8419,17.4527,432.0346,78.1392,115.5531,59.8132,66.5014,95.8039,15.9774,68.3842,16.6011,22.3722,10.9308,11.8959,32.1726,41.8848,3.6417,31.0985,241.9852,2.4773
MACC1,1527.8842,1171.3525,1451.9096,2318.4813,510.7712,2236.1262,1576.005,1712.5071,1066.8161,2398.5573,2068.3019,1408.8152,925.7831,2095.1618,1664.2736,774.1566,3120.6349,2632.3242,1684.021,2506.8799,2765.1482,783.5643,733.2677,1323.9729,2436.8293,6859.389,768.1266,3187.7385,971.3142,1068.9028,1977.867,761.2591,1034.3366,2253.5311,1901.8433,1091.5691,4088.0159,2169.8916,2122.719,1141.9098,917.6834,1960.4438,2251.4103,615.0671,2829.2333,5509.7451,2299.3985,1485.1876,2240.7553,2495.6092,2871.1214,2444.0524,1799.791,1700.0589,2970.4941,1165.3389,1948.2759,1657.6753,708.941,2095.4545,3151.1559,695.5175,931.2775,8600.5587,1658.4136,1877.9863,810.1106,874.9457,1463.6045,3719.893,1244.528,814.1795,1202.5569,1572.7069,1908.3516,1080.1798,1707.0182,2157.1429,3524.4412,2191.4081,2191.8116,2123.9157,1797.9948,3540.4135,2043.4525,1410.6597,800.7812,1240.8082,1473.9777,828.9175,2157.0681,2612.4957,2224.5557,1011.4017,819.5706
MAD2L1,1030.6513,434.5713,580.7638,1016.4068,697.263,1267.1382,1041.4573,1205.4329,517.1593,669.5221,881.8868,1368.7829,1523.4275,1343.4797,572.6351,2025.4229,388.2086,1524.9023,1646.1305,973.968,772.667,1902.0545,311.0236,1826.8847,627.5609,602.4259,1366.3395,949.1889,933.956,833.2997,1089.4134,783.3589,842.73,1508.1215,691.7051,1509.7559,1034.8086,1248.7992,1844.4343,1468.1698,2596.5503,2140.3763,563.2783,1333.3333,375.4478,1084.4578,758.5972,1298.2225,893.4467,2317.7827,1057.8087,672.379,953.9903,1158.9511,593.4978,1309.9645,634.8522,1060.8141,833.8618,1176.7677,857.38,1178.8362,990.3084,1661.9138,501.1463,920.2218,1092.7857,1224.0556,797.5866,482.0682,1327.9754,1543.1675,630.843,897.5391,568.9709,1559.0109,302.2651,416.4502,294.8392,654.5522,312.7145,378.7691,1305.2358,507.5188,387.5104,525.9939,1016.6903,873.7993,663.197,515.5185,993.8125,1169.4549,746.769,167.941,580.512
MAD2L2,555.1298,447.9926,211.6196,677.3836,406.7021,383.5691,713.5678,393.322,579.3529,452.6601,484.9057,382.127,761.1994,310.4774,252.5338,526.0442,350.1134,536.6211,565.1186,697.6571,334.3653,314.8591,219.9803,635.0219,294.1001,150.0449,413.0658,351.6221,527.8185,448.5755,430.5161,262.8297,147.944,344.2797,214.7465,735.8199,277.9712,558.2544,345.8029,310.7869,502.0334,419.1992,294.6248,2266.2539,231.1918,172.4138,463.9655,182.2251,190.111,451.7014,169.4348,1149.6976,201.2126,415.3609,689.1586,318.1762,535.7143,182.4424,346.8611,341.4141,417.783,330.4532,698.6784,136.4013,773.4984,281.1433,237.1775,452.8875,594.784,286.2141,843.0233,238.422,658.4099,314.094,381.6078,454.1027,234.3112,387.4459,347.992,240.0522,380.5563,455.1838,334.1998,290.8835,436.899,572.7392,775.5682,448.1616,658.7361,187.7366,456.9253,305.9065,302.504,503.2864,162.2626
MADCAM1,2.98,3.2396,29.4277,8.6164,76.1786,5.9848,47.7387,10.7527,10.6457,4.9594,11.3208,0.8087,6.6862,34.6043,4.223,33.6424,93.424,0.9766,50.5206,1.4875,24.3255,50.1672,88.0906,1.2764,7.5183,6.2893,1.7577,23.6164,6.938,101.4346,49.3585,29.9926,19.0759,7.4153,140.0922,41.0201,1.4918,5.4892,6.3869,6.1892,0,41.9682,0.8515,15.1359,1.9107,12.4938,13.1654,36.3397,2.63,1.6465,0,0,1.0111,2.9704,1.0017,2.9415,0.6158,0.9809,5.0729,1.0101,4.2679,37.0833,16.7401,4.0011,0.4585,14.5051,5.8978,12.1581,1.1678,12.0183,7.8659,12.5786,1.5981,27.7405,1.8768,1.124,1.4853,37.6623,3.1801,4.473,1.2043,38.8269,41.9606,21.6165,3.3242,7.4268,1.7756,1.6562,2.2305,1.514,22.8463,10.9252,2.4233,12.8773,6.1932
MAEL,2.5543,7.8676,0,3.314,1.6651,0,1.8844,1.6978,2.2412,2.2543,0.7547,0,0.5143,1.6021,0,0.3823,0,0,1.2954,1.8594,1.3268,0.9556,1.4764,0,0.4423,11.2309,9.9605,1.4313,0.5337,0,0.3917,0.7893,35.1844,1.7655,179.2627,1.452,2.4863,0,1493.6131,0.4421,0.5609,1.4472,2.9803,0,7.165,2.9985,2.7239,0.5267,4.5086,1.6465,1.03,5.0403,0,2.9704,5.5093,6.3733,1.2315,3.9235,1.2682,0.5051,0,1.2361,0,1.4549,1.834,1.7065,0,0,10.8992,1.7805,1.368,1.1435,5.5933,4.0268,0.6256,0.3747,1.114,0.8658,4.9973,4.1003,5.62,7.0219,21.9087,2.3496,4.274,0.8737,1.4205,1.3249,5.948,1.8925,0,2.2761,0.8078,1.6097,3.7159
MAFB,1162.6224,1064.908,231.5266,175.3111,456.2389,58.2155,111.1809,372.3826,131.1108,470.2435,203.3962,196.5224,76.6343,172.3806,137.2466,593.3289,162.8118,299.3164,403.5173,449.9814,318.8854,81.2231,519.685,155.4049,244.1252,646.9003,84.9568,111.1641,499.533,181.4508,176.2805,307.0293,115.3031,102.048,381.5668,71.5128,128.7916,47.2074,149.635,95.4907,117.2346,129.7636,253.3262,130.719,965.8467,152.4238,871.6377,134.2989,236.6995,97.146,357.9246,689.0121,107.6841,157.9263,81.1364,277.485,199.5074,44.6297,21.5599,217.6768,304.92,183.3562,490.7489,134.2189,352.132,54.6075,512.2696,273.122,140.5216,206.092,92.3393,129.7885,146.2245,326.1745,386.6124,700.6369,298.5518,1151.5152,1928.9478,627.3413,537.5157,1885.1714,197.9205,791.3534,628.7546,319.3534,349.0767,175.2236,99.6283,556.0182,161.8277,21.3952,154.685,719.5171,33.0306
MAF,905.4917,1343.515,278.2646,285.3363,511.1874,117.519,202.2613,418.7889,252.6965,702.8855,255.0943,413.6676,171.2699,342.198,130.9122,821.1794,438.5488,299.8047,388.9441,486.4262,655.0199,129.957,740.1575,371.7591,176.4601,669.8113,77.34,150.0477,556.1041,299.4544,302.0272,421.4747,116.1509,159.9576,483.871,162.9912,175.0373,237.1346,196.1679,217.5066,228.8599,301.4954,343.587,145.8548,1647.0026,291.8541,1249.8014,234.8914,406.8977,179.4731,683.4041,875.504,250.2518,236.6419,694.1671,258.365,258.6207,207.4546,81.1668,200.5051,591.3456,304.4949,330.3965,251.3422,469.9679,106.2287,553.9758,353.8862,183.7291,228.7932,126.881,263.5792,215.3416,472.0358,421.9581,959.5354,314.5191,1148.4848,1068.0538,711.5833,776.7684,1470.0537,379.5024,888.1579,728.9564,402.3591,323.8636,195.4289,149.0706,712.7176,259.4003,97.4166,379.2407,805.9021,52.436
MAGEA3,1891.4432,0.4628,0,0,0,7.617,0,0,0,0.4509,0.7547,0,0.5143,0,0,2.6761,0,0,16.8402,1168.0922,0.4423,0.4778,0.9843,799.3618,0.4423,9.434,4614.0325,0.7156,0,1078.6017,383.1162,0.7893,0.4239,10.5932,5277.8802,0.726,0,0.5489,0,0,24.681,13.0246,2.5546,0,1.9107,0,1.8159,0,0,0,34.505,0,0.5056,0,0,129.4276,0.6158,1053.948,0,2187.8788,0,1.6481,3.5242,1737.2074,0,0,0,3.0395,4704.165,5.3415,0,0,0,0.4474,2.5023,0,0,0,0,0,0,177.6126,2369.4764,1.4098,0,0,58.9489,0,0,1.1355,0,0.4552,0.4039,0,148.2246
MAGEA6,2946.7859,0,0.8655,0,0.4163,1.0881,0,0,0,0,0.7547,1.2131,1.543,0,0,12.9982,0,0,6.8009,2380.0669,2.2114,2.8667,3.937,1196.3303,0.4423,13.9263,7042.039,0.4771,0.5337,1341.6852,293.4091,1.1839,0,19.0678,7110.1382,3.9931,0,0,0,0,21.8763,3.8591,0.4258,0,0.9553,0,9.0796,0.5267,0,0,13.905,0,0,0,0,308.8614,0.6158,367.8274,0,3432.3232,0,2.0602,1.3216,2735.6651,0,0,0,2.6053,6180.2258,3.1159,0.342,0,0,0,3.4407,0,0,0,0,0,0,734.8203,3277.7571,3.7594,0.9498,0,15.625,0,0,3.4065,0,2.7313,0.4039,0,189.9257
MAGEC1,20.4342,0.4628,0,0,0,0.5441,0,0,0,0.4509,0,1.6175,0,0,0,0.3823,0,0,0,317.5902,0.4423,0,0,7.3394,0,0,1.1718,0,0,0.4041,0,0,0,0,6.9124,0,0,0,0,0,0,0,1.703,0,0.4777,0,0,0,0,0,0,0,0,0,0,15.6882,0,0,0,347.9798,0,0,0,0,0,0,0,0,340.9887,0.4451,0,0,0,0,0.6256,0,1.4853,0,0.4543,0,0,14.0438,875.2321,0.4699,0,0,0,0,0,0,0,0,0,0,7.4319
MAGI1,380.5875,422.5385,522.3412,399.3382,289.7284,285.6366,353.6432,915.1104,1056.1703,699.7295,503.0189,395.0667,472.1494,472.9253,457.7703,624.2951,770.068,387.6953,452.0949,324.656,317.1163,320.1147,703.7402,323.8931,454.6389,756.5139,406.0349,638.5973,290.3269,426.7529,421.898,568.2805,508.6901,573.4463,741.0138,427.262,706.1164,316.7284,324.3613,343.5013,169.4012,320.7911,398.0841,480.2202,717.9365,700.1499,490.2962,399.7367,695.8214,461.0318,627.2692,322.5806,645.5992,443.0847,302.0078,480.9413,322.6601,239.333,309.4483,302.0202,592.294,615.1704,503.5242,794.0376,548.3723,864.7611,417.9042,435.0847,589.7236,543.9403,340.2873,555.7461,447.8626,514.094,630.904,403.8966,623.4683,1025.974,710.5215,502.0967,566.8201,444.8575,448.5704,513.6278,521.9043,356.9244,396.6619,459.4237,549.4424,629.8259,392.1942,528.0528,541.5994,859.5573,699.0091
MAGI3,234.5679,256.3925,662.5554,582.6029,536.164,234.494,654.5226,529.1454,593.9207,435.9784,380.3774,573.3926,847.6058,466.5171,730.152,333.3652,1907.9365,527.3438,456.3049,380.8107,534.7192,460.5829,906.4961,558.7555,271.9873,381.4016,421.2685,758.8263,323.4156,483.33,449.7111,317.6846,596.4392,289.1949,639.1705,526.3636,574.8384,356.7998,630.4745,231.6534,332.6322,292.33,375.5189,88.0633,816.8139,509.7451,695.0403,479.2627,580.4774,564.2151,623.6642,319.0524,507.0759,196.0464,360.1054,378.4778,672.4138,440.412,191.5029,530.8081,653.4677,524.1103,446.2555,672.1858,383.3104,536.2628,415.3765,585.7577,479.564,610.7088,744.87,748.9994,241.7099,604.4743,328.7457,287.7482,497.9577,577.0563,388.4245,515.8885,659.9521,497.3152,489.417,437.0301,307.2539,242.464,371.0938,416.6943,372.4907,700.2271,539.267,782.9748,276.6559,341.2475,772.5021
MALAT1,3010.0043,1223.9685,625.6973,554.9641,680.512,1212.889,1241.9598,2165.648,3465.9532,2827.4301,1482.7019,2274.0518,797.6495,733.0503,1008.0448,803.1998,1074.0544,1336.5527,2567.1216,1354.2804,3151.862,561.0655,1933.5876,1398.4045,907.3541,1530.9075,904.3445,988.4065,2548.7445,953.7563,514.1514,1019.4281,595.638,606.2782,734.212,656.5859,1070.0945,736.2152,453.8458,1185.9063,252.5873,578.0077,1544.1405,616.4843,1755.8777,1449.3803,1812.2211,724.7084,610.3165,752.2942,1258.3134,1652.8327,1568.5734,996.8266,2143.038,2051.3739,2791.0283,3182.5405,7176.1129,402.9141,736.0142,992.0477,1307.0264,1297.5877,675.2224,842.2056,513.7904,467.3122,983.1919,986.6641,878.5773,1130.0686,1162.0256,1047.8658,2061.9018,1311.6973,1399.6621,575.0433,584.6039,1235.1132,6018.2651,915.6134,1345.2098,559.0273,2424.0342,668.6544,854.9538,841.1825,912.2082,1511.5783,1652.0752,1200.091,650.6139,820.0939,2447.8241
MALL,452.9587,939.9514,3733.8526,2960.0736,3569.1539,986.9423,3706.0302,2243.9162,909.3711,1348.963,1932.4528,3451.2738,887.2088,1518.744,3252.9561,1787.6326,773.2426,2295.8984,2377.7081,6021.1975,3291.0217,5195.8911,9088.5827,1455.4448,1436.889,2332.4349,1535.6672,3018.3683,2606.5377,3542.938,990.6963,2466.1005,6671.8949,1518.0085,7394.9309,1922.4975,2917.454,2268.1488,1575.2737,2881.0787,1509.4657,1109.5031,2413.1985,3708.2903,2386.9119,2688.6557,1261.6048,2691.7709,3683.4952,1291.9868,3635.8955,3745.4637,1177.4475,2468.4024,1524.0623,1169.2609,1355.2956,2034.3306,2559.2898,2163.6364,1669.7095,5249.7559,269.163,2387.9327,1790.4631,592.1502,3119.5366,4746.8519,1644.9981,1666.5405,2852.2572,1576.3293,937.6748,2885.906,1403.1905,497.19,1421.0917,997.4026,2731.6918,1483.1796,793.6285,2592.3172,2431.489,1678.1015,944.0817,2835.2993,744.6733,1987.4131,1412.6394,561.6957,4365.5402,7287.1287,2691.4378,2015.2918,1265.0702
MAL,10.6428,59.7015,4.3276,5.9652,10.4069,1.6322,5.0251,1.1319,9.5251,4.0577,6.0377,6.0655,5.1432,5.447,5.0676,8.0283,56.2358,0.9766,12.3063,0.3719,8.8456,0,26.0827,2.2337,0,4.4924,1.7577,2.624,9.0727,8.8907,4.3091,13.0231,1.6956,2.8249,19.8157,2.1781,0.4973,2.1957,3.6496,3.5367,7.2921,4.3415,2.5546,4.128,3.8214,1.4993,2.2699,8.9533,8.6414,2.7442,1.03,1.0081,3.5389,5.9408,4.0067,5.3928,0.6158,9.3183,1.2682,0,2.3711,5.7685,2.2026,0.7275,1.3755,8.1058,11.3744,0.4342,2.3355,3.561,5.814,4.0023,3.1962,6.7114,5.6303,16.1109,1.114,5.6277,9.9945,11.5553,4.4157,71.045,6.684,9.8684,16.1463,10.0481,2.8409,0.6625,4.0892,5.299,0.9519,1.3657,3.231,23.0718,0.8258
MAOB,308.2163,485.4796,30.726,74.2338,107.8156,190.9684,61.5578,272.7787,170.332,26.6005,27.9245,12.5354,57.09,15.7001,21.9595,145.2738,136.9615,285.6445,155.4481,67.3113,72.9766,79.7898,163.3858,193.0594,2544.7397,122.1923,104.8777,597.0897,66.1775,93.3522,77.9551,24.4676,61.8906,7.4153,90.3226,59.1705,684.2367,70.811,20.9854,4.863,19.0717,16.8837,59.6062,55.0396,115.5959,19.4903,160.2542,13.6932,204.7639,116.9045,65.4049,1642.1371,47.5226,32.1793,161.2711,127.9569,432.8818,2.9426,379.8351,26.7677,10.4327,44.912,423.348,19.2781,108.2072,25.1706,14.3233,556.231,89.1397,312.0312,33.5157,27.4443,57.1314,54.1387,51.2981,55.0768,77.2373,257.5758,483.3727,96.5427,111.9992,204.0479,299.6658,29.1353,570.818,169.5063,197.7983,52.6664,447.5836,244.1332,22.3703,140.6623,317.4475,4861.7036,53.2618
MAP1A,678.1609,620.6178,206.4265,205.8,277.2401,161.0446,144.4724,503.1126,108.1384,421.5509,263.3962,292.7618,65.8335,172.0602,53.2095,573.8316,104.7619,252.9297,94.2404,284.1205,342.7687,68.8008,352.8543,347.507,227.7617,604.6721,83.785,120.9447,282.8552,202.061,296.9347,321.2363,354.3875,161.3701,492.6267,192.0319,299.3536,104.8442,104.927,85.7648,53.2885,133.1404,192.4428,231.1662,575.1134,120.9395,711.8375,141.6722,491.4333,153.6773,205.4847,534.2742,186.0458,268.8212,256.932,201.4953,207.5123,70.1324,94.4832,93.9394,215.2934,197.3654,536.5639,203.6927,419.9908,68.686,270.4581,181.0682,321.5259,422.4217,133.3789,140.08,145.026,289.9329,607.4445,406.5193,374.6751,1261.4719,1279.7565,548.6907,599.336,1239.1574,709.6175,664.0038,630.6542,320.664,188.2102,206.0285,374.3494,819.8335,122.7987,73.7453,738.6914,172.77,53.6746
MAP1B,1306.9391,1227.8144,314.1837,212.428,375.065,112.6224,327.8894,371.8166,143.4375,442.7412,135.0943,221.9976,148.1253,186.4787,109.7973,754.6593,222.6757,747.0703,68.6562,464.1131,392.3043,102.7234,413.878,660.2314,475.425,522.4618,94.3313,199.666,375.7171,403.7179,407.7955,505.1382,198.3891,245.4096,516.5899,201.4702,456.9866,103.1975,162.4088,53.0504,61.1415,127.3517,558.1692,85.3113,927.1555,148.9255,328.6801,239.1047,531.2589,284.303,187.9748,922.8831,99.0896,134.6581,653.5989,319.647,966.7488,69.1515,72.2892,194.4444,158.8619,325.0967,390.7489,177.5036,408.5282,78.4983,254.871,126.7911,156.8704,629.4039,208.6183,216.1235,207.7507,327.9642,372.5368,424.8782,280.7278,979.6537,1726.7854,352.2505,526.2756,908.7154,1317.8611,218.515,2169.7732,659.2398,367.5426,250.7453,904.0892,716.1241,312.7082,67.8275,792.0032,564.9899,44.5912
MAP1LC3A,184.7595,531.7598,137.1849,531.8986,417.5252,264.4178,130.6533,370.6848,356.3524,833.6339,1016.9811,880.3073,328.653,352.4511,300.2534,386.5048,274.8299,335.9375,368.8654,295.6489,471.0305,227.4247,377.9528,355.4846,206.9757,182.8392,277.7208,412.9294,274.8499,174.1766,293.0173,247.0442,399.7457,296.2571,294.0092,270.079,228.7419,840.4007,434.7628,640.1415,375.2629,252.2914,1032.0383,1670.4506,150.9434,368.8156,402.6785,94.2725,551.5474,211.3063,528.9043,250,771.4834,410.4103,1143.4224,654.0017,1031.4039,1560.5689,861.1287,231.8182,219.0871,372.8929,255.9471,381.1963,113.2508,510.2389,384.2022,293.5302,499.8054,551.0623,370.383,76.6152,973.6316,302.9083,544.2602,211.3151,678.4255,307.3593,692.3496,357.0963,661.9592,304.4197,516.8957,604.3233,382.2866,90.4325,173.6506,250.414,386.9888,668.8115,326.5112,368.2713,329.9677,362.7096,627.9934
MAP2K4,879.5232,503.0661,480.7963,501.0783,450.8273,791.6213,489.9497,349.7453,646.5892,388.1876,314.3396,427.4161,456.2053,600.769,506.3345,472.1399,224.9433,397.4609,319.6401,461.8817,649.2702,549.4505,774.1142,485.361,585.9889,465.858,483.3748,821.0878,521.948,660.7395,435.2169,529.6058,373.0394,861.2288,805.53,605.8626,706.6136,414.4367,354.0146,415.5615,706.2123,830.1978,432.1448,162.3667,603.2959,776.1119,674.6113,412.9032,580.8531,527.9912,514.9994,402.7218,335.1858,357.4381,306.5153,379.9485,399.0148,435.998,693.7223,405.5556,480.8536,757.3229,564.7577,448.8513,345.2545,482.5085,624.7499,702.5619,359.2838,439.7815,708.9603,939.3939,441.4702,499.3289,541.7579,545.8973,379.8737,396.1039,470.6524,334.7312,411.4665,558.4469,581.8789,671.5226,651.5493,356.0507,790.8381,653.8589,301.8587,383.4217,485.4831,543.075,539.1761,769.9531,964.0793
MAP2K6,125.5854,275.8302,441.4151,244.2425,572.7963,547.3341,167.0854,306.1686,468.9732,231.7403,155.4717,841.8924,372.8848,375.2003,573.4797,217.1461,192.2902,322.2656,282.0735,535.1432,317.1163,335.4037,446.8504,291.3442,164.5191,110.9614,707.7779,550.5725,427.485,375.4294,240.1332,698.1168,406.1043,325.9181,548.8479,449.4056,160.6166,255.798,303.3759,556.145,373.0192,210.3232,303.9915,48.1596,191.0676,239.8801,248.326,352.8637,364.8178,239.8463,310.0296,341.7339,319.5134,255.4544,197.8326,582.9146,303.5714,386.9544,767.9138,584.8485,825.6076,432.6382,44.4934,214.6048,287.9413,913.3959,725.4344,396.4394,260.0234,264.4031,415.5267,538.0217,258.8893,415.66,94.7764,175.7212,323.4311,229.4372,50.427,405.1813,255.3099,339.1161,173.7839,219.4549,358.5421,222.3678,132.8125,311.0301,220.0743,327.782,673.0129,498.9189,387.7221,196.9148,389.3476
MAP2,56.6198,84.6928,22.9363,29.4947,16.6511,14.6899,21.3568,39.0492,7.8442,50.9468,11.3208,18.6009,14.4011,9.9327,8.4459,50.4635,29.932,21.9727,7.1247,1472.6664,19.9027,5.7334,32.9724,48.1851,41.1298,23.3603,10.5464,23.6164,17.0781,27.4803,30.947,23.2837,8.0543,5.2966,23.5023,19.2395,25.8578,7.136,20.5292,10.168,9.5358,16.4014,142.6291,12.3839,148.5551,10.4948,14.0733,9.4799,34.1899,43.9078,16.48,29.7379,8.0889,16.8323,42.0707,25.4933,19.7044,6.8661,5.707,3.5354,14.2264,11.9491,356.3877,14.1857,61.4397,5.9727,21.0637,10.4212,28.4157,40.0611,16.0739,16.5809,9.189,27.2931,25.649,22.4803,22.28,91.342,48.6098,31.6839,31.3116,130.5246,63.1266,39.0038,99.252,26.2123,40.1278,20.5366,41.2639,57.5322,16.1828,10.0148,44.4265,188.33,6.1932
MAP3K1,352.0647,496.124,396.4081,302.5691,739.3069,237.7584,464.196,430.1075,596.1619,352.119,547.9245,528.5079,462.8915,421.0189,369.5101,594.8581,717.4603,543.457,1111.7777,461.5099,803.6267,279.9809,632.3819,639.4894,840.7282,943.3962,249.0113,689.8855,397.0647,567.3874,392.9096,348.8611,338.2789,480.9322,638.7097,479.1723,724.5152,484.1499,362.6825,382.405,341.0461,319.8263,335.9234,89.4393,667.3036,573.7131,569.2884,665.1745,411.0306,604.8299,654.5642,752.0161,401.414,293.5745,331.0566,157.8625,758.6207,265.8166,344.9588,581.8182,415.412,408.7401,696.4758,466.3107,848.6933,353.6689,606.6351,770.7338,901.1288,746.0262,829.0014,503.1447,564.5226,421.9239,403.5033,669.9138,227.2558,377.0563,1263.8561,367.1606,1014.0139,301.9413,488.6743,399.906,485.8127,474.0061,528.7642,351.4409,410.4089,384.9357,504.9976,343.6895,544.8304,625.6204,213.46
MAP4K1,83.014,230.0127,65.7795,24.8551,138.62,13.6017,50.8794,33.3899,73.3996,81.1542,54.3396,48.1197,25.7162,60.5575,54.8986,173.1817,285.7143,12.207,211.1503,9.2971,82.7068,6.2112,322.8346,31.2724,6.1916,58.85,21.6786,15.7443,125.9506,98.6058,59.1519,67.8779,4.663,13.7712,104.6083,31.5818,6.4644,34.0332,25.5474,24.3148,49.3619,22.1901,16.6046,17.8879,165.2735,25.4873,85.3479,90.0592,54.4785,15.9166,22.145,31.754,19.2113,41.0905,20.5345,46.0841,4.9261,23.541,39.3152,9.596,14.2264,105.0693,137.0044,50.9232,6.4191,90.0171,215.2712,31.2636,24.5232,14.6891,48.2216,53.1732,81.5022,119.9105,105.0985,144.9981,44.56,87.013,123.569,145.746,152.5437,72.2842,20.4233,47.4624,140.0926,83.8794,96.5909,31.7986,12.2677,95.3823,28.0819,27.3131,14.5396,106.774,16.5153
