Gene,TCGA-2H-A9GF-01A-11D-A37D-05,TCGA-2H-A9GG-01A-11D-A37D-05,TCGA-2H-A9GH-01A-11D-A37D-05,TCGA-2H-A9GI-01A-11D-A37D-05,TCGA-2H-A9GJ-01A-11D-A37D-05,TCGA-2H-A9GK-01A-11D-A37D-05,TCGA-2H-A9GL-01A-12D-A37D-05,TCGA-2H-A9GM-01A-11D-A37D-05,TCGA-2H-A9GN-01A-11D-A37D-05,TCGA-2H-A9GO-01A-11D-A37D-05,TCGA-2H-A9GQ-01A-11D-A37D-05,TCGA-2H-A9GR-01A-12D-A37D-05,TCGA-IC-A6RE-01A-11D-A33F-05,TCGA-IC-A6RF-01A-13D-A33F-05,TCGA-IG-A3I8-01A-11D-A249-05,TCGA-IG-A3QL-01A-11D-A249-05,TCGA-IG-A3Y9-01A-12D-A249-05,TCGA-IG-A3YA-01A-11D-A249-05,TCGA-IG-A3YB-01A-11D-A249-05,TCGA-IG-A3YC-01A-11D-A249-05,TCGA-IG-A4P3-01A-11D-A265-05,TCGA-IG-A4QS-01A-11D-A265-05,TCGA-IG-A4QT-01A-21D-A265-05,TCGA-IG-A50L-01A-11D-A265-05,TCGA-IG-A51D-01A-11D-A265-05,TCGA-IG-A5B8-01A-11D-A28C-05,TCGA-IG-A5S3-01A-11D-A28C-05,TCGA-IG-A625-01A-11D-A31V-05,TCGA-IG-A6QS-01A-12D-A33F-05,TCGA-IG-A7DP-01A-31D-A33F-05,TCGA-IG-A8O2-01A-11D-A36K-05,TCGA-IG-A97H-01A-11D-A388-05,TCGA-IG-A97I-01A-11D-A388-05,TCGA-JY-A6F8-01A-11D-A33F-05,TCGA-JY-A6FA-01A-11D-A33F-05,TCGA-JY-A6FB-01A-11D-A33F-05,TCGA-JY-A6FD-01A-11D-A33F-05,TCGA-JY-A6FE-01A-11D-A33F-05,TCGA-JY-A6FG-01A-11D-A33F-05,TCGA-JY-A6FH-01A-11D-A33F-05,TCGA-JY-A938-01A-11D-A37D-05,TCGA-JY-A939-01A-12D-A37D-05,TCGA-JY-A93C-01A-11D-A388-05,TCGA-JY-A93D-01A-11D-A388-05,TCGA-JY-A93E-01A-11D-A37D-05,TCGA-JY-A93F-01A-21D-A37D-05,TCGA-KH-A6WC-01A-11D-A33F-05,TCGA-L5-A43C-01A-11D-A249-05,TCGA-L5-A43E-01A-11D-A249-05,TCGA-L5-A43H-01A-11D-A249-05,TCGA-L5-A43I-01A-11D-A249-05,TCGA-L5-A43J-01A-12D-A249-05,TCGA-L5-A43M-01A-11D-A249-05,TCGA-L5-A4OE-01A-11D-A265-05,TCGA-L5-A4OF-01A-11D-A265-05,TCGA-L5-A4OG-01A-11D-A265-05,TCGA-L5-A4OH-01A-11D-A265-05,TCGA-L5-A4OI-01A-11D-A265-05,TCGA-L5-A4OJ-01A-11D-A265-05,TCGA-L5-A4OM-01A-11D-A265-05,TCGA-L5-A4ON-01A-11D-A265-05,TCGA-L5-A4OO-01A-11D-A265-05,TCGA-L5-A4OP-01A-11D-A265-05,TCGA-L5-A4OQ-01A-11D-A265-05,TCGA-L5-A4OR-01A-11D-A265-05,TCGA-L5-A4OS-01A-11D-A28C-05,TCGA-L5-A4OT-01A-11D-A28C-05,TCGA-L5-A4OU-01A-11D-A28C-05,TCGA-L5-A4OW-01A-11D-A28C-05,TCGA-L5-A4OX-01A-21D-A28C-05,TCGA-L5-A88S-01A-11D-A36K-05,TCGA-L5-A88T-01A-11D-A357-05,TCGA-L5-A88V-01A-11D-A357-05,TCGA-L5-A88W-01A-11D-A357-05,TCGA-L5-A88Y-01A-11D-A357-05,TCGA-L5-A88Z-01A-11D-A36K-05,TCGA-L5-A891-01A-11D-A36K-05,TCGA-L5-A893-01A-11D-A36K-05,TCGA-L5-A8NE-01A-11D-A37D-05,TCGA-L5-A8NF-01A-11D-A37D-05,TCGA-L5-A8NG-01A-11D-A37D-05,TCGA-L5-A8NH-01A-11D-A37D-05,TCGA-L5-A8NI-01A-11D-A37D-05,TCGA-L5-A8NJ-01A-11D-A36K-05,TCGA-L5-A8NK-01A-21D-A37D-05,TCGA-L5-A8NL-01A-12D-A37D-05,TCGA-L5-A8NM-01A-11D-A37D-05,TCGA-L5-A8NN-01A-11D-A37D-05,TCGA-L5-A8NQ-01A-11D-A36K-05,TCGA-L5-A8NR-01A-11D-A37D-05,TCGA-L5-A8NS-01A-12D-A37D-05,TCGA-L5-A8NT-01A-11D-A37D-05,TCGA-L5-A8NU-01A-11D-A36K-05,TCGA-L5-A8NV-01A-11D-A37D-05,TCGA-L5-A8NW-01A-11D-A37D-05,TCGA-L7-A56G-01A-21D-A265-05,TCGA-L7-A6VZ-01A-12D-A33F-05,TCGA-LN-A49K-01A-11D-A249-05,TCGA-LN-A49L-01A-11D-A249-05,TCGA-LN-A49M-01A-21D-A265-05,TCGA-LN-A49N-01A-11D-A249-05,TCGA-LN-A49O-01A-11D-A249-05,TCGA-LN-A49P-01A-11D-A249-05,TCGA-LN-A49R-01A-11D-A249-05,TCGA-LN-A49S-01A-11D-A249-05,TCGA-LN-A49U-01A-31D-A265-05,TCGA-LN-A49V-01A-11D-A249-05,TCGA-LN-A49W-01A-11D-A265-05,TCGA-LN-A49X-01A-31D-A265-05,TCGA-LN-A49Y-01A-11D-A265-05,TCGA-LN-A4A1-01A-21D-A265-05,TCGA-LN-A4A2-01A-31D-A265-05,TCGA-LN-A4A3-01A-11D-A265-05,TCGA-LN-A4A4-01A-11D-A265-05,TCGA-LN-A4A5-01A-21D-A265-05,TCGA-LN-A4A6-01A-11D-A265-05,TCGA-LN-A4A8-01A-32D-A265-05,TCGA-LN-A4A9-01A-11D-A28C-05,TCGA-LN-A4MQ-01A-11D-A28C-05,TCGA-LN-A4MR-01A-11D-A28C-05,TCGA-LN-A5U5-01A-21D-A28C-05,TCGA-LN-A5U6-01A-11D-A28C-05,TCGA-LN-A5U7-01A-11D-A31V-05,TCGA-LN-A7HV-01A-21D-A357-05,TCGA-LN-A7HW-01A-22D-A357-05,TCGA-LN-A7HX-01A-11D-A33F-05,TCGA-LN-A7HY-01A-12D-A357-05,TCGA-LN-A7HZ-01A-31D-A357-05,TCGA-LN-A8HZ-01A-11D-A36K-05,TCGA-LN-A8I0-01A-11D-A36K-05,TCGA-LN-A8I1-01A-11D-A36K-05,TCGA-LN-A9FO-01A-11D-A388-05,TCGA-LN-A9FP-01A-31D-A388-05,TCGA-LN-A9FQ-01A-31D-A388-05,TCGA-LN-A9FR-01A-11D-A388-05,TCGA-M9-A5M8-01A-11D-A28C-05,TCGA-Q9-A6FU-01A-11D-A31V-05,TCGA-Q9-A6FW-01A-31D-A31V-05,TCGA-R6-A6DN-01B-11D-A31V-05,TCGA-R6-A6DQ-01B-11D-A31V-05,TCGA-R6-A6KZ-01A-11D-A31V-05,TCGA-R6-A6L4-01A-11D-A31V-05,TCGA-R6-A6L6-01B-11D-A33F-05,TCGA-R6-A6XG-01B-11D-A33F-05,TCGA-R6-A6XQ-01B-11D-A33F-05,TCGA-R6-A6Y0-01B-11D-A33F-05,TCGA-R6-A6Y2-01B-11D-A33F-05,TCGA-R6-A8W5-01B-11D-A37D-05,TCGA-R6-A8W8-01B-11D-A37D-05,TCGA-R6-A8WC-01A-11D-A37D-05,TCGA-R6-A8WG-01A-11D-A37D-05,TCGA-RE-A7BO-01A-11D-A33F-05,TCGA-S8-A6BV-01A-21D-A31V-05,TCGA-S8-A6BW-01A-11D-A31V-05,TCGA-V5-A7RB-01A-11D-A357-05,TCGA-V5-A7RC-06A-11D-A409-05,TCGA-V5-A7RC-01B-11D-A409-05,TCGA-V5-A7RE-01A-11D-A357-05,TCGA-V5-AASV-01A-11D-A388-05,TCGA-V5-AASW-01A-11D-A409-05,TCGA-V5-AASX-01A-11D-A388-05,TCGA-VR-A8EO-01A-11D-A36K-05,TCGA-VR-A8EP-01A-31D-A409-05,TCGA-VR-A8EQ-01A-11D-A36K-05,TCGA-VR-A8ER-01A-11D-A36K-05,TCGA-VR-A8ET-01A-11D-A409-05,TCGA-VR-A8EU-01A-11D-A36K-05,TCGA-VR-A8EW-01A-11D-A36K-05,TCGA-VR-A8EX-01A-11D-A36K-05,TCGA-VR-A8EY-01A-11D-A36K-05,TCGA-VR-A8EZ-01A-11D-A36K-05,TCGA-VR-A8Q7-01A-11D-A37D-05,TCGA-VR-AA4D-01A-11D-A37D-05,TCGA-VR-AA4G-01A-11D-A37D-05,TCGA-VR-AA7B-01A-31D-A409-05,TCGA-VR-AA7D-01A-11D-A409-05,TCGA-VR-AA7I-01A-11D-A409-05,TCGA-X8-AAAR-01A-11D-A409-05,TCGA-XP-A8T6-01A-11D-A36K-05,TCGA-XP-A8T7-01A-11D-A36K-05,TCGA-XP-A8T8-01A-11D-A36K-05,TCGA-Z6-A8JD-01A-11D-A36K-05,TCGA-Z6-A8JE-01A-11D-A37D-05,TCGA-Z6-A9VB-01A-21D-A37D-05,TCGA-Z6-AAPN-01A-11D-A409-05,TCGA-ZR-A9CJ-01B-11D-A388-05
A2M,0.513169083,0.372321106,0.617928081,0.520538458,0.410515568,0.416842781,0.52276546,0.531539395,0.690512621,0.318848024,0.283613197,0.462348485,0.578145056,0.352958419,0.543821273,0.511737822,0.450610868,0.474831519,0.775185869,0.57358097,0.558943242,0.396428203,0.548973042,0.586144036,0.535809631,0.545169904,0.494407591,0.532945714,0.491514431,0.545996251,0.434552056,0.61340782,0.493846728,0.502920458,0.445695187,0.488696101,0.54932346,0.231886101,0.279197933,0.56707009,0.545370604,0.613963935,0.527558617,0.47212886,0.56403583,0.242225249,0.610151175,0.453176724,0.360892399,0.540143292,0.445425051,0.603943684,0.660725915,0.532472086,0.610879813,0.640972235,0.47163828,0.492118867,0.371023232,0.542753449,0.57765486,0.550292954,0.483011566,0.555421392,0.38456145,0.602935944,0.379189238,0.537957283,0.506590737,0.499007181,0.497663053,0.633928759,0.660459725,0.394325289,0.45671081,0.508832805,0.189575516,0.347515846,0.340261925,0.568707089,0.444513088,0.209796262,0.419137158,0.535934844,0.664022722,0.372211166,0.486069072,0.763327916,0.573173752,0.479167602,0.492807967,0.49336598,0.447613723,0.525844972,0.455661636,0.479723302,0.544170675,0.534599869,0.768702258,0.406527297,0.479668839,0.671549406,0.539955763,0.532037598,0.54977351,0.402349613,0.861425044,0.631785602,0.465887852,0.304266254,0.474334692,0.525858752,0.550161148,0.459780627,0.457032018,0.297371004,0.479392831,0.420485509,0.656281339,0.500508756,0.715733687,0.586764752,0.529973812,0.409628189,0.586242296,0.342219796,0.651892241,0.5214985,0.498450289,0.489885029,0.607070187,0.540555229,0.417602872,0.675483024,0.549044228,0.527881392,0.496449425,0.591449754,0.464529062,0.49539594,0.561637812,0.711845312,0.536417886,0.710649973,0.179442442,0.462719528,0.438557193,0.521710214,0.465143178,0.592862367,0.220819978,0.415364438,0.45031472,0.530023903,0.671079892,0.55611593,0.501659594,0.145967428,0.43936245,0.463258134,0.505512592,0.819621218,0.292401239,0.481882064,0.523825508,0.525702418,0.695532165,0.522944951,0.577627508,0.421159281,0.500880144,0.398423503,0.721751147,0.518565439,0.554061106,0.493333309,0.481306627,0.530820056,0.444391167,0.51919707,0.522208613,0.584991562,0.409885424,0.483126997,0.60235126,0.426324332
ABCB1,0.680360196,0.035671973,0.689624163,0.708102587,0.031398795,0.554389869,0.809389281,0.715803953,0.088995763,0.579212773,0.592300141,0.710284953,0.676965962,0.431038808,0.047306628,0.050140034,0.046993252,0.053029483,0.041244781,0.055492268,0.0520911,0.560831416,0.070488156,0.059046677,0.424390324,0.044049541,0.042331004,0.03670413,0.575654472,0.241039089,0.111078076,0.043295795,0.0424933,0.762532751,0.066030251,0.725335996,0.045528252,0.071322027,0.159586559,0.031906885,0.550772747,0.360325562,0.844478835,0.598408136,0.649596757,0.441105459,0.051071158,0.572752018,0.758466633,0.048536593,0.830887894,0.224459728,0.073773841,0.654339869,0.551298921,0.569129481,0.71936308,0.726298041,0.699218658,0.034968647,0.691926852,0.515470876,0.672592385,0.038870827,0.686348725,0.045519408,0.628027903,0.541958509,0.581292362,0.6623824,0.038014261,0.151473515,0.794234433,0.068472485,0.58535905,0.037839705,0.423010374,0.682906873,0.077877193,0.144008225,0.631753972,0.774818702,0.044668624,0.889944015,0.031636657,0.580085461,0.636882327,0.68915994,0.070912446,0.703784813,0.712785809,0.698344359,0.419683959,0.644313369,0.706914786,0.035493786,0.806538923,0.052572433,0.593070306,0.160496194,0.099577188,0.170176958,0.052542334,0.033969605,0.052085018,0.033994065,0.032662119,0.044855865,0.054346186,0.585597041,0.034193076,0.099448844,0.036546096,0.144479725,0.044119664,0.046442433,0.031845897,0.037481246,0.036086442,0.052995539,0.04344286,0.03923934,0.041544447,0.038682164,0.043420009,0.05422791,0.039400863,0.04028416,0.042208889,0.066342103,0.038684037,0.036691603,0.052240775,0.050464519,0.085138413,0.583478943,0.035622648,0.554698474,0.853168187,0.647727942,0.601053563,0.033685839,0.523944486,0.8211524,0.750764534,0.044825454,0.640083186,0.127965998,0.822272996,0.898967926,0.66425399,0.636193485,0.61617933,0.031697155,0.613520479,0.03466495,0.030321943,0.76443272,0.113901169,0.745166256,0.727109534,0.455320216,0.044653601,0.576693726,0.043632366,0.060226757,0.031768503,0.044833375,0.075318281,0.073881042,0.037131291,0.042522062,0.852903706,0.06084984,0.036172811,0.295260429,0.071988678,0.709140621,0.049483152,0.116585044,0.045030432,0.065255241,0.121108321,0.054782283,0.041648057,0.65277604
ABCC1,0.070754899,0.040278133,0.067370958,0.039192983,0.038059739,0.04323138,0.046085639,0.054242503,0.049366161,0.079239295,0.064307425,0.070755695,0.057620173,0.053791763,0.120239721,0.099473403,0.089704113,0.072564552,0.075486101,0.077628377,0.054223415,0.051503862,0.059533336,0.08753073,0.063656171,0.076901007,0.113394481,0.050116087,0.08262704,0.087844086,0.057120234,0.112217486,0.070778372,0.042793989,0.079345374,0.06190902,0.059010027,0.092458891,0.055078679,0.062114176,0.060152985,0.057194071,0.085586675,0.077823419,0.055723151,0.053030922,0.069015002,0.089105684,0.053860329,0.085423705,0.059733781,0.110451794,0.062560562,0.062577454,0.054612297,0.052308406,0.058519629,0.049429862,0.039597616,0.111175108,0.048369804,0.078338916,0.049854728,0.067308167,0.055897749,0.067702782,0.066032021,0.068667355,0.062738289,0.051995053,0.090432946,0.061501209,0.07164784,0.074676427,0.062693261,0.091838745,0.083283169,0.087479246,0.046138697,0.052564337,0.065118828,0.03962784,0.08938598,0.042957552,0.038647363,0.106771099,0.05079526,0.054001401,0.071933349,0.079950611,0.082407741,0.078604931,0.080512441,0.055052076,0.073261368,0.099330943,0.050546087,0.066472727,0.073284776,0.076031519,0.080867891,0.098482851,0.076235742,0.077848959,0.066636994,0.07885195,0.123575123,0.070208842,0.085192637,0.083086056,0.067987188,0.093429423,0.074784241,0.084814583,0.102578993,0.060662532,0.061403556,0.077778157,0.081647813,0.054132691,0.089433418,0.08616598,0.088040013,0.066823777,0.120578306,0.069129345,0.086604754,0.038334292,0.071910795,0.087796502,0.066003217,0.054960174,0.084542344,0.09105313,0.103178948,0.063759375,0.086320684,0.065134147,0.100765911,0.05026974,0.054629792,0.076888264,0.075834377,0.062260883,0.055254855,0.070757694,0.064780091,0.061100558,0.037376612,0.050965323,0.077046473,0.056408476,0.066618474,0.068521821,0.087575018,0.087092295,0.104050221,0.071926402,0.040510899,0.042287649,0.044998236,0.139016211,0.057294793,0.050765658,0.100849224,0.069472162,0.066894332,0.060654142,0.065554216,0.116062906,0.056993069,0.072583033,0.068243194,0.077737108,0.075445967,0.065829923,0.079956751,0.055240574,0.08590756,0.065747362,0.075219394,0.070166155,0.086313138,0.061501548,0.062274597,0.090423249
ABCC5,0.069855815,0.039686192,0.068009882,0.107395789,0.048921872,0.063184368,0.043152027,0.083107781,0.066425035,0.070406287,0.042027789,0.06400049,0.115753645,0.083037378,0.134354701,0.039287402,0.091252778,0.075013992,0.094174772,0.103122306,0.084520545,0.092365645,0.137341737,0.080551416,0.047764584,0.096089873,0.058982658,0.051590433,0.098880615,0.140036682,0.071329416,0.078781068,0.053687452,0.135097062,0.058076616,0.075601002,0.101262678,0.056149413,0.076648981,0.064043296,0.081685684,0.13413056,0.069883582,0.112865428,0.064003118,0.071973999,0.0866818,0.167186677,0.146234397,0.08361526,0.058716994,0.088305997,0.130693263,0.092296531,0.06975383,0.132496595,0.077402427,0.154308891,0.065592869,0.08972268,0.13425424,0.14063206,0.07341636,0.088242848,0.076038595,0.123846563,0.097076342,0.135791519,0.113142575,0.122960627,0.093541609,0.080765857,0.145619783,0.07078381,0.093197588,0.049922491,0.060860092,0.098506551,0.062474264,0.076740971,0.084887201,0.123535999,0.090952308,0.048284946,0.051100971,0.075404685,0.173296916,0.058013699,0.079747323,0.066316069,0.141637716,0.108979123,0.06951214,0.069813072,0.102467665,0.060302427,0.133062963,0.089333231,0.10888458,0.087006235,0.093684148,0.127522248,0.097178315,0.069413187,0.077281458,0.048959019,0.089118676,0.101503599,0.10644578,0.042127684,0.080698727,0.068866046,0.101900153,0.053568701,0.064108392,0.083171199,0.066935825,0.108511741,0.074109646,0.101242229,0.08192611,0.063402921,0.044203641,0.079967454,0.049510552,0.060052663,0.080903753,0.059096552,0.07052081,0.070142008,0.088168355,0.07616771,0.093740523,0.042636168,0.114155906,0.079544383,0.037376475,0.080903708,0.06752601,0.052489594,0.045831879,0.088948834,0.112633718,0.051161352,0.046377445,0.08119481,0.077575233,0.091318646,0.064114328,0.13533554,0.061867246,0.089597771,0.072917758,0.037182379,0.085793837,0.055474662,0.046837499,0.084816401,0.099290788,0.084477189,0.074439387,0.08322319,0.084431221,0.14073306,0.072892318,0.114567756,0.078895592,0.047606045,0.095630578,0.046947401,0.040488588,0.073715356,0.09123119,0.085033837,0.067694049,0.137036434,0.075433375,0.087488533,0.077793459,0.061141288,0.082652138,0.078408634,0.113232929,0.067809526,0.128543746,0.084676775
ACTB,0.0353299,0.02887601,0.045787461,0.032576943,0.034483323,0.030894444,0.032164048,0.035071731,0.035968368,0.03317572,0.034649842,0.030404415,0.03873501,0.046065302,0.036874953,0.039917761,0.041506748,0.042386814,0.045898365,0.039960005,0.036530031,0.042022251,0.046695236,0.036094977,0.038227088,0.05008796,0.052722116,0.028424384,0.044753354,0.047919099,0.039880256,0.039463229,0.040455123,0.039722276,0.038638079,0.043919735,0.040496922,0.040518301,0.04160939,0.040761179,0.032120951,0.035973869,0.032454401,0.036027757,0.034924242,0.031792676,0.043598803,0.04721153,0.042071947,0.046595032,0.042346653,0.04187656,0.040374479,0.036411764,0.035349715,0.043555697,0.035183803,0.043421213,0.038047051,0.03888446,0.036187835,0.039569032,0.040603345,0.034966209,0.043150968,0.052701696,0.050822789,0.048906845,0.050138373,0.050818761,0.037617458,0.038137366,0.044142857,0.041150212,0.04008145,0.042901065,0.038498506,0.04011555,0.051367084,0.040824799,0.036289679,0.031097076,0.036956693,0.040587664,0.021734519,0.058590577,0.038145829,0.034799621,0.042036769,0.050177021,0.070011121,0.030255047,0.036545918,0.027758691,0.029234322,0.035578085,0.041776276,0.036846969,0.048495994,0.038980667,0.045105418,0.036595564,0.038414931,0.036005538,0.034413974,0.037001795,0.0415898,0.038965451,0.038918595,0.035557066,0.042630013,0.039514136,0.045856915,0.039861633,0.037035399,0.037613539,0.039486319,0.052521307,0.048538796,0.05081391,0.048713538,0.052080817,0.027121434,0.04387099,0.045765774,0.043483564,0.045652439,0.040335274,0.035136063,0.046716356,0.042872118,0.044552283,0.043629692,0.032064339,0.032210855,0.052838025,0.029111781,0.02891192,0.029172012,0.026940474,0.026775842,0.02850881,0.044219051,0.043997109,0.047067111,0.041843723,0.039879679,0.035341578,0.036555073,0.048109532,0.047980592,0.041507141,0.029645862,0.029546553,0.044947951,0.048148037,0.042686645,0.038852216,0.039889852,0.046201441,0.031056877,0.038800578,0.050135511,0.044152265,0.046525985,0.046573571,0.039735987,0.038888211,0.042357787,0.039927863,0.039535508,0.028976124,0.036129367,0.036801232,0.043487918,0.04705952,0.049351487,0.046696195,0.035897251,0.047051442,0.045495849,0.040221892,0.054699176,0.034741703,0.044875396,0.033498927
ADAMTS1,0.498654024,0.462612897,0.590735572,0.617129436,0.391632643,0.342495973,0.715915728,0.354226032,0.159218647,0.318958976,0.031918762,0.522689082,0.531843714,0.052529609,0.042542862,0.029053928,0.053522345,0.043346398,0.031793439,0.05938833,0.050348448,0.444054517,0.107797092,0.026427066,0.032613526,0.030439254,0.031021898,0.029528244,0.034764215,0.228703076,0.031070423,0.029370725,0.032896561,0.491227776,0.041552743,0.666061864,0.042471754,0.026256494,0.026161949,0.453973524,0.476053763,0.175595813,0.639038393,0.376982159,0.39814314,0.034442349,0.052509532,0.31022109,0.657420628,0.044832864,0.633431618,0.029631291,0.069122314,0.471547285,0.12228817,0.386156785,0.480680905,0.599330658,0.598485834,0.032690816,0.598233175,0.362357786,0.481036682,0.037188745,0.47481461,0.05806331,0.382111262,0.372607838,0.457105586,0.586366146,0.028532683,0.095860812,0.480896429,0.023785999,0.387420162,0.033857173,0.056615151,0.591735924,0.440231805,0.037514498,0.509309503,0.532797071,0.550642445,0.816191677,0.020557916,0.389247233,0.564013139,0.157749943,0.037594675,0.576173918,0.531763845,0.505851636,0.355391916,0.443818407,0.41256793,0.038720919,0.581182632,0.090013288,0.034248395,0.183169248,0.073213469,0.030837373,0.038576404,0.029891715,0.0977858,0.021995484,0.02512912,0.04544395,0.045236549,0.024974163,0.021048942,0.023587559,0.036842048,0.026678562,0.030519946,0.027036023,0.040058286,0.03062216,0.314944345,0.032715196,0.042193503,0.030658193,0.024623702,0.029032151,0.027391706,0.03040447,0.038970667,0.027592763,0.055906129,0.032768556,0.030765791,0.032033574,0.039181027,0.047097129,0.032486666,0.535532309,0.027576394,0.239884184,0.728563585,0.439117808,0.176666906,0.470607112,0.308578561,0.639745313,0.399285921,0.132553933,0.365398245,0.474709066,0.518574761,0.742029669,0.314355727,0.353888151,0.533343457,0.021876626,0.544210695,0.024046268,0.023876576,0.528357956,0.041813501,0.573900519,0.632093087,0.051563738,0.030095986,0.446189463,0.048964271,0.07598688,0.031258367,0.057481273,0.08741129,0.027346918,0.033347322,0.030739601,0.713240763,0.032389384,0.02237175,0.036427623,0.033410307,0.655092757,0.056772666,0.033962163,0.032848227,0.085638396,0.041822076,0.053776823,0.030778969,0.398498953
ADAMTS16,0.640083455,0.675298396,0.623433686,0.675782061,0.594072898,0.535840541,0.782539302,0.49886738,0.642150096,0.409823809,0.664779258,0.6527673,0.568867303,0.568604367,0.516037351,0.678455984,0.140269335,0.301329124,0.688044547,0.249816246,0.279529105,0.641262866,0.245382853,0.349098414,0.346459255,0.11093583,0.254350527,0.137618132,0.440117444,0.368061078,0.389950733,0.112932137,0.188461338,0.725657154,0.654442315,0.666345767,0.239319972,0.140729619,0.609101778,0.57227652,0.540348013,0.406885807,0.763073673,0.564512186,0.691002279,0.603508795,0.316235525,0.507948935,0.658719985,0.490821222,0.726505624,0.656513827,0.40445093,0.578009671,0.465542981,0.484653845,0.596280701,0.757719368,0.641356416,0.349583253,0.625064711,0.468573083,0.623296917,0.529458559,0.65917434,0.134649173,0.551581611,0.515299939,0.579895485,0.650224322,0.325794465,0.264608825,0.762208821,0.543458154,0.568028249,0.337322267,0.303356733,0.616621137,0.558127489,0.722457128,0.645341401,0.609140834,0.600812447,0.861019805,0.522598306,0.515621868,0.613795175,0.579320344,0.321065693,0.631876953,0.652177286,0.610855192,0.412042203,0.597511668,0.57358877,0.203864444,0.696206715,0.51427892,0.611176367,0.402680832,0.362609553,0.470943382,0.230482343,0.307877069,0.258345223,0.145566812,0.761175088,0.306260265,0.218747196,0.213547447,0.308165303,0.457928209,0.175111544,0.245871516,0.464189141,0.162697471,0.204730902,0.135142071,0.221389287,0.3854804,0.212740653,0.333160178,0.447361304,0.134764436,0.232823295,0.208406119,0.650821288,0.447245777,0.402194596,0.282772289,0.116591468,0.321971123,0.16450041,0.354290214,0.304124731,0.622355301,0.388823026,0.585817899,0.773597494,0.538705188,0.507179151,0.575091719,0.420862994,0.623954448,0.751993632,0.438416106,0.524200354,0.533832995,0.617090181,0.833295482,0.42587435,0.555631823,0.595743108,0.17252382,0.545348225,0.158790124,0.137942635,0.67164445,0.720375405,0.707794845,0.643630204,0.265436971,0.112893985,0.506648223,0.319881382,0.39802124,0.152033481,0.267581902,0.423740634,0.589800993,0.151698638,0.147740032,0.724801197,0.343817995,0.090682993,0.443015227,0.551505842,0.591063351,0.616892935,0.450210904,0.546571187,0.40457823,0.70099261,0.655346622,0.41974881,0.545120296
ADCY1,0.619270616,0.16639144,0.520994262,0.528535018,0.053263295,0.453657121,0.643258575,0.570512861,0.463012345,0.358267945,0.284371364,0.555759662,0.554435625,0.501248425,0.280476952,0.177211329,0.25347397,0.149890384,0.383041154,0.181995789,0.165336039,0.637400899,0.117904365,0.133997232,0.393257103,0.123426321,0.068783662,0.030498581,0.148408136,0.267738391,0.148486932,0.133132151,0.142999882,0.632708708,0.198444429,0.601567334,0.155612833,0.131182964,0.415256003,0.440851483,0.31742207,0.26674987,0.651214671,0.461346974,0.538037151,0.519104211,0.120107733,0.430313494,0.633092451,0.183433623,0.689539667,0.191999459,0.544900544,0.556287043,0.275782594,0.4522022,0.5064103,0.596605364,0.522292065,0.139512935,0.583537786,0.393398964,0.591214957,0.442772865,0.569662809,0.092128638,0.524018131,0.402910179,0.503761435,0.561981307,0.15060072,0.152952062,0.714960083,0.248381752,0.469212344,0.166926899,0.117734664,0.538960811,0.470772556,0.668658405,0.511070072,0.569337218,0.291533456,0.80878342,0.115185032,0.448159145,0.508313253,0.24730862,0.234958857,0.579633529,0.541485779,0.517235581,0.334572764,0.494386987,0.517952752,0.048107513,0.609103814,0.171011442,0.5688959,0.272206175,0.142710248,0.256740148,0.280069701,0.187108748,0.124766566,0.134325348,0.211959515,0.170427486,0.348454255,0.063537232,0.108139573,0.249261719,0.119502511,0.214322489,0.235765451,0.104895277,0.141833227,0.130463443,0.186624705,0.30513942,0.267091662,0.269316701,0.165168335,0.051036746,0.148788521,0.145306117,0.170285301,0.166318101,0.142998928,0.21345201,0.191799791,0.144482096,0.118912306,0.157694081,0.125405641,0.554903073,0.11881076,0.574254926,0.685938963,0.530217177,0.398289203,0.507421263,0.394582334,0.606105488,0.651256087,0.350388859,0.522136511,0.279207401,0.639548133,0.808630932,0.419407111,0.500243307,0.529136773,0.126980733,0.584541406,0.160280613,0.156978478,0.617206789,0.224712504,0.620756722,0.562507178,0.053039184,0.079623098,0.437166187,0.207719823,0.246377113,0.216183673,0.089482241,0.158634073,0.47485323,0.180636217,0.039819942,0.720283108,0.192569726,0.143221149,0.332043705,0.456173731,0.585286667,0.130478555,0.139727227,0.173675671,0.117052991,0.28555881,0.127075459,0.116238199,0.478750318
