gene_id,TCGA-2H-A9GF,TCGA-2H-A9GG,TCGA-2H-A9GH,TCGA-2H-A9GI,TCGA-2H-A9GJ,TCGA-2H-A9GK,TCGA-2H-A9GL,TCGA-2H-A9GM,TCGA-2H-A9GN,TCGA-2H-A9GO,TCGA-2H-A9GQ,TCGA-2H-A9GR,TCGA-IC-A6RE,TCGA-IC-A6RF,TCGA-IG-A3I8,TCGA-IG-A3QL,TCGA-IG-A3Y9,TCGA-IG-A3YA,TCGA-IG-A3YB,TCGA-IG-A3YC,TCGA-IG-A4P3,TCGA-IG-A4QS,TCGA-IG-A4QT,TCGA-IG-A50L,TCGA-IG-A51D,TCGA-IG-A5B8,TCGA-IG-A5S3,TCGA-IG-A625,TCGA-IG-A6QS,TCGA-IG-A7DP,TCGA-IG-A8O2,TCGA-IG-A97H,TCGA-IG-A97I,TCGA-JY-A6F8,TCGA-JY-A6FA,TCGA-JY-A6FB,TCGA-JY-A6FD,TCGA-JY-A6FE,TCGA-JY-A6FG,TCGA-JY-A6FH,TCGA-JY-A938,TCGA-JY-A939,TCGA-JY-A93C,TCGA-JY-A93D,TCGA-JY-A93E,TCGA-JY-A93F,TCGA-KH-A6WC,TCGA-L5-A43C,TCGA-L5-A43E,TCGA-L5-A43H,TCGA-L5-A43I,TCGA-L5-A43J,TCGA-L5-A43M,TCGA-L5-A4OE,TCGA-L5-A4OF,TCGA-L5-A4OG,TCGA-L5-A4OH,TCGA-L5-A4OI,TCGA-L5-A4OJ,TCGA-L5-A4OM,TCGA-L5-A4ON,TCGA-L5-A4OO,TCGA-L5-A4OP,TCGA-L5-A4OQ,TCGA-L5-A4OR,TCGA-L5-A4OS,TCGA-L5-A4OT,TCGA-L5-A4OU,TCGA-L5-A4OW,TCGA-L5-A4OX,TCGA-L5-A88S,TCGA-L5-A88T,TCGA-L5-A88V,TCGA-L5-A88W,TCGA-L5-A88Y,TCGA-L5-A88Z,TCGA-L5-A891,TCGA-L5-A893,TCGA-L5-A8NE,TCGA-L5-A8NF,TCGA-L5-A8NG,TCGA-L5-A8NH,TCGA-L5-A8NI,TCGA-L5-A8NJ,TCGA-L5-A8NK,TCGA-L5-A8NL,TCGA-L5-A8NM,TCGA-L5-A8NN,TCGA-L5-A8NQ,TCGA-L5-A8NR,TCGA-L5-A8NS,TCGA-L5-A8NT,TCGA-L5-A8NU,TCGA-L5-A8NV,TCGA-L5-A8NW,TCGA-L7-A56G,TCGA-L7-A6VZ,TCGA-LN-A49K,TCGA-LN-A49L,TCGA-LN-A49M,TCGA-LN-A49N,TCGA-LN-A49O,TCGA-LN-A49P,TCGA-LN-A49R,TCGA-LN-A49S,TCGA-LN-A49U,TCGA-LN-A49V,TCGA-LN-A49W,TCGA-LN-A49X,TCGA-LN-A49Y,TCGA-LN-A4A1,TCGA-LN-A4A2,TCGA-LN-A4A3,TCGA-LN-A4A4,TCGA-LN-A4A5,TCGA-LN-A4A6,TCGA-LN-A4A8,TCGA-LN-A4A9,TCGA-LN-A4MQ,TCGA-LN-A4MR,TCGA-LN-A5U5,TCGA-LN-A5U6,TCGA-LN-A5U7,TCGA-LN-A7HV,TCGA-LN-A7HW,TCGA-LN-A7HX,TCGA-LN-A7HY,TCGA-LN-A7HZ,TCGA-LN-A8HZ,TCGA-LN-A8I0,TCGA-LN-A8I1,TCGA-LN-A9FO,TCGA-LN-A9FP,TCGA-LN-A9FQ,TCGA-LN-A9FR,TCGA-M9-A5M8,TCGA-Q9-A6FU,TCGA-Q9-A6FW,TCGA-R6-A6DN,TCGA-R6-A6DQ,TCGA-R6-A6KZ,TCGA-R6-A6L4,TCGA-R6-A6L6,TCGA-R6-A6XG,TCGA-R6-A6XQ,TCGA-R6-A6Y0,TCGA-R6-A6Y2,TCGA-R6-A8W5,TCGA-R6-A8W8,TCGA-R6-A8WC,TCGA-R6-A8WG,TCGA-RE-A7BO,TCGA-S8-A6BV,TCGA-S8-A6BW,TCGA-V5-A7RB,TCGA-V5-A7RC,TCGA-V5-A7RC,TCGA-V5-A7RE,TCGA-V5-AASV,TCGA-V5-AASW,TCGA-V5-AASX,TCGA-VR-A8EO,TCGA-VR-A8EP,TCGA-VR-A8EQ,TCGA-VR-A8ER,TCGA-VR-A8ET,TCGA-VR-A8EU,TCGA-VR-A8EW,TCGA-VR-A8EX,TCGA-VR-A8EY,TCGA-VR-A8EZ,TCGA-VR-A8Q7,TCGA-VR-AA4D,TCGA-VR-AA4G,TCGA-VR-AA7B,TCGA-VR-AA7D,TCGA-VR-AA7I,TCGA-X8-AAAR,TCGA-XP-A8T6,TCGA-XP-A8T8,TCGA-Z6-A8JD,TCGA-Z6-A8JE,TCGA-Z6-A9VB,TCGA-Z6-AAPN,TCGA-ZR-A9CJ
COL1A1,74116.7264,31373.5849,39283.4789,14695.7339,6553.3537,51033.3152,69283.2451,52479.7477,112992.177,21434.5125,41866.3826,50064.7714,21043.4783,7982.0665,59296.0197,172476.4314,309693.0108,128700.5045,53725.2377,320020.5473,10149.6031,26722.1903,16134.7449,193837.5359,125288.8647,48712.8076,10747.5266,32055.6324,95385.9792,143181.1624,9670.0387,54019.1693,129074.9537,15092.2768,12022.6165,38093.7271,16814.8209,33484.9098,43074.8327,17056.0879,31526.8699,30472.0314,58699.187,112434.2111,43059.0483,18855.9911,5196.6191,410978.1016,10609.2437,64247.1281,4786.4181,136556.9231,44291.4747,25827.9212,19853.6803,21600.9498,18400.2915,21479.5162,20091.2112,14961.2121,37166.7503,239119.1824,14052.736,62238.0942,33520.7575,132468.7813,92541.3617,25410.2372,51690.3858,13552.3504,425794.1094,9698.1066,51092.4393,79187.0067,50182.8976,71986.4907,58364.9046,14697.9645,38482.4449,13548.7772,37712.85,16267.1333,117555.1464,6517.6068,19654.6836,232727.9816,50258.1281,15247.0737,35779.1908,65699.0226,65172.925,170401.7964,89319.3018,16790.5282,72086.1519,32164.6975,16308.6038,20031.57,58012.5374,122262.797,299944.6575,36821.2203,82233.4128,170202.9622,10453.7969,482909.0082,68892.2351,357564.8882,319744.6933,122350.5269,157723.2541,210878.9276,39200,304441.5364,284587.7819,144894.1151,277942.5069,181631.3025,19448.1358,224273.1587,11904.2111,216854.392,57839.5554,37762.7467,757085.0707,164317.9765,433290.1148,143324.9581,37645.245,192951.8564,21378.978,37293.2745,65528.7512,224630.257,756870.6846,37843.0966,120280.4878,12842.0051,34268.1054,30158.6582,38404.6201,4660.9589,121846.7087,13040.9194,4523.7218,12218.2422,306076.5873,139166.9301,36693.302,60064.601,22751.5505,91063.3532,53919.6637,862391.1853,20305.4978,28818.7309,179713.7832,9033.9456,41176.4,21157.3448,19617.5813,64128.7449,10013.9892,44564.0288,248434.2005,54695.3572,114730.9813,29855.4334,3573.9987,94556.8552,176954.1284,59859.5202,12555.2622,188388.4892,310914.8874,79245.9461,344838.5214,23998.2812,16053.0601,17555.7567,432976.507,447931.5559,47550.5017,39087.7193,350596.3547
COL4A2,10514.5093,10402.0964,5970.8879,9165.7149,4837.8049,69119.4791,20081.4815,29035.5246,21289.036,6851.4622,5350.8908,8271.0333,6793.3747,5024.4483,18597.6772,8884.4208,13799.1935,13186.2739,8020.1508,5120.2213,4215.1289,2869.2474,5544.6476,10108.5832,8511.5709,10247.3129,47437.1565,7306.3847,8467.119,20599.4283,3156.2035,23478.0351,9544.3297,11585.6446,4080.5875,25545.5146,6556.2815,52250.3134,2141.8425,2316.4243,8355.9462,15351.8155,14447.1545,19267.3211,10065.9951,3884.7123,1621.4273,50313.3819,4980.3922,5493.6672,3829.028,10912,8796.1942,5920.6217,15266.2206,15309.3795,4637.6002,2632.462,10200.682,15509.0909,18864.0923,8875.4717,8592.0045,24820.2918,12415.3213,37929.8831,18384.0311,5233.0776,9102.1505,9064.6368,32479.5459,4758.0645,13294.1501,8130.844,18731.362,6051.5237,7100.5874,4544.977,6254.0616,8620.0089,8120.2441,11029.7463,20111.3043,2450.5983,3519.2641,33232.0546,5191.3604,11160.7086,10917.9191,5335.0185,10154.1834,16911.0778,23550.308,8999.5446,6850.7892,22706.7669,11859.6084,13606.6793,8040.8878,12116.0899,16977.7179,14501.2089,7565.8859,13196.1053,1899.9695,8834.0916,3739.4189,15049.7477,28225.1501,7127.5652,4986.2556,15399.3728,6178.4187,12265.4145,16709.1431,6021.2834,23062.4579,14325.6303,8151.7165,18009.8436,7286.1448,8069.6386,31451.1257,6470.3947,15684.3876,13790.4246,12449.8896,8856.7839,10191.6833,6724.1942,7633.2735,4546.3065,34167.141,13718.9127,24624.9269,7705.1551,11007.6478,3545.6853,5617.8634,17102.7501,11338.3866,3362.5245,27944.9955,8274.0728,1189.3137,10930.5761,62245.1166,15017.386,15027.6146,5313.0664,6055.4542,11000.35,19159.7384,9967.3805,7929.786,12879.2782,17188.999,3768.6995,7126.8,5297.1727,13617.5813,41276.9231,9815.8876,13102.7978,10602.1423,1039.8372,8147.7398,4448.2536,1189.2318,28670.3001,7487.7064,12703.2159,3305.1679,11841.0726,14036.0368,17438.5282,18150.7782,4804.0564,9840.2708,7027.5163,12358.7657,10031.7153,2945.8194,6938.8795,19938.333
CREBBP,7110.8575,3250.7338,3021.8341,2715.1695,2940.2439,4107.6506,3729.1005,3309.0969,2901.777,2915.4171,3280.7901,3367.5335,3826.501,3473.4851,5142.5304,3226.0985,3715.0538,4802.3915,4885.0422,2914.9462,4986.1432,2826.7488,4285.7448,5760.9856,6765.3145,4814.4651,5231.9531,4238.4709,3225.3279,4923.3701,4040.1666,3673.3227,4630.6762,3259.9483,5299.7985,3353.165,5054.6688,1051.0076,2628.9243,2673.4571,3139.4306,3130.5201,3684.4324,5318.5816,4926.7107,2936.6119,3884.5241,2509.8085,3502.451,5353.1664,3473.2357,3430.7692,3743.8647,4492.645,5930.5081,2951.6966,2580.7627,3401.0925,3923.6529,7357.2727,4083.7513,4364.1509,5767.7913,2927.6136,3291.2895,3828.7145,5036.5926,3452.5023,3253.0044,5189.1026,4365.8227,3581.6971,3853.7528,2771.7061,2562.8496,2603.8329,1811.674,3491.4642,4059.7499,6018.3193,5247.308,3802.2747,1850.545,3781.1966,4542.1316,5186.9387,2976.582,4273.9639,3262.4277,5151.6684,6242.3864,3865.2695,3891.6838,3943.5337,3988.1813,4028.285,2873.5188,4987.8025,4574.2362,4210.1738,4291.2219,4812.6867,2710.9644,3904.2787,3416.8954,3933.576,3306.6091,7736.4816,6200.5563,3138.6578,5986.2556,6438.6645,5660.0696,5486.8755,3986.8799,8376.9288,4719.5832,6318.2773,3939.4611,5125.6811,3009.2042,6332.8937,6412.6532,1936.2664,3308.5464,5470.9425,1902.4283,3167.5042,3831.5914,3341.4933,3362.3214,6126.2404,4673.0043,5117.4089,3636.6296,4670.744,2776.7673,3406.7259,1811.6979,4258.3862,3073.8134,2733.3659,2902.615,1829.7057,3101.3358,4430.9453,4108.3491,3331.5502,3529.9647,4458.3455,5731.12,2148.6408,2711.8169,4974.6016,2754.8291,6627.3954,7870.8027,3461.8663,5427.6,4319.914,6860.6396,5693.9271,4756.9422,2434.2126,4652.6396,4954.1533,4427.4164,5105.11,4049.3762,2914.6312,2361.4679,4209.4946,1957.7518,3564.7482,5493.3687,5344.8906,3531.7769,3609.4878,3979.1419,5559.3773,6846.2162,3242.1308,5250.5017,3971.7035,2670.4128
CSE1L,3666.4493,1540.4612,4231.441,5348.8194,3010.6707,1640.803,2891.358,3454.1833,7259.4128,5693.9773,6542.9899,2609.4038,4922.5673,2795.6567,5536.6434,4613.8482,4008.3333,3297.2535,3300.6326,3304.554,3378.1944,3674.9505,1942.8938,5538.8912,9527.9063,5495.1281,7463.1733,4625.6202,3664.2243,2430.3797,4813.4484,3984.4249,4668.2262,4892.3342,6885.8127,2673.6703,5328.2607,8935.3004,2621.5131,3366.6153,4262.5652,3212.4632,3606.4438,2584.4102,2561.6534,4746.9515,3034.9899,2034.6716,2331.5826,3041.2371,2408.2557,6195.6923,1476.4026,2688.0377,3528.7237,4009.9981,8776.2934,1875.1463,2716.2407,3863.3333,2352.5577,2167.2956,1920.6124,4045.895,4006.8421,6367.2788,2910.4089,2297.7772,4451.9292,4598.5577,2701.0254,2963.5344,4639.3488,4129.326,2371.0469,2912.661,11227.6065,2432.6986,3503.4284,4600.0889,3907.7531,4470.1079,4096.3814,4014.1311,4279.7061,3556.3601,3264.2668,4911.4204,2700.578,3695.9892,2585.8797,2141.9162,1666.8378,2024.1348,3550.8903,4196.9209,4299.0726,4057.6609,6312.3059,3903.3647,2811.6903,5845.8256,4681.5315,3404.2787,5426.6545,5274.7953,7620.2588,5405.1911,8781.4376,4391.5696,5027.8603,6580.5817,5864.1472,3353.3985,4775.7278,7012.2379,5295.7401,1176.4706,4855.2972,1987.6956,4794.0051,4595.3574,5841.8353,5933.3882,4698.5195,6610.3583,1947.4614,6475.7119,5500.2594,3110.5671,4792.5915,6610.2536,3060.6131,4458.7292,2467.8174,3720.5845,5036.7921,1697.6523,6203.7114,3241.4627,3724.2375,3024.9511,4179.4409,3700.505,5393.8277,2752.5849,5911.2776,6100.4255,2787.6028,4387.0213,7512.5866,5124.7229,1846.3335,2693.7251,4380.0892,4275.8929,4473.9367,3741.3666,2849.6,4533.8045,3053.2965,4818.2186,6701.3423,3937.0104,4037.1079,4507.5119,4415.656,4208.9263,4765.8569,4605.6721,6560.7339,8264.2164,4471.5202,4055.9189,5289.978,4746.5063,2569.7147,1936.748,3069.4356,4795.076,6359.2354,6999.893,4474.2475,3886.2479,4596.4988
CSF2,2.2824,0.4193,1.0917,10.8962,0,187.5203,1.0582,14.6082,52.7158,26.1784,18.9775,0.7728,10.766,0.8406,13.155,19.9734,29.3011,23.4166,0.3788,6.7174,6.6754,0.5903,1.711,45.0103,5.1729,156.7052,1.0993,0,39.801,0.5444,0.5951,234.4249,0.9012,0.6891,3.8994,1.7152,41.6839,35.4836,2.0587,1.3402,35.5214,2.4534,4.2156,0,1.042,2.4186,0.8216,208.8557,0,25.6259,0,7.3846,1.8123,11.1019,6.1462,55.2396,4.3721,3.9017,4.6596,0,9.0271,3.1447,3.4023,81.3773,3.5757,46.0768,21.8515,21.1011,12.9665,0.8013,1.7081,0.7013,1.1038,17.9114,13.2435,6.9117,17.254,2.2981,14.8798,1.7786,5.743,5.2493,3.0175,0.9117,0.3946,60.1546,9.7006,9.1743,3.4682,1.6852,0,15.2695,4.6201,0.9107,0.622,3.9384,3.3488,2.6091,0,7.9732,4.9746,51.4863,1.8611,29.073,2.1348,5.1562,0.6105,18.7455,27.5216,0.5546,106.6122,65.4246,17.9015,0.6158,18.6962,0.4257,7.3552,53.0462,1.4766,28.1245,0.3258,2.374,56.4263,1.6447,2.0188,5.1189,3.0905,0.8375,2.0755,28.9678,38.2632,6.0639,3.3811,3.6355,18.7244,0.6353,21.9099,37.7538,190.7698,17.2257,3.2485,2.9354,55.9062,2.0895,5.5274,22.5258,155.5274,25.0456,11.4571,5.2616,7.2966,13.0673,2.3354,14.6912,109.9554,8.9479,19.8273,7.9353,4,14.4438,7.6326,39.2713,1.2518,31.6547,2.6779,0.7754,141.4921,1.2937,1.0506,166.0905,3.6697,1.2251,8.2988,27.4689,10.1435,64.3906,14.2672,1.0313,8.7824,3.6206,380.3117,3.38,0.3344,2.8297,74.0581
CTLA4,15.3244,81.3417,31.6594,33.4957,10.3659,155.8329,64.903,47.1448,43.3775,19.551,6.584,57.5746,58.7992,50.718,27.6523,13.0493,41.129,168.151,78.4061,262.768,211.5283,46.0402,396.5351,82.4641,101.5519,36.5645,117.9919,37.4136,129.896,469.8516,19.3395,77.0767,29.1389,8.4984,12.2181,5.1455,76.0897,42.8117,16.0576,4.0206,112.7895,73.6016,40.9515,183.7665,170.198,8.8683,16.0212,151.0369,31.1625,55.9647,15.7124,10.1538,60.7113,163.4749,90.2107,117.478,24.5324,13.2657,29.4136,93.6364,10.0301,152.8302,45.3643,133.8788,72.3545,194.3239,105.4421,192.6038,86.3378,96.9551,6.8323,38.5694,6.6225,10.929,46.5807,27.0185,20.9251,105.0558,383.2302,11.3828,99.4257,110.8195,79.552,8.661,29.2022,63.4965,95.7939,76.8744,84.3931,24.2669,123.9494,73.0539,366.0164,68.7614,108.2342,39.7422,13.6528,76.9682,44.954,25.1953,90.9939,205.9451,216.1948,215.3044,48.4904,4.8529,24.418,208.3634,66.7545,17.7482,20.8024,15.7413,28.2447,7.3897,61.3366,26.3914,126.7545,362.9202,5.168,170.5045,47.2428,52.7565,40.1824,11.5132,20.1884,52.0927,59.1611,117.6717,18.9756,28.1518,97.8376,154.9063,43.2025,46.6,57.9286,24.1431,29.1443,45.0508,28.3078,104.8655,127.4138,12.2309,22.5428,4.5273,7.3699,42.4668,174.3491,47.6596,39.3655,13.154,129.8796,29.4015,29.4255,5.2291,45.1709,7.1583,7.9949,34.9743,84.4,25.1998,109.4881,115.3846,20.0292,61.0711,45.5241,5.8156,90.7755,6.1449,38.3454,10.6161,45.1376,28.1776,15.8431,100.3924,23.9283,162.2737,131.6472,61.1894,13.1735,36.9298,90.9112,51.0749,18.7291,88.5682,65.7013
CTNNB1,7966.7623,3755.4549,10141.0298,9506.6447,9777.811,12685.63,5725.7778,6609.5053,11524.9436,8917.8361,4298.1603,7092.4391,6202.4306,6368.4567,16193.8241,7542.1625,4067.8548,7995.6081,5123.9612,5295.367,4359.7984,4098.6499,3306.7693,9527.2969,5538.0588,2583.2044,8763.9612,10613.9016,1677.7531,5732.2118,5344.0821,4512.2804,5856.0014,3340.4421,7242.0121,4667.4113,4261.5764,3507.0331,6014.4683,10740.5321,9345.125,5689.2149,12443.8994,6617.1138,6459.1247,3733.0727,5652.1059,9751.2375,6889.9755,8442.4242,9682.0426,6014.7969,5156.8315,7173.0003,6582.0312,5258.0041,7094.2021,15386.1412,3004.3276,7488.9182,10606.6374,5693.9434,10300.4281,9645.9738,10718.1702,6175.5693,6511.1755,5602.868,8088.5136,14356.4476,4792.0939,7131.399,5736.0072,8591.5877,13521.4477,4298.3569,34176.1454,7818.3388,13287.1584,6534.0685,12068.4027,9958.3756,6959.1685,4333.6661,6813.6078,6797.2039,9748.05,5762.224,5247.3064,9724.3748,6539.7796,12269.7725,5781.345,4636.1566,7352.1033,8021.5431,7496.2674,5507.8025,6093.6963,8641.4671,7968.3988,5647.5068,3746.2643,4416.7553,3900.4758,8000.2457,16081.0903,14401.3086,5292.1973,2860.1109,7510.7355,9257.945,7018.8364,5895.891,7020.2083,4984.4269,7368.8483,4718.834,7774.5367,5269.9279,5468.3522,7526.5946,5618.6178,3832.1916,7290.286,6194.6462,3385.3996,5550.5737,8077.7941,2973.4027,5299.1047,12962.2878,7112.843,9026.1258,10962.3932,5878.6124,14729.1133,10627.9473,7396.3674,4885.3067,6740.379,5514.3346,4215.4554,3995.7618,11765.6748,6238.3789,12755.5831,10050.8644,6918.8073,9714.4519,29306.1729,5434.031,8561.2658,4897.2958,7394.0357,6951.4936,5451.4199,9760.6172,9006.108,8448.2545,8752.2174,6564.5951,7102.4902,3454.5835,5761.0482,12854.6554,4262.319,5985.0032,5537.828,2899.4844,4301.5853,11729.2945,5097.6386,5682.4035,10639.912,3519.6203,5219.4293,5408.8518,5116.3407,5825.3621,7050.0633,6745.6075,5570.699,5419.7821,6514.8159
CTNND2,6.195,86.3732,0.3639,1.2107,0.3049,0.8681,2.4691,7.3041,3.3136,0.3314,1.5492,14.6835,8.6957,2.8021,0.2685,0.5326,0.8065,7.7225,32.9533,1.5806,31.2912,0,10.2663,0.3285,2.1781,0.8036,9.8937,2.6027,0,5.4444,1.4877,0,0,0.4594,0.5199,0,0.3308,0.3857,0,0,0.3662,52.9931,1.5056,8.5872,6.2522,0,3.2864,0.7867,0.7003,0.2946,1.8642,1.2308,40.4742,0,5.948,0.7499,0.9716,0,0,0.6061,1.2538,4.0881,4.5364,1.5313,0.4207,224.0401,2.7748,8.9792,0.9488,2.1368,21.6355,22.0898,1.1038,1.2143,0.9133,0.3142,0,6.8943,0,0,20.8184,0.2916,1.3716,0,1.9731,2.5064,0,1916.4821,2.3121,1.6852,4.5486,14.0719,12.8337,102.0036,0.622,1.0741,0,8.8709,0.4518,0,4.5601,0,3.1018,0.2743,3.0497,0.3033,0,4.3259,0,1.1093,0,0.7379,0,0.3079,8.5281,0,870.3647,0.5252,2.584,3.5156,2.9323,0.2638,0,1.2336,0.3365,0,25.6071,2.9313,1.4825,1.632,14.046,6.6152,53.3457,1.322,1.7554,0.6353,1.4469,7.297,0,4.8353,311.8571,0,0,0,0,0.7386,2.4766,0.4863,0.2938,0,2.9186,0,5.1378,0.498,0.2972,5.3687,1.599,0,0,0,4.2111,0,0.9389,0,0.7651,0,0.3675,0.6468,0,0.3425,0.7339,2.4502,0,0.327,0.7803,0,0.6485,21.6569,2.9275,0,0.303,5.6333,0.3344,18.6757,0.2882
CTSD,28335.181,11363.522,9865.3566,39740.4285,15994.5122,25178.5133,9773.8977,19747.676,15696.0439,25625.7145,14477.5368,16370.1157,19403.3126,12508.3012,10465.2037,8231.4248,22196.5054,13287.6627,19137.5327,29638.6447,17638.6225,9147.8288,48608.705,11480.2464,16156.0033,22770.4671,9721.1433,17643.595,15697.8743,29791.7517,19375.4835,19238.4185,20402.612,13373.5286,19122.636,15858.2123,15939.4591,15829.1389,21501.5955,19831.4012,14061.3385,15612.8557,23199.3375,19615.9623,16196.596,14982.5658,11708.2088,19387.0026,14172.2689,14265.3903,10467.1105,16952.3077,18951.5971,12118.5124,13020.8674,14723.4893,13047.8504,9248.927,19005.8216,21882.1212,17034.8546,21232.3899,18084.2075,9029.8165,14216.1917,16888.8147,19542.1248,28294.8051,15970.5882,7904.9145,14811.7993,17187.5877,15771.2472,19266.5452,48156.1822,24173.1071,22279.7357,20821.7334,9594.7234,20424.7221,12913.4961,13190.1429,15577.1123,8503.7037,13365.5479,22793.5668,12014.8541,15040.8099,19171.0983,18340.7482,13188.1003,16861.3772,14497.9466,21501.8215,16088.3291,9296.0974,26508.7584,9638.5102,13084.5428,10870.6745,18275.8835,10230.4082,31200.2841,14397.9704,18948.1549,6480.7401,13843.6025,18035.328,8483.9701,11697.1714,15178.3061,7893.9925,9161.2133,6629.2048,13629.5203,9177.1842,8460.6804,12462.1849,8738.6489,9308.1385,18627.352,20710.1029,7162.4394,17356.9079,14930.0135,40637.7597,14138.6313,13568.6767,18375.8061,24203.9984,17217.4878,11912.8997,7674.2609,14658.1839,17146.2844,17542.5304,13512.6085,24143.7183,15300.3548,12088.5464,12588.7024,21536.2035,25724.9775,9153.4041,10990.327,23662.1123,38082.1596,15000.1216,20349.5887,8161.064,19877.7818,30776.8055,20484.3531,11875.747,35294.7994,12892.9983,13224.4963,11615.5768,13504.4,9109.0965,15561.7844,10072.0648,10229.6163,35238.0496,14329.3803,13348.0663,22184.1235,13416.2354,13681.9435,14182.0728,9982.0183,8903.318,7759.3361,12659.5814,12597.9972,21084.0262,16571.0117,14195.2561,8326.7771,18929.761,9228.0885,8448.7683,18460.5351,28779.2869,11542.1079
CUL2,1370.0685,606.7086,908.2969,645.2967,973.4756,699.7287,719.5767,618.8579,753.6848,1220.7771,1183.5786,651.8679,636.853,840.6305,603.2506,671.9041,567.2043,772.7471,992.3867,841.2526,900.3512,607.9664,731.4726,680.0821,1027.498,890.005,812.7519,745.3436,641.5197,504.6958,1034.216,663.3387,859.1459,998.4496,1214.5317,771.2565,1185.0136,711.9853,525.7849,729.8801,1027.1903,824.3376,658.8377,747.0883,828.4126,792.9054,667.5499,911.3347,738.4454,4089.2489,1027.4301,596.6154,653.6283,760.1998,1150.1363,706.1176,1002.1861,578.2286,900.4628,807.8788,751.7553,629.2453,810.3204,639.2055,2393.799,844.0735,664.5625,648.2982,899.1145,869.6581,482.2446,669.0042,708.3333,748.0267,614.2254,741.7531,595.0808,579.4485,810.1887,836.2828,765.9727,810.1487,730.2329,828.2621,850.0219,1008.7029,738.7647,919.6457,405.7803,1345.1298,744.8334,639.8204,468.6858,600.1821,745.1987,915.8611,883.3076,871.176,1757.497,980.3859,846.9271,682.6909,3844.6686,959.9561,1063.129,1458.902,785.0399,1180.9661,877.7631,811.4254,1195.7652,947.6726,1041.8697,1186.0519,1026.3223,1892.0932,1134.4162,364.4958,1284.976,551.5908,478.9444,823.0018,733.2573,985.1974,901.0767,1120.4456,496.6887,592.9648,545.8454,402.6928,321.6049,685.226,846.017,587.6229,396.4307,954.6069,1297.2303,1409.5812,1387.0812,759.1417,741.3824,591.4873,445.4463,595.8558,725.0115,715.288,698.8825,1170.8207,808.1669,1061.3856,832.5429,588.9628,510.5091,955.9263,726.8945,677.6527,775.8235,881.4107,618.8,894.284,863.0083,612.5506,1102.2336,524.0608,884.8508,1387.225,1473.7229,762.9366,591.4642,560.2557,413.945,1570.1889,985.6658,586.985,697.3023,1112.5656,775.2918,788.2434,679.1693,512.672,673.3486,1351.9832,1558.5284,441.1432,831.064
CXCL12,177.046,560.587,399.1994,177.164,208.2317,536.5165,243.739,1413.3466,332.2599,255.157,454.6863,569.9497,1713.4576,317.4781,52.3515,195.4727,500.5376,1410.2261,448.4679,709.671,129.3368,102.1147,10438.6697,444.1889,458.7531,10.447,540.8575,236.5189,89.0095,4037.5664,204.701,32.7476,223.7985,142.6357,54.5915,415.0721,37.3832,176.2607,34.5857,68.887,296.6218,767.9097,278.5306,1214.5766,557.4852,35.07,251.4096,564.8151,28.0112,115.4639,158.7217,99.0769,204.4854,63.2806,671.7224,597.138,194.5591,59.3055,236.7646,160.303,88.5155,259.434,294.8682,755.8025,235.7832,498.4975,374.9436,1237.3337,91.0816,418.0021,2344.6085,1213.5344,507.1744,31.269,764.0142,355.011,210.7195,645.1083,64.3778,515.4291,808.3274,207.0575,155.538,44.2165,405.2797,1624.7302,163.6984,279.6583,598.8439,140.883,251.3102,1964.3713,2289.0144,785.9745,741.4664,296.8135,126.7388,587.8286,326.8764,94.7217,1082.5992,204.5228,651.9962,193.3626,198.5361,237.1853,249.6744,2611.031,396.428,375.4853,241.8276,159.8721,148.7817,338.696,1047.9705,67.894,269.6905,251.0504,573.2743,510.4588,159.6481,489.5806,23.3685,225.7401,7670.2557,100.8732,456.9536,285.5946,100.215,92.6153,331.2918,76.6262,6268.1145,306.7008,208.8941,66.3936,1082.8855,109.1371,237.2315,1680.5681,405.7029,106.1644,1058.6114,329.0963,207.7384,305.0222,819.2428,675.9878,661.8684,118.0941,346.9537,112.0056,726.7632,960.4084,274.5914,224.89,312.1202,155.7678,88.4,298.7093,281.3528,168.0162,61.6525,106.7946,617.8271,295.4347,158.3976,62.4191,101.9041,97.942,198.8991,200.5105,112.7876,187.0504,253.5881,159.4434,286.3165,250.2578,815.2959,58.2911,187.277,558.0686,144.1472,68.1947,626.1797
