,TCGA-3M-AB46-01A-11D-A411-05,TCGA-3M-AB47-01A-22D-A411-05,TCGA-B7-5816-01A-21D-1601-05,TCGA-B7-5818-01A-11D-1601-05,TCGA-B7-A5TI-01A-11D-A31M-05,TCGA-B7-A5TJ-01A-11D-A31M-05,TCGA-B7-A5TK-01A-12D-A31M-05,TCGA-B7-A5TN-01A-21D-A31M-05,TCGA-BR-6452-01A-12D-1801-05,TCGA-BR-6453-01A-11D-1801-05,TCGA-BR-6454-01A-11D-1801-05,TCGA-BR-6455-01A-11D-1801-05,TCGA-BR-6456-01A-11D-1801-05,TCGA-BR-6457-01A-21D-1801-05,TCGA-BR-6458-01A-11D-1801-05,TCGA-BR-6563-01A-13D-2054-05,TCGA-BR-6564-01A-12D-1883-05,TCGA-BR-6565-01A-11D-1801-05,TCGA-BR-6566-01A-11D-1801-05,TCGA-BR-6705-01A-12D-1883-05,TCGA-BR-6706-01A-11D-1883-05,TCGA-BR-6707-01A-11D-1883-05,TCGA-BR-6709-01A-11D-1883-05,TCGA-BR-6710-01A-11D-1883-05,TCGA-BR-6801-01A-11D-1883-05,TCGA-BR-6802-01A-11D-1883-05,TCGA-BR-6803-01A-11D-1883-05,TCGA-BR-6852-01A-11D-1883-05,TCGA-BR-7196-01A-11D-2054-05,TCGA-BR-7197-01A-11D-2202-05,TCGA-BR-7703-01A-11D-2054-05,TCGA-BR-7704-01A-11D-2054-05,TCGA-BR-7707-01A-11D-2054-05,TCGA-BR-7715-01A-11D-2054-05,TCGA-BR-7716-01A-21D-2054-05,TCGA-BR-7717-01A-11D-2054-05,TCGA-BR-7722-01A-31D-2202-05,TCGA-BR-7723-01A-11D-2054-05,TCGA-BR-7851-01A-11D-2202-05,TCGA-BR-7901-01A-11D-2202-05,TCGA-BR-7957-01A-11D-2202-05,TCGA-BR-7958-01A-21D-2342-05,TCGA-BR-7959-01A-11D-2342-05,TCGA-BR-8058-01A-31D-2342-05,TCGA-BR-8059-01A-11D-2342-05,TCGA-BR-8060-01A-11D-2342-05,TCGA-BR-8077-01A-11D-2342-05,TCGA-BR-8078-01A-11D-2342-05,TCGA-BR-8080-01A-11D-2342-05,TCGA-BR-8081-01A-11D-2342-05,TCGA-BR-8284-01A-11D-2342-05,TCGA-BR-8285-01A-11D-2342-05,TCGA-BR-8286-01A-12D-2342-05,TCGA-BR-8289-01A-11D-2342-05,TCGA-BR-8291-01A-11D-2342-05,TCGA-BR-8295-01A-11D-2342-05,TCGA-BR-8296-01A-11D-2342-05,TCGA-BR-8297-01A-12D-2342-05,TCGA-BR-8360-01A-11D-2342-05,TCGA-BR-8361-01A-11D-2342-05,TCGA-BR-8362-01A-11D-2342-05,TCGA-BR-8363-01A-11D-2342-05,TCGA-BR-8364-01A-11D-2342-05,TCGA-BR-8365-01A-21D-2342-05,TCGA-BR-8366-01A-11D-2342-05,TCGA-BR-8367-01A-11D-2342-05,TCGA-BR-8368-01A-11D-2342-05,TCGA-BR-8369-01A-11D-2342-05,TCGA-BR-8370-01A-11D-2342-05,TCGA-BR-8371-01A-11D-2342-05,TCGA-BR-8372-01A-11D-2342-05,TCGA-BR-8373-01A-11D-2342-05,TCGA-BR-8380-01A-11D-2342-05,TCGA-BR-8381-01A-11D-2398-05,TCGA-BR-8382-01A-11D-2398-05,TCGA-BR-8384-01A-21D-2398-05,TCGA-BR-8483-01A-31D-2398-05,TCGA-BR-8484-01A-11D-2398-05,TCGA-BR-8485-01A-11D-2398-05,TCGA-BR-8486-01A-31D-2398-05,TCGA-BR-8487-01A-11D-2398-05,TCGA-BR-8588-01A-11D-2398-05,TCGA-BR-8589-01A-11D-2398-05,TCGA-BR-8590-01A-11D-2398-05,TCGA-BR-8591-01A-11D-2398-05,TCGA-BR-8592-01A-11D-2398-05,TCGA-BR-8676-01A-11D-2398-05,TCGA-BR-8677-01A-11D-2398-05,TCGA-BR-8678-01A-11D-2398-05,TCGA-BR-8679-01A-11D-2398-05,TCGA-BR-8680-01A-11D-2398-05,TCGA-BR-8682-01A-11D-2398-05,TCGA-BR-8683-01A-11D-2398-05,TCGA-BR-8686-01A-11D-2398-05,TCGA-BR-8687-01A-11D-2398-05,TCGA-BR-8690-01A-11D-2398-05,TCGA-BR-A44T-01A-32D-A24I-05,TCGA-BR-A44U-01A-11D-A24I-05,TCGA-BR-A452-01A-91D-A254-05,TCGA-BR-A453-01A-11D-A24I-05,TCGA-BR-A4CQ-01A-12D-A254-05,TCGA-BR-A4CR-01A-11D-A24I-05,TCGA-BR-A4CS-01A-11D-A24I-05,TCGA-BR-A4IU-01A-22D-A254-05,TCGA-BR-A4IV-01A-31D-A254-05,TCGA-BR-A4IY-01A-11D-A254-05,TCGA-BR-A4IZ-01A-32D-A254-05,TCGA-BR-A4J1-01A-11D-A254-05,TCGA-BR-A4J2-01A-21D-A254-05,TCGA-BR-A4J4-01A-12D-A254-05,TCGA-BR-A4J5-01A-21D-A254-05,TCGA-BR-A4J6-01A-11D-A254-05,TCGA-BR-A4J7-01A-31D-A254-05,TCGA-BR-A4J8-01A-11D-A254-05,TCGA-BR-A4J9-01A-12D-A254-05,TCGA-BR-A4PD-01A-11D-A254-05,TCGA-BR-A4PE-01A-31D-A254-05,TCGA-BR-A4PF-01A-11D-A254-05,TCGA-BR-A4QI-01A-12D-A254-05,TCGA-BR-A4QL-01A-31D-A254-05,TCGA-BR-A4QM-01A-12D-A254-05,TCGA-CD-5798-01A-11D-1601-05,TCGA-CD-5799-01A-11D-1601-05,TCGA-CD-5800-01A-11D-1601-05,TCGA-CD-5801-01A-11D-1601-05,TCGA-CD-5802-01A-11D-1601-05,TCGA-CD-5803-01A-11D-1601-05,TCGA-CD-5804-01A-12D-2054-05,TCGA-CD-5813-01A-11D-1601-05,TCGA-CD-8524-01A-11D-2342-05,TCGA-CD-8525-01A-11D-2342-05,TCGA-CD-8526-01A-11D-2342-05,TCGA-CD-8527-01A-11D-2342-05,TCGA-CD-8528-01A-11D-2342-05,TCGA-CD-8529-01A-11D-2342-05,TCGA-CD-8530-01A-11D-2342-05,TCGA-CD-8531-01A-11D-2342-05,TCGA-CD-8532-01A-11D-2342-05,TCGA-CD-8533-01A-11D-2342-05,TCGA-CD-8534-01A-11D-2342-05,TCGA-CD-8535-01A-11D-2342-05,TCGA-CD-8536-01A-11D-2342-05,TCGA-CD-A486-01A-11D-A24I-05,TCGA-CD-A487-01A-21D-A24I-05,TCGA-CD-A489-01A-11D-A24I-05,TCGA-CD-A48A-01A-12D-A24I-05,TCGA-CD-A48C-01A-11D-A24I-05,TCGA-CD-A4MG-01A-11D-A254-05,TCGA-CD-A4MH-01A-11D-A254-05,TCGA-CD-A4MI-01A-21D-A254-05,TCGA-CD-A4MJ-01A-11D-A254-05,TCGA-CG-4437-01A-01D-1801-05,TCGA-CG-4441-01A-01D-1801-05,TCGA-CG-5716-01A-21D-1801-05,TCGA-CG-5717-01A-11D-1601-05,TCGA-CG-5718-01A-11D-1601-05,TCGA-CG-5719-01A-11D-1601-05,TCGA-CG-5720-01A-11D-1601-05,TCGA-CG-5721-01A-11D-1601-05,TCGA-CG-5722-01A-21D-1601-05,TCGA-CG-5723-01A-11D-1601-05,TCGA-CG-5724-01A-11D-1601-05,TCGA-CG-5725-01A-11D-1601-05,TCGA-CG-5726-01A-11D-1601-05,TCGA-CG-5727-01A-11D-1601-05,TCGA-CG-5728-01A-11D-1601-05,TCGA-CG-5730-01A-11D-1601-05,TCGA-CG-5732-01A-11D-1601-05,TCGA-CG-5733-01A-11D-1601-05,TCGA-CG-5734-01A-11D-1601-05,TCGA-D7-5577-01A-01D-1601-05,TCGA-D7-5578-01A-01D-1601-05,TCGA-D7-5579-01A-01D-1601-05,TCGA-D7-6518-01A-11D-1801-05,TCGA-D7-6519-01A-11D-1801-05,TCGA-D7-6520-01A-11D-1801-05,TCGA-D7-6521-01A-11D-1801-05,TCGA-D7-6522-01A-11D-1801-05,TCGA-D7-6524-01A-11D-1801-05,TCGA-D7-6525-01A-11D-1801-05,TCGA-D7-6526-01A-11D-1801-05,TCGA-D7-6527-01A-11D-1801-05,TCGA-D7-6528-01A-11D-1801-05,TCGA-D7-6815-01A-11D-1883-05,TCGA-D7-6817-01A-11D-1883-05,TCGA-D7-6818-01A-11D-1883-05,TCGA-D7-6820-01A-11D-1883-05,TCGA-D7-6822-01A-11D-1883-05,TCGA-D7-8570-01A-11D-2342-05,TCGA-D7-8572-01A-11D-2342-05,TCGA-D7-8573-01A-11D-2342-05,TCGA-D7-8574-01A-13D-2342-05,TCGA-D7-8575-01A-11D-2342-05,TCGA-D7-8576-01A-11D-2342-05,TCGA-D7-8578-01A-21D-2342-05,TCGA-D7-8579-01A-11D-2342-05,TCGA-D7-A4YT-01A-11D-A254-05,TCGA-D7-A4YU-01A-21D-A254-05,TCGA-D7-A4YV-01A-11D-A254-05,TCGA-D7-A4YX-01A-11D-A254-05,TCGA-D7-A4YY-01A-11D-A254-05,TCGA-D7-A4Z0-01A-22D-A254-05,TCGA-D7-A6ET-01A-32D-A32S-05,TCGA-D7-A6EV-01A-11D-A31M-05,TCGA-D7-A6EX-01A-11D-A31M-05,TCGA-D7-A6EY-01A-21D-A31M-05,TCGA-D7-A6EZ-01A-11D-A31M-05,TCGA-D7-A6F0-01A-11D-A31M-05,TCGA-D7-A6F2-01A-12D-A31M-05,TCGA-D7-A747-01A-22D-A33U-05,TCGA-D7-A748-01A-12D-A32S-05,TCGA-D7-A74A-01A-11D-A32S-05,TCGA-D7-A74B-01A-12D-A33U-05,TCGA-EQ-5647-01A-01D-1601-05,TCGA-EQ-8122-01A-11D-2342-05,TCGA-EQ-A4SO-01A-11D-A254-05,TCGA-F1-6177-01A-11D-1801-05,TCGA-F1-6874-01A-11D-1883-05,TCGA-F1-6875-01A-11D-2054-05,TCGA-F1-A448-01A-11D-A24I-05,TCGA-F1-A72C-01A-21D-A33U-05,TCGA-FP-7735-01A-11D-2054-05,TCGA-FP-7829-01A-11D-2054-05,TCGA-FP-7916-01A-11D-2202-05,TCGA-FP-7998-01A-11D-2202-05,TCGA-FP-8099-01A-11D-2342-05,TCGA-FP-8209-01A-11D-2342-05,TCGA-FP-8210-01A-11D-2342-05,TCGA-FP-8211-01A-11D-2342-05,TCGA-FP-8631-01A-11D-2398-05,TCGA-FP-A4BE-01A-12D-A24I-05,TCGA-FP-A4BF-01A-12D-A24I-05,TCGA-FP-A8CX-01A-11D-A365-05,TCGA-FP-A9TM-01A-11D-A398-05,TCGA-HF-7131-01A-11D-2054-05,TCGA-HF-7132-01A-11D-2054-05,TCGA-HF-7133-01A-11D-2054-05,TCGA-HF-7134-01A-11D-2054-05,TCGA-HF-7136-01A-11D-2054-05,TCGA-HF-A5NB-01A-11D-A31M-05,TCGA-HJ-7597-01A-21D-2202-05,TCGA-HU-8238-01A-11D-2342-05,TCGA-HU-8243-01A-11D-2342-05,TCGA-HU-8244-01A-11D-2342-05,TCGA-HU-8245-01A-11D-2342-05,TCGA-HU-8249-01A-11D-2342-05,TCGA-HU-8602-01A-11D-2398-05,TCGA-HU-8604-01A-11D-2398-05,TCGA-HU-8608-01A-11D-2398-05,TCGA-HU-8610-01A-22D-2398-05,TCGA-HU-A4G2-01A-11D-A254-05,TCGA-HU-A4G3-01A-11D-A24I-05,TCGA-HU-A4G6-01A-11D-A24I-05,TCGA-HU-A4G8-01A-11D-A254-05,TCGA-HU-A4G9-01A-11D-A24I-05,TCGA-HU-A4GC-01A-12D-A254-05,TCGA-HU-A4GD-01A-11D-A254-05,TCGA-HU-A4GF-01A-11D-A24I-05,TCGA-HU-A4GH-01A-11D-A24I-05,TCGA-HU-A4GJ-01A-11D-A254-05,TCGA-HU-A4GN-01A-11D-A254-05,TCGA-HU-A4GP-01A-11D-A254-05,TCGA-HU-A4GQ-01A-11D-A254-05,TCGA-HU-A4GT-01A-21D-A254-05,TCGA-HU-A4GU-01A-11D-A254-05,TCGA-HU-A4GX-01A-12D-A254-05,TCGA-HU-A4GY-01A-21D-A24I-05,TCGA-HU-A4H0-01A-11D-A254-05,TCGA-HU-A4H2-01A-11D-A254-05,TCGA-HU-A4H3-01A-21D-A254-05,TCGA-HU-A4H4-01A-21D-A254-05,TCGA-HU-A4H5-01A-21D-A254-05,TCGA-HU-A4H6-01A-11D-A254-05,TCGA-HU-A4H8-01A-11D-A254-05,TCGA-HU-A4HB-01A-12D-A254-05,TCGA-HU-A4HD-01A-11D-A254-05,TCGA-IN-7806-01A-11D-2054-05,TCGA-IN-7808-01A-11D-2202-05,TCGA-IN-8462-01A-11D-2342-05,TCGA-IN-8663-01A-11D-2398-05,TCGA-IN-A6RI-01A-11D-A32S-05,TCGA-IN-A6RJ-01A-21D-A33U-05,TCGA-IN-A6RL-01A-11D-A32S-05,TCGA-IN-A6RN-01A-12D-A33U-05,TCGA-IN-A6RO-01A-12D-A33U-05,TCGA-IN-A6RP-01A-21D-A33U-05,TCGA-IN-A6RR-01A-12D-A32S-05,TCGA-IN-A6RS-01A-12D-A34V-05,TCGA-IN-A7NR-01A-11D-A34V-05,TCGA-IN-A7NT-01A-21D-A34V-05,TCGA-IN-A7NU-01A-22D-A34V-05,TCGA-IN-AB1V-01A-21D-A411-05,TCGA-IN-AB1X-01A-11D-A398-05,TCGA-IP-7968-01A-11D-2202-05,TCGA-KB-A6F5-01A-12D-A33U-05,TCGA-KB-A6F7-01A-12D-A32S-05,TCGA-KB-A93G-01A-11D-A398-05,TCGA-KB-A93H-01A-11D-A398-05,TCGA-KB-A93J-01A-11D-A398-05,TCGA-MX-A5UG-01A-21D-A31M-05,TCGA-MX-A5UJ-01A-11D-A31M-05,TCGA-MX-A663-01A-11D-A31M-05,TCGA-MX-A666-01A-11D-A31M-05,TCGA-R5-A7O7-01A-11D-A33U-05,TCGA-R5-A7ZE-01B-11D-A34V-05,TCGA-R5-A7ZF-01A-11D-A34V-05,TCGA-R5-A7ZI-01A-11D-A34V-05,TCGA-R5-A7ZR-01A-11D-A34V-05,TCGA-R5-A804-01A-11D-A365-05,TCGA-R5-A805-01A-11D-A365-05,TCGA-RD-A7BS-01A-11D-A32S-05,TCGA-RD-A7BT-01A-11D-A33U-05,TCGA-RD-A7BW-01A-11D-A32S-05,TCGA-RD-A7C1-01A-11D-A32S-05,TCGA-RD-A8MV-01A-11D-A365-05,TCGA-RD-A8MW-01A-11D-A365-05,TCGA-RD-A8N0-01A-12D-A365-05,TCGA-RD-A8N1-01A-12D-A365-05,TCGA-RD-A8N2-01A-12D-A365-05,TCGA-RD-A8N4-01A-21D-A365-05,TCGA-RD-A8N5-01A-12D-A365-05,TCGA-RD-A8N6-01A-11D-A365-05,TCGA-RD-A8N9-01A-12D-A398-05,TCGA-RD-A8NB-01A-12D-A398-05,TCGA-SW-A7EA-01A-12D-A34V-05,TCGA-SW-A7EB-01A-11D-A34V-05,TCGA-VQ-A8DL-01A-11D-A365-05,TCGA-VQ-A8DT-01A-11D-A365-05,TCGA-VQ-A8DU-01A-11D-A365-05,TCGA-VQ-A8DV-01A-12D-A365-05,TCGA-VQ-A8DZ-01A-11D-A365-05,TCGA-VQ-A8E0-01A-11D-A411-05,TCGA-VQ-A8E2-01A-11D-A365-05,TCGA-VQ-A8E3-01A-11D-A398-05,TCGA-VQ-A8E7-01B-11D-A411-05,TCGA-VQ-A8P2-01A-11D-A365-05,TCGA-VQ-A8P3-01A-11D-A365-05,TCGA-VQ-A8P5-01A-11D-A398-05,TCGA-VQ-A8P8-01A-11D-A398-05,TCGA-VQ-A8PB-01A-11D-A398-05,TCGA-VQ-A8PC-01A-11D-A398-05,TCGA-VQ-A8PD-01A-11D-A411-05,TCGA-VQ-A8PE-01A-11D-A411-05,TCGA-VQ-A8PF-01A-11D-A411-05,TCGA-VQ-A8PH-01A-12D-A411-05,TCGA-VQ-A8PJ-01A-11D-A411-05,TCGA-VQ-A8PK-01A-12D-A411-05,TCGA-VQ-A8PM-01A-21D-A411-05,TCGA-VQ-A8PO-01A-11D-A411-05,TCGA-VQ-A8PP-01A-21D-A411-05,TCGA-VQ-A8PQ-01A-11D-A411-05,TCGA-VQ-A8PS-01A-11D-A411-05,TCGA-VQ-A8PT-01A-11D-A411-05,TCGA-VQ-A8PU-01A-12D-A411-05,TCGA-VQ-A8PX-01A-12D-A411-05,TCGA-VQ-A8PY-01A-11D-A411-05,TCGA-VQ-A8PZ-01A-11D-A411-05,TCGA-VQ-A91A-01A-11D-A411-05,TCGA-VQ-A91D-01A-11D-A411-05,TCGA-VQ-A91E-01A-31D-A411-05,TCGA-VQ-A91K-01A-11D-A411-05,TCGA-VQ-A91N-01A-11D-A411-05,TCGA-VQ-A91Q-01A-12D-A411-05,TCGA-VQ-A91S-01A-11D-A411-05,TCGA-VQ-A91U-01A-11D-A411-05,TCGA-VQ-A91V-01A-11D-A411-05,TCGA-VQ-A91W-01A-11D-A411-05,TCGA-VQ-A91X-01A-12D-A411-05,TCGA-VQ-A91Y-01A-11D-A411-05,TCGA-VQ-A91Z-01A-11D-A411-05,TCGA-VQ-A922-01A-11D-A411-05,TCGA-VQ-A923-01A-11D-A411-05,TCGA-VQ-A924-01A-11D-A411-05,TCGA-VQ-A925-01A-11D-A411-05,TCGA-VQ-A927-01A-12D-A411-05,TCGA-VQ-A928-01A-11D-A411-05,TCGA-VQ-A92D-01A-11D-A411-05,TCGA-VQ-A94O-01A-11D-A411-05,TCGA-VQ-A94P-01A-13D-A411-05,TCGA-VQ-A94R-01A-11D-A411-05,TCGA-VQ-A94T-01A-11D-A411-05,TCGA-VQ-A94U-01A-12D-A411-05,TCGA-VQ-AA64-01A-11D-A411-05,TCGA-VQ-AA68-01A-11D-A411-05,TCGA-VQ-AA69-01A-11D-A411-05,TCGA-VQ-AA6A-01A-11D-A411-05,TCGA-VQ-AA6B-01A-11D-A411-05,TCGA-VQ-AA6D-01A-11D-A411-05,TCGA-VQ-AA6F-01A-31D-A411-05,TCGA-VQ-AA6G-01A-11D-A411-05,TCGA-VQ-AA6I-01A-11D-A411-05,TCGA-VQ-AA6J-01A-11D-A411-05,TCGA-VQ-AA6K-01A-11D-A411-05,TCGA-ZA-A8F6-01A-23D-A365-05,TCGA-ZQ-A9CR-01A-11D-A398-05
A2M,0.429093336,0.4599028,0.401567956,0.672397428,0.462229096,0.287662498,0.482690898,0.410336727,0.554278416,0.502398975,0.569236978,0.516440086,0.349062209,0.484099432,0.333783094,0.448886156,0.517669771,0.304065024,0.422535363,0.494277385,0.486000672,0.524923624,0.537318171,0.72433959,0.340702446,0.531802806,0.479295646,0.538188485,0.474840068,0.361093534,0.51376324,0.317930852,0.503715806,0.587215103,0.560524664,0.474439511,0.433586683,0.688497967,0.52584604,0.410017709,0.486879598,0.536466185,0.581414183,0.553123247,0.438705959,0.216589673,0.794762142,0.521106335,0.391409441,0.514673632,0.374084926,0.497434927,0.453677278,0.602916523,0.470801994,0.755656332,0.582527398,0.291220626,0.478925278,0.458574342,0.304827768,0.524595862,0.479526715,0.449592955,0.526470834,0.436626723,0.322690908,0.37987079,0.503184756,0.35055491,0.517544783,0.72172293,0.357314163,0.476239362,0.437442392,0.448884114,0.75709607,0.42316085,0.617424935,0.336994418,0.40676247,0.554971193,0.695500595,0.432967232,0.500774138,0.450819019,0.377510079,0.537875864,0.328881335,0.269973603,0.53092664,0.459710867,0.584459162,0.435898911,0.53012995,0.37973176,0.5400203,0.508122852,0.469096125,0.539228319,0.547849869,0.49964565,0.485963102,0.451259617,0.457659487,0.559933834,0.572955759,0.795618889,0.514456013,0.331253509,0.363451936,0.640078183,0.523009146,0.363899896,0.395870934,0.253795933,0.491401085,0.506379442,0.524875983,0.482457616,0.455176883,0.438825527,0.413505813,0.70463674,0.476554054,0.497087944,0.555700035,0.60118424,0.477925036,0.41442658,0.571395179,0.403820386,0.633318649,0.534816918,0.578540499,0.335416494,0.426206184,0.638297871,0.788424316,0.608435599,0.813634518,0.501575836,0.566948486,0.633626612,0.438178116,0.706574714,0.285206892,0.459480289,0.567793725,0.510183019,0.516575433,0.486636039,0.503782508,0.57358792,0.457653756,0.427278334,0.552291312,0.433067843,0.484499809,0.561605047,0.509303343,0.311217786,0.473789391,0.336239473,0.295869187,0.393806377,0.527401983,0.472155678,0.382325537,0.426520182,0.436153548,0.334884646,0.515772904,0.311576981,0.683883903,0.672388439,0.633643752,0.519050693,0.380194565,0.64188745,0.12010253,0.178586714,0.216522183,0.699960821,0.577797876,0.419250923,0.431368819,0.569563717,0.685760195,0.617389638,0.250563959,0.554342895,0.623116059,0.338407319,0.617654416,0.414382967,0.651942438,0.467973283,0.340712081,0.494978727,0.509500455,0.481165104,0.47760919,0.55610137,0.655477291,0.479614694,0.472532552,0.709378766,0.317343157,0.351844403,0.539795749,0.444055282,0.435133073,0.276111538,0.275603957,0.799098947,0.410820145,0.505131409,0.871659613,0.404811378,0.662139613,0.600587638,0.557210861,0.525051732,0.494564287,0.42177749,0.505613299,0.494567074,0.69041276,0.678567632,0.51782205,0.528432939,0.57897618,0.501478638,0.377270916,0.562739332,0.505054135,0.312645557,0.781060798,0.479637709,0.51894202,0.486352234,0.656609914,0.354422201,0.353998955,0.529834118,0.531553386,0.470100182,0.513978665,0.501118708,0.547582644,0.534720888,0.416684896,0.568170937,0.501540635,0.673214176,0.695037709,0.183689857,0.20584743,0.544859243,0.48343337,0.194989606,0.462607414,0.500938729,0.486344586,0.651662896,0.546232563,0.485798773,0.309169661,0.381188303,0.525955348,0.392209137,0.515445017,0.403008904,0.574927852,0.729000113,0.164297632,0.587671877,0.331838818,0.438214454,0.307974258,0.460791345,0.403666995,0.403514873,0.468239791,0.454731006,0.618500322,0.608835961,0.720247102,0.591002973,0.457747884,0.39190633,0.460577529,0.648825175,0.495416365,0.695569202,0.386257377,0.207540365,0.276925449,0.426183422,0.427653475,0.592565937,0.593176478,0.450464265,0.560748344,0.490495742,0.622658207,0.606632682,0.51359888,0.53906282,0.501692901,0.248245007,0.544659664,0.368863625,0.60497355,0.606379259,0.61997752,0.583911645,0.466066952,0.494727859,0.502795632,0.692858255,0.394417681,0.506848167,0.464134886,0.714463826,0.576962146,0.46043399,0.702974452,0.786475014,0.562879085,0.392793199,0.654941906,0.482236177,0.435912931,0.710219051,0.527711498,0.478923095,0.462725234,0.510008512,0.54983652,0.51514394,0.651333294,0.465958475,0.578521906,0.554797899,0.568839372,0.553577524,0.486018918,0.591071717,0.484107629,0.696946745,0.48980162,0.471284292,0.482392976,0.543749923,0.537895084,0.269099943,0.543026055,0.529977277,0.609187169,0.298304075,0.698202722,0.42304807,0.38578675,0.434156094,0.381450846,0.400887207,0.394925109,0.583682469,0.459813177,0.479884741,0.479549355,0.4821692,0.561682113,0.646640136,0.588043114,0.700572989,0.45028912,0.20994576,0.624167637,0.449319199,0.581690308,0.485300842,0.486940285,0.210971533,0.273278795,0.653825167,0.509592855,0.48832863,0.510762588,0.609086695,0.560216354,0.206445962,0.284256267
ABCB1,0.082086031,0.474585112,0.483956492,0.658856383,0.105907293,0.701995924,0.407848257,0.0760852,0.578554067,0.312834884,0.408475904,0.592780754,0.044830834,0.383206255,0.348668106,0.218218031,0.03908323,0.079347829,0.369226019,0.417618636,0.428870262,0.511315057,0.068688479,0.052941685,0.425692581,0.443136389,0.189479449,0.483382226,0.395048683,0.539195898,0.634131987,0.309299187,0.548000695,0.54263592,0.056777989,0.557916996,0.381009146,0.456309569,0.379369613,0.07773026,0.37720571,0.615974407,0.53508076,0.123038859,0.429919479,0.087211958,0.661530049,0.677786335,0.517587818,0.548991749,0.622527767,0.51932777,0.386043586,0.670361471,0.082302363,0.054855807,0.541962049,0.455822702,0.555542635,0.525822034,0.04234392,0.496431147,0.328470966,0.068408603,0.528127674,0.475251679,0.728934091,0.348615014,0.651451993,0.294751193,0.687085382,0.537708079,0.489631955,0.579899787,0.572845394,0.429460049,0.135950461,0.109610119,0.045287694,0.053835477,0.811879961,0.483699956,0.633213561,0.361259902,0.693680797,0.095035687,0.666671704,0.237986114,0.576340396,0.729654491,0.050772067,0.235674649,0.240782856,0.593181256,0.038112018,0.653263436,0.137094525,0.33291893,0.579367212,0.383312869,0.79710387,0.415562774,0.306342983,0.392093567,0.425316854,0.665921908,0.341440124,0.053040866,0.47534963,0.665035703,0.48810282,0.170508852,0.104620563,0.730222353,0.243344468,0.661570709,0.761172976,0.119322973,0.769621171,0.663791353,0.061876187,0.412099239,0.135714709,0.116311065,0.509535855,0.069568194,0.165184504,0.040630621,0.092604617,0.575866842,0.050967304,0.043457551,0.741286571,0.725284761,0.053192441,0.473262014,0.790003021,0.12676619,0.483796949,0.481402878,0.870685796,0.641437005,0.694294736,0.483120881,0.098273524,0.093237329,0.826210295,0.751097693,0.077784646,0.606971012,0.736298718,0.536410119,0.173336,0.261209183,0.257980625,0.049393803,0.394563438,0.244187979,0.52983109,0.417275914,0.113874035,0.661081601,0.037663878,0.108852299,0.062578614,0.134058868,0.769221585,0.105826969,0.614355792,0.157325808,0.595737492,0.396442922,0.354965545,0.423596774,0.036331441,0.030911546,0.418581782,0.249176019,0.412590852,0.594368699,0.032169049,0.065955559,0.154671781,0.103163456,0.071086468,0.083959947,0.04893134,0.695068381,0.53589033,0.055936387,0.691014891,0.140604961,0.126309775,0.103313069,0.160106444,0.386646608,0.849656583,0.680916858,0.674631204,0.740506369,0.82674187,0.59826879,0.303937758,0.036462105,0.028411752,0.49109194,0.665366424,0.031634957,0.676300033,0.35400463,0.255731072,0.864797425,0.040675293,0.037923294,0.094450816,0.048680375,0.798936728,0.46922361,0.83946026,0.429717216,0.053916704,0.41424539,0.757751989,0.49881859,0.419961721,0.762580796,0.07477415,0.340168702,0.038445156,0.035188796,0.688957154,0.583245019,0.520277447,0.526465537,0.099154167,0.399429712,0.081628139,0.723910686,0.035995527,0.605164388,0.06683824,0.35748422,0.672401855,0.866837262,0.054699818,0.087358996,0.60263545,0.566915116,0.558115612,0.414398689,0.741334267,0.563662747,0.815607311,0.66748993,0.799293852,0.654568298,0.185646645,0.040286953,0.132438299,0.426662881,0.667457492,0.671425269,0.721172195,0.812874275,0.89505915,0.08872725,0.251068707,0.797792744,0.686969563,0.807089315,0.512741688,0.095847763,0.587454047,0.796880567,0.495198898,0.05030968,0.211195395,0.519880879,0.537164868,0.836458022,0.040151454,0.400990699,0.628535438,0.045932329,0.849814415,0.593383371,0.768937877,0.05046251,0.32631318,0.6529121,0.559273678,0.038042403,0.499711277,0.678467838,0.038791602,0.037637626,0.317284428,0.595108141,0.034893932,0.314205346,0.590355612,0.035156949,0.0804953,0.421141781,0.03965789,0.39404753,0.047379262,0.260251472,0.503267498,0.565378766,0.410793084,0.040734601,0.046024241,0.511654842,0.234792662,0.06840867,0.149181863,0.047833695,0.039535116,0.035342671,0.447786751,0.031515356,0.055894417,0.345287635,0.633470015,0.071503676,0.04959286,0.65111838,0.043092049,0.035666826,0.035159961,0.030118315,0.037791822,0.649139967,0.105385077,0.826908474,0.59407704,0.158622616,0.396164821,0.629900886,0.460251155,0.365466528,0.050365541,0.531620746,0.079761094,0.032507123,0.03154534,0.081450037,0.586902386,0.600672225,0.04305266,0.041765947,0.743514283,0.036841627,0.064968784,0.59057614,0.495835265,0.582725669,0.692276069,0.536739058,0.70042971,0.108648457,0.031005721,0.035231007,0.08689941,0.610655785,0.62174911,0.702510418,0.044457976,0.756337798,0.127134773,0.608391001,0.531991952,0.182621938,0.29632068,0.248079474,0.463343427,0.089950907,0.232646147,0.725984906,0.752873094,0.68239184,0.145916211,0.596397287,0.742710067,0.251271595,0.072705223,0.033862266,0.046197843,0.668000818,0.579131165,0.507374577,0.430539939,0.113045192,0.286101979
