,TCGA-3M-AB46,TCGA-3M-AB47,TCGA-B7-5816,TCGA-B7-5818,TCGA-B7-A5TI,TCGA-B7-A5TJ,TCGA-B7-A5TK,TCGA-B7-A5TN,TCGA-BR-4187,TCGA-BR-4191,TCGA-BR-4201,TCGA-BR-4253,TCGA-BR-4255,TCGA-BR-4256,TCGA-BR-4257,TCGA-BR-4267,TCGA-BR-4279,TCGA-BR-4280,TCGA-BR-4292,TCGA-BR-4294,TCGA-BR-4357,TCGA-BR-4361,TCGA-BR-4362,TCGA-BR-4363,TCGA-BR-4366,TCGA-BR-4367,TCGA-BR-4368,TCGA-BR-4369,TCGA-BR-4370,TCGA-BR-4371,TCGA-BR-6452,TCGA-BR-6453,TCGA-BR-6454,TCGA-BR-6455,TCGA-BR-6456,TCGA-BR-6457,TCGA-BR-6458,TCGA-BR-6563,TCGA-BR-6564,TCGA-BR-6565,TCGA-BR-6566,TCGA-BR-6705,TCGA-BR-6706,TCGA-BR-6707,TCGA-BR-6709,TCGA-BR-6801,TCGA-BR-6802,TCGA-BR-6803,TCGA-BR-6852,TCGA-BR-7196,TCGA-BR-7197,TCGA-BR-7703,TCGA-BR-7704,TCGA-BR-7707,TCGA-BR-7715,TCGA-BR-7716,TCGA-BR-7717,TCGA-BR-7722,TCGA-BR-7723,TCGA-BR-7851,TCGA-BR-7901,TCGA-BR-7957,TCGA-BR-7958,TCGA-BR-7959,TCGA-BR-8058,TCGA-BR-8059,TCGA-BR-8060,TCGA-BR-8077,TCGA-BR-8078,TCGA-BR-8080,TCGA-BR-8081,TCGA-BR-8284,TCGA-BR-8286,TCGA-BR-8289,TCGA-BR-8291,TCGA-BR-8295,TCGA-BR-8296,TCGA-BR-8297,TCGA-BR-8361,TCGA-BR-8362,TCGA-BR-8363,TCGA-BR-8364,TCGA-BR-8365,TCGA-BR-8366,TCGA-BR-8367,TCGA-BR-8368,TCGA-BR-8369,TCGA-BR-8371,TCGA-BR-8372,TCGA-BR-8373,TCGA-BR-8380,TCGA-BR-8381,TCGA-BR-8382,TCGA-BR-8384,TCGA-BR-8483,TCGA-BR-8484,TCGA-BR-8485,TCGA-BR-8486,TCGA-BR-8487,TCGA-BR-8588,TCGA-BR-8589,TCGA-BR-8590,TCGA-BR-8591,TCGA-BR-8592,TCGA-BR-8676,TCGA-BR-8677,TCGA-BR-8678,TCGA-BR-8679,TCGA-BR-8680,TCGA-BR-8682,TCGA-BR-8683,TCGA-BR-8686,TCGA-BR-8687,TCGA-BR-8690,TCGA-BR-A44T,TCGA-BR-A44U,TCGA-BR-A452,TCGA-BR-A453,TCGA-BR-A4CR,TCGA-BR-A4CS,TCGA-BR-A4IU,TCGA-BR-A4IV,TCGA-BR-A4IY,TCGA-BR-A4IZ,TCGA-BR-A4J1,TCGA-BR-A4J2,TCGA-BR-A4J4,TCGA-BR-A4J5,TCGA-BR-A4J6,TCGA-BR-A4J7,TCGA-BR-A4J8,TCGA-BR-A4J9,TCGA-BR-A4PD,TCGA-BR-A4PE,TCGA-BR-A4PF,TCGA-BR-A4QI,TCGA-BR-A4QL,TCGA-BR-A4QM,TCGA-CD-5798,TCGA-CD-5799,TCGA-CD-5800,TCGA-CD-5801,TCGA-CD-5803,TCGA-CD-5804,TCGA-CD-5813,TCGA-CD-8524,TCGA-CD-8525,TCGA-CD-8526,TCGA-CD-8527,TCGA-CD-8528,TCGA-CD-8529,TCGA-CD-8530,TCGA-CD-8531,TCGA-CD-8532,TCGA-CD-8533,TCGA-CD-8534,TCGA-CD-8535,TCGA-CD-8536,TCGA-CD-A486,TCGA-CD-A487,TCGA-CD-A489,TCGA-CD-A48A,TCGA-CD-A48C,TCGA-CD-A4MG,TCGA-CD-A4MH,TCGA-CD-A4MI,TCGA-CD-A4MJ,TCGA-CG-4301,TCGA-CG-4304,TCGA-CG-4305,TCGA-CG-4306,TCGA-CG-4436,TCGA-CG-4437,TCGA-CG-4438,TCGA-CG-4440,TCGA-CG-4441,TCGA-CG-4442,TCGA-CG-4443,TCGA-CG-4444,TCGA-CG-4449,TCGA-CG-4460,TCGA-CG-4462,TCGA-CG-4465,TCGA-CG-4466,TCGA-CG-4469,TCGA-CG-4472,TCGA-CG-4474,TCGA-CG-4475,TCGA-CG-4476,TCGA-CG-4477,TCGA-CG-5716,TCGA-CG-5717,TCGA-CG-5718,TCGA-CG-5719,TCGA-CG-5720,TCGA-CG-5721,TCGA-CG-5722,TCGA-CG-5723,TCGA-CG-5724,TCGA-CG-5725,TCGA-CG-5726,TCGA-CG-5732,TCGA-CG-5734,TCGA-D7-5577,TCGA-D7-5578,TCGA-D7-6518,TCGA-D7-6519,TCGA-D7-6520,TCGA-D7-6521,TCGA-D7-6522,TCGA-D7-6524,TCGA-D7-6525,TCGA-D7-6526,TCGA-D7-6527,TCGA-D7-6528,TCGA-D7-6815,TCGA-D7-6817,TCGA-D7-6818,TCGA-D7-6820,TCGA-D7-6822,TCGA-D7-8570,TCGA-D7-8572,TCGA-D7-8573,TCGA-D7-8574,TCGA-D7-8575,TCGA-D7-8576,TCGA-D7-8578,TCGA-D7-8579,TCGA-D7-A4YT,TCGA-D7-A4YU,TCGA-D7-A4YV,TCGA-D7-A4YX,TCGA-D7-A4YY,TCGA-D7-A4Z0,TCGA-D7-A6EV,TCGA-D7-A6EX,TCGA-D7-A6EY,TCGA-D7-A6EZ,TCGA-D7-A6F0,TCGA-D7-A6F2,TCGA-D7-A747,TCGA-D7-A748,TCGA-D7-A74A,TCGA-EQ-8122,TCGA-EQ-A4SO,TCGA-F1-6177,TCGA-F1-6874,TCGA-F1-6875,TCGA-F1-A448,TCGA-F1-A72C,TCGA-FP-7735,TCGA-FP-7829,TCGA-FP-7916,TCGA-FP-7998,TCGA-FP-8099,TCGA-FP-8209,TCGA-FP-8210,TCGA-FP-8211,TCGA-FP-8631,TCGA-FP-A4BE,TCGA-FP-A4BF,TCGA-FP-A8CX,TCGA-FP-A9TM,TCGA-HF-7131,TCGA-HF-7132,TCGA-HF-7133,TCGA-HF-7134,TCGA-HF-7136,TCGA-HF-A5NB,TCGA-HJ-7597,TCGA-HU-8238,TCGA-HU-8243,TCGA-HU-8244,TCGA-HU-8249,TCGA-HU-8602,TCGA-HU-8604,TCGA-HU-8608,TCGA-HU-8610,TCGA-HU-A4G2,TCGA-HU-A4G3,TCGA-HU-A4G6,TCGA-HU-A4G8,TCGA-HU-A4G9,TCGA-HU-A4GC,TCGA-HU-A4GD,TCGA-HU-A4GF,TCGA-HU-A4GH,TCGA-HU-A4GJ,TCGA-HU-A4GN,TCGA-HU-A4GP,TCGA-HU-A4GQ,TCGA-HU-A4GT,TCGA-HU-A4GU,TCGA-HU-A4GX,TCGA-HU-A4GY,TCGA-HU-A4H0,TCGA-HU-A4H2,TCGA-HU-A4H3,TCGA-HU-A4H4,TCGA-HU-A4H5,TCGA-HU-A4H6,TCGA-HU-A4H8,TCGA-HU-A4HB,TCGA-HU-A4HD,TCGA-IN-7806,TCGA-IN-7808,TCGA-IN-8462,TCGA-IN-8663,TCGA-IN-A6RI,TCGA-IN-A6RJ,TCGA-IN-A6RL,TCGA-IN-A6RN,TCGA-IN-A6RO,TCGA-IN-A6RR,TCGA-IN-A6RS,TCGA-IN-A7NR,TCGA-IN-A7NT,TCGA-IN-A7NU,TCGA-IN-AB1V,TCGA-IN-AB1X,TCGA-IP-7968,TCGA-KB-A6F7,TCGA-KB-A93G,TCGA-KB-A93H,TCGA-KB-A93J,TCGA-MX-A5UG,TCGA-MX-A5UJ,TCGA-MX-A663,TCGA-MX-A666,TCGA-R5-A7O7,TCGA-R5-A7ZE,TCGA-R5-A7ZF,TCGA-R5-A7ZI,TCGA-R5-A7ZR,TCGA-R5-A805,TCGA-RD-A7BS,TCGA-RD-A7BT,TCGA-RD-A7BW,TCGA-RD-A7C1,TCGA-RD-A8MV,TCGA-RD-A8MW,TCGA-RD-A8N0,TCGA-RD-A8N1,TCGA-RD-A8N2,TCGA-RD-A8N4,TCGA-RD-A8N5,TCGA-RD-A8N6,TCGA-RD-A8N9,TCGA-RD-A8NB,TCGA-SW-A7EA,TCGA-SW-A7EB,TCGA-VQ-A8DT,TCGA-VQ-A8DU,TCGA-VQ-A8DV,TCGA-VQ-A8DZ,TCGA-VQ-A8E0,TCGA-VQ-A8E2,TCGA-VQ-A8E3,TCGA-VQ-A8E7,TCGA-VQ-A8P2,TCGA-VQ-A8P3,TCGA-VQ-A8P5,TCGA-VQ-A8P8,TCGA-VQ-A8PB,TCGA-VQ-A8PC,TCGA-VQ-A8PD,TCGA-VQ-A8PE,TCGA-VQ-A8PF,TCGA-VQ-A8PH,TCGA-VQ-A8PJ,TCGA-VQ-A8PK,TCGA-VQ-A8PM,TCGA-VQ-A8PO,TCGA-VQ-A8PP,TCGA-VQ-A8PQ,TCGA-VQ-A8PU,TCGA-VQ-A8PX,TCGA-VQ-A91A,TCGA-VQ-A91D,TCGA-VQ-A91E,TCGA-VQ-A91K,TCGA-VQ-A91N,TCGA-VQ-A91Q,TCGA-VQ-A91S,TCGA-VQ-A91U,TCGA-VQ-A91V,TCGA-VQ-A91W,TCGA-VQ-A91X,TCGA-VQ-A91Y,TCGA-VQ-A91Z,TCGA-VQ-A922,TCGA-VQ-A923,TCGA-VQ-A924,TCGA-VQ-A925,TCGA-VQ-A927,TCGA-VQ-A928,TCGA-VQ-A92D,TCGA-VQ-A94O,TCGA-VQ-A94P,TCGA-VQ-A94R,TCGA-VQ-A94T,TCGA-VQ-A94U,TCGA-VQ-AA64,TCGA-VQ-AA68,TCGA-VQ-AA69,TCGA-VQ-AA6A,TCGA-VQ-AA6B,TCGA-VQ-AA6D,TCGA-VQ-AA6F,TCGA-VQ-AA6G,TCGA-VQ-AA6I,TCGA-VQ-AA6J,TCGA-VQ-AA6K,TCGA-ZA-A8F6,TCGA-ZQ-A9CR
A2M,6558.4786,26388.3633,8842.9528,4547.7472,17226.2222,6961.6449,32182.78,17942.2588,46305.4406,22149.8158,23680.6534,13655.4886,44680.8722,24445.5454,17321.8542,9270.9358,34989.5679,4907.5773,5895.348,6726.5144,12559.9072,14596.5999,7177.8327,9925.1413,8163.3059,27999.9885,21859.5112,19083.2147,24321.4974,4197.0386,10550.6977,27810.1607,14355.7997,11499.5976,31702.9988,55859.9913,17423.007,48446.2995,44877.5868,13073.2341,4835.161,66903.639,37058.9027,10096.5388,11842.8959,11927.7927,9653.402,35692.6139,14025.2093,58820.6696,8685.6307,5077.6766,7577.6866,4882.4393,16292.3617,15280.6898,16859.771,32858.3852,8728.7033,9495.208,28178.8953,48101.0705,23306.7329,44981.1575,32090.8087,18309.9838,31066.4769,11087.6337,8558.1859,46002.7242,14498.2662,21498.7019,17779.1112,14279.7567,35418.7952,4067.7188,18971.9037,35018.2891,9270.323,33642.3861,9851.2925,41029.3344,58066.9589,16455.3294,54856.6002,5235.712,18854.6508,53390.0671,4743.2674,16592.0378,45953.0095,13115.8226,9435.3228,42182.1235,7626.2576,23222.3547,28302.6819,17767.1055,5972.1437,20458.0898,7813.2653,39199.5768,11516.7396,46191.1474,3940.2077,22213.5961,4927.0547,12552.5382,1771.9098,45917.692,19468.1088,26637.8846,19059.8685,15878.1682,20634.9433,7484.9917,8582.7073,22024.4011,6497.827,8597.6027,33186.4881,36240.186,8097.4884,28448.2668,6608.1492,52115.9868,6109.7019,31358.448,25371.2685,32178.9772,38312.3078,49853.2748,9521.1028,6703.5477,7838.9897,5026.7369,1895.1986,9282.5349,23077.5997,4577.953,6712.251,7438.9582,28765.0338,19093.9188,31822.1549,21090.0144,9888.3704,12292.8382,5923.3983,4929.6955,22772.9035,58263.1611,8327.7801,19996.468,8328.4805,25891.9953,3690.9047,4296.8832,7045.9173,12077.4939,26659.0179,15426.0063,6443.4643,8917.7244,8032.8288,19536.5493,5467.5382,20426.914,14314.9265,13629.4996,8729.7439,4030.3432,10127.874,13713.4751,5498.5872,8621.629,3810.8609,9176.2596,19474.0201,25380.1028,17955.0514,75803.0055,14957.7662,4151.9998,8806.4508,37376.8394,24348.6751,23221.5761,38339.0615,16439.842,13303.0127,21791.7299,11984.1146,31988.7321,18512.3301,9792.027,14509.7274,7088.3782,4244.1126,6550.7801,3362.8255,8742.7282,13058.999,11906.2773,20517.3624,67515.2251,7535.885,17503.7183,24745.6288,45895.6284,46168.5713,13687.4179,8070.3586,18135.1949,2859.3055,7422.213,14119.2893,20396.5944,8613.4061,9716.8857,22373.2788,15326.7932,3943.9898,34742.4102,27130.4444,13810.5213,16662.8568,54657.5795,5747.7621,26437.5377,19627.2824,6197.4297,8822.7707,30102.3285,2500.3964,4086.0253,12657.9449,7170.8501,7784.7088,10276.1848,32727.9387,28999.2979,3687.0268,15493.6414,2815.9059,2985.1506,15399.5896,3249.2907,15557.6591,9736.693,15131.7579,11055.7708,27596.9201,46655.4891,10568.5724,34272.8236,62520.1077,8063.6854,10858.4871,8306.3413,22264.5414,6492.3126,6612.638,14486.6672,20558.1613,14235.8918,14439.7607,23984.6034,3456.2468,4452.2894,14715.412,7157.1926,2883.9129,5791.5934,7567.6225,10546.3195,13653.5547,15534.7758,14997.6143,12275.6382,2683.4005,5821.4203,1402.9976,8431.7433,2695.4483,9694.6022,2997.1787,13101.9254,4246.8574,11583.8742,16258.1551,2962.3556,2450.8094,7248.7555,30790.0598,8906.5182,5828.1688,5571.0127,9230.5732,5169.7818,15510.0543,4933.6678,11317.1084,8401.2304,19090.0537,7451.7575,33401.0552,5917.6977,3119.0702,2864.9391,12094.6215,8000.899,3355.0183,7985.9454,6540.7953,14966.5588,7405.583,13226.3598,10140.9095,10100.1844,24158.028,5302.339,41212.4507,2909.5553,9874.9159,65702.8506,17657.3191,37118.3848,12160.1552,11145.9772,4826.4486,2604.9668,5076.7957,4596.3867,13300.4918,36321.6129,2876.5626,66005.9267,11080.8279,12771.8508,10904.3525,21727.3232,21978.3374,34531.8507,18357.0918,17294.3932,15277.9331,74972.367,17296.1062,3423.0159,8744.5656,5467.3682,7161.1832,5428.3056,10157.398,7223.245,15838.2078,7128.0812,13213.2794,3161.2131,14387.9937,8430.9173,45251.155,5098.8156,22165.5073,27361.6326,7457.3796,30022.1445,3742.7048,5857.103,8133.8278,25639.9917,6796.9248,7590.9794,34942.9318,5677.4973,4424.2189,23010.2233,3993.4582,4291.1621,8309.4213,9719.4014,22298.5531,11625.7863,9630.6871,7525.2051,7454.4856,1248.8573,29357.5159,1528.8453,19979.3992,21218.4144,6539.0199,13390.1647,16422.0144,11423.2603,7183.1164,8404.8184,50430.5624,26899.3748,9306.3779,35547.922,19986.6392,13383.7506,3033.4542,5988.4138,9068.7988,2755.0763,13908.0502,7105.5128,9419.9844,12692.1985,23835.7527,41444.7383,21814.3244
ABCB1,101.4381,394.2857,30.8623,34.7086,210.3943,85.2336,155.8536,193.7418,378.7725,247.285,75.0681,220.7561,380.0168,162.1877,117.757,88.1393,315.3303,277.5008,51.2393,207.055,76.707,211.6205,40.5967,261.1787,46.6083,374.4144,183.8939,180.7551,91.1698,100.5391,163.6197,259.1706,213.432,129.5944,296.7782,229.7711,76.3402,515.9208,240.6122,320.0595,31.1871,169.6751,163.2653,86.7229,90.3936,105.1587,89.1408,245.6784,131.9943,221.0468,73.7669,47.4825,57.6037,21.3386,107.9895,1058.1117,79.0622,95.1262,41.7503,38.9781,180.879,454.8414,154.5013,378.3921,500.5538,61.2576,402.8662,115.4487,94.3217,232.6981,68.5775,191.5986,116.3569,126.2503,174.9681,28.5714,188.2353,82.0068,92.6966,105.9074,139.4283,335.7529,246.074,196.4286,276.2349,53.8437,104.5588,154.4421,89.4901,243.8876,154.4217,215.0339,62.5045,322.7437,92.2034,267.2005,272.4376,1872.4857,26.6512,157.0981,157.8631,611.8077,46.0776,275.6611,10.6525,132.899,14.4104,130.3721,111.7201,5101.0055,280.5103,115.3846,190.8655,134.5794,261.1981,1234.1598,52.4493,170.6612,135.7753,78.793,244.2148,177.621,33.054,158.9327,33.9259,225.0415,252.753,332.5175,184.5735,201.3852,183.1813,193.8973,400.2553,56.5386,157.014,156.1008,12.1914,157.1229,151.7258,20.902,44.9491,102.7877,260.6982,118.6441,315.5588,66.8987,60.9958,204.8051,48.9989,8.0985,332.217,290.2802,295.0207,223.7934,143.1472,108.9623,2.5757,34.7079,26.8393,57.6456,235.7019,28.8158,21.8654,54.7576,152.0529,290.493,15.3383,740.1992,568.5932,360.8074,155.0546,3518.4695,41.6275,290.926,37.4906,65.5738,13.8507,23.4105,270.1005,319.2661,90.9091,522.3506,54.1328,22.8663,39.5361,200.3306,496.6317,254.0168,341.6032,318.2616,87.3708,176.8381,172.8098,68.2731,68.0763,71.058,136.9241,57.2809,5.8448,19.9902,11.9843,61.1933,83.7344,58.6717,127.8124,415.2296,88.2949,542.1013,310.9381,422.9688,429.6509,69.1367,128.0493,73.2738,550.8016,190.1932,324.8731,97.9746,24.0652,100.0415,192.3864,111.7137,23.8534,297.0771,130.4525,110.0511,317.553,297.4359,90.5634,151.7803,208.1019,85.0811,417.5794,288.3411,20.622,33.6094,215.235,31.0276,66.8331,367.0257,229.805,39.8482,20.7446,73.6874,21.2525,8.31,82.5044,11.8701,147.8483,65.8002,115.4632,116.0682,274.1992,293.9686,64.9531,390.0709,515.5502,64.794,104.3873,66.2089,106.4701,57.701,134.3891,453.8884,274.8915,327.7146,76.0406,137.9054,30.2037,45.2324,37.1829,27.1168,11.9296,4691.7492,25.8253,115.5943,156.983,37.2484,64.3803,106.6397,7.0476,62.7388,11.6959,93.9403,1163.4382,538.8273,46.2854,280.597,51.0475,76.9787,31.9395,37.4519,11.0764,104.6073,390.0664,76.7137,82.6446,18.5695,112.7557,21.6172,93.3565,53.0428,215.4799,75.6288,124.3798,179.3824,51.6017,18.7147,15.1803,22.6185,29.9296,29.4229,14.3268,71.9041,17.3435,58.8235,11.7786,57.1827,44.4712,176.572,201.6783,25.8668,138.216,7.7559,141.225,504.3855,39.5538,225.0502,220.5776,64.194,8.6068,6.8625,25.4701,56.679,87.0113,149.7696,42.6709,395.8278,69.7168,147.3397,93.1034,357.0707,347.2522,550.2267,211.3308,294.3026,129.6124,444.2023,225.3091,12.4717,23.6967,44.1661,95.7643,21.2152,136.8455,54.9903,596.4188,124.7123,111.6248,19.7978,70.6522,81.2627,281.83,33.7331,244.6982,224.1807,90.4913,266.9333,61.5454,64.5912,146.3067,220.57,93.2064,87.1274,428.3883,39.6981,45.304,75.6177,9.2324,74.723,65.088,89.4855,273.9501,113.7942,121.7989,86.1969,53.3493,10.2616,288.733,2.4916,232.5701,266.6435,53.8898,102.6549,189.6724,103.7728,51.9405,61.4887,351.8049,437.2333,71.8454,220.6493,106.3714,113.686,48.5058,39.5753,3033.383,5.5824,184.503,57.5865,104.1429,104.3874,185.8657,1563.9512,112.3277
ABCC11,0.948,0,0.8341,0,2.8674,1.1215,1.0874,0.3075,0.4051,2.3686,2.7227,7.8459,0.4792,0.4595,1.4953,7.617,2.9082,0.3323,4.0515,7.028,1.9543,2.8003,0.3691,2.9935,6.8648,1.1473,2.5093,7.1351,4.5283,6.7325,4.5704,4.3402,2.2766,2.218,0,1.7495,4.7912,0,0,5.2103,0,4.3321,0.5301,19.1865,0.5832,2.4802,1.0305,8.9052,4.1737,2.1052,5.6744,0.8003,0.9217,0.4962,2.1949,0.2638,0,0.5872,2.4087,0,7.9472,39.6699,0.7649,0.4058,0.3528,2.4341,1.1943,1.5325,0.3252,0,0.3517,37.7136,2.3087,1.0814,0.8514,14.2857,4.8128,0,1.4045,2.3191,1.0303,2.471,0.3667,0.7937,85.3681,0.9731,2.0912,0,2.428,1.661,0.6863,3.6969,0,1.1931,0,0.8897,1.0621,27.5873,0.5794,1.5658,3.6014,2.0899,0.2916,0,0,0.6515,1.2809,22.7863,2.1079,3.1993,3.2095,0,0.3554,3.7383,1.619,0,0.6502,1.56,0,18.0218,0.2911,1.9237,0.4655,0.9281,0.2324,2.5036,2.2625,0,5.7892,1.5334,6.1422,2.8574,0.7371,3.4527,1.2442,1.7564,0,0,0,1.8176,0.4682,0,0.5631,1.5408,0,0.6792,0.7349,1.3256,0,0.6479,2.0094,0,0,4.7929,4.7377,0,1.9317,0,0.6315,1.2136,0,3.602,1.0249,0.4488,2.0877,0,0.9439,2.9242,5.5894,2.9437,1.3661,0,1.1101,7.4358,9.1889,3.7765,4.2985,6.9167,0.4188,0,0,4.8217,1.0278,12.1954,6.0514,5.0569,3.7425,2.0403,1.4788,8.7796,2.5697,0.4805,1.75,5.7372,0,5.5648,1.2979,2.0704,1.594,0.4876,1.8437,23.9674,0,1.6298,5.7444,0,1.2151,2.2355,2.458,0,0.7108,2.6738,1.0271,4.697,2.1988,5.1511,7.3835,0.471,1.8512,3.3236,1.6373,2.5307,1.2338,0,2.8536,2.385,1.9458,1.0256,0.4439,0.9053,1.6204,2.9749,0.7889,0.3254,1.4943,2.4355,1.2966,5.118,32.1686,7.0423,6.9638,10.4364,5.3936,1.8422,4.537,0.9588,0.8376,1.9784,1.0561,1.3708,93.9298,3.3853,8.0957,14.8674,7.6415,0,0,0.7491,6.8079,236.3904,4.914,4.5434,3.6199,1.045,0.2631,0.784,1.6388,86.7259,0.7024,2.3,2.5209,4.7853,5.3683,2.1122,0.2662,0,4.3306,0.8764,0.3008,1.9531,0.2517,0.4753,0.8664,8.9297,12.4279,0.6339,4.4222,0.3731,0.2127,4.6982,0.8405,0.35,1.7041,0.9838,0,3.872,5.5096,0,1.0764,0,1.6378,0.5734,0.6192,1.619,3.7179,0,0,0.7062,0.3795,0,5.2817,0,2.2286,7.9893,0.423,0,0,5.5788,1.6026,1.7987,1.6783,5.5036,0.7512,0,1.5868,1.6954,0.6761,4.2101,0.722,0,1.291,6.8625,1.3405,0.5904,2.1017,6.9124,0.3951,3.2094,6.5359,0.4548,0.7663,1.5152,2.0307,0,776.5358,0,4.2823,0,0.3488,0,4.7393,5.4751,0.9208,28.287,0.6425,6.5243,2.3104,3.7665,0.6605,1.2637,1.3587,6.251,4.7287,2.2489,0,3.0616,5.8553,35.3245,0,7.9371,2.4452,2.0653,0,0.6551,2.8837,5.5136,0.7367,0,0.5276,4.9236,1.2663,3.0857,6.8898,0.2646,0,3.3281,2.6316,0.8551,0.6452,4.9833,0.8262,61.9615,1.585,8.7134,3.9978,0.9491,8.1704,40.9924,0,11.1947,0.7781,0.3954,3.79,3.2065,0.2475,2.8958,2.0864,4.0938,17.4659,12.9408,4.8103,7.1826,18.3746,0.3935,0
ABCC1,536.1053,2141.2245,5375.4562,1849.3779,3398.5663,1879.2523,1993.1134,1987.5452,2698.8049,2193.3513,1364.0607,1820.97,1573.0202,2433.5053,2171.215,2636.8335,1022.85,1804.2539,1086.0343,295.175,5101.2581,1275.7237,1121.9441,5992.5164,693.343,1218.8546,3812.3028,1384.2037,1723.4717,1770.2054,1590.4936,1336.1544,1394.9915,1904.943,2243.8042,2286.6307,1823.8601,1503.4423,2310.0196,2791.217,929.0744,1945.8484,2801.4842,897.1604,2251.0931,1559.5238,1746.2321,2679.4133,1633.4942,3408.6822,1595.3732,1437.8126,1769.1244,1029.7102,1278.7533,3795.3262,1598.6914,1934.8209,1814.9338,1977.3993,2179.4485,2530.3959,1941.2092,2281.3086,2564.1478,2800,4474.5223,988.9762,2633.5262,4749.0471,1289.9596,2636.5856,1511.2548,2108.678,3259.685,1132.5893,2448.1283,2759.2861,1336.3764,2466.5335,5614.9099,2466.4093,2379.6928,3119.4444,2677.3532,3521.8943,3276.4534,2215.9091,492.5425,1807.9794,3088.7779,1281.5773,1328.2196,3582.9924,1618.3051,2312.2776,2119.4902,2409.8104,930.4751,1246.8685,2374.5498,3053.2915,1599.3001,2634.5159,1266.5779,893.8111,1656.2325,1583.79,1991.9899,2701.0969,1922.4906,2343.5013,2363.6041,822.4299,2313.5456,804.4077,2274.8256,2173.6689,929.7714,696.5633,3314.2192,2727.7974,2027.0019,2065.4292,1209.2483,2595.9052,2083.1111,2450.1858,1006.3,1560.9906,1521.8137,3219.104,1217.2282,3607.4666,2264.1369,1995.0601,472.6201,701.8156,1574.3383,1257.753,1608.3343,2807.099,2623.3108,1329.7381,1801.3148,1976.7383,924.4902,1388.5655,1036.8809,2249.1092,2746.4836,1494.3082,937.7593,1659.8321,1324.8731,1711.3208,861.2363,2314.7766,1053.6786,1379.8544,2553.4373,1404.7726,1614.9641,1039.4973,1034.7947,1651.115,2150.4336,2147.126,2084.8418,2393.1876,1542.0082,2352.1633,2476.5568,2261.4151,1685.6065,1892.3698,3344.7164,1687.6829,2005.4439,1165.8716,1125.0514,2727.8754,988.0942,3512.262,1982.8543,1939.9008,1670.2844,2688.4298,1929.097,1974.9781,3324.5856,2792.888,1595.9751,2629.9484,1034.3476,1924.5587,2125.2433,1180.8144,1815.6217,2519.7465,1593.9156,1716.4712,1835.4187,1794.3773,1775.012,1761.7021,3193.1956,1833.4575,2081.1143,1997.5907,2179.5276,3082.8877,2955.7477,1094.4105,2037.563,2344.527,3588.8325,2926.9901,2119.2151,970.8351,3138.7638,2173.5358,3906.1986,2547.6761,1873.6241,2679.3867,2791.0416,3449.9145,2655.6378,2217.8636,2274.537,3037.3345,1819.1524,2284.9239,2261.2496,1345.8354,2475.6348,1721.8713,840.5435,3265.1201,3374.6518,1416.5085,1368.3114,1929.3829,2558.6532,1833.32,2441.6291,2105.9573,3034.7619,1445.5478,2207.1654,2039.8984,3731.4326,2884.6089,3012.157,3971.6312,3224.4817,2013.4831,2024.9622,1595.6351,1725.2252,2798.2735,3150.6787,2618.1312,2108.9044,1564.8765,1912.8155,1259.2007,644.1114,2685.1941,1987.7107,1113.9173,2801.0737,2382.5743,1546.3259,1541.9847,3050.8842,3613.5365,1139.5909,2563.2587,3058.1425,1620.7513,3956.6818,1137.6422,2225.5416,1393.0269,1495.283,2483.209,2141.6569,3718.8291,1166.2114,391.6696,2828.7418,1157.8947,2657.458,3485.9943,2097.1437,1813.518,1408.5038,967.6417,1503.1221,2809.8344,1761.9195,1291.9341,2738.0453,3063.5786,1996.2313,1663.8418,1223.1499,3680.5383,3167.2535,1296.2441,4317.7916,1412.1172,1021.9966,2066.1765,4155.477,1722.4547,2157.8526,1537.5853,9594.965,1664.2818,4421.784,1738.3661,3044.4303,4209.1462,2247.1264,1503.0141,1464.2599,2004.2796,3352.34,1472.0137,1514.8011,927.5277,1828.4994,1824.8848,2338.9964,1840.0642,2538.1264,1783.538,2878.1609,1918.1818,2314.5069,3805.4974,2885.2584,2466.608,1307.2586,2151.2642,2426.7811,2175.1701,687.2038,1463.6853,618.3241,657.6719,1323.8034,2343.767,1749.6493,1603.2643,2592.4703,917.8602,2697.0109,5352.0863,2683.0595,1565.967,2171.2887,3079.3384,1356.3048,2930.2674,912.5546,1723.9822,1626.4901,1691.4498,1393.1736,5307.2388,3255.3669,1859.1931,1921.554,3330.7532,3375.0989,3296.7924,1932.1261,3706.2408,2358.5958,2900.6947,1539.0381,2157.9166,2893.7799,3800.2232,2627.6313,1455.7346,2313.7218,2290.4882,1592.9204,7689.857,2328.9284,2288.0645,1095.7105,1660.5538,2465.2187,2767.0118,2439.113,2909.5654,2757.8226,3788.6578,2922.2298,1480.0515,6152.0119,962.4116,11038.7425,1438.693,4166.6767,2395.882,2419.788,2197.56,1499.4203
