gene_id,TCGA-3L-AA1B,TCGA-4N-A93T,TCGA-4T-AA8H,TCGA-5M-AAT4,TCGA-5M-AAT5,TCGA-5M-AAT6,TCGA-5M-AATA,TCGA-5M-AATE,TCGA-A6-2675,TCGA-A6-2682,TCGA-A6-2684,TCGA-A6-2685,TCGA-A6-2686,TCGA-A6-4105,TCGA-A6-5656,TCGA-A6-5657,TCGA-A6-5659,TCGA-A6-5660,TCGA-A6-5661,TCGA-A6-5662,TCGA-A6-5664,TCGA-A6-5665,TCGA-A6-5666,TCGA-A6-5667,TCGA-A6-6137,TCGA-A6-6138,TCGA-A6-6140,TCGA-A6-6141,TCGA-A6-6142,TCGA-A6-6648,TCGA-A6-6649,TCGA-A6-6650,TCGA-A6-6651,TCGA-A6-6652,TCGA-A6-6653,TCGA-A6-6654,TCGA-A6-6780,TCGA-A6-6781,TCGA-A6-6782,TCGA-A6-A565,TCGA-A6-A566,TCGA-A6-A567,TCGA-A6-A56B,TCGA-A6-A5ZU,TCGA-AA-3489,TCGA-AA-3492,TCGA-AA-3495,TCGA-AA-3496,TCGA-AA-3502,TCGA-AA-3506,TCGA-AA-3509,TCGA-AA-3511,TCGA-AA-3526,TCGA-AA-3655,TCGA-AA-3660,TCGA-AA-3662,TCGA-AA-3663,TCGA-AA-3675,TCGA-AA-3685,TCGA-AA-3697,TCGA-AA-3712,TCGA-AA-3713,TCGA-AA-A01P,TCGA-AA-A01X,TCGA-AA-A01Z,TCGA-AA-A02K,TCGA-AA-A02Y,TCGA-AD-5900,TCGA-AD-6548,TCGA-AD-6888,TCGA-AD-6889,TCGA-AD-6890,TCGA-AD-6895,TCGA-AD-6899,TCGA-AD-6901,TCGA-AD-6963,TCGA-AD-6964,TCGA-AD-6965,TCGA-AD-A5EJ,TCGA-AD-A5EK,TCGA-AM-5820,TCGA-AM-5821,TCGA-AU-3779,TCGA-AU-6004,TCGA-AY-5543,TCGA-AY-6196,TCGA-AY-6197,TCGA-AY-6386,TCGA-AY-A54L,TCGA-AY-A69D,TCGA-AY-A71X,TCGA-AY-A8YK,TCGA-AZ-4313,TCGA-AZ-4315,TCGA-AZ-4323,TCGA-AZ-4614,TCGA-AZ-4615,TCGA-AZ-4616,TCGA-AZ-4682,TCGA-AZ-4684,TCGA-AZ-5403,TCGA-AZ-5407,TCGA-AZ-6598,TCGA-AZ-6599,TCGA-AZ-6600,TCGA-AZ-6601,TCGA-AZ-6603,TCGA-AZ-6605,TCGA-AZ-6606,TCGA-AZ-6607,TCGA-AZ-6608,TCGA-CA-5254,TCGA-CA-5255,TCGA-CA-5256,TCGA-CA-5796,TCGA-CA-5797,TCGA-CA-6715,TCGA-CA-6716,TCGA-CA-6717,TCGA-CA-6718,TCGA-CA-6719,TCGA-CK-4947,TCGA-CK-4948,TCGA-CK-4950,TCGA-CK-4951,TCGA-CK-4952,TCGA-CK-5912,TCGA-CK-5913,TCGA-CK-5914,TCGA-CK-5915,TCGA-CK-5916,TCGA-CK-6746,TCGA-CK-6747,TCGA-CK-6748,TCGA-CK-6751,TCGA-CM-4743,TCGA-CM-4744,TCGA-CM-4747,TCGA-CM-4751,TCGA-CM-5344,TCGA-CM-5348,TCGA-CM-5349,TCGA-CM-5860,TCGA-CM-5861,TCGA-CM-5862,TCGA-CM-5863,TCGA-CM-5864,TCGA-CM-5868,TCGA-CM-6161,TCGA-CM-6162,TCGA-CM-6163,TCGA-CM-6164,TCGA-CM-6165,TCGA-CM-6166,TCGA-CM-6167,TCGA-CM-6168,TCGA-CM-6169,TCGA-CM-6170,TCGA-CM-6171,TCGA-CM-6172,TCGA-CM-6674,TCGA-CM-6675,TCGA-CM-6676,TCGA-CM-6677,TCGA-CM-6678,TCGA-CM-6679,TCGA-CM-6680,TCGA-D5-5537,TCGA-D5-5538,TCGA-D5-5539,TCGA-D5-5540,TCGA-D5-5541,TCGA-D5-6529,TCGA-D5-6530,TCGA-D5-6531,TCGA-D5-6532,TCGA-D5-6533,TCGA-D5-6534,TCGA-D5-6535,TCGA-D5-6536,TCGA-D5-6537,TCGA-D5-6538,TCGA-D5-6539,TCGA-D5-6540,TCGA-D5-6541,TCGA-D5-6898,TCGA-D5-6920,TCGA-D5-6922,TCGA-D5-6923,TCGA-D5-6924,TCGA-D5-6926,TCGA-D5-6927,TCGA-D5-6928,TCGA-D5-6929,TCGA-D5-6930,TCGA-D5-6931,TCGA-D5-6932,TCGA-D5-7000,TCGA-DM-A0X9,TCGA-DM-A0XD,TCGA-DM-A0XF,TCGA-DM-A1D0,TCGA-DM-A1D4,TCGA-DM-A1D6,TCGA-DM-A1D7,TCGA-DM-A1D8,TCGA-DM-A1D9,TCGA-DM-A1DA,TCGA-DM-A1DB,TCGA-DM-A1HA,TCGA-DM-A1HB,TCGA-DM-A280,TCGA-DM-A282,TCGA-DM-A285,TCGA-DM-A288,TCGA-DM-A28A,TCGA-DM-A28C,TCGA-DM-A28E,TCGA-DM-A28F,TCGA-DM-A28G,TCGA-DM-A28H,TCGA-DM-A28K,TCGA-DM-A28M,TCGA-F4-6459,TCGA-F4-6460,TCGA-F4-6461,TCGA-F4-6463,TCGA-F4-6569,TCGA-F4-6570,TCGA-F4-6703,TCGA-F4-6704,TCGA-F4-6805,TCGA-F4-6806,TCGA-F4-6807,TCGA-F4-6808,TCGA-F4-6809,TCGA-F4-6854,TCGA-F4-6855,TCGA-F4-6856,TCGA-G4-6293,TCGA-G4-6294,TCGA-G4-6295,TCGA-G4-6297,TCGA-G4-6298,TCGA-G4-6299,TCGA-G4-6302,TCGA-G4-6303,TCGA-G4-6304,TCGA-G4-6306,TCGA-G4-6307,TCGA-G4-6309,TCGA-G4-6310,TCGA-G4-6311,TCGA-G4-6314,TCGA-G4-6315,TCGA-G4-6317,TCGA-G4-6317,TCGA-G4-6320,TCGA-G4-6321,TCGA-G4-6322,TCGA-G4-6323,TCGA-G4-6586,TCGA-G4-6588,TCGA-G4-6625,TCGA-G4-6626,TCGA-G4-6627,TCGA-G4-6628,TCGA-NH-A50T,TCGA-NH-A50U,TCGA-NH-A50V,TCGA-NH-A5IV,TCGA-NH-A6GA,TCGA-NH-A6GB,TCGA-NH-A6GC,TCGA-NH-A8F7,TCGA-NH-A8F7,TCGA-NH-A8F8,TCGA-QG-A5YV,TCGA-QG-A5YW,TCGA-QG-A5YX,TCGA-QG-A5Z1,TCGA-QG-A5Z2,TCGA-QL-A97D,TCGA-RU-A8FL,TCGA-SS-A7HO,TCGA-T9-A92H,TCGA-WS-AB45
A2M,15911.4507,1494.3251,1333.5697,2424.2599,2398.3391,7231.6529,8478.2783,4059.8405,11420.6069,3860.4761,7959.8019,15178.7437,6142.7889,4901.1508,2104.4801,11686.5841,5831.8399,7097.0533,2399.6724,3876.6147,14666.1389,1509.0746,1938.3546,5563.0949,6293.2918,11957.8714,3247.7057,8416.4047,8021.0136,4753.2402,15788.8607,3647.9379,30072.5997,1893.3567,3056.3795,16211.0071,4780.0198,10063.5725,12239.3695,17453.5601,19796.2756,3554.104,5624.2449,8373.0926,14476.4454,3153.7145,3887.0235,11796.4918,3805.7778,6072.5655,4440.8202,6641.7543,2742.4462,3819.6245,4020.2754,4161.0076,2270.8736,2243.7409,2542.4468,3734.3591,6049.5288,6088.2703,7109.303,4342.028,2300.8455,1493.4739,430.2831,4915.4409,7389.6354,787.5678,1631.8382,4054.3499,5125.654,12090.3522,8967.6066,2910.8284,10834.0744,4805.2634,2260.2193,4316.0728,5207.9207,3330.2595,5333.8337,4044.1544,2400.2287,23033.5654,2621.8316,4181.2312,1477.5106,3911.9133,1624.8616,4693.0748,1257.1962,2823.5289,24723.0159,1734.0605,3868.0909,3330.7773,3447.8591,5620.3158,6645.4604,3571.4053,2334.2117,1453.0582,11115.8167,6140.9072,13026.017,15516.6388,2276.3073,8372.2287,860.7592,2330.5124,1306.2986,2434.5265,5628.1022,7063.6137,2365.8426,5678.5573,17482.6204,6278.5854,9242.9254,13013.9391,6410.1447,7070.4586,4030.2098,2961.1093,5408.1836,3576.7648,3603.0498,4055.9414,5724.1165,3543.7865,7751.2581,9413.9199,5267.9828,3777.6712,1816.3931,4252.0202,12555.2605,6918.9841,15567.5609,7059.8869,9763.3431,3052.9753,4243.098,8557.7975,3490.4428,6580.8746,8077.4647,16033.8132,6974.3859,6438.617,8513.0231,3863.4431,33553.1479,13453.9583,17343.0031,7427.8378,5282.1865,10084.3258,4880.3442,2325.3361,6662.2146,7643.1686,3914.6432,8947.0639,7220.9107,4537.3896,6559.5899,8479.1403,1555.234,6249.8186,7310.6121,2973.0884,5477.9426,2125.2153,4891.0078,36199.6916,5122.8839,3461.287,977.978,3797.5264,8110.3963,3417.3566,12364.4368,7847.7908,7453.5315,7324.968,7412.0399,8392.254,7428.1551,4615.9808,15267.0145,3961.9761,5739.46,8234.3031,5656.0144,5160.8154,4663.6492,2531.9762,2670.2873,1105.9161,1027.713,1143.8628,3606.3194,2786.2306,2478.7914,1640.4677,1722.0846,1079.2254,1526.4759,2193.703,5496.2911,4544.0394,1327.1623,3200.076,1830.1649,1466.969,1977.8273,3173.8211,2584.5613,2236.4782,985.8073,9735.9846,11165.2294,6893.5877,11601.485,13169.8366,9110.0977,18024.3385,16274.6413,11808.4964,5984.5747,11810.2275,2766.6903,12066.4703,7641.3691,7443.6066,2963.2684,6665.4189,3685.7236,3628.2153,8580.4986,3125.2673,4681.4968,24797.7945,6563.1833,1101.2926,932.3927,1777.199,2112.684,11797.7545,4988.9664,17878.0127,3179.9383,677.7116,3415.8632,1200.6563,3256.8972,6331.4413,3130.3814,1220.7444,2397.5914,9583.6553,1610.9254,13754.2498,8023.9967,2277.7519,4124.1235,6776.9298,4919.084,14972.5952,2644.8116,2871.248,1788.9213,1590.1018,6685.4801,2869.999,7365.344,2024.9427,7696.1117,1602.6466,3198.3845,984.0736,3339.8862,2048.7421,29937.5165
ABCA1,778.9313,228.8195,414.4983,111.4458,124.6425,662.1419,126.839,172.9932,1037.8962,506.9978,578.233,913.8105,632.3111,507.9995,382.1681,412.4232,184.0026,384.0034,193.2842,185.2554,641.6579,245.336,316.3525,361.6322,1196.6863,485.0317,865.037,457.6349,324.2296,616.7675,655.6071,118.001,1174.7293,541.0268,144.8215,897.9032,589.7182,1096.1167,645.0441,811.7745,934.6931,171.7093,233.0559,514.878,1229.1009,134.3776,405.7712,970.3359,598.5314,283.6139,479.3942,361.5239,349.9771,592.026,621.715,566.0456,172.5275,195.4948,164.8936,466.2353,284.1615,555.5348,935.754,360.2103,247.2103,389.9893,158.7302,480.2801,819.9203,48.2733,124.424,320.331,321.1512,1078.5984,373.5669,246.7462,1136.3206,271.1777,252.8947,750.9579,513.1441,238.1715,253.3073,599.9519,396.2934,3177.0588,251.0221,374.0354,389.2748,364.3221,197.5096,317.6409,144.208,175.4502,752.2268,101.7157,413.1433,209.7658,95.4234,319.6011,275.3262,452.6017,544.2657,210.9285,465.8464,489.4515,699.1279,776.5748,162.5949,1568.6707,84.0816,369.338,144.8391,499.8019,195.5272,397.4656,448.252,400.5304,885.6056,742.1473,649.9768,715.5495,408.875,277.9893,444.1643,214.081,338.3084,295.7509,292.0049,307.7265,842.0428,542.8741,463.9417,742.1256,176.1579,121.4197,47.925,208.7542,303.9305,296.3876,879.089,483.8892,369.6292,207.7739,433.9869,324.1164,296.3215,513.6165,829.546,1179.5623,546.569,388.5465,576.0611,228.1437,1855.8294,1198.1968,2386.8613,989.5967,597.0082,964.9913,252.8217,126.5217,424.0343,264.0284,172.7589,1106.1484,736.3782,391.9337,1122.6436,449.0804,104.6798,680.0137,913.9347,392.9309,572.2884,229.7891,396.2426,1075.5086,676.6533,578.1793,142.7044,336.6914,552.6327,273.9393,1431.4058,587.5511,785.3898,618.461,786.8379,846.0261,1257.2816,538.1131,1174.5273,282.5343,336.0204,503.7278,391.1086,487.2685,250.5622,210.1086,181.5151,279.8135,258.4468,65.509,317.4325,440.37,127.1523,63.3153,436.6939,290.2615,185.7747,112.3245,237.3026,508.4271,235.7553,516.661,312.0363,88.4598,331.3494,324.3119,286.5613,109.4398,251.6291,1570.2648,666.2826,489.1365,1021.49,1085.5863,1284.3669,1304.2089,573.1323,908.6059,553.9183,880.5584,207.8153,778.3686,532.7009,820.8149,128.5947,1562.0201,208.0871,283.3192,778.9885,163.1403,337.5796,1069.2127,947.7588,441.048,149.8944,555.0856,130.2322,298.6527,446.4795,685.6608,265.2956,188.9678,586.8726,161.4892,201.581,347.9935,841.6679,78.6899,315.4732,422.2222,147.807,838.3982,698.5779,98.2724,589.228,954.9472,444.9887,157.3186,192.0074,791.9152,554.9948,150.7913,364.9354,200.7163,742.0789,485.27,543.7873,308.5087,151.1431,60.3996,204.9159,292.7766,3154.6459
ABCA10,67.795,5.3217,34.363,3.012,3.4623,7.8748,15.507,4.1189,10.7889,5.1473,10.2014,44.4994,34.6173,12.303,19.3584,12.1844,3.8334,3.0069,99.9181,9.0909,11.2084,38.4657,4.5848,2.5437,3.6922,0.4529,5.6596,13.5322,1.7526,7.6239,19.4531,4.2698,9.6325,8.7758,3.0276,3.6706,5.4375,6.2171,27.3369,131.2384,3.7413,13.4471,8.3234,32.0963,41.7299,2.4432,9.1347,14.5552,12.0773,8.0908,6.0685,24.7572,3.2066,6.4905,11.5942,26.3291,14.2857,5.2293,7.7369,6.8111,1.2649,28.1829,15.0342,1.4019,2.1459,1.9881,6.006,6.7427,1.6342,2.228,24.0655,5.3191,19.3635,11.0281,74.8187,3.159,8.741,4.6488,27.2904,28.3525,0.8351,15.8082,11.9885,13.9937,3.5489,88.3133,26.574,0.8906,23.7489,28.4116,46.1184,10.6809,8.5106,4.4194,13.5692,73.9379,3.2976,1.993,5.7336,1.4247,3.2392,8.7151,4.3197,10.6993,3.3941,6.3291,11.3356,15.2559,5.8218,4.1879,0.4082,14.4332,38.2908,1.0567,7.6677,0.7443,1.8477,3.3945,6.7537,4.3103,3.2452,2.5359,1.3158,4.3542,6.4011,12.6893,1.996,7.1519,1.2151,0.444,1.0408,8.2117,1.4694,2.4385,1.5186,56.0399,0.3865,15.873,10.0548,10.3563,20.9908,4.5223,5.2972,24.735,12.4183,23.5634,11.5804,3.2258,1.2848,7.2202,24.626,5.191,14.771,6.5868,45.045,14.3248,5.2138,5.8295,30.5927,15.7135,5.079,9.6704,11.588,3.3852,10.0087,12.2336,9.7324,5.9384,19.2712,13.623,0,4.449,5.5223,17.3431,2.0421,0.8787,1.824,43.9135,23.3833,11.1188,1.2818,8.9787,19.0723,34.2442,1.7589,3.6884,17.7165,11.1745,3.5989,7.9378,10.2258,3.9487,15.7581,5.3197,5.7735,8.8868,1.3533,12.1533,8.3521,2.3345,1.6178,2.3318,7.338,40.3784,16.0471,8.259,7.6159,9.8632,1.7204,0.3993,14.9103,1.1346,17.0721,0.7295,6.7199,7.176,9.0684,11.2259,5.5754,8.7156,1.1858,9.8548,0.7273,2.1358,5.7351,20.6128,4.5,3.6995,23.2804,22.1121,1.6454,8.4234,14.7354,12.9266,3.5524,44.0678,8.3398,6.5456,25.8587,5.8324,23.6357,1.9439,18.2167,3.3408,7.7343,6.1418,12.0451,11.3537,9.1485,3.3023,15.855,26.1976,7.8699,5.592,11.8252,1.6384,3.3094,41.1314,118.5771,6.4594,28.4909,11.4845,23.5353,15.873,1.3158,14.9044,3.7313,4.0386,1.9299,24.3231,32.2359,10.7917,40.1482,16.4835,17.2595,5.6446,4.4919,6.6909,21.5676,13.0933,4.038,43.1951,1.4171,17.7157,4.7868,7.5726,6.0343
ABCA5,886.7505,851.9594,693.1091,209.9828,372.9382,196.8707,390.0596,264.9816,427.7815,332.0036,334.7909,383.8634,436.8601,206.5872,797.5664,95.0382,105.6311,233.2474,253.8903,417.7489,250.7881,343.8457,266.4289,185.6916,528.4412,142.2101,247.7144,410.8873,224.3318,443.9644,335.4859,339.2528,132.3422,387.0118,150.3721,112.8699,177.4592,137.7331,354.0564,1389.6488,351.679,424.1014,256.8371,540.2875,217.7542,172.0033,430.7713,266.1172,306.7633,286.3243,134.8074,361.9678,72.8355,165.044,408.2126,439.4937,214.8352,202.7353,107.3501,393.808,79.2664,690.2875,168.5649,43.4579,242.9185,119.686,213.2132,115.6639,253.2938,185.6665,167.4347,187.3522,187.9679,242.6183,355.6525,134.7841,203.0597,193.1818,309.9415,492.3372,137.7871,45.8438,423.7686,404.5042,223.1861,445.3001,498.3647,139.8197,523.7489,360.1172,859.339,481.5696,155.5556,18.1195,436.0607,39.2157,127.6646,71.2506,175.6937,197.0794,205.4604,267.2616,230.0216,516.6221,196.8604,98.7342,388.701,212.5984,235.7833,110.6809,97.551,168.1599,213.0966,127.328,553.3546,71.083,192.9047,197.7299,121.5669,208.8558,120.5378,350.3804,105.2632,308.475,248.2219,405.2395,113.2735,137.5684,136.4925,128.3304,46.838,338.5036,170.814,264.9868,82.0046,195.5168,77.2984,183.7422,253.1993,360.4981,312.3426,132.8434,197.7634,212.7208,424.8366,470.7862,489.782,208.6022,194.4325,253.6101,377.8685,285.5024,393.8946,114.9701,478.0074,208.1315,501.5641,317.2474,756.7203,581.8602,189.6163,654.3671,231.7597,197.021,199.7389,402.131,499.5945,182.6055,602.8413,196.3594,60.3448,287.1321,206.1666,504.4374,103.6375,194.2004,139.5349,249.8889,359.5177,155.1077,226.8744,291.358,612.1756,341.9726,109.0528,165.2403,566.5354,164.8672,121.0535,224.2434,342.565,306.3038,278.109,468.7232,100.4597,290.9261,352.7687,396.354,290.7164,127.9328,77.3299,323.451,399.1031,366.7937,330.3608,241.4932,98.3444,142.539,197.5627,112.198,166.4316,116.8629,346.5642,175.8001,197.1161,200.5065,188.7881,519.533,394.8079,277.0642,100.3953,425.8299,185.4545,189.2354,231.4911,450.6964,199.5,151.6802,130.8974,165.0782,148.3584,194.8617,397.8567,101.8614,256.3647,200.8475,268.9601,207.4947,160.0444,484.6235,456.9575,77.2689,276.6059,93.5412,204.7316,132.3283,445.3239,228.821,395.4961,367.157,251.4156,257.485,339.979,181.5249,335.2185,292.7362,324.3243,516.5622,577.7339,516.3504,582.2822,512.5479,252.3786,310.2041,101.3158,433.8185,145.937,152.1203,255.0659,531.4364,466.6339,258.6527,1526.8684,606.7504,699.7085,433.8272,359.3487,299.1243,891.0634,653.0278,448.2207,706.8906,160.6046,599.9046,417.7605,329.8275,296.487
ABCA6,18.8588,0.9676,13.1603,0.4303,3.4623,41.3429,3.5785,3.4324,30.209,15.9568,42.1966,80.908,20.4778,10.7651,3.3186,18.5812,8.0927,3.866,4.095,3.0303,41.5645,0.4691,3.0565,9.7509,3.6922,9.9638,1.7414,7.3812,16.9417,9.1487,45.922,2.329,60.7266,2.6327,0.5046,65.6114,6.4261,46.3893,61.2875,74.3068,74.8253,5.172,8.3234,30.7589,264.0364,1.4659,6.7308,17.8008,2.4155,4.0454,2.1673,19.635,3.2066,9.7357,10.1449,19.7468,0.5495,3.6203,10.1547,0.6192,5.9028,15.4427,14.5786,5.1402,0.8584,1.1929,1.287,14.5228,9.3964,1.4853,2.0481,3.5461,8.5011,32.0171,89.0448,2.106,36.9811,5.1653,2.4366,9.5785,5.8455,1.5808,7.2974,8.746,0.7886,453.7815,12.6738,0.4453,2.9686,9.5889,6.1491,1.3932,0,1.3258,65.7383,0.4085,3.7687,2.4913,5.3241,9.9727,13.4197,1.743,1.6199,5.6044,11.031,30.8017,16.8206,78.248,2.9109,59.2292,0,12.5012,1.6648,2.1133,3.1949,8.1876,0,2.1216,45.0248,5.094,17.6171,10.1437,6.25,6.6987,8.5349,0.4093,4.491,8.8347,4.8603,0.8881,13.0106,1.8248,1.102,3.6578,4.5558,3.736,0.773,6.253,19.6527,11.3426,52.0571,19.7852,8.2401,0,8.4967,5.2897,0.6812,21.5054,6.8522,46.0289,29.8742,2.9663,38.4047,2.3952,114.4674,82.5785,38.5819,16.632,7.1983,11.0919,5.6433,2.4176,12.0172,11.5098,2.1758,31.9653,18.5378,6.4333,41.013,23.488,0.6158,27.3785,13.3456,5.4507,6.1264,2.1968,1.824,106.6471,6.8201,3.3356,0.4273,1.3468,20.4679,2.3455,25.3284,21.0239,8.2677,18.0002,20.6118,19.1831,14.9127,12.9742,104.77,26.5984,21.9395,19.6445,4.9622,10.9772,3.5336,2.3345,4.8533,0.6662,1.223,0.8471,3.1396,6.6072,2.9801,1.5908,0.8602,1.5971,1.2089,1.7019,2.134,1.4589,1.12,2.5327,1.6488,4.4903,3.1362,3.6697,2.7668,1.0373,0,31.1833,22.9406,30.0836,12,85.4999,15.8131,106.748,23.0353,36.5015,5.3583,63.5988,1.1841,144.9153,11.4673,52.3646,2.7955,3.7116,3.7076,7.2895,41.2272,2.784,61.4195,67.0017,27.5316,0,0.7037,1.8013,1.1325,17.9641,12.0672,7.7428,2.5707,1.0923,2.7579,5.4439,9.2227,2.826,16.6197,0.8507,3.5053,36.7347,1.3158,57.5022,9.5357,0.4487,0.9649,21.1106,10.6143,9.7473,7.412,0.7849,3.2653,4.0319,6.1763,2.7551,4.3934,1.2275,8.4126,14.3984,2.8342,0.4541,6.9627,2.5242,19.7122
ABCA8,52.2244,4.8379,0.7311,0.8606,12.3653,51.8426,3.9761,5.4918,126.2306,7.2063,66.7727,297.112,15.1146,21.0176,7.1903,96.5613,20.0188,1.7182,3.276,11.6883,114.8862,0.9382,1.5283,11.8707,19.3839,5.8877,12.6252,5.5359,16.3575,13.4689,101.73,2.329,390.3256,0.4388,0.5046,39.4586,1.4829,2.8694,135.3616,158.5952,0.6235,11.3783,10.7015,18.7228,396.0546,0.4886,4.3269,7.8655,0.4831,22.4744,4.7681,58.4783,3.2066,1.8544,21.7391,33.9241,1.6484,0.8045,17.8917,40.8669,4.6379,47.4862,10.4784,15.8879,0.4292,0.3976,0.429,28.0083,13.8903,0.3713,0,1.773,12.7516,70.7933,330.8886,5.616,113.6327,4.6488,0.9747,7.2797,37.5783,0,1.0425,6.1222,1.5773,741.2965,24.121,0.8906,2.5445,7.1029,14.6042,12.0741,0,0.4419,144.5239,0.4085,0,1.4948,14.7435,6.1736,11.106,8.134,0,2.038,37.3356,25.7384,17.5519,59.0551,4.9901,27.5206,2.8571,3.7882,1.1099,3.17,4.4728,10.7927,0,9.3349,145.43,5.094,63.0505,8.8757,1.6447,43.8765,0,0,1.996,3.7863,0.405,0.8881,13.0106,0.4562,2.9387,8.1284,0,0,0.773,1.924,65.8135,11.8358,52.8967,7.9141,8.8287,0.7067,13.0719,5.2897,0,16.129,2.5696,25.2708,70.6485,5.5617,53.6681,1.7964,498.1452,219.5071,29.1971,27.8586,3.5991,14.7891,3.386,1.2088,6.867,6.0934,3.9164,7.1034,8.8055,0.4949,11.365,31.0041,0,6.8446,2.301,0,16.3369,1.3181,1.368,354.7935,0.4872,1.1119,0,5.8361,73.9635,0.4691,10.9053,27.663,77.9528,93.2409,3.9261,5.9534,2.9825,5.0769,28.109,0,17.898,166.043,4.9622,19.6021,0.9637,0.4669,1.6178,4.6636,1.223,0.5647,5.2327,3.3036,1.6556,1.5908,0,1.1978,1.2089,0,1.7072,0.7295,0,1.2664,0.4122,13.022,0.3485,7.3394,0,0,0.3636,120.0342,68.3003,66.8524,17.5,134.4158,2.1963,227.2207,12.8888,93.7807,7.3677,193.8987,1.1841,392.7966,30.5794,9.8184,1.3978,5.3022,1.3903,0.486,48.8974,6.1247,18.1984,328.8666,39.9208,0,1.4075,0.3002,2.8313,59.8802,16.2644,84.3101,6.6838,1.0923,2.7579,2.4195,23.7154,4.0371,5.342,1.7014,0,78.0045,0.4386,231.5492,23.6318,1.3462,2.2515,5.5071,7.8624,13.2285,2.4707,0,2.3324,10.0796,32.566,11.414,3.5946,1.2275,15.8156,1.3713,8.5026,0,12.6198,3.3656,2.4137
ABCA9,22.2437,2.9028,20.4716,0.4303,3.4623,41.3429,7.1571,3.4324,14.5651,9.78,32.9227,70.5697,22.4281,6.6641,3.8717,11.2706,10.6483,0.4296,4.095,5.1948,13.0765,1.4073,2.5471,6.3593,3.2306,2.2645,1.3061,9.2265,14.0207,5.3367,24.5555,1.1645,100.9318,9.2146,1.5138,22.941,3.4602,13.869,67.4603,37.7079,8.7296,6.2064,3.5672,64.1926,164.264,0,5.7693,12.8331,7.2464,3.5959,2.1673,18.3545,2.2904,3.7089,3.8647,10.6329,6.044,0.8045,0,3.096,1.6865,10.4238,8.656,3.7383,0.8584,4.7715,2.145,17.6349,5.311,1.4853,5.1203,2.9551,4.2505,36.6418,146.4761,3.861,82.0307,3.6157,3.4113,26.8199,6.6806,2.1078,6.2549,15.3056,1.9716,379.952,11.8561,0.8906,8.0577,24.505,19.216,4.6439,0.9456,0,13.0473,8.1699,2.3554,2.4913,3.2763,2.3745,4.6275,2.905,0,17.8321,5.5155,11.8143,12.0669,33.4646,3.7426,52.0499,0,15.153,3.3296,0,1.9169,1.8608,0.3695,0.8486,36.4701,7.837,12.981,2.5359,1.3158,5.024,5.3343,1.228,2.495,7.5726,1.2151,1.3321,10.9289,4.1058,4.0408,2.845,2.0248,3.736,0,7.215,14.1682,15.781,26.0285,7.9141,0.5886,0.7067,2.6144,9.6177,0.6812,24.3728,1.2848,32.0397,17.3593,3.7078,20.1871,3.5928,118.177,63.6191,18.7696,6.6528,12.1471,7.3946,3.386,1.6117,7.7253,2.0311,4.7868,13.8122,18.0744,1.9795,21.2477,15.9718,1.8473,12.6626,2.7612,6.4417,7.1474,0.8787,1.824,77.72,7.3073,2.2238,0,8.5297,18.6072,1.8764,16.182,15.8601,8.6614,30.2403,5.5619,5.9534,6.8172,6.7691,68.569,14.1858,6.9283,9.3545,3.1578,8.2329,5.461,0.9338,0.9707,1.9987,8.9686,3.9531,3.4885,3.634,4.6358,1.5908,1.147,2.795,0.806,0.5673,2.134,0.3647,0,5.0654,3.7098,5.3884,1.3938,5.9633,3.9526,12.4481,0.3636,36.7364,32.3253,16.156,8,60.4254,7.028,88.8296,12.0661,19.6546,4.0188,49.6381,3.5524,176.6949,12.8573,26.8369,6.29,1.0604,7.4151,2.9158,36.4334,3.8976,15.0136,59.1848,8.6036,4.3668,2.1112,0,4.53,11.2275,10.4932,11.6142,2.0566,1.6384,1.6547,9.0731,10.5402,2.0186,18.9939,0.8507,5.0075,16.78,1.7544,45.6937,16.5837,0,2.5732,9.1785,26.3391,11.1398,8.6473,6.2794,8.863,7.6605,7.8608,7.0845,5.991,3.6825,8.076,23.6544,3.3066,5.9037,2.611,9.6761,15.287
